rid,DOS030_VCAP_6H:BRD-K16464815-001-01-8:5.01,DOS030_VCAP_24H:BRD-K16464815-001-01-8:5.01,DOS034_A375_24H:BRD-K16464815-001-01-8:5.01,DOS034_A549_24H:BRD-K16464815-001-01-8:5.01,DOS034_HT29_24H:BRD-K16464815-001-01-8:5.01,DOS034_MCF7_24H:BRD-K16464815-001-01-8:5.01,DOS034_PC3_24H:BRD-K16464815-001-01-8:5.01,ERG015_PC3_24H:BRD-K16464815-001-01-8:10.027,ERG015_PC3_6H:BRD-K16464815-001-01-8:10.027,ERG015_VCAP_24H:BRD-K16464815-001-01-8:10.027,ERG015_VCAP_6H:BRD-K16464815-001-01-8:10.027
5720,0.00310864299536,0.565239548683,-1.29788184166,-0.0145579315722,-0.971549987793,0.0349500030279,0.768549263477,-0.520447075367,-0.179016813636,0.657000005245,-2.08147740364
466,0.626258254051,0.846710622311,0.298352539539,-0.0205404572189,-0.554900050163,-0.523050010204,0.343776673079,0.0457049831748,0.781835198402,-0.922049939632,-3.5540626049
6009,0.865927398205,0.403945893049,0.365113884211,0.143461257219,0.411650002003,-0.296400010586,0.587039589882,-0.350104242563,-0.0732694864273,-1.63380002975,-1.56396698952
2309,0.353647708893,-1.05164504051,-0.737547039986,-0.226961195469,-0.776799976826,0.651399970055,-0.420682966709,-0.396471560001,-0.822809696198,0.91010004282,-0.0943072587252
387,0.133448183537,-0.5434871912,0.53710603714,0.319147586823,1.20659995079,-0.33544999361,0.630692303181,0.629178464413,0.441505789757,1.13505005836,-0.403758645058
3553,-1.02636265755,-0.922863841057,-0.260927975178,0.0875320360065,-0.649899959564,0.544700026512,0.249059796333,-0.560700595379,0.0831113681197,2.48580002785,1.45517230034
427,0.310406595469,1.22329711914,0.132779091597,0.910706341267,-1.41085004807,2.18659996986,0.42028015852,2.22220921516,0.641722500324,-1.13744997978,-1.24429512024
5898,-1.2524561882,0.419874578714,-3.42824864388,1.21327900887,0.023749999702,-0.00665000081062,-0.466766476631,-0.979568123817,0.558288514614,-3.01740002632,-1.79084897041
23365,0.318142533302,-1.43737649918,0.423985153437,-0.184014394879,1.78055000305,0.898949980736,0.102724574506,0.729570150375,1.06348896027,-0.139099955559,0.57123529911
6657,-0.361851662397,0.359713643789,-0.0906751900911,-0.0567863360047,-1.40039992332,1.12295007706,-0.882100462914,-0.0502356216311,-0.0471748709679,0.972299993038,2.55085635185
5054,-0.553972303867,2.20462536812,-1.04568839073,0.384249329567,0.216399997473,0.64904999733,-0.10837328434,0.130434647202,0.807155251503,0.609650015831,1.64488244057
3108,1.06747150421,7.36689424515,0.943175137043,-0.366228222847,-0.325800001621,-0.211500003934,-0.0156705975533,-1.46510756016,-0.300930351019,-0.606799960136,1.02012944221
1950,-1.19006824493,0.252838134766,0.263562381268,-0.466454863548,-0.671049952507,0.877499997616,-0.441975295544,-1.25007164478,-0.975763440132,-1.08130002022,1.54339158535
351,0.601877272129,-7.07038211823,-0.289258986712,-0.0833786800504,-1.28060007095,-1.02055001259,-0.931566894054,0.0962076410651,-0.556649208069,-0.0773500204086,0.222182869911
4846,2.00190401077,-0.218768358231,0.00621285289526,-1.28942632675,-0.639950037003,0.27294999361,-0.313300907612,-1.57013118267,-2.0551469326,-0.929150044918,4.98338365555
1452,-1.20529079437,0.0232883319259,-0.44108080864,0.445973217487,0.403250008821,0.0654999911785,0.59707826376,0.106747344136,1.24447858334,-0.068549990654,0.525526344776
4776,0.338464975357,0.55727905035,0.0607860982418,0.162329092622,0.760850012302,1.01300001144,-1.2342684269,0.867800951004,-0.167035758495,2.1154999733,2.15987277031
6908,0.555029273033,0.344260334969,0.422913730145,0.517284274101,-0.861549973488,0.246299996972,0.949199080467,-0.0503212660551,0.134156808257,0.456950038671,-0.624961972237
672,-0.06993034482,-0.562953233719,-1.46379292011,0.29337066412,-1.18825006485,0.131949990988,-0.123368293047,-0.685572385788,-0.314904987812,-1.15264999866,-1.95566320419
