rid,CPD001_MCF7_6H:BRD-A38076815-003-07-9:10,CPD001_MCF7_24H:BRD-A38076815-003-07-9:10,CPD001_PC3_24H:BRD-A38076815-003-07-9:10
5720,-0.175197467208,-0.298782229424,1.07380461693
466,0.0210407506675,0.465110629797,-1.04731595516
6009,0.144266754389,-0.302399873734,0.338948994875
2309,-0.860129356384,-0.00944475829601,-1.36359548569
387,0.232002481818,0.752893090248,0.828979611397
3553,0.254970669746,0.110308796167,-0.189862072468
427,0.107935011387,0.580397903919,0.152508318424
5898,0.476310789585,0.350829571486,-1.82277166843
23365,0.0437064915895,0.774982273579,-0.121266305447
6657,-0.145166993141,-0.258260816336,-0.166920989752
5054,0.339272707701,-0.529692828655,-3.00085783005
3108,-0.50165361166,-0.0981917008758,-2.12748765945
1950,0.190302893519,-0.392047762871,-0.844982683659
351,-0.0202144682407,-0.783979952335,-0.325891882181
4846,1.01695537567,-0.305315166712,1.47753667831
1452,0.452411949635,0.55097091198,-4.07621145248
4776,0.507138490677,-0.435823172331,0.0359890311956
6908,0.495690941811,-0.35709631443,0.198619782925
672,0.382071495056,-0.172412589192,0.437336862087
5710,0.596775054932,-0.146033167839,0.207534939051
2115,-0.000846799463034,0.423072457314,-0.154738485813
7015,-0.276911377907,-0.52085018158,-1.22288227081
8726,-0.136325076222,0.316650569439,0.0573248639703
2185,-0.247720375657,-0.67241024971,-0.292240351439
3315,0.158645287156,0.506236612797,-0.277773797512
5289,-0.507967889309,-0.507453858852,0.963968455791
868,0.178541466594,-0.770573198795,-0.300730526447
1677,0.957643270493,0.511368453503,-0.703890562057
7043,-0.11242942512,0.0353552848101,-0.0842418074608
5613,-0.469897150993,-0.229261487722,-0.447557032108
595,0.566114902496,0.119050040841,0.925882041454
4793,1.55859327316,-0.188602015376,0.300949454308
2736,2.65401697159,0.165176093578,-0.781079530716
5290,0.0316417440772,-0.924870967865,-0.552146077156
6194,0.213595122099,0.145601317286,-0.0383556969464
1676,-2.12710595131,-0.0253656804562,0.352857708931
23512,0.317076265812,0.175606399775,-3.36671710014
148022,0.354553341866,0.460962772369,1.40131831169
1906,0.18139244616,-0.453571289778,0.108910523355
8878,-0.212275758386,-0.056610815227,0.0657192841172
3091,0.787310540676,0.234657391906,-0.0431308150291
5743,-0.70728957653,5.57278251648,1.38239526749
5321,0.0932342931628,-1.23831605911,-0.141742229462
4144,-0.293492019176,-0.926991701126,-0.143689990044
1981,0.442751556635,-0.0495848953724,-0.341540634632
695,-0.0967468172312,-0.227498829365,-1.46442592144
10398,-0.615543305874,-0.733237624168,-0.17407014966
5708,0.937617182732,0.159290760756,-2.6739294529
1213,-0.37107989192,1.47033655643,0.483978837729
226,-0.0142987444997,0.67618149519,0.709651768208
6777,-0.115363933146,0.0111134648323,-0.256039828062
2113,0.298271089792,-0.217234000564,-0.299572765827
3329,0.18064071238,-0.523419976234,0.682158410549
1050,-0.561797201633,-0.542851924896,-0.429212749004
9491,-0.111057244241,-0.515500426292,-0.598543524742
22926,-0.191461086273,0.0451056025922,0.492242395878
5899,-0.1993445158,0.333638906479,-0.147917658091
5467,0.255644321442,0.0249063074589,0.941285014153
6774,0.168353796005,-0.0721864104271,1.07216751575
1788,0.0568579286337,-0.615859746933,-0.234320998192
5921,1.28843486309,0.881539583206,0.251898676157
5721,-0.486707180738,-3.23250818253,-0.0997495427728
2263,-0.470848053694,-0.625598430634,-0.295802384615
808,-0.174417942762,-0.722535729408,-1.40121674538
30001,-0.488004624844,-0.222205132246,-0.199667692184
348,2.07373785973,-0.553899466991,-0.524928689003
30849,-0.570122778416,0.150762304664,-0.548282265663
1454,0.887568831444,0.475224733353,0.916592240334
6500,2.15481257439,0.474272489548,1.02339971066
5627,4.37542867661,-0.180635213852,-0.635610997677
5715,-0.201947495341,0.202962964773,0.509050726891
4791,3.96085071564,0.395607382059,-0.999695062637
56924,-0.724313855171,0.00705073773861,-0.83156889677
2690,-0.301052242517,0.154402732849,-0.825807392597
1019,0.140756636858,0.167401045561,-0.00329785048962
51422,1.02397227287,0.582307755947,-1.17222905159
5788,-0.478563249111,-0.489120215178,0.552388250828
6709,0.506240069866,0.13619916141,-0.222962990403
1277,1.14457297325,-0.0886633992195,-0.658998548985
993,-1.5977036953,-0.787979006767,-0.863211274147
7157,0.445832699537,-0.0496281534433,-1.85595035553
1958,0.0278226733208,0.456957995892,-1.22628462315
4582,-0.494484364986,-0.0379592627287,0.732139885426
9212,-0.0783512666821,-0.277666985989,-0.00172895938158
8440,0.285364508629,0.437790751457,-1.00185823441
6790,-0.453875660896,0.186461269855,0.384232163429
8851,4.36522197723,0.168869614601,-0.40476539731
2534,-0.664808452129,0.0401381552219,-0.716523647308
4893,0.313639998436,0.303381204605,1.62366437912
665,-0.00294148921967,0.617423176765,0.540942907333
4313,0.882548213005,-0.788939476013,-0.250681042671
1022,-0.11226773262,0.132452040911,-0.365659236908
5880,-0.517579436302,-0.176204130054,-1.36466419697
3162,-0.281051427126,0.157716840506,-0.417942911386
1282,-0.139917999506,-0.0867159366608,-0.714995861053
3383,-0.625011503696,0.419815868139,0.0583091527224
