rid,CPC006_A375_6H:BRD-K75532464-001-01-4:10,CPC006_A375_24H:BRD-K75532464-001-01-4:10,CPC006_A549_6H:BRD-K75532464-001-01-4:10,CPC006_A549_24H:BRD-K75532464-001-01-4:10,CPC006_A673_6H:BRD-K75532464-001-01-4:10,CPC006_AGS_6H:BRD-K75532464-001-01-4:10,CPC006_CL34_6H:BRD-K75532464-001-01-4:10,CPC006_CORL23_6H:BRD-K75532464-001-01-4:10,CPC006_COV644_6H:BRD-K75532464-001-01-4:10,CPC006_DV90_6H:BRD-K75532464-001-01-4:10,CPC006_EFO27_6H:BRD-K75532464-001-01-4:10,CPC006_HA1E_6H:BRD-K75532464-001-01-4:10,CPC006_HA1E_24H:BRD-K75532464-001-01-4:10,CPC006_HCC15_6H:BRD-K75532464-001-01-4:10,CPC006_HCC515_6H:BRD-K75532464-001-01-4:10,CPC006_HCC515_24H:BRD-K75532464-001-01-4:10,CPC006_HCT116_6H:BRD-K75532464-001-01-4:10,CPC006_HEC108_6H:BRD-K75532464-001-01-4:10,CPC006_HEPG2_6H:BRD-K75532464-001-01-4:10,CPC006_HT115_6H:BRD-K75532464-001-01-4:10,CPC006_HT29_6H:BRD-K75532464-001-01-4:10,CPC006_HT29_24H:BRD-K75532464-001-01-4:10,CPC006_JHUEM2_6H:BRD-K75532464-001-01-4:10,CPC006_LOVO_6H:BRD-K75532464-001-01-4:10,CPC006_MCF7_6H:BRD-K75532464-001-01-4:10,CPC006_MCF7_24H:BRD-K75532464-001-01-4:10,CPC006_MDST8_6H:BRD-K75532464-001-01-4:10,CPC006_NCIH1694_6H:BRD-K75532464-001-01-4:10,CPC006_NCIH1836_6H:BRD-K75532464-001-01-4:10,CPC006_NCIH2073_6H:BRD-K75532464-001-01-4:10,CPC006_NCIH508_6H:BRD-K75532464-001-01-4:10,CPC006_NCIH596_6H:BRD-K75532464-001-01-4:10,CPC006_NOMO1_6H:BRD-K75532464-001-01-4:10,CPC006_OV7_6H:BRD-K75532464-001-01-4:10,CPC006_PC3_6H:BRD-K75532464-001-01-4:10,CPC006_PC3_24H:BRD-K75532464-001-01-4:10,CPC006_PL21_6H:BRD-K75532464-001-01-4:10,CPC006_RMGI_6H:BRD-K75532464-001-01-4:10,CPC006_RMUGS_6H:BRD-K75532464-001-01-4:10,CPC006_SKLU1_6H:BRD-K75532464-001-01-4:10,CPC006_SKM1_6H:BRD-K75532464-001-01-4:10,CPC006_SKMEL1_6H:BRD-K75532464-001-01-4:10,CPC006_SKMEL28_6H:BRD-K75532464-001-01-4:10,CPC006_SNGM_6H:BRD-K75532464-001-01-4:10,CPC006_SNU1040_6H:BRD-K75532464-001-01-4:10,CPC006_SNUC4_6H:BRD-K75532464-001-01-4:10,CPC006_SNUC5_6H:BRD-K75532464-001-01-4:10,CPC006_SW480_6H:BRD-K75532464-001-01-4:10,CPC006_SW620_6H:BRD-K75532464-001-01-4:10,CPC006_SW948_6H:BRD-K75532464-001-01-4:10,CPC006_T3M10_6H:BRD-K75532464-001-01-4:10,CPC006_THP1_6H:BRD-K75532464-001-01-4:10,CPC006_TYKNU_6H:BRD-K75532464-001-01-4:10,CPC006_U937_6H:BRD-K75532464-001-01-4:10,CPC006_VCAP_6H:BRD-K75532464-001-01-4:10,CPC006_VCAP_24H:BRD-K75532464-001-01-4:10,CPC006_WSUDLCL2_6H:BRD-K75532464-001-01-4:10,HOG001_A549_24H:BRD-K75532464-001-01-4:10,HOG001_A549_24H:BRD-K75532464-001-01-4:3.33,HOG001_A549_24H:BRD-K75532464-001-01-4:1.11,HOG001_A549_24H:BRD-K75532464-001-01-4:0.3704,HOG001_A549_24H:BRD-K75532464-001-01-4:0.1235,HOG001_A549_24H:BRD-K75532464-001-01-4:0.0412,HOG001_A549_24H:BRD-K75532464-001-01-4:0.013,HOG001_A549_24H:BRD-K75532464-001-01-4:0.0045,HOG001_A549_24H:BRD-K75532464-001-01-4:0.0015,HOG001_A549_6H:BRD-K75532464-001-01-4:10,HOG001_A549_6H:BRD-K75532464-001-01-4:3.33,HOG001_A549_6H:BRD-K75532464-001-01-4:1.11,HOG001_A549_6H:BRD-K75532464-001-01-4:0.3704,HOG001_A549_6H:BRD-K75532464-001-01-4:0.1235,HOG001_A549_6H:BRD-K75532464-001-01-4:0.0412,HOG001_A549_6H:BRD-K75532464-001-01-4:0.013,HOG001_A549_6H:BRD-K75532464-001-01-4:0.0045,HOG001_A549_6H:BRD-K75532464-001-01-4:0.0015,CPC006_H1299_6H:BRD-K75532464-001-01-4:10,HOG001_MCF7_24H:BRD-K75532464-001-01-4:10,HOG001_MCF7_24H:BRD-K75532464-001-01-4:3.33,HOG001_MCF7_24H:BRD-K75532464-001-01-4:1.11,HOG001_MCF7_24H:BRD-K75532464-001-01-4:0.3704,HOG001_MCF7_24H:BRD-K75532464-001-01-4:0.1235,HOG001_MCF7_24H:BRD-K75532464-001-01-4:0.0412,HOG001_MCF7_24H:BRD-K75532464-001-01-4:0.013,HOG001_MCF7_24H:BRD-K75532464-001-01-4:0.0045,HOG001_MCF7_24H:BRD-K75532464-001-01-4:0.0015,HOG001_MCF7_6H:BRD-K75532464-001-01-4:10,HOG001_MCF7_6H:BRD-K75532464-001-01-4:3.33,HOG001_MCF7_6H:BRD-K75532464-001-01-4:1.11,HOG001_MCF7_6H:BRD-K75532464-001-01-4:0.3704,HOG001_MCF7_6H:BRD-K75532464-001-01-4:0.1235,HOG001_MCF7_6H:BRD-K75532464-001-01-4:0.0412,HOG001_MCF7_6H:BRD-K75532464-001-01-4:0.013,HOG001_MCF7_6H:BRD-K75532464-001-01-4:0.0045,HOG001_MCF7_6H:BRD-K75532464-001-01-4:0.0015,CPC006_RKO_6H:BRD-K75532464-001-01-4:10
5720,-0.0439472422004,-0.202002078295,-1.08441162109,-1.84718596935,0.612049996853,0.96430003643,-1.19064998627,0.789449989796,0.081650018692,0.711049973965,-0.270300030708,-0.319968223572,-0.261907041073,0.919061422348,-0.484517812729,0.109658323228,1.02779996395,-0.19796666503,0.345665365458,1.03949999809,-0.459157496691,0.611020028591,-0.093800008297,-0.136350005865,0.113262817264,-0.848208367825,-0.146799996495,0.00985000282526,0.555600047112,-0.0708499848843,-0.260550022125,-0.168950006366,-0.170399993658,0.106150001287,-0.172877907753,-0.100722059608,0.603649973869,0.253749996424,-0.658609271049,-0.187649995089,0.0117499828339,0.535599946976,-0.242199987173,-0.882850050926,0.713900029659,0.0700500011444,0.564499974251,-0.28275001049,-0.0929995179176,0.659654259682,-0.45759999752,0.438993453979,0.472350001335,0.321850031614,0.11231739819,-0.128162696958,0.209849998355,0.0684762299061,0.6622595191,-0.417316645384,1.40077209473,0.371970385313,0.579345822334,0.13821811974,0.766593515873,0.104338377714,-0.0912817120552,1.37498855591,-0.00768807530403,0.373361468315,0.432192742825,0.621040165424,0.205735772848,1.2011371851,0.806547999382,-0.520449995995,0.304911673069,1.02747404575,0.795284211636,-0.499045044184,0.355204820633,-0.344609200954,-0.373308867216,1.17268013954,0.355836063623,0.662176609039,0.93941628933,1.03475785255,0.472030699253,-0.0729557871819,0.0127717070282,-0.435643553734,-0.859549462795,0.15753723681,0.595200002193
466,-0.0654092803597,0.558659017086,-0.205376148224,0.112282603979,0.453150004148,0.724250018597,0.405000001192,-0.439300000668,0.584399998188,0.5978500247,0.443949997425,-1.474791646,-0.408573508263,0.346338331699,0.0483646690845,1.02778506279,-0.972699999809,0.89336669445,-0.593609154224,0.241449996829,-0.262376189232,0.424072027206,-1.01600003242,0.151850014925,0.404359698296,-1.01293814182,0.354999989271,0.0503500103951,0.15324999392,-0.130400002003,-0.91270005703,-0.0747999995947,-0.699800014496,-0.407400012016,0.15728585422,0.87913364172,0.35640001297,0.38220000267,-0.573038041592,-0.00755000114441,-2.9265999794,-0.107599973679,0.274899989367,-0.370350033045,0.700049996376,0.0993999987841,0.574349999428,-1.27100002766,0.36505100131,1.10313308239,0.0721499919891,0.797204136848,-0.671599984169,0.214100003242,-0.444905012846,-0.252291768789,0.319350004196,0.478884071112,0.315335154533,-1.66495347023,1.28050792217,0.677632212639,-0.13942733407,0.141367316246,-0.243834942579,0.74147862196,0.069563858211,0.903351128101,0.265894114971,-0.351737648249,1.16259503365,0.36005449295,0.622717738152,1.55744171143,1.08440792561,0.180449992418,-0.051839530468,0.810706377029,0.812194108963,-0.554834723473,-0.0299165248871,-0.335787177086,-1.09857678413,1.59148597717,0.534125447273,0.285815060139,0.748829305172,0.188061356544,0.748553037643,0.388249069452,-0.366097331047,-0.0379426777363,-0.0876689255238,1.07371091843,0.807200014591
6009,-0.347439885139,0.447134643793,-0.456103384495,0.255753278732,-0.198299989104,0.312099993229,-0.897250056267,1.2650500536,-0.270300000906,-0.926899969578,0.137250006199,0.944977521896,0.258259832859,0.188709691167,0.108907178044,0.358527719975,0.0,-0.305666685104,0.0974534153938,-0.50695002079,0.0630450919271,-0.553092718124,-0.382250010967,-0.960600018501,0.244687438011,-1.44022071362,0.490550011396,-0.940150022507,0.26960003376,-0.305649995804,-0.165399998426,0.517100036144,0.0641499981284,-1.08115005493,-0.502126336098,-0.153689533472,0.0235500335693,-0.0106499791145,0.322621762753,-0.140700012445,0.828449964523,0.455049991608,-1.91094994545,-1.7527500391,0.0201999992132,-0.996299982071,0.768050014973,-1.52249991894,-0.103942580521,0.349581450224,0.34500002861,-0.615074753761,0.433400005102,-0.189050018787,-0.0977921411395,0.0995730906725,-0.940649986267,-0.758464396,0.619946122169,0.431405931711,1.0050548315,0.855064868927,-0.0623781085014,0.0830239653587,0.0369104743004,0.0348365902901,-0.432484835386,1.1434044838,-0.507157802582,-0.52564483881,0.42787784338,-0.0940608531237,-1.05942773819,0.966264724731,-0.343090116978,-0.330449998379,-0.112112551928,0.112775087357,0.867563128471,-0.62081360817,0.138242065907,0.45424631238,-0.289389491081,1.55796539783,-0.405756056309,0.948588609695,-0.417863219976,0.156529486179,-0.189706712961,-0.669272065163,-0.168461292982,0.604656457901,0.258550286293,0.368683815002,-0.600800037384
2309,-0.564466118813,-0.0452137514949,-0.350974917412,-0.149358704686,-0.5013499856,0.23164999485,-0.852500021458,0.286650002003,0.279049992561,0.289149999619,-1.57124996185,0.197896167636,-0.114415556192,0.375237673521,0.00468187499791,-0.31983551383,0.86310005188,-0.0384000018239,-0.925193309784,-0.266449987888,-0.729214370251,-0.360093712807,-0.487299978733,0.0645499974489,-0.207714736462,-0.721830904484,-0.00685000047088,0.689550042152,0.118949994445,-1.11975002289,0.908199906349,0.437550008297,-0.242049992085,0.394500017166,-0.207979470491,-0.305972725153,-0.156050011516,-0.572950005531,-0.478882968426,0.0672499984503,-0.0261000096798,0.186599999666,-1.2337501049,-0.401799976826,-0.30220001936,0.46075001359,1.57649993896,-2.3423500061,-0.289657890797,-0.227994516492,-0.119199991226,-0.260861635208,-0.165399998426,0.295300006866,-0.506032764912,-0.492414534092,0.0330500006676,0.257137805223,0.844226181507,0.151563763618,0.542684555054,0.218263193965,0.313345581293,0.0178246796131,0.00822991132736,0.334026694298,0.971482217312,0.389280766249,-0.0886315777898,-0.223778665066,0.500129401684,-0.0652919411659,-0.547716498375,-0.469147503376,-0.369943857193,-0.390450000763,0.215779602528,0.813087701797,-0.252104640007,-0.756102263927,0.322217226028,-0.795157432556,-0.478935420513,0.0486112684011,0.183644488454,-0.140258565545,1.33324444294,-0.37045019865,0.180028930306,-0.344750881195,0.0742672234774,-0.122819006443,0.0535406582057,0.234855249524,-0.00744999945164
387,-0.27278777957,0.932970046997,0.316819131374,-2.02052664757,0.413600027561,0.356599986553,-0.638300001621,-0.333849996328,-0.344900012016,-0.0951500087976,0.280799984932,-0.237547814846,0.849211812019,-5.01505994797,-1.09040212631,-0.132100597024,1.03145003319,0.00769999623299,-1.50914478302,-0.957700014114,-0.359701812267,0.0677454099059,-0.647300004959,-0.63915002346,0.0334396585822,0.127232760191,-1.17650008202,0.404149979353,-0.433299988508,-0.0677499994636,0.695349991322,0.9007999897,-1.42610001564,-1.07155001163,-0.740513563156,-0.0717121213675,-2.36529994011,-0.643149971962,-1.02557337284,-0.533299982548,0.0753999948502,-0.131449997425,-1.80649995804,-1.20980000496,-0.331550002098,-1.56354999542,-0.175750017166,-0.932899951935,-0.524256110191,0.436762154102,-0.909799993038,0.234202608466,0.509400010109,-0.469600021839,-0.587712407112,-0.129921346903,0.087199985981,0.974910259247,0.107222743332,0.122589796782,0.276516437531,0.169576346874,-0.815325915813,-0.275629907846,0.584835886955,-0.367489814758,0.439973503351,0.371646165848,0.149018019438,0.207780569792,0.786626279354,0.0258956849575,0.211595624685,-0.0123781496659,0.138689756393,0.628949999809,0.115421891212,0.133281603456,1.07932186127,-1.35389971733,-0.0533543378115,-0.474081873894,-0.246144711971,1.64233970642,0.279644221067,-0.459115684032,-0.259621858597,1.08015263081,0.012237906456,-0.908668875694,-0.437927722931,-0.0490306168795,-1.27082419395,0.149886116385,-0.631899952888
3553,0.366681039333,-0.590087771416,-0.336800932884,1.09760355949,0.0348000004888,-0.102649986744,0.263600021601,-0.156350001693,-0.262600004673,-1.52675008774,-0.867900013924,0.0396033674479,0.323927223682,-0.117389060557,0.561199963093,0.328587889671,-1.01069998741,-0.191633373499,-0.198486536741,0.731800019741,0.964062392712,-0.240008711815,-0.541649997234,0.0964999943972,-0.12201308459,0.748367190361,0.2174000144,0.383149981499,-0.256300002337,-0.630200028419,1.27369999886,-1.4279500246,-0.387250006199,-0.781049966812,0.169501125813,-0.136604323983,-0.649850010872,-0.96204996109,0.840041160583,-0.583100020885,-0.328999996185,-1.18134999275,-0.295500010252,0.711899995804,-0.931599974632,-0.307250022888,-0.466949999332,0.956799983978,0.212290763855,-0.584507644176,-0.151250004768,-0.16213196516,-0.361699968576,-0.0317000001669,0.265651553869,-0.578440666199,0.0165999997407,-0.732671737671,-0.487104386091,0.418062210083,-0.814067304134,-0.574997425079,-0.196296617389,0.887085139751,0.297626584768,0.395339995623,-0.443160563707,0.311581611633,-0.836130976677,-0.0539065524936,-0.272722125053,-0.034608785063,0.68575322628,0.201372742653,0.619196414948,-0.348550021648,-0.54966545105,-1.21138191223,-1.08641386032,0.507213592529,-0.421627044678,-0.219060629606,0.0959824621677,-0.408117383718,-0.933629274368,-0.628117203712,-1.39311397076,-1.14012527466,-0.688342213631,0.0318179391325,0.0528446473181,0.873990833759,0.809747934341,-0.000392124056816,-0.673399984837
427,3.36662888527,-0.51180100441,-0.328796833754,-0.355931937695,0.101750001311,0.328299999237,0.825100004673,-0.39105001092,0.571799993515,-0.0127999782562,-0.833499968052,0.335481733084,-1.84023463726,-0.0746305808425,-0.410513222218,0.268982112408,-0.638650000095,0.295566678047,0.721877336502,-0.837900042534,-0.0442467555404,-1.05996966362,0.882750034332,-0.616500020027,1.07787787914,-0.911860823631,0.0292499959469,-0.6208999753,0.0776000022888,-0.909550011158,0.944899976254,-0.448849976063,-0.645050048828,-0.287450015545,0.0648661255836,-0.419357508421,-2.26220011711,-0.821150004864,0.418184578419,0.041400000453,-1.65030002594,1.38164997101,0.38330000639,-0.497999995947,-0.802799940109,-0.896250009537,-0.298500001431,-0.313350021839,0.609508574009,0.971108257771,-0.892899990082,-0.582209587097,-0.508800029755,0.247749999166,0.757850706577,-0.0867079496384,0.126350000501,-0.0164850056171,-1.06707131863,-1.28377521038,0.0450940020382,-0.773671865463,-0.393159508705,-1.32108902931,-0.699847459793,0.0325468480587,-1.21741223335,-0.269725739956,-0.517889857292,-0.507196962833,0.80808031559,0.868441462517,-0.264195084572,0.0288887023926,0.517057836056,0.825999975204,1.12963604927,0.48128169775,0.287173956633,0.0356425233185,-0.0996694043279,0.410803169012,0.200663715601,0.192035585642,0.832132995129,-0.816155910492,0.470150619745,0.536145925522,0.501747429371,-0.0835611224174,0.994684934616,0.71578848362,-0.127202093601,0.259796142578,0.726600050926
5898,-0.919146776199,0.452096939087,-1.0886182785,-0.109059646726,-0.467800021172,0.190299987793,0.100050002337,-0.00155000388622,-0.56819999218,-0.327299982309,-1.72220003605,-0.758508205414,0.471608668566,0.478775888681,-1.42543828487,0.829562783241,-0.521499991417,-0.047100007534,-1.51371979713,-0.968949973583,-0.4112880826,-0.26123920083,-2.11389994621,-3.81465005875,-1.3328397274,1.18285691738,-0.208249986172,-0.824349999428,0.339549988508,-0.758050024509,-1.2623000145,-1.04850006104,-0.946650028229,-0.486449986696,-1.92694568634,-0.104980975389,-0.629999995232,-0.748049974442,-1.19178545475,-1.03645002842,-0.32594999671,-0.343849986792,0.117350004613,-0.400900006294,-0.726949989796,-0.0360499918461,-0.681050002575,0.27120000124,-1.37416958809,0.189871013165,0.174799993634,-1.21367013454,0.454000025988,0.907099962234,-2.22820878029,0.14688166976,-0.268550008535,0.23620095849,-2.64218568802,-0.79964196682,-0.736901044846,-1.0270512104,-0.212186858058,-1.90159130096,0.588674783707,-0.513827264309,0.281792938709,-4.6786608696,-0.985562443733,-1.26031136513,0.232221513987,0.00835496000946,0.0405534803867,-0.434797585011,-0.715711295605,0.0134999901056,0.634502291679,-0.0980612486601,0.304687380791,-0.691236257553,0.59328687191,-0.309924960136,-0.207292318344,-0.592366814613,-1.50154042244,-0.0863548666239,0.0892519056797,-4.26949214935,-0.0267389863729,-0.0464582070708,0.338189274073,0.238086491823,1.34960460663,-0.193817183375,0.538250029087
23365,0.764432311058,0.329156339169,0.363642126322,0.707430660725,3.00380015373,-0.257950007915,-0.307550013065,-0.155399993062,-0.539600014687,-1.10105001926,-0.119249999523,-1.63843584061,-0.241831868887,-0.774630188942,0.304346948862,-0.126195788383,-0.502250015736,-0.197666674852,-2.8894598484,-0.487700015306,0.268142402172,0.655696153641,0.287100017071,0.00324999913573,-0.713064491749,1.24501037598,0.718649983406,0.789999961853,-0.627149999142,0.126700013876,-1.0135999918,-0.503650009632,-0.262199997902,0.278750002384,-0.180072873831,-0.642991364002,-0.408800005913,-0.441049993038,-0.360758513212,-0.558449983597,-0.0915000140667,-0.462999999523,0.106700003147,-0.406350016594,0.204450011253,-0.989250004292,-1.18174993992,-0.682199954987,-0.989948749542,0.752762675285,-1.21280002594,0.424428999424,-0.171950012445,-0.743849992752,-0.0876035094261,-0.0224654227495,0.614400029182,0.0445712804794,-0.333465456963,-0.946677982807,-0.171017169952,-0.74380505085,-0.659809947014,-0.408960163593,-0.197378307581,-1.17212200165,-0.0720186233521,-0.44801813364,-1.28163743019,-0.675937175751,-0.77647036314,-0.790955543518,-0.296660542488,-2.05840754509,-0.0205754414201,0.318650007248,-1.28831315041,-0.804033756256,-0.140977144241,-0.2814027071,-0.926671206951,-0.755597472191,2.05163764954,0.440800130367,0.00436060130596,-1.25681602955,-0.35165065527,2.61365866661,-0.623423695564,-1.37478327751,0.490194767714,-0.566153407097,-0.123000308871,-0.85613411665,-0.591799974442
6657,-0.110103599727,0.285354167223,0.45397785306,0.660899102688,0.319350004196,-1.00389993191,0.045450001955,-0.197750002146,-0.548500001431,0.463950037956,0.330150008202,0.285632133484,0.489661872387,0.744450390339,0.769851565361,0.272338420153,-1.40104997158,-0.409700006247,0.398981004953,0.771799981594,0.91422945261,-0.385268449783,-0.58345001936,-0.0737999975681,0.0680794864893,0.643296658993,-0.139800012112,0.38504999876,0.330700010061,0.649250030518,1.01990008354,-1.27680003643,0.547900021076,-0.350199997425,-0.148411214352,0.383592486382,0.753899991512,-0.785500049591,0.174276798964,-0.53434997797,0.299400001764,-0.435899972916,0.374049961567,0.61519998312,-0.541849970818,-0.217700004578,-0.317900002003,0.384099990129,-0.438079833984,-0.751996576786,0.799650013447,-0.881695866585,-0.500649988651,-0.0964500010014,1.09650683403,0.300360172987,0.258650004864,-0.795353412628,-0.794326484203,-0.0902268439531,-0.0325009673834,-0.773781597614,0.142191931605,0.456178545952,-0.757245481014,1.28967833519,-0.0949717536569,-0.313473701477,0.383827060461,0.0240460261703,-0.612231969833,-0.265566378832,0.0350247174501,-0.321662008762,-0.0389509350061,0.178100004792,-0.604419589043,-1.58255958557,-1.24920737743,0.274987787008,-0.0260420069098,0.639361977577,0.745210051537,-0.00354450661689,-0.0372404307127,0.00600948929787,-1.61346793175,-2.02402305603,-0.646335124969,-0.268732011318,-0.183926716447,0.377281636,0.641914129257,-0.311910659075,-0.385899990797
