rid,DOS002_VCAP_6H:BRD-K34230554-001-01-6:4.94,DOS002_VCAP_24H:BRD-K34230554-001-01-6:4.94,DOS032_A549_24H:BRD-K34230554-001-01-6:4.94,DOS032_HT29_24H:BRD-K34230554-001-01-6:4.94,DOS032_MCF7_24H:BRD-K34230554-001-01-6:4.94,DOS032_PC3_24H:BRD-K34230554-001-01-6:4.94,DOSBIO002_A375_24H:BRD-K34230554:9.87585,DOSBIO002_A549_24H:BRD-K34230554:9.87585,DOSBIO002_HT29_24H:BRD-K34230554:9.87585,DOSBIO002_PC3_24H:BRD-K34230554:9.87585,DOSBIO002_MCF7_24H:BRD-K34230554:9.87585,DOSBIO002_NEU_24H:BRD-K34230554:9.87585,DOSBIO002_NPC_24H:BRD-K34230554:9.87585
5720,0.50980001688,-1.0048635006,-1.08630001545,-0.605631232262,0.770969510078,-0.0180000066757,0.623588323593,1.07633209229,0.534668803215,-0.267360746861,-0.32699239254,1.47624993324,-0.0870659947395
466,0.238250017166,-0.782696902752,0.75049996376,-0.0731890499592,-0.339144378901,-0.808200001717,-1.19686579704,0.650282859802,0.682404994965,-0.0685087293386,-0.171828269958,2.25414991379,-0.346456885338
6009,-0.0360499918461,-0.244473949075,0.571550011635,0.644519925117,-0.0937512218952,0.108150005341,0.638808846474,0.757484555244,-0.0523312538862,-0.511550843716,-0.647653520107,0.75594997406,-1.33187067509
2309,0.635849952698,0.45871168375,-0.520500004292,-0.401699185371,-1.3486686945,-0.611699998379,0.727229118347,-0.320751190186,-0.135444700718,-0.173586264253,-0.333736240864,-0.176149994135,-0.095888286829
387,0.485100001097,-0.0539002493024,1.60614991188,-0.508075237274,-0.768565714359,-0.0329499989748,-0.398595571518,0.315795719624,-0.53312087059,-0.913261950016,-0.40558129549,0.462449997663,-1.15177750587
3553,0.0837499946356,-0.702680706978,0.305249989033,1.00429415703,1.92891383171,1.50905001163,-0.0178828090429,-0.0905359983444,-0.149559259415,0.488660693169,0.275780797005,0.338200002909,0.0635144039989
427,-0.992000043392,-0.671914815903,-1.5352499485,-0.68571716547,-0.618497014046,-0.846750020981,0.345235645771,0.131271451712,-0.228954434395,-0.0306769013405,-0.827498316765,-0.701200008392,-0.0126345716417
5898,0.675650000572,0.187397032976,0.754549980164,0.656040906906,-0.673031806946,-3.78840017319,-0.93016898632,0.287297546864,0.231943964958,-1.07551801205,-1.39736604691,0.139500007033,-0.0389569401741
23365,0.720449984074,-0.206073671579,0.302050024271,0.0815031528473,-0.350026130676,0.422800004482,-0.701834619045,-0.285055994987,-0.682236909866,-0.200550615788,-0.153350889683,-0.109249994159,-0.446869581938
6657,0.296050012112,0.0723713636398,1.15750002861,0.945732235909,1.58582770824,-0.465850025415,0.0297401547432,-0.0531973540783,0.185469120741,0.788569688797,0.341251194477,0.95860004425,-0.213521957397
5054,0.715299963951,0.891961216927,-0.392899990082,0.509281218052,0.529945313931,-0.287799984217,-1.05987536907,-0.67964142561,-0.360952317715,-0.0321822166443,0.538051903248,-1.13125002384,0.613131523132
3108,-0.627049982548,1.23701429367,0.820699930191,-0.904022753239,0.0672039836645,-1.62234997749,-0.0940264761448,-0.60272371769,-0.308481693268,0.374599188566,-0.845416784286,-0.555599987507,-0.875035405159
1950,-0.949100017548,-1.09232509136,-0.450549989939,1.7266459465,1.31965088844,-0.197149991989,0.739892840385,0.659342467785,-0.658410906792,0.718047082424,0.392216950655,-0.173050016165,1.35339832306
351,0.0,-0.183535754681,-0.0732499957085,0.381094396114,1.13672804832,0.00690000504255,0.186360418797,-1.33724045753,-0.590467512608,0.224502965808,0.488484978676,0.337249994278,-0.0608956515789
4846,0.130899995565,-0.996267080307,0.33599999547,-0.411036163568,0.38155990839,-3.80819988251,0.158175006509,0.161194205284,0.541495263577,-0.684458136559,0.24069032073,-0.994849979877,0.0816381722689
1452,0.571350038052,-0.884217381477,-1.37335002422,-0.914633750916,-2.27115726471,0.777999997139,-0.893371462822,0.0397306904197,-1.07475864887,-2.60120010376,-1.36329674721,-0.619049966335,-1.81210303307
4776,-0.286650002003,-0.943165957928,-0.153800010681,1.04878473282,1.59405755997,-0.204199999571,-0.138524919748,-0.172101527452,0.641631126404,0.87027156353,1.45827317238,1.15775001049,-0.527780532837
6908,0.397100001574,-1.2201731205,-0.666599988937,-0.94960552454,-0.561238110065,0.182700008154,0.44590690732,0.885997891426,-0.000592082738876,0.425202667713,-0.097950451076,0.856299996376,-0.179724723101
672,-0.142649978399,-0.436589837074,-1.46930003166,0.0975873321295,-0.795306026936,-1.04579997063,0.252793729305,0.474422246218,0.321788370609,0.441994160414,0.635939538479,0.650750041008,0.358202159405
5710,-0.00514999032021,-0.277153998613,0.791800022125,-0.502918899059,0.226961672306,0.642700016499,-2.115016222,-0.916315197945,-1.69802057743,-1.22340512276,-0.696547627449,0.0275000035763,-2.32203578949
2115,0.298350006342,-0.18473058939,0.538649976254,1.52054393291,1.54496753216,-0.365350008011,-0.8855240345,-0.660956680775,0.23649674654,0.104999981821,-0.545651435852,0.295300006866,-0.238301888108
7015,-0.343200027943,0.487235784531,2.90260004997,1.28951311111,2.10545992851,-0.836099982262,-0.645876049995,-0.625831365585,-0.26037633419,2.36527109146,1.25644683838,-0.0992000102997,-0.353528648615
8726,0.243899986148,-1.04398953915,-0.772349953651,-0.237005919218,0.720549106598,0.518450021744,-0.122879952192,-0.218800336123,0.923022389412,1.21535348892,0.385829687119,-0.52120000124,-0.231056153774
2185,0.688149988651,-0.43908777833,0.649950027466,1.11064279079,1.7714574337,-0.432950019836,-0.778307318687,-0.0994344577193,-0.182455301285,0.598913311958,0.976203918457,0.0927000045776,0.431936174631
3315,-0.454099982977,3.32604408264,1.26254999638,-1.76380085945,-0.674324274063,0.048199981451,0.496005117893,-0.246413186193,0.0561676435173,-1.02308523655,-1.20241391659,-0.809550046921,0.239169225097
5289,-0.685599982738,-1.6266387701,1.15494990349,1.63472366333,2.10615301132,-0.441200017929,-0.0601802021265,0.403809100389,0.00571043416858,0.167824372649,-1.12789976597,-0.480800002813,0.329039633274
868,0.632350027561,0.149622350931,-0.666650056839,1.97229790688,-0.420620024204,-1.23625004292,0.629377961159,0.353515625,-0.459201931953,-0.327365130186,-0.380863428116,-0.055799998343,-3.24361133575
1677,-0.462799966335,0.398748993874,0.596000015736,0.688182115555,0.711787760258,-0.0176999866962,-0.443092733622,0.858481526375,0.117548890412,-0.102628350258,0.523873567581,-0.308200031519,0.606422781944
7043,0.470699995756,0.356782764196,1.18435001373,0.600592911243,0.928240120411,-0.0824999958277,-0.903490781784,-0.157797038555,-0.727292776108,-1.04420256615,-1.09568309784,-0.511250019073,-0.0634901076555
