rid,CPC010_A375_6H:BRD-A61856038-001-05-3:10,CPC010_A549_6H:BRD-A61856038-001-05-3:10,CPC010_A549_24H:BRD-A61856038-001-05-3:10,CPC010_HA1E_6H:BRD-A61856038-001-05-3:10,CPC010_HCC515_6H:BRD-A61856038-001-05-3:10,CPC010_HEPG2_6H:BRD-A61856038-001-05-3:10,CPC010_HT29_6H:BRD-A61856038-001-05-3:10,CPC010_MCF7_6H:BRD-A61856038-001-05-3:10,CPC010_MCF7_24H:BRD-A61856038-001-05-3:10,CPC010_PC3_6H:BRD-A61856038-001-05-3:10,CPC010_PC3_24H:BRD-A61856038-001-05-3:10,CPC010_VCAP_6H:BRD-A61856038-001-05-3:10,CPC010_VCAP_24H:BRD-A61856038-001-05-3:10
5720,-0.405900478363,-0.734449982643,-2.30185008049,0.0581325143576,0.477584809065,-0.736603081226,0.170754685998,-0.0812065154314,0.366827666759,-0.986899614334,0.18421408534,0.0257191210985,0.275886267424
466,-1.26423311234,-0.49279999733,0.319550007582,1.08399486542,0.230574309826,-0.276794135571,0.0807109624147,-1.14125013351,-2.76692342758,-1.21793282032,-0.57738417387,-0.150105923414,-0.420778781176
6009,-0.656393229961,-1.05604994297,-2.65864992142,1.79653871059,0.250989288092,-1.57752108574,-0.621410012245,-0.280323445797,-2.99425506592,0.295712381601,0.249019473791,0.404994308949,0.0142613351345
2309,2.27556586266,0.459500014782,0.969150006771,1.02489924431,-1.51712429523,-0.9882132411,-0.801127433777,-0.451210349798,-0.478962033987,-0.00893327593803,2.40474677086,-0.605945825577,0.388778626919
387,0.828803420067,0.00990000367165,-1.26559996605,0.325869560242,0.128833577037,-1.24063408375,-0.79646474123,0.0669803917408,-1.91325521469,-0.850623846054,0.375293701887,0.253477305174,-0.357479006052
3553,1.05492782593,-0.230299994349,1.91744995117,-0.708097398281,0.696484863758,0.31075656414,0.00246413052082,0.383337080479,3.32293009758,-1.57120144367,1.1361156702,-0.62469792366,0.721586585045
427,-0.995838463306,0.38924998045,3.34124994278,0.380951464176,0.421585142612,0.0555311143398,0.907174944878,0.135720252991,-0.0359987020493,0.515143811703,-0.640024542809,0.437175869942,-0.672671437263
5898,-1.45957612991,0.452100008726,-0.551599979401,-0.320850491524,0.178384274244,0.055319480598,-0.101413041353,-0.91091811657,-1.71768462658,-0.752786397934,-1.02998137474,0.476413220167,0.258202850819
23365,1.02165305614,0.472350001335,1.9551500082,-0.298668622971,1.02770197392,-1.61658191681,0.0996398106217,-0.520872831345,-0.63994127512,0.203491702676,0.803304195404,-0.336429834366,-0.123758167028
6657,0.585582435131,-1.05349993706,0.0944499820471,-0.241998255253,1.24871194363,1.64611744881,0.378851145506,0.0948657393456,2.42909288406,2.90196037292,-0.254305481911,-0.14810924232,0.927720785141
5054,0.370489627123,-0.772699952126,-0.821599960327,-1.27783572674,0.675110518932,-1.19275987148,0.336653828621,-0.567144215107,5.00817489624,-1.19735443592,-2.39094305038,-0.265633016825,-0.23290130496
3108,0.461916029453,0.845749974251,0.385800004005,0.398404866457,-1.21344661713,0.26136854291,0.670634865761,0.734206974506,-2.01147556305,-0.593501746655,0.383959472179,0.00684029981494,0.804770350456
1950,0.800125360489,-0.151399999857,1.24755001068,-0.221233129501,0.630225658417,1.38280057907,-0.258714944124,0.748989343643,3.02097177505,2.45426893234,0.222747176886,0.653389573097,0.422847092152
351,1.45456492901,0.180450007319,0.825550019741,0.36306270957,0.291567057371,1.50787115097,-0.117940276861,1.15153348446,1.21286487579,1.93087434769,-1.68308889866,0.675235152245,0.416177034378
