rid,CPD001_MCF7_6H:BRD-K58930050-103-01-5:10,CPD001_MCF7_24H:BRD-K58930050-103-01-5:10,CPD001_PC3_24H:BRD-K58930050-103-01-5:10,CPD003_MCF7_6H:BRD-K23163214-103-01-8:10,CPD003_MCF7_24H:BRD-K23163214-103-01-8:10,CPD003_PC3_6H:BRD-K23163214-103-01-8:10,CPD003_PC3_24H:BRD-K23163214-103-01-8:10,NMH001_FIBRNPC_6H:BRD-K58930050-001-03-7:10,NMH001_FIBRNPC_24H:BRD-K58930050-001-03-7:10,NMH001_NEU_6H:BRD-K58930050-001-03-7:10,NMH001_NEU_24H:BRD-K58930050-001-03-7:10,NMH001_NPC_6H:BRD-K58930050-001-03-7:10,NMH001_NPC_24H:BRD-K58930050-001-03-7:10
5720,0.776703417301,-1.49728548527,-0.849265217781,-0.0650500059128,0.35107499361,-1.66497254372,0.22895000875,0.594150006771,-0.379450023174,0.755730271339,1.17281579971,-0.364230811596,-1.56546533108
466,-1.5805734396,0.239533573389,-1.15092551708,0.183850005269,-0.183775007725,-0.971970081329,0.912649989128,-2.61520004272,0.466949999332,-1.62739920616,0.477078735828,1.14432764053,0.878397762775
6009,0.0577088966966,-0.214785441756,1.17586660385,0.0999500006437,-0.21384999156,-1.98547959328,-0.144899994135,0.263700008392,-1.22885000706,-0.0053645670414,0.648528933525,-0.123510092497,-0.632062315941
2309,0.665383577347,-0.506039142609,-1.27393174171,-0.78434997797,-0.334549993277,-0.444873392582,0.573199987411,1.82379996777,0.125050008297,-1.15089905262,-0.12627530098,-0.290071457624,-0.0531621426344
387,0.0724905729294,0.137598767877,-0.939293920994,-0.422399997711,-0.028500020504,-2.29077386856,-0.77505004406,1.02779996395,-0.526149988174,-0.618619084358,-0.688186109066,-0.821581244469,-0.387486040592
3553,0.303091734648,0.563299119473,0.264930963516,1.00604999065,0.822350025177,0.010885104537,0.0,1.01835000515,-0.543600022793,0.0621944963932,-1.24554252625,0.125748947263,0.561331391335
427,0.452108472586,-0.352390736341,-1.3268904686,-0.0895500034094,-0.235750004649,0.0466108322144,1.22664999962,-0.891350030899,-0.384649991989,-1.57690382004,0.119628593326,1.71866309643,0.530054807663
5898,0.428104668856,0.304125398397,-0.1122841537,0.782400012016,0.388224989176,0.338448047638,0.835250020027,-3.06890010834,-1.10220003128,-0.324858814478,-0.964730739594,-0.627815127373,0.660946190357
23365,-0.128587350249,1.54668009281,-0.688275814056,1.32910001278,-0.655300021172,-0.281673073769,0.160099998116,-2.24769997597,-0.724000036716,0.0212621986866,-0.673993885517,-1.39942264557,-0.755571067333
6657,-0.238296762109,0.12877382338,1.31072187424,0.172449991107,-0.365150004625,0.988477468491,0.179250001907,1.2172999382,-0.152050003409,-0.752194643021,0.166484847665,-1.69159948826,-1.55349469185
5054,-0.344059407711,1.22613525391,-0.486456751823,0.748099982738,-0.322575032711,-0.542226672173,-3.79174995422,-3.92619991302,-0.395449995995,0.261691510677,-0.551832556725,0.897428154945,0.458148479462
3108,0.683787941933,-0.0613931566477,-1.17912375927,0.0252499878407,-0.787200033665,2.20323872566,-0.618350028992,2.25535011292,0.50150001049,-0.706222891808,-1.33052265644,0.774751842022,1.63824629784
1950,-0.066086448729,-0.233151882887,-0.559622526169,0.420800000429,0.104800000787,0.886823713779,0.00859999656677,1.43079996109,0.658249974251,1.8078763485,1.0589325428,2.62538337708,0.880115091801
351,-0.295331478119,0.00207403022796,0.513644337654,0.0488499999046,0.157674998045,-0.505041837692,0.235400006175,-1.58529996872,-0.510349988937,-0.00109298643656,0.000344718981069,-0.41041123867,0.49969625473
4846,-0.168533653021,0.112726986408,-0.772063732147,-0.220399990678,-0.578899979591,-0.20150950551,-0.763249993324,-8.23775005341,0.56124997139,-0.291229128838,0.815353214741,0.559951663017,0.48742094636
1452,-0.790214955807,-0.968095541,-0.571798980236,0.424950003624,-0.377575010061,-1.74609470367,-0.654049992561,-1.69095003605,-0.892849981785,-1.00625789165,-0.774443686008,-0.745220184326,-0.576382637024
4776,-0.0820940881968,0.0777220278978,1.02688515186,0.38504999876,-0.133825004101,1.35840582848,-0.00270000100136,2.16595005989,-0.539250016212,1.43251001835,-0.0826191604137,2.44124150276,0.864410459995
6908,0.204831331968,-0.74603998661,-0.436241209507,0.0854000002146,-0.194299995899,-1.87031567097,0.360899984837,0.612949967384,-0.580649971962,0.138114660978,-0.310614943504,-0.154572159052,0.985571444035
672,0.118500292301,0.00958976149559,0.252690136433,0.140049993992,0.450899958611,-0.0969130769372,1.04034996033,1.32725000381,3.34535002708,0.276047229767,0.560110747814,0.957959413528,-0.155861079693
5710,0.81444811821,0.407891690731,-0.0694348216057,1.06515002251,0.0567750111222,-1.11854815483,0.172699987888,-1.0095000267,0.390249997377,-0.311344742775,-0.00808304175735,-0.622612476349,-0.769953370094
2115,-0.497852534056,0.319033235312,-1.05856406689,-0.0307499989867,-0.150450006127,0.500542640686,0.142250001431,1.57650005817,-1.1765499115,-1.4624505043,-0.475364983082,0.790704786777,-0.749010562897
7015,0.397488325834,-0.00594112277031,1.34422361851,2.97169995308,-0.642974972725,1.60934782028,0.349500000477,0.8832000494,0.668749988079,0.858067750931,-0.809689998627,0.257747769356,0.850247561932
8726,0.42154070735,0.349338531494,-0.525098145008,-0.198799997568,0.0742250010371,-0.122915908694,0.111050009727,-1.86475002766,1.15245008469,1.42927694321,0.236683666706,0.624117136002,0.466347754002
2185,-0.150346159935,-0.0433551371098,1.32575106621,0.00425000116229,-0.214050009847,1.1357152462,0.522050023079,1.57959997654,-0.141100004315,0.445399135351,0.0288318842649,1.22549653053,0.586584985256
3315,-0.754578590393,-0.0666402131319,-0.810963332653,-0.758449971676,0.00017499999376,-1.87325417995,0.0715000033379,-0.377650022507,-0.221149981022,-0.699713468552,-0.149855434895,6.11696958542,0.249239549041
5289,0.763507902622,1.01801419258,0.686197757721,-0.300599992275,-0.489149987698,0.585789144039,0.745000004768,0.172850012779,-0.102500021458,-0.799557328224,-0.7451582551,0.143041223288,-0.742891073227
868,0.609915077686,-1.28405892849,0.0185656547546,0.701349973679,-0.540474951267,0.0186021029949,0.391699999571,-1.99300003052,0.776399970055,-0.300199717283,-0.250828742981,-0.735415816307,-0.050990127027
1677,-0.0804096460342,1.25644862652,0.457629173994,-0.332549989223,0.205400019884,0.139658808708,1.10644996166,0.482549995184,-0.683899998665,-0.278442502022,-0.629600584507,-0.539041876793,0.609682023525
7043,0.0137763991952,0.300951391459,1.29345679283,0.561599969864,-0.31752499938,1.41682004929,0.405799984932,0.429399996996,-1.05449998379,-1.16655659676,-2.16503810883,-0.474488854408,0.0937311500311
5613,-0.136730343103,0.228758901358,1.06925034523,-0.170150011778,-0.335374981165,0.266829431057,0.0314500033855,0.453850001097,-0.717000007629,-0.85422617197,-1.00140881538,-1.16729426384,0.160549044609
595,0.446680277586,0.206721663475,-0.544850409031,-0.383399993181,-0.391000032425,-0.740258693695,-0.677549958229,-0.613150000572,-0.136299967766,-0.278024077415,0.688186466694,-0.206497699022,-0.0600720345974
4793,1.287545681,-0.486738204956,-0.575153529644,0.222849994898,-0.395449995995,0.81307131052,1.18490004539,-2.54205012321,0.208349987864,0.300058931112,0.476193368435,0.108569487929,-0.29994225502
2736,0.850677907467,0.355450361967,1.35689342022,1.05505001545,-0.0247749909759,0.504878282547,0.597900032997,1.66095006466,-0.444999992847,-0.319589734077,-1.80687129498,-0.888255298138,-0.218849956989
5290,-0.804147958755,0.267991185188,1.46791899204,1.95230007172,0.242949992418,2.57691812515,0.233199983835,1.7595500946,1.91000008583,0.970394730568,1.12589430809,1.18565642834,1.99875080585
6194,-0.69360023737,0.302134335041,-0.333489596844,-0.36700001359,-0.549774944782,-2.51810479164,0.0886000022292,0.346249997616,-0.879150032997,-0.497584700584,0.0015088764485,-0.112448088825,-0.87488090992
1676,-0.530409872532,0.883000433445,1.80277574062,0.398249983788,0.549400031567,0.798303604126,0.273900002241,0.138850003481,0.703450024128,1.17795681953,-0.937325298786,0.837742447853,0.646884322166
23512,0.665932416916,-1.38369584084,0.103965252638,-0.0384500026703,0.206149995327,0.116522282362,-0.202000021935,0.178549990058,0.334149986506,-0.108179003,-0.379186093807,0.636946082115,-0.0176429431885
148022,0.0928956270218,-0.320687294006,-1.2721016407,0.529950022697,-0.829774975777,-1.8949161768,-0.311450004578,0.68850004673,-0.401750028133,-0.837762653828,-1.86675870419,-0.157144665718,0.504954040051
1906,-0.0545585229993,0.13775010407,2.10748362541,0.67175000906,-0.645749986172,1.60846114159,0.218550011516,0.137199997902,-0.551249980927,-0.611676692963,-2.22349739075,-0.253654569387,0.476285368204
8878,1.24122703075,-5.38134813309,-1.07341229916,0.721199989319,-1.19397497177,-0.637561440468,0.400099992752,0.337749987841,0.0,-0.0803364813328,0.0282258056104,-0.311252653599,-1.0518797636
3091,-0.754436612129,-0.286126434803,-2.28524279594,0.596750020981,0.0206000059843,-1.22902846336,0.711099982262,-3.164249897,-0.0569500029087,-0.00272470526397,-0.223519742489,0.0351468324661,-0.313385009766
5743,4.30113840103,1.26648139954,0.327539294958,-0.229699999094,-0.357675015926,3.30525302887,-0.590999960899,6.17920017242,1.17974996567,3.31038761139,0.739117383957,0.899426221848,1.82194793224
