rid,DOS046_A375_24H:BRD-K87125912-001-01-1:5,DOS046_A549_24H:BRD-K87125912-001-01-1:5,DOS046_HT29_24H:BRD-K87125912-001-01-1:5,DOS046_MCF7_24H:BRD-K87125912-001-01-1:5,DOS046_PC3_24H:BRD-K87125912-001-01-1:5,DOSBIO002_A375_24H:BRD-K87125912:9.98177,DOSBIO002_A549_24H:BRD-K87125912:9.98177,DOSBIO002_HT29_24H:BRD-K87125912:9.98177,DOSBIO002_PC3_24H:BRD-K87125912:9.98177,DOSBIO002_MCF7_24H:BRD-K87125912:9.98177,DOSBIO002_NEU_24H:BRD-K87125912:9.98177,DOSBIO002_NPC_24H:BRD-K87125912:9.98177
5720,-0.243826329708,-0.579920768738,0.456500023603,-1.11210000515,-0.457042992115,0.981623530388,0.0589562058449,-0.807699978352,-0.655522823334,-1.27771413326,1.35710000992,0.339823186398
466,-3.76604771614,0.370230674744,0.0635499954224,-0.0494999960065,-1.29754638672,-1.63674712181,-0.976113557816,-1.49250006676,-0.975224196911,-3.2323589325,-0.217250004411,-2.5752954483
6009,-0.127575933933,0.652129709721,-0.301850020885,-0.600399971008,1.2575455904,-0.571564018726,1.23522639275,-0.157299995422,0.679096102715,-0.353764295578,-0.412699967623,-1.8464628458
2309,0.0344750285149,1.39653944969,2.69269990921,0.171250000596,1.4047396183,1.49426615238,1.69152665138,5.64865016937,1.69939887524,4.4806599617,1.49669992924,1.42666399479
387,-0.463452428579,-0.503793120384,-0.143550008535,-0.941300034523,0.672788143158,-1.48712086678,-1.08921182156,-0.954800009727,-0.312211334705,-0.515884041786,-1.20554995537,-2.91680407524
3553,-1.21392333508,-0.137401133776,-1.13670003414,0.440950006247,1.61240112782,0.490803897381,0.0843752026558,0.351999998093,1.26366484165,-0.0546891242266,1.06690001488,3.96394348145
427,0.341878205538,-0.293976515532,-0.0620999932289,-1.85345005989,-0.838135302067,0.813553273678,0.945776343346,2.54139995575,0.0902606993914,-0.472712099552,0.580599963665,-0.43653434515
5898,-0.774530291557,0.803072988987,0.868849992752,0.269450008869,-1.56384527683,-2.32623910904,0.764047801495,4.57850027084,0.0220750439912,-1.0989587307,-0.364500015974,-0.160568386316
23365,0.743710875511,-0.0106077417731,1.30709993839,0.740800023079,-0.0259959548712,0.247131168842,-0.470385849476,0.302850008011,0.855473339558,0.76571393013,-0.137749999762,0.404097795486
6657,1.14894938469,-0.201058030128,-0.479600012302,-0.120999991894,0.905772864819,0.0201746672392,0.580521821976,0.298000007868,-0.756137490273,-0.921842515469,-0.26914998889,-0.451977074146
5054,-1.5666462183,0.22222943604,0.346900016069,-0.628450036049,0.121877044439,-1.00825738907,-3.64017486572,-0.0823500007391,0.290211766958,0.00454993546009,-1.63804996014,-2.19976115227
3108,-0.418015986681,1.59241712093,0.416949987411,-0.314849972725,0.483017593622,0.567538559437,1.17287397385,0.125599995255,0.0529468134046,-0.616106987,0.603900015354,0.568197727203
1950,0.308428794146,0.778114080429,-0.29650002718,-0.368250012398,0.310253322124,-0.279170572758,-0.320139378309,-0.779600024223,-1.0174394846,-0.0296958088875,-0.985600054264,0.421258062124
351,-0.616493225098,1.20663809776,0.563950002193,-0.0854999944568,-1.24134743214,1.31658291817,1.00756216049,2.01590013504,1.73518848419,1.40318274498,0.16859999299,2.51851630211
4846,0.271228611469,-0.0544631332159,-1.77884995937,-0.266200006008,0.682385027409,-0.573258697987,-0.439196884632,-0.208650007844,-0.517250239849,0.183232963085,0.215800017118,-0.543763279915
1452,-0.306369870901,0.550650537014,-1.94290006161,-1.45150005817,0.780553460121,-0.497592508793,-0.0911919176579,0.904399991035,0.116648107767,0.180034339428,0.321449995041,-0.794636547565
