rid,CPC003_HA1E_6H:BRD-K09859624-004-03-9:10,CPC003_HA1E_24H:BRD-K09859624-004-03-9:10,CPC003_HCC515_6H:BRD-K09859624-004-03-9:10,CPC003_HCC515_24H:BRD-K09859624-004-03-9:10,CPC003_PC3_6H:BRD-K09859624-004-03-9:10,CPC003_PC3_24H:BRD-K09859624-004-03-9:10,CPC003_VCAP_6H:BRD-K09859624-004-03-9:10,CPC003_VCAP_24H:BRD-K09859624-004-03-9:10,CPC015_A375_6H:BRD-K09859624-004-03-9:10,CPC015_A549_6H:BRD-K09859624-004-03-9:10,CPC015_A549_24H:BRD-K09859624-004-03-9:10,CPC015_ASC_24H:BRD-K09859624-004-03-9:10,CPC015_HEPG2_6H:BRD-K09859624-004-03-9:10,CPC015_HT29_6H:BRD-K09859624-004-03-9:10,CPC015_MCF7_6H:BRD-K09859624-004-03-9:10,CPC015_MCF7_24H:BRD-K09859624-004-03-9:10,CPC015_NPC_24H:BRD-K09859624-004-03-9:10,CPC015_PHH_24H:BRD-K09859624-004-03-9:10,CPC015_SKB_24H:BRD-K09859624-004-03-9:10,CPD003_MCF7_6H:BRD-K09859624-004-07-0:10,CPD003_MCF7_24H:BRD-K09859624-004-07-0:10,CPD003_PC3_6H:BRD-K09859624-004-07-0:10,CPD003_PC3_24H:BRD-K09859624-004-07-0:10
5720,0.839049994946,0.46992713213,0.36030036211,1.32109093666,0.28072810173,0.706805109978,0.989537656307,0.714749991894,0.0894081369042,-0.0668499916792,0.598441004753,0.75636100769,0.716300010681,-0.219404265285,-0.805993676186,0.301209568977,0.566405296326,0.909850001335,0.0575000047684,0.617900013924,0.375856339931,-0.458768188953,0.379299998283
466,0.129599988461,0.739797890186,-0.0277632772923,0.538086295128,0.236648619175,0.263024568558,0.385947048664,-0.380600005388,0.448853701353,1.09539997578,0.441242724657,-0.30963331461,0.67040002346,0.345921963453,-0.646009624004,0.0748338103294,0.34233802557,1.09564995766,-0.537150025368,-0.123000010848,0.274456262589,-0.164104238153,-0.0461499989033
6009,0.0123500004411,-1.37169480324,0.885579705238,-0.310868263245,0.361107766628,1.06798446178,-0.0720289349556,-0.403699994087,0.66140806675,0.0063499994576,-0.330098927021,-0.084971934557,0.467199981213,-0.702620506287,-0.26825940609,-0.337008953094,0.685900509357,-0.045500010252,0.198950007558,0.171499997377,-0.135473802686,-1.12284123898,0.466749995947
2309,-0.729250013828,-0.341829925776,0.148544371128,-0.249640017748,-0.647085666656,-0.23025432229,-0.0977370366454,-0.881299972534,-0.744458734989,-0.453449964523,0.343841195107,0.38362583518,0.505800008774,-0.0678348243237,0.657716453075,-0.833888351917,0.21553465724,0.734899997711,0.0656500160694,-0.641099989414,0.374549806118,0.280173838139,0.0309000089765
387,0.361699998379,0.0662430748343,-0.641968548298,0.267990797758,0.329699128866,0.48694473505,0.154614582658,0.00190000236034,0.611697435379,0.361150026321,0.191970825195,-0.12817633152,0.14319999516,-0.187418431044,0.550989031792,0.250263214111,0.832662880421,0.442449986935,-0.252249985933,-0.395850002766,-0.0574529059231,-1.71810138226,0.259350001812
3553,-0.721400022507,0.130334109068,0.441340386868,0.126889228821,0.319868952036,-0.174357384443,-0.396818399429,-0.507300019264,0.111024156213,-0.64929997921,-0.549656927586,-0.526543796062,0.333049982786,-0.111642248929,-0.272713720798,-0.241031855345,-0.719449222088,0.300100028515,-0.376699984074,0.344900012016,1.11823534966,0.0550213307142,0.699500024319
427,0.0634000003338,0.251671791077,-0.18133495748,0.639487564564,-0.42904818058,0.0424184501171,-0.166212156415,-0.48449999094,0.176764845848,-0.751600027084,-0.585563719273,-0.0429680049419,0.121399998665,-0.221366405487,-0.601361572742,-0.348553806543,-0.0243690758944,0.399349987507,-0.0668499991298,-0.522599995136,0.434385955334,-0.595777869225,0.359700024128
5898,0.695199966431,0.858753681183,-0.441421806812,0.0685906261206,0.347789168358,0.251151204109,0.240254819393,0.141749992967,0.617204666138,1.07655000687,-1.99441289902,-0.400590449572,0.368900001049,1.0885283947,-0.701191663742,0.388436168432,-0.230158895254,0.991800010204,0.0320000052452,-0.461749970913,0.703140199184,-1.42912220955,-0.136999994516
23365,0.612850010395,0.0253384560347,-1.09172916412,0.668058991432,-0.746312260628,-0.593776345253,0.41263744235,1.78900003433,-0.0277992635965,0.153500005603,-0.488814979792,-0.800570726395,0.253749996424,-0.698490858078,-1.01819646358,0.333425968885,-0.128581225872,1.74169993401,0.143299996853,-0.0175999999046,-0.898807942867,-0.139254406095,-0.0628499984741
6657,-0.561300039291,-0.436477661133,-0.0888271480799,0.977568864822,-0.199573040009,-0.714843034744,-0.497623026371,0.194799989462,-0.160332098603,-0.73734998703,-1.12147736549,0.340937167406,-0.682500004768,-0.425570189953,-0.772370815277,0.0105225890875,1.07182884216,0.841549992561,0.0180500019342,-0.125050008297,0.622028112411,0.383767455816,0.0896999835968
5054,0.635249972343,-0.040744356811,-0.207347422838,1.9581489563,0.696720838547,0.777520895004,-0.196592032909,0.335150003433,-0.235281139612,0.465149998665,0.776804327965,-0.106752894819,-0.271750003099,0.674166917801,0.295260757208,1.35836839676,-0.149257481098,0.168500006199,-1.08745002747,-0.746500015259,-0.187075793743,-0.313478350639,0.437200009823
3108,-0.831950008869,-0.543218433857,-0.918628454208,-0.457924842834,-0.321160703897,0.630404949188,0.10503911972,-0.0324500054121,0.501309633255,0.320349991322,0.243947416544,0.96229994297,-0.448799997568,0.263918876648,0.191858008504,0.528385043144,3.40004324913,0.726449966431,0.828350007534,-0.10395000875,-1.0377830267,0.502848207951,0.567550003529
1950,0.761449992657,0.309822708368,-0.224061235785,-0.627449393272,-0.285144329071,-0.241392046213,-0.480204820633,-0.634099960327,-0.681481420994,-0.780200004578,0.54570710659,0.0170271992683,-0.962700009346,0.112772814929,-0.755594313145,-0.371542692184,-0.457235574722,0.295850008726,0.254000008106,-0.531650006771,0.700251758099,2.60877513885,-0.115899994969
351,-0.646950006485,-0.464906305075,0.173679500818,0.399282902479,-0.0339558124542,-0.309095174074,-0.389677494764,-0.235949993134,-0.920353293419,-0.855700016022,-0.752818763256,0.610967814922,-0.45894998312,-0.263987153769,-0.746656596661,-0.369434535503,-0.184131935239,0.0,0.0,-0.373549997807,0.312384545803,-0.312149494886,0.182499989867
4846,-0.898099958897,-0.553480327129,0.00673956423998,-0.386376738548,2.26509428024,1.11947727203,0.0823974832892,0.302399992943,0.0194002948701,-0.42974999547,-0.913235783577,1.21103966236,0.167499989271,-0.26520344615,-0.696010828018,0.277254492044,0.707642316818,1.14045000076,1.64040005207,-0.0566999912262,-1.02561128139,-0.236073046923,-0.615899980068
1452,-0.324550002813,0.423828184605,-0.761314570904,-0.493970215321,-0.479713201523,0.783473014832,0.390227079391,-0.679300010204,0.366026163101,0.323249995708,-0.0321037918329,-0.262400090694,-0.0858000069857,-0.445611685514,0.477597534657,0.168350055814,0.11524116993,-4.53775024414,-2.11905002594,-0.204349994659,-0.0437914431095,-1.03065025806,0.107699997723
4776,-1.07749998569,-0.441762208939,-0.607575893402,-0.718477547169,-0.427998244762,-0.596540212631,-1.05852496624,0.0399500131607,-0.0948961675167,-0.936750054359,-0.629285693169,-0.597776830196,-0.192250013351,-0.416325092316,-0.499829351902,-0.557416558266,-0.861901521683,0.124750003219,-0.663650035858,1.73895001411,0.634811282158,0.842435359955,-0.571300029755
6908,0.526150047779,0.660210371017,-0.258058071136,0.587101459503,0.670432567596,1.01359570026,0.604475319386,-0.144250005484,0.541811943054,1.10949993134,0.3526045084,-0.0300703942776,0.370199978352,-0.510052025318,-0.260371655226,-0.720870554447,0.753296017647,0.0386500060558,-0.58109998703,0.426400005817,0.146984055638,-0.673573493958,0.251049995422
672,0.494350016117,0.167835026979,-0.0637583732605,0.491088271141,0.0944301784039,-0.232992112637,0.60950666666,0.996150016785,-0.674850106239,0.344899982214,0.596741676331,-0.406786710024,0.685699999332,0.408063322306,0.0716675966978,-0.196926012635,-0.264349400997,-0.419349998236,0.150350004435,0.779399991035,-0.0776847302914,0.175451844931,-0.60615003109
