rid,DOS050_HT29_24H:BRD-K92847204-001-01-0:5,DOS050_HT29_24H:BRD-K92847204-001-02-8:5,DOS050_MCF7_24H:BRD-K92847204-001-01-0:5,DOS050_MCF7_24H:BRD-K92847204-001-02-8:5,DOS050_PC3_24H:BRD-K92847204-001-01-0:5,DOS050_PC3_24H:BRD-K92847204-001-02-8:5,ERG010_VCAP_6H:BRD-K92847204-001-01-0:10.215,ERG011_VCAP_6H:BRD-K92847204-001-02-8:10.015,ERG010_VCAP_24H:BRD-K92847204-001-01-0:10.215,ERG011_VCAP_24H:BRD-K92847204-001-02-8:10.015
5720,-0.381367504597,0.338728457689,-1.1710999012,-0.657199978828,0.789099991322,-1.71675002575,1.39559996128,2.79255008698,-0.776835441589,0.823500037193
466,-1.12786734104,0.909929037094,-0.947700023651,-0.29905000329,1.41670000553,-0.736499965191,-0.352499991655,-0.0654499977827,-1.13266611099,-0.715166687965
6009,-0.164037019014,0.649965941906,-0.972800016403,0.23140001297,0.454300045967,-0.932649970055,-0.524749994278,1.36249995232,-0.520033121109,0.460100024939
2309,-0.179451137781,-0.384256720543,-0.250750005245,-0.114500001073,-0.583199977875,-0.332650005817,-0.370799988508,0.808550000191,-0.446714967489,-0.234166681767
387,-0.569127857685,-0.744965851307,-0.875599980354,-0.231799989939,-4.59595012665,0.433350026608,0.130999997258,2.17374992371,-0.528908610344,0.387833356857
3553,0.390377789736,0.284065335989,2.03025007248,2.14479994774,0.158749997616,-0.1426499933,0.121250003576,-1.01119995117,-0.147286474705,0.321766644716
427,-1.05957877636,1.16855847836,0.400150001049,0.521399974823,0.24739998579,0.57824999094,-0.400299996138,-0.421899974346,-0.631890952587,-0.352733314037
5898,-0.0488807596266,-5.14953422546,0.45814999938,1.12265002728,-0.566249966621,-0.246099993587,0.0528999976814,-1.00164997578,-0.593189239502,-0.532999992371
23365,-0.106554791331,0.234174281359,1.32424998283,0.72570002079,1.83735001087,1.03229999542,0.531100034714,-0.728399991989,-0.788743555546,-0.342799991369
6657,-0.39522010088,0.455161750317,1.7009999752,1.58695006371,-0.390599995852,0.1833999753,0.371749997139,-0.83939999342,2.26662921906,0.198166638613
5054,0.64227950573,-1.12409412861,-0.357949972153,-0.544299960136,-0.249949991703,-0.124299995601,-0.386949986219,-0.412699967623,-0.341829806566,-0.129566669464
3108,-0.172131955624,-0.622974336147,0.697849988937,-0.684800028801,-4.94775009155,0.407550036907,-0.00829999893904,2.99425005913,-0.0486596599221,-0.45596665144
1950,0.312870025635,-1.08330333233,0.893399953842,-0.243900001049,-1.21415007114,-0.729200005531,-0.352549999952,-1.59469997883,0.528509914875,-0.522766709328
351,0.0578550100327,1.01822865009,-0.015850007534,0.22729998827,-0.103649996221,0.249500006437,0.0,-1.60570001602,-0.150806486607,-0.213033348322
4846,-1.92582309246,-1.55944120884,0.173749998212,-0.508149981499,-0.72319996357,-0.154949992895,-0.131300002337,0.211700022221,-1.06810224056,0.697566747665
1452,0.423071086407,-0.881619632244,-1.12310004234,-1.8220000267,0.503749966621,-0.784600019455,-0.390000015497,0.662450015545,-0.202824294567,-0.243200004101
4776,0.358338207006,0.502365767956,1.4835999012,1.76130008698,-1.4919500351,-0.268099993467,0.0903500020504,-1.2474501133,0.852033019066,-0.0754333138466
6908,-0.825273454189,0.285393446684,0.248049974442,-0.800750017166,0.707050025463,-0.445699989796,0.616649985313,0.786849975586,-1.30376899242,0.0616666972637
672,0.623627364635,-0.534305334091,-0.0433999896049,0.372850000858,0.80009996891,0.216250002384,0.634199976921,-0.565400004387,0.505342245102,0.375500023365
5710,0.390177249908,1.01651251316,-0.319900035858,-0.776299953461,1.30355000496,-0.494849979877,0.870800018311,0.354400008917,-0.024384431541,-0.111499994993
2115,0.685039162636,0.362487196922,0.290549993515,1.21010005474,-0.109899997711,0.819850027561,-0.0042000412941,-0.154650002718,0.298292428255,0.540733337402
7015,-0.428476929665,0.707740485668,1.05114996433,0.99849998951,-0.947099983692,-0.326950013638,0.208049997687,-1.46009993553,1.47352564335,0.381433367729
8726,-0.0632307827473,0.0317219011486,-0.520449995995,-0.774749994278,0.65474998951,1.10815000534,-0.370949983597,-0.526549935341,-0.286187767982,0.203266650438
2185,0.100466139615,0.10234285146,1.68739998341,1.56499993801,-0.565800011158,-0.0408999919891,-0.355350017548,-0.13955001533,-0.390155434608,0.0780666545033
3315,-0.162018805742,-0.498046219349,-3.31850004196,0.0,-0.624300003052,0.701150000095,0.803449988365,0.103150010109,0.013283982873,-0.767500042915
5289,-0.198573350906,0.855953931808,0.615849971771,0.338400006294,-0.102600000799,0.528850018978,-0.659600019455,-0.0619499981403,-0.497478574514,-0.242866694927
868,0.0647391155362,0.174280434847,0.628300011158,-0.0177500247955,-0.520550012589,0.310900002718,-0.169900000095,0.26115000248,-0.0252607725561,-0.682966709137
1677,0.116596117616,-0.0563797987998,1.32174992561,0.994499981403,-0.813099980354,-0.224150031805,0.138799995184,-0.767750024796,0.80827575922,0.759533345699
7043,0.0318751744926,0.449331372976,1.12794995308,2.70714998245,0.131799995899,0.750450015068,0.431699991226,1.39429998398,-0.42585709691,0.0355000048876
5613,-0.660131514072,-0.318648546934,2.01784992218,1.14349997044,-0.359699994326,0.274249970913,-0.331799983978,-1.75384998322,0.893835067749,-0.328400015831
595,0.925609946251,1.17188882828,-2.3396999836,-1.57725000381,0.181249976158,0.213699936867,0.519349992275,-0.0269500017166,-1.31690907478,0.0394999682903
4793,-0.366682082415,-1.30283975601,-1.02950000763,-0.679749965668,0.0873000025749,0.696900069714,-0.416649997234,-0.0656499862671,0.433047890663,-0.225000023842
2736,0.868582606316,-0.0786653310061,1.68790006638,0.731000006199,-1.36475002766,0.715800046921,0.485049962997,0.451899975538,0.760907411575,1.23720002174
5290,-0.396928966045,-0.80826061964,0.442350000143,0.612399995327,-0.740500032902,-0.616600036621,-0.530000030994,-0.523900032043,-0.226652517915,0.106599971652
6194,0.000441048265202,-3.01338786812e-05,-2.82104992867,0.00065000000177,-0.0860000103712,-0.640450000763,0.0,-0.00034999998752,-0.000273642508546,0.000233333325014
1676,0.173360720277,0.622314155102,1.577450037,2.07564997673,-1.0421500206,0.351149976254,0.173799991608,-1.81344997883,0.234156832099,0.0695999935269
23512,1.27609467506,-1.42868864536,1.28979992867,0.16550001502,0.951900005341,1.91549992561,0.757250010967,-0.415199995041,0.15447884798,0.0874333232641
148022,0.689538300037,0.126144647598,2.52710008621,0.917349994183,1.18569993973,1.1602499485,0.839200019836,0.0987500101328,-0.225207462907,-0.36930000782
1906,0.176401987672,0.561106801033,0.72545003891,0.607149958611,-0.980899989605,-1.10180008411,-0.17539998889,-0.636049985886,0.356267392635,0.0807333216071
8878,-0.377274543047,1.16035628319,0.0269000045955,-0.366349995136,0.976549983025,-0.27889996767,-0.628199994564,0.513700008392,-0.922946751118,-0.185099989176
3091,0.631046116352,0.585894942284,-0.480699986219,0.509250044823,1.11125004292,-0.56685000658,-0.909350037575,-2.30080008507,0.641017854214,0.171266719699
5743,-0.33724796772,-0.605308353901,1.75524997711,0.553300023079,-0.675849974155,-0.0825999975204,-0.205800026655,-0.141750007868,-0.604877948761,0.504166662693
5321,0.589966475964,-0.212797164917,0.712400019169,0.523550033569,-1.06079995632,0.00879997014999,-0.179549992085,-0.985399961472,0.779809713364,-0.106433346868
4144,0.532259821892,-0.663162946701,0.120999991894,-2.81605005264,-1.21654999256,0.46724998951,0.659399986267,-1.3152500391,0.728153407574,0.433733284473
1981,0.307287633419,0.990249693394,-2.25619983673,0.398400008678,0.43805000186,-0.760249972343,-0.73985004425,-0.420399993658,2.44577240944,-0.384833335876
695,3.88097667694,-0.00111085176468,0.659000039101,1.35140001774,3.08859992027,6.54409980774,0.954450011253,2.46500015259,-0.385915696621,-0.0397999882698
10398,-0.329333782196,-0.0914581567049,1.42030000687,1.38014996052,-0.751700043678,0.402900010347,0.0185000002384,-0.410449981689,0.671703398228,0.219800025225
5708,0.327023386955,0.14469102025,-0.463249981403,0.33164998889,0.537450015545,-1.95724999905,0.922199964523,0.823750019073,0.853052556515,-0.0608333349228
1213,-0.496264815331,0.554079771042,0.377399981022,-2.00180006027,0.5353500247,1.328799963,0.62549996376,0.515049993992,-0.539760768414,-0.145566672087
226,-2.06644749641,0.896664261818,-1.35415005684,-0.133099973202,0.498050004244,-0.953949987888,0.633650004864,-0.265350013971,-1.47708308697,0.0834666490555
6777,0.113903127611,-0.409568846226,-0.999549984932,1.39470005035,2.30709981918,1.74384999275,0.119249999523,1.37835001945,0.667917609215,0.0458000302315
