rid,DOS054_A375_24H:BRD-K47771675-001-01-8:5,DOS054_A549_24H:BRD-K47771675-001-01-8:5,DOS054_HT29_24H:BRD-K47771675-001-01-8:5,DOS054_MCF7_24H:BRD-K47771675-001-01-8:5,DOS054_PC3_24H:BRD-K47771675-001-01-8:5,DOSBIO002_A375_24H:BRD-K47771675:9.83998,DOSBIO002_A549_24H:BRD-K47771675:9.83998,DOSBIO002_HT29_24H:BRD-K47771675:9.83998,DOSBIO002_PC3_24H:BRD-K47771675:9.83998,DOSBIO002_MCF7_24H:BRD-K47771675:9.83998,DOSBIO002_NEU_24H:BRD-K47771675:9.83998,DOSBIO002_NPC_24H:BRD-K47771675:9.83998
5720,-1.36113107204,-1.6211707592,-0.530561387539,-1.51610004902,-4.40115022659,-0.581308603287,-0.281937688589,0.429698109627,-0.457581043243,0.032695889473,-0.151650011539,-0.574882566929
466,-0.925954818726,-0.0241558998823,0.319657027721,-2.06334996223,-1.6685500145,0.651524186134,-0.421160459518,0.441800683737,0.000234365463257,0.132032185793,0.147450000048,1.01372826099
6009,-1.23044931889,0.650633335114,-0.552108407021,-0.0831500291824,-0.0627499967813,-0.827028751373,-0.306300908327,-0.717051446438,0.55791580677,-0.263405144215,0.201199993491,-0.794776499271
2309,-0.790324568748,1.22205924988,-0.154054895043,0.900699973106,0.679350018501,4.89901304245,-0.594238758087,0.590814590454,0.478019297123,-0.709158480167,-2.55030012131,0.219534620643
387,0.514893293381,0.26068341732,-0.387852787971,1.38565003872,0.0344000011683,-2.85245156288,-0.230091035366,0.60872232914,-0.473219633102,-0.579329550266,0.05759999156,-1.31148266792
3553,0.653909623623,-1.08915901184,0.760411739349,-0.602450013161,0.0277999937534,0.510744035244,-0.298990488052,0.894354224205,-0.697539746761,1.12973475456,-0.212449997663,0.978893280029
427,0.906881451607,-1.0161511898,1.21369576454,1.44394993782,-0.00849997997284,1.02117872238,0.806455135345,0.687506079674,2.81431746483,0.455523639917,-0.681849956512,0.413828998804
5898,0.35034301877,-1.44489908218,-0.923711717129,-0.999449968338,0.157249987125,0.0331235826015,-0.273875594139,-0.91390144825,-0.313443660736,-0.205542176962,-0.222550004721,0.762156546116
23365,2.0345685482,0.170493334532,2.74625062943,2.55905008316,-0.00895000249147,0.537057638168,0.828081846237,-0.175144612789,0.212343513966,-0.273419857025,0.598500013351,-0.61453384161
6657,0.135446697474,-0.617426693439,0.782160758972,-0.0828500017524,0.181150004268,-0.747807204723,-0.383218407631,1.14276742935,0.841984808445,0.54904538393,-1.28369998932,-3.18278861046
5054,0.227252781391,0.301285028458,-0.593280732632,-0.000600010156631,-0.828549981117,1.68496215343,0.870063185692,3.17247390747,0.832556962967,-0.495075285435,-1.13160002232,-0.452483266592
3108,-0.325453817844,-0.0372151732445,-0.386118620634,3.74399995804,1.53820002079,0.3297919631,0.124592989683,-0.163775682449,-0.0930884256959,0.00805100798607,-0.144950002432,-0.0604728832841
