rid,CPC004_A375_6H:BRD-A85025557-001-01-7:10,CPC002_HA1E_6H:BRD-A67433117-001-01-8:10,CPC004_HA1E_6H:BRD-A85025557-001-01-7:10,CPC002_HA1E_24H:BRD-A67433117-001-01-8:10,CPC004_HA1E_24H:BRD-A85025557-001-01-7:10,CPC002_HCC515_6H:BRD-A67433117-001-01-8:10,CPC004_HCC515_6H:BRD-A85025557-001-01-7:10,CPC002_HCC515_24H:BRD-A67433117-001-01-8:10,CPC004_HCC515_24H:BRD-A85025557-001-01-7:10,CPC004_HEPG2_6H:BRD-A85025557-001-01-7:10,CPC004_HT29_6H:BRD-A85025557-001-01-7:10,CPC004_MCF7_6H:BRD-A85025557-001-01-7:10,CPC002_PC3_6H:BRD-A67433117-001-01-8:10,CPC004_PC3_6H:BRD-A85025557-001-01-7:10,CPC002_PC3_24H:BRD-A67433117-001-01-8:10,CPC004_PC3_24H:BRD-A85025557-001-01-7:10,CPC002_VCAP_6H:BRD-A67433117-001-01-8:10,CPC004_VCAP_6H:BRD-A85025557-001-01-7:10,CPC002_VCAP_24H:BRD-A67433117-001-01-8:10,CPC004_VCAP_24H:BRD-A85025557-001-01-7:10,CPC018_A375_6H:BRD-A67433117-001-01-8:10,CPC018_A375_6H:BRD-A85025557-001-01-7:10,CPC018_A549_6H:BRD-A67433117-001-01-8:10,CPC018_A549_6H:BRD-A85025557-001-01-7:10,CPC018_A549_24H:BRD-A67433117-001-01-8:10,CPC018_A549_24H:BRD-A85025557-001-01-7:10,CPC018_ASC_24H:BRD-A67433117-001-01-8:10,CPC018_ASC_24H:BRD-A85025557-001-01-7:10,CPC018_HEPG2_6H:BRD-A67433117-001-01-8:10,CPC018_HEPG2_6H:BRD-A85025557-001-01-7:10,CPC018_HT29_6H:BRD-A67433117-001-01-8:10,CPC018_HT29_6H:BRD-A85025557-001-01-7:10,CPC018_MCF7_6H:BRD-A67433117-001-01-8:10,CPC018_MCF7_6H:BRD-A85025557-001-01-7:10,CPC018_MCF7_24H:BRD-A67433117-001-01-8:10,CPC018_MCF7_24H:BRD-A85025557-001-01-7:10,CPC018_NPC_24H:BRD-A67433117-001-01-8:10,CPC018_NPC_24H:BRD-A85025557-001-01-7:10,CPC018_PHH_24H:BRD-A67433117-001-01-8:10,CPC018_PHH_24H:BRD-A85025557-001-01-7:10,CPC018_SKB_24H:BRD-A67433117-001-01-8:10,CPC018_SKB_24H:BRD-A85025557-001-01-7:10
5720,-0.392235845327,0.196956545115,-1.79778730869,-0.639883816242,-0.175497427583,-1.05553328991,-0.233374223113,1.32285892963,-1.03233361244,0.520047962666,0.0308174807578,1.04229998589,0.621720194817,-2.12607860565,-0.887006223202,-2.24769616127,-1.03817486763,-0.422337561846,-1.47003340721,-1.30576765537,0.437763422728,0.480191528797,-0.363285303116,1.39427924156,0.720950007439,-1.0503000021,-0.00284999608994,-0.678182184696,-0.832574307919,0.503103733063,0.691842913628,0.762380182743,0.220172762871,0.256808757782,0.328354626894,-0.200862556696,0.856149077415,-0.0075095333159,-0.0379333347082,0.316620230675,-0.309522241354,-0.370419979095
466,-1.06532144547,0.672346830368,0.646867096424,0.41149520874,0.735092043877,-2.12883329391,0.774585485458,1.42278933525,0.86252117157,-0.754996776581,0.442442208529,-0.705700039864,-0.0378041863441,-1.45382094383,0.590938746929,0.46176686883,-0.969199955463,-1.47012495995,1.5842000246,0.0845914855599,0.286289304495,0.0719211250544,-0.581735014915,1.36963665485,0.580500006676,-1.92779994011,-0.756600022316,-0.23640614748,-0.989599108696,0.532351076603,-2.6053071022,0.554298937321,0.119859367609,-0.712136387825,0.0344889163971,0.175810515881,-0.564951956272,0.543046534061,-0.242700010538,0.507328152657,-0.399378985167,0.0820056498051
6009,-1.07912766933,-0.657297194004,0.983219265938,-0.393145084381,0.541165649891,0.147100016475,-0.407087117434,0.402326285839,0.0975996851921,0.0480349436402,-0.453229367733,0.510825037956,-0.0468983054161,-0.521433055401,0.148342907429,0.232755452394,-1.1521999836,-0.155018776655,0.01020000875,-1.06488096714,1.08315110207,-0.452213972807,-0.0589447468519,0.496667742729,0.642499983311,0.572650015354,-0.90860003233,-0.363329857588,0.763981103897,-0.48896676302,0.813288927078,0.0710197836161,-0.438796013594,-0.674528598785,0.31570404768,-0.482569634914,0.444807767868,-0.543341398239,0.210900038481,0.764930427074,0.198539122939,0.0556056648493
2309,-0.812127172947,-0.544057130814,0.935394525528,-0.118321225047,-0.273879259825,0.62053334713,-0.359776586294,0.476015508175,0.463928550482,0.913545846939,-0.171045958996,0.774100005627,0.582076132298,-0.320884495974,-0.814301073551,0.641324043274,-0.347100019455,0.434092104435,-3.29143333435,-0.194558873773,1.42048108578,-0.76942050457,-1.08341228962,-0.479896962643,-0.187700003386,0.300949960947,-0.553300023079,-0.317432641983,-0.337678462267,-0.47963821888,1.56210231781,0.314720362425,-0.328999400139,-0.20641361177,0.239340931177,0.0876326709986,-0.413237988949,-0.298168092966,0.317933320999,-0.677024006844,0.003736525774,0.27676320076
387,-0.385786056519,-0.324974119663,-0.939598679543,-0.53446149826,-0.307911098003,-1.77340006828,-0.969018936157,1.52593767643,-0.730518579483,0.268389135599,0.455493569374,1.15097498894,0.379134446383,-2.4198539257,-0.47058981657,0.513290762901,-1.93665003777,-0.887929916382,0.746866703033,-0.0596365071833,0.447990775108,0.263757765293,-0.322508752346,-0.335051476955,-1.44609999657,1.18854999542,-0.655949950218,-0.261702984571,0.245797082782,-1.36076593399,0.947705626488,0.738320171833,0.499823689461,0.0491856336594,0.0852389931679,0.0984941273928,-0.206191569567,-0.655492424965,-0.0647666603327,-0.329620420933,0.864492297173,-0.0540134310722
3553,-0.000666745007038,0.638020992279,0.0293117538095,0.5769982934,0.0199643112719,-0.270466685295,-0.935613393784,-0.658974647522,-0.00764322001487,-0.866888165474,-0.599353253841,0.187950015068,-0.178379952908,-0.287242472172,-0.378545105457,-0.0539456307888,0.506074965,0.804006874561,0.197233334184,0.259400814772,-1.26408910751,-0.555727303028,0.887546718121,-0.399389058352,-0.515850007534,-0.639900028706,-0.956499993801,-1.02028167248,0.590261816978,-0.120245099068,-0.151235595345,-0.397976368666,1.27049481869,0.000567857176065,0.174555152655,-0.91377478838,-1.11206495762,-0.169824570417,1.24263334274,-1.29902541637,-0.314573794603,0.246864318848
427,-0.906100988388,-0.805241942406,-0.141451776028,-0.841943502426,-0.573098957539,0.613300025463,0.662175476551,-0.413175404072,-0.223333477974,0.131686493754,-0.0704288333654,0.358350008726,-0.0367112159729,0.79721736908,1.47884678841,0.288321197033,0.101400002837,-0.98546487093,0.883833348751,0.212356567383,0.145376801491,-0.69239962101,-1.19441139698,1.33807516098,-0.212699994445,0.00475001335144,-1.16654992104,0.429777652025,-0.217705577612,0.445874392986,0.315171808004,-0.103315517306,0.49667558074,0.322328418493,0.0943243354559,0.474294155836,-0.131807908416,-0.682542324066,0.198199987411,-0.3241340518,-0.412140011787,0.63512378931
5898,-0.286346942186,0.249971956015,0.271503061056,0.0586518719792,-0.242668032646,-0.0935999751091,-0.602214396,-0.822096645832,-0.609298706055,-0.818990707397,0.314353883266,-0.982724905014,-0.213791906834,-1.13502907753,0.0721602737904,0.0339219868183,0.430099993944,-1.43606138229,0.451933324337,0.45688277483,-3.03217959404,-0.0843513160944,-0.56980329752,0.0637420266867,-0.796049952507,0.647599995136,0.0239999890327,-0.0493214279413,0.949931263924,-0.0330124497414,-1.65334391594,0.715942203999,0.576052248478,-0.515861570835,-2.08850026131,0.148685455322,0.136076718569,0.0746525153518,-0.0190000236034,0.272537440062,-0.0211602300406,0.691169559956
23365,-0.426625490189,-0.415591478348,0.307455599308,-0.977541327477,-0.834073781967,1.22239995003,-0.0798672735691,0.915144860744,0.88619017601,0.146166026592,-0.286318600178,-0.885725021362,-0.273780733347,0.271943807602,-0.0282090380788,1.15388774872,0.475174993277,-0.549734473228,0.84696662426,0.336490094662,-1.17917048931,-0.611528396606,0.996361196041,-0.501393020153,-0.332949995995,2.23454999924,-1.17709994316,-0.715686321259,0.1223706007,-0.845084190369,-0.0843800902367,0.134604498744,-0.534775674343,0.422305196524,-1.46162080765,0.281553298235,1.28623914719,0.169798612595,-0.249266669154,0.38492166996,-0.438136667013,0.701136827469
6657,-0.494184076786,-0.719476342201,-0.248768433928,-0.0457564778626,0.440209984779,0.950666666031,-0.101462200284,-0.497170388699,-0.364566147327,-1.18204605579,-0.877390503883,0.39515003562,-0.0282507091761,-0.0767291933298,0.0975586622953,0.0133082503453,0.795750021935,0.81331461668,-0.200833320618,0.243625611067,-0.614793539047,0.103441298008,2.38782191277,-0.935864329338,0.00219999998808,-1.89789998531,1.76850008965,-0.519967138767,0.0534307584167,0.549310624599,0.598168313503,-0.1826595366,1.20974087715,-0.836732387543,1.92196524143,-1.25355410576,0.382242888212,0.227764815092,0.544333338737,-1.41906988621,-0.304688602686,-0.257969468832
5054,-0.656587004662,0.455928057432,-0.746656477451,-0.476868271828,-0.10380320251,1.15840005875,-0.203911185265,-0.307225614786,-0.549851477146,-0.078798532486,-0.290051966906,0.467600017786,0.195245549083,0.388084113598,0.489355653524,0.547649204731,-0.206525012851,0.0161911249161,-0.0135333389044,0.698482751846,-0.486113905907,0.562826395035,-0.331990927458,0.530510187149,-0.278299987316,0.717350006104,-1.95600008965,0.581034660339,-0.0577545911074,-0.431189566851,-0.466638088226,0.729700803757,1.02128612995,0.333345413208,-0.138975843787,-0.0205751508474,-0.878603339195,-0.180216282606,-0.233033329248,-0.113803088665,-0.130084916949,-0.154382050037
3108,-0.125595480204,0.238205075264,0.63735973835,-0.474380135536,0.476715296507,1.97893321514,-0.748461782932,0.107872903347,0.0197987630963,-0.06754347682,0.71929371357,0.51014995575,-0.131734952331,-0.434151351452,-0.689863502979,0.954470694065,0.428999990225,0.225454762578,-0.0760999917984,0.184137076139,-0.0959308817983,0.262500882149,-0.512942016125,-0.432444930077,-0.47515001893,-0.418199986219,0.138799995184,-0.706674218178,0.416589200497,-0.198693335056,0.475128978491,0.525072336197,-0.412634938955,-0.0514009892941,-0.0430914536119,-0.197878316045,8.24656391144,0.441934227943,2.12933349609,0.610395312309,-0.470064431429,0.247740402818
1950,-0.453749060631,0.130739629269,1.06752455235,0.259537637234,0.351780980825,0.192533314228,-0.178735941648,-1.04565644264,-0.182135507464,-0.588988602161,-0.908860087395,0.548449993134,-0.427016735077,0.867562532425,0.352902591228,0.856328248978,0.762575030327,1.09565222263,1.26710009575,1.09716510773,-0.0394678451121,0.429137974977,1.79343533516,-0.190276861191,0.851050019264,-0.320800036192,1.43149995804,-0.0845444872975,-0.0745358243585,0.335797131062,0.246896311641,-0.952463328838,1.47124302387,-0.17020341754,0.596706271172,-0.670458316803,1.30192065239,0.640513598919,0.0428666621447,-1.50358915329,0.0630127936602,-0.422190606594
351,0.304960221052,0.0683048963547,-0.772386550903,0.793498754501,0.133459225297,1.28649997711,0.293534636497,0.111963480711,-0.00756949186325,-0.370030283928,-0.763198792934,-0.0800999924541,-0.408281117678,0.473567724228,0.313511967659,0.123485013843,-1.14452505112,-0.002929341048,0.628600001335,-0.127941966057,-0.31221216917,-0.461964964867,0.691021502018,0.109533667564,0.337249994278,0.225099995732,0.115100003779,0.210332855582,0.278685837984,0.335930526257,0.042020060122,-0.35128608346,0.154905587435,-0.8488458395,-0.26046282053,-0.923534035683,-0.4427780509,-0.133589580655,0.0,-1.35662126541,-0.0259723588824,0.332669734955
