rid,CPC004_A375_6H:BRD-K71266197-236-01-9:10,CPC004_HA1E_6H:BRD-K71266197-236-01-9:10,CPC004_HA1E_24H:BRD-K71266197-236-01-9:10,CPC004_HCC515_6H:BRD-K71266197-236-01-9:10,CPC004_HCC515_24H:BRD-K71266197-236-01-9:10,CPC004_HEPG2_6H:BRD-K71266197-236-01-9:10,CPC004_HT29_6H:BRD-K71266197-236-01-9:10,CPC004_MCF7_6H:BRD-K71266197-236-01-9:10,CPC004_PC3_6H:BRD-K71266197-236-01-9:10,CPC004_PC3_24H:BRD-K71266197-236-01-9:10,CPC004_VCAP_6H:BRD-K71266197-236-01-9:10,CPC004_VCAP_24H:BRD-K71266197-236-01-9:10,CPC015_A375_6H:BRD-K71266197-236-01-9:10,CPC015_A549_6H:BRD-K71266197-236-01-9:10,CPC015_A549_24H:BRD-K71266197-236-01-9:10,CPC015_ASC_24H:BRD-K71266197-236-01-9:10,CPC015_HEPG2_6H:BRD-K71266197-236-01-9:10,CPC015_HT29_6H:BRD-K71266197-236-01-9:10,CPC015_MCF7_6H:BRD-K71266197-236-01-9:10,CPC015_MCF7_24H:BRD-K71266197-236-01-9:10,CPC015_NPC_24H:BRD-K71266197-236-01-9:10,CPC015_PHH_24H:BRD-K71266197-236-01-9:10,CPC015_SKB_24H:BRD-K71266197-236-01-9:10
5720,-5.53804159164,0.309937179089,0.550488352776,0.705693721771,-0.164874970913,0.371500015259,-1.34857702255,-0.55985212326,0.660841226578,0.220592260361,-0.0229165032506,-0.984469473362,-1.62099206448,-2.12864995003,-0.52342402935,-0.0485250167549,-0.859500050545,-1.085734725,-0.481337726116,-0.572044014931,-1.14953756332,0.302199989557,0.067999958992
466,2.42189073563,-0.48358002305,-0.741153001785,-0.541197657585,0.12957175076,-0.393466591835,-0.985859453678,-2.54915904999,-0.0287038013339,0.369720429182,-0.796035766602,0.868406355381,-0.276583224535,-0.90364998579,-0.979025304317,-0.0254749991,-0.590149998665,-0.739265799522,-0.580009818077,-0.872228384018,0.277268111706,-1.14474999905,0.441549986601
6009,0.0150648215786,-0.64977055788,0.253590941429,-0.285972863436,-0.0653541386127,0.720666706562,-1.00457704067,0.901818752289,0.36057561636,-0.230733886361,0.328268527985,0.134425699711,1.21797609329,-1.18825006485,-0.223557576537,-0.0774499922991,0.689700007439,-0.368928849697,-0.100965000689,0.0103532485664,-0.713682472706,-0.659449994564,0.203700006008
2309,2.703302145,-0.659491896629,0.288713783026,-1.10356593132,-1.18836510181,-0.0788333415985,-0.78877133131,0.269394278526,0.1129854545,0.0176873207092,-0.658340156078,0.0946660414338,0.0175152420998,-0.0980499982834,0.173020258546,-0.604400038719,-0.605599999428,-0.802450418472,0.214406356215,-0.474246621132,0.187918335199,-0.126450031996,-0.0121999979019
387,1.98268127441,-0.0292608141899,0.799999952316,-0.0592138171196,0.21418081224,0.996799945831,-0.627071797848,1.25947976112,0.272304356098,-0.457613825798,1.06799173355,1.89618194103,2.05651378632,-1.57239997387,0.0314118079841,0.113549977541,-0.0703499913216,-0.730298101902,0.894421517849,0.712324857712,-0.764219760895,-0.158399999142,0.350350022316
3553,1.3049659729,0.347625344992,2.09627008438,0.29136377573,-0.838306903839,-0.541233301163,1.32107782364,0.879525780678,0.865467429161,0.910615444183,-0.00361734256148,1.51612055302,-0.526417911053,1.45125007629,0.813566863537,0.183374986053,0.738950014114,0.756470501423,-0.498966157436,3.15364718437,1.03325045109,0.667150020599,0.847100019455
427,0.118011921644,-0.877274155617,-1.00575220585,-1.08240437508,-0.544873297215,-0.444500029087,-0.687086641788,-0.965767383575,-0.138939261436,0.390736699104,0.12652772665,1.49907267094,0.955870985985,0.67769998312,2.7748067379,-0.363150000572,-0.839549958706,0.43190151453,-0.65899503231,-0.0903289541602,-0.73982745409,-0.939350008965,-0.325549989939
5898,1.68209517002,0.667820990086,-0.0380489230156,-0.469858527184,-0.51419365406,0.434633344412,-0.612325370312,-0.478606969118,-1.05736291409,-0.185075029731,-0.435462862253,1.62238144875,-0.923239827156,-1.91904997826,-0.00633519142866,-1.05132496357,0.363099992275,-0.40828114748,-0.6506986022,-0.627018928528,0.00118651613593,0.510249972343,0.648650050163
23365,2.18698453903,0.314549028873,-1.05191326141,0.488623380661,0.123976521194,1.33223342896,0.197677031159,0.0137124732137,0.0654692873359,0.097373008728,-0.181222468615,2.09259533882,0.712174713612,-0.254949986935,2.66555500031,-0.320075005293,-0.955900013447,-0.177356854081,0.155752539635,-0.0384738445282,0.478371232748,-0.419449985027,0.387300014496
6657,1.99552774429,-0.502946138382,1.41587948799,-0.562244176865,-0.0244269706309,-0.10513330996,1.62588512897,1.12422788143,0.477469056845,0.506039023399,-0.348917007446,-0.443518906832,-2.3643155098,1.17685008049,2.05916166306,0.0098249912262,2.97440004349,0.521912813187,-1.36499977112,0.992770314217,-0.712728202343,0.508049964905,0.695249974728
5054,0.258538603783,-0.884382665157,-1.49942362309,0.0482227057219,0.0887327492237,1.01173341274,2.31520104408,1.38976895809,-0.503760814667,-0.380170762539,1.29306900501,2.00726652145,0.657739400864,-1.26579999924,-1.28438127041,-0.301649987698,0.483850002289,0.583114922047,0.0103387478739,2.3833386898,-1.33580744267,-1.52509999275,-0.545899987221
3108,2.51802015305,0.501190841198,1.15918242931,-0.403086334467,0.209509551525,0.376566708088,-0.00407954724506,1.22286581993,0.418973684311,1.88779234886,-1.54099500179,0.959218323231,1.39794254303,1.72864997387,-0.221239209175,-0.233925014734,0.825749993324,-0.655608177185,0.258845388889,-0.0117582343519,4.32165145874,0.240299999714,0.109149992466
1950,0.275761574507,-0.282124251127,-0.0995231866837,0.28030076623,0.403053432703,-0.42013335228,0.872344493866,1.00652253628,0.30163115263,1.29892230034,0.289528876543,2.64782571793,-0.60880023241,2.53539991379,0.81363594532,-0.305575013161,0.64770001173,-0.26999104023,-0.531714379787,0.399843424559,-0.49019959569,0.275849968195,0.164849996567
351,0.231252342463,0.444172561169,-0.0315719842911,-0.790618896484,0.500201821327,0.0,0.430767536163,-1.0604903698,0.309162676334,0.657208323479,-2.45805454254,0.0512993112206,-0.323366463184,0.697499990463,0.494557589293,0.141500011086,0.648500025272,0.155213981867,-1.49826407433,0.0149508714676,-1.02529144287,-0.000699999975041,0.00034999998752
4846,-0.46258315444,-0.332995355129,0.815365195274,0.131000608206,0.569158732891,0.758466720581,1.11294972897,0.895241975784,0.211044937372,2.29347085953,-1.4902818203,1.12446260452,-0.0252411961555,-0.14794999361,0.943393945694,-0.418800026178,0.61829996109,0.0855368226767,-0.286252319813,-0.744658708572,-1.07234787941,0.0830999910831,-0.235549986362
1452,1.93456292152,-0.756994903088,-0.530970036983,-0.655345082283,-0.864662647247,1.20106673241,-0.192912191153,0.168355599046,0.137333765626,0.229795128107,-0.387509465218,1.61289465427,1.10501277447,-1.92760002613,-0.91442912817,-0.178400009871,2.48010015488,-0.732350826263,0.325887411833,0.205697000027,-0.144547402859,-0.760699987411,0.551200032234
4776,1.37282657623,-0.110930666327,0.0744568407536,-0.18887449801,0.326989293098,0.0144666694105,1.34801864624,0.740404605865,0.357861489058,0.668154716492,0.533022582531,1.33131957054,-1.39520025253,1.20770001411,1.17836987972,0.601275026798,1.30225002766,0.929722189903,-0.535869717598,3.13766622543,2.54491353035,0.301999986172,0.659200012684
6908,-0.0791668370366,0.039086677134,-0.0811922550201,-0.882573843002,-0.281547605991,0.101066663861,-1.8306620121,0.164938747883,-0.555136561394,0.419458180666,-0.464776217937,0.343979209661,0.771255135536,-0.0683000087738,-0.81044369936,-0.403449982405,-1.25464999676,-0.922533214092,0.690757930279,-0.771030426025,-1.10933017731,-1.60619997978,-0.396600008011
672,0.992685317993,0.0195600166917,-0.75263261795,-0.820533037186,0.798470854759,-0.486500024796,-0.381888270378,-1.54927158356,-0.208448827267,0.447247058153,0.258501887321,1.81954324245,-0.45687481761,-1.75940001011,-0.292710661888,-0.527800023556,0.872200012207,-0.690606832504,0.531032025814,-1.10218405724,-0.819747745991,0.117250002921,0.449249982834
5710,1.24265527725,-0.413924664259,-0.890860676765,-1.88776421547,-0.635798871517,-0.224966645241,-2.2511651516,-0.834207415581,-0.439014077187,-0.765929043293,-0.242585912347,-0.743547201157,1.23027765751,-1.53834998608,-0.699750840664,-0.171799987555,0.250100016594,-0.781346380711,0.785489559174,0.0910623371601,0.180795654655,-0.925400018692,-0.587499976158
2115,1.16448974609,-0.333147376776,0.404871076345,-0.433010190725,-0.244329735637,-0.198733329773,0.647468984127,0.758465051651,-0.14267885685,0.557761192322,1.09554696083,2.73590087891,0.181626677513,0.575299978256,1.40245807171,-0.383625000715,1.04949998856,0.0796454399824,-0.933142840862,0.707270145416,-0.10127478838,0.801150023937,0.335250020027
7015,0.816542983055,-0.576372623444,-0.137409418821,-0.690782308578,0.164953500032,-0.787900030613,0.936903893948,0.975269198418,0.238439112902,0.328946769238,0.238910317421,2.18683552742,-1.02395451069,0.526549994946,1.80055439472,0.772274971008,0.461100012064,0.622008383274,-0.834900081158,1.4328649044,1.70972585678,-0.515900015831,0.900399982929
8726,0.62588596344,-0.147674337029,-0.0530427992344,-0.328383743763,1.06716156006,-0.227933332324,-0.958054423332,-0.128907129169,0.0694917365909,0.598680257797,-2.06863570213,1.78646934032,1.80289173126,-1.43984997272,-0.378409087658,-0.446775019169,0.132499992847,-0.706424057484,0.564496278763,-0.626126408577,-0.000129567459226,-0.449950039387,0.654049992561
2185,1.1391813755,0.606647312641,1.16397547722,-0.519779741764,-0.340633422136,-0.503266692162,1.4929817915,1.22712612152,0.1410369277,0.556506633759,-0.0189476273954,0.845455288887,-0.426333993673,1.54574990273,0.781663715839,0.231549978256,1.62564992905,0.720333397388,-1.04258728027,1.87406373024,1.21812009811,0.540700018406,1.12784993649
3315,-0.172001108527,-0.458471387625,-0.234871000051,0.433705031872,-0.388317584991,0.409333348274,0.0630057752132,0.8632568717,-0.179550692439,-2.22071766853,-1.28032636642,-0.42657700181,0.316711813211,-4.95059967041,-0.820443153381,-0.170575007796,-1.33384990692,-0.436364769936,-0.215235054493,-0.228403329849,-0.841890931129,-0.906900048256,-0.000700000033248
