rid,DOS011_VCAP_6H:BRD-K15973523-001-01-2:5.18,DOS011_VCAP_24H:BRD-K15973523-001-01-2:5.18,DOS039_A375_24H:BRD-K15973523-001-01-2:5.18,DOS039_A549_24H:BRD-K15973523-001-01-2:5.18,DOSBIO002_A375_24H:BRD-K15973523:10.3583,DOSBIO002_A549_24H:BRD-K15973523:10.3583,DOSBIO002_HT29_24H:BRD-K15973523:10.3583,DOSBIO002_PC3_24H:BRD-K15973523:10.3583,DOSBIO002_MCF7_24H:BRD-K15973523:10.3583,DOSBIO002_NEU_24H:BRD-K15973523:10.3583,DOSBIO002_NPC_24H:BRD-K15973523:10.3583
5720,0.0,-0.644200026989,0.118400000036,-1.18464994431,-0.461582362652,-0.973392903805,-1.04878234863,-0.434570074081,-0.494374334812,1.69844996929,-0.6249127388
466,-0.13030000031,0.105199992657,2.13625001907,1.83925008774,-0.253041744232,-1.28966128826,-0.863118350506,-0.806770205498,-0.380372822285,1.28200006485,0.446915775537
6009,1.45060002804,-0.0573000013828,-4.48460006714,-2.87024998665,1.29421949387,0.973972976208,0.27572697401,0.413144469261,-0.0903523564339,1.11785006523,-0.0200042873621
2309,-0.946500003338,0.252633333206,7.15159988403,9.07845020294,0.0877809524536,0.534379243851,0.421483308077,-0.0652512684464,-0.156432986259,0.493749976158,0.089383341372
387,-4.69159984589,-0.415766686201,0.540499985218,-3.72940015793,0.483780920506,1.83649230003,0.904416501522,-0.518279969692,-0.541385173798,0.241950005293,0.577030003071
3553,-0.950999975204,0.530799984932,-0.131550014019,1.3234500885,-0.168063431978,0.264580696821,0.33016294241,-0.206747755408,1.87300801277,-0.857450008392,0.234593227506
427,-0.164599999785,-0.360133290291,3.42575001717,0.674499988556,-1.13042795658,-1.10291552544,0.0892753005028,0.593823730946,-0.174679726362,-0.580150008202,0.483754575253
5898,-1.4076000452,-0.106066644192,-0.577849984169,-1.40164995193,0.623739242554,-0.398667275906,-0.890768945217,0.451009601355,-1.43334293365,1.15884995461,-0.162313580513
23365,3.72630000114,-1.09053337574,8.74329948425,3.27260017395,1.33435642719,1.8086745739,-0.173981770873,-1.67715024948,-0.265088021755,-0.272199988365,0.0234913229942
6657,1.20640003681,0.627266705036,1.50919997692,1.77730000019,-0.635817170143,1.05988502502,0.188042640686,0.608820557594,0.518586337566,0.452549993992,0.240545451641
5054,1.89489996433,-0.15666668117,3.40129995346,2.48885011673,1.75715517998,-0.557728588581,3.65121650696,-0.185952782631,1.72354650497,-0.0339999943972,0.302840143442
3108,1.546200037,1.12350010872,3.30539989471,3.69039988518,-1.96497166157,0.565256476402,-0.267378151417,1.13404524326,-0.437408447266,0.0886999964714,0.11553721875
1950,5.06319999695,1.06240010262,1.46784996986,3.72219991684,-0.194797262549,-0.260519891977,0.0831870287657,0.698650240898,0.608115911484,-0.567299962044,0.285819232464
351,0.493699997663,-0.181233346462,-0.509150028229,-0.794900000095,-0.16890065372,-1.30082345009,-0.164999321103,0.521785080433,0.923538804054,0.0,0.231298208237
4846,-4.04580020905,2.3154001236,8.76009941101,9.44129943848,-1.74127626419,0.432671874762,0.721581339836,1.04253828526,1.21995913982,-0.162450015545,0.297352105379
1452,-5.72249984741,0.290166735649,1.45959997177,0.881099998951,-0.223082229495,0.291033059359,-0.46932849288,-0.04740062356,0.288338989019,0.398550003767,-0.288018673658
4776,-0.668200016022,0.849166691303,1.00125002861,1.06345009804,-0.623674869537,-1.01578998566,-0.139119014144,-0.232408672571,0.81447905302,-0.161300003529,-0.574810624123
6908,-3.81010007858,-0.102633327246,-2.30749988556,-0.4320499897,-1.25002670288,0.0116066336632,-1.24807548523,-0.542171001434,-0.746448278427,-0.298550009727,0.549710929394
672,-4.00570011139,0.0266000032425,-2.86395001411,-0.68465000391,0.917161285877,-1.11004340649,-0.411402970552,0.513082146645,0.159729450941,-0.313650012016,0.219627648592
5710,0.508700013161,-0.241733253002,-3.44404983521,-0.213250011206,0.831524729729,0.487362802029,-0.331303298473,-0.326029092073,-0.496242761612,0.511350035667,-0.369589954615
2115,1.93809998035,0.631566643715,2.13789987564,1.27539992332,-0.454607307911,-0.79780715704,-0.228632360697,-0.552678465843,-0.306027889252,0.243049994111,-0.316791415215
7015,0.461199998856,0.946266710758,1.32290005684,0.758099973202,-0.365797489882,0.758673787117,-0.0628140568733,0.229545354843,0.779207587242,0.344600021839,-0.139040470123
8726,-3.00390005112,0.402899980545,-0.335850000381,-1.80185008049,0.438006430864,0.0918558090925,0.422356307507,0.205329656601,-1.09902274609,0.244849979877,0.355078101158
2185,0.729399979115,0.519366621971,0.859650015831,0.727249979973,0.990862607956,-0.140803188086,0.741875946522,0.408985257149,1.24019122124,0.460799992085,-0.274668455124
3315,1.47759997845,0.677199959755,-0.153450012207,-1.12229990959,-0.604634046555,1.06324696541,1.03125500679,-0.532711923122,-1.10300755501,-0.0667499899864,0.532284736633
5289,-1.32700002193,0.342466652393,-0.66219997406,-4.53725004196,-0.620202481747,0.161538481712,0.534070789814,0.684241890907,0.494016706944,1.43534994125,0.485323518515
868,1.74570000172,-0.259633362293,3.15534973145,0.455100029707,0.8938382864,1.25415384769,0.393588870764,1.21596860886,0.305374085903,-0.623449981213,0.349159032106
1677,-1.34560000896,0.62203335762,0.987100064754,1.60794997215,-0.0581069588661,-0.260107964277,0.420177191496,0.165979623795,1.28632926941,0.0954999923706,0.410295069218
7043,0.691699981689,-0.285933345556,0.289149999619,0.925199985504,1.1814032793,0.856510937214,0.588973283768,0.54590010643,0.865862488747,-0.742599964142,0.0251824576408
5613,1.61160004139,-0.638700008392,0.259749978781,0.996850013733,-0.0141675639898,-1.77829027176,0.13247898221,0.98874694109,1.16690444946,-0.662150025368,-0.361328125
595,-2.65289998055,0.149833321571,5.5108499527,4.02059984207,0.702458024025,0.113133758307,-0.294951975346,-1.10448098183,-0.956024050713,-0.154599994421,0.500270783901
4793,1.37329995632,1.57960009575,2.63454985619,1.21325016022,4.66583013535,0.789142608643,0.266068577766,-0.254723101854,-0.515145599842,-0.716099977493,-0.31237924099
2736,5.22629976273,1.50276684761,3.73075008392,2.10170006752,-0.623918116093,2.21201372147,1.26221418381,0.849277675152,0.291504174471,-0.208849966526,0.0527880191803
5290,0.976899981499,-0.301733314991,1.10930001736,3.94315004349,-0.73692792654,-0.107664570212,0.290150552988,-0.128504499793,0.357773125172,-0.491849988699,0.109844006598
6194,-1.86380004883,0.999600052834,-2.79815006256,-2.08889985085,0.0,0.187213256955,1.42102813721,-0.505590438843,0.0429424755275,0.850600004196,-0.189251482487
1676,0.00639999983832,0.833533346653,-0.179000005126,0.905150055885,0.139191389084,0.0724163800478,0.736805558205,0.0335404276848,0.744686663151,-0.981099963188,-0.335254848003
23512,0.871200025082,0.10410001874,-1.02639997005,-7.12139987946,-0.437529265881,0.167283564806,-0.263960838318,0.51953458786,0.631428778172,-0.0143000036478,0.952784359455
148022,-1.6493999958,0.204533338547,-3.09579992294,1.40470004082,0.310396492481,1.04933381081,0.202492773533,-0.703501105309,0.481335252523,0.615250051022,-0.106733910739
1906,0.267500013113,1.28693318367,-0.978300035,-1.01909995079,0.643320083618,0.137491613626,0.551035761833,0.580446541309,1.17870259285,-0.927150011063,-0.0713466852903
8878,0.214800000191,-0.206666707993,-0.965250015259,-5.41900014877,-0.884707987309,-0.37668633461,-0.269634187222,-0.651838183403,0.889180779457,0.955099999905,0.0799282193184
3091,-2.14319992065,0.383933335543,-3.13234996796,-2.17689990997,0.0539544820786,-0.910536527634,-0.308945059776,-2.23960876465,0.400578677654,0.668600022793,0.535792708397
5743,5.88749980927,-0.71726667881,10.0,1.82639992237,-0.703697860241,-0.733666181564,-1.62130153179,0.131728127599,0.308256387711,-0.204849988222,-0.54919552803
5321,0.0690999999642,0.356066673994,-1.42365002632,0.804849982262,0.250587135553,-1.16432595253,0.26674503088,0.31126499176,1.2852768898,-1.27734994888,0.0820069387555
4144,3.1765999794,0.356800019741,-1.18015003204,-0.47025001049,-0.163809344172,-1.65358519554,0.147032827139,0.554255306721,-0.0776059925556,0.0236499980092,0.356031894684
1981,-2.38429999352,1.04089999199,2.24064993858,1.0760999918,-0.756233394146,0.7765147686,-0.0496810823679,-1.15164577961,0.366222798824,-0.501749992371,-0.353551924229
