rid,CPC002_HA1E_6H:BRD-K34154330-003-04-9:10,CPC002_HA1E_24H:BRD-K34154330-003-04-9:10,CPC002_HCC515_6H:BRD-K34154330-003-04-9:10,CPC002_HCC515_24H:BRD-K34154330-003-04-9:10,CPC002_PC3_6H:BRD-K34154330-003-04-9:10,CPC002_PC3_24H:BRD-K34154330-003-04-9:10,CPC002_VCAP_6H:BRD-K34154330-003-04-9:10,CPC002_VCAP_24H:BRD-K34154330-003-04-9:10,CPC018_A375_6H:BRD-K34154330-003-04-9:10,CPC018_A549_6H:BRD-K34154330-003-04-9:10,CPC018_A549_24H:BRD-K34154330-003-04-9:10,CPC018_ASC_24H:BRD-K34154330-003-04-9:10,CPC018_HEPG2_6H:BRD-K34154330-003-04-9:10,CPC018_HT29_6H:BRD-K34154330-003-04-9:10,CPC018_MCF7_6H:BRD-K34154330-003-04-9:10,CPC018_MCF7_24H:BRD-K34154330-003-04-9:10,CPC018_NPC_24H:BRD-K34154330-003-04-9:10,CPC018_PHH_24H:BRD-K34154330-003-04-9:10,CPC018_SKB_24H:BRD-K34154330-003-04-9:10,CPD003_MCF7_6H:BRD-K34154330-003-05-6:10,CPD003_MCF7_24H:BRD-K34154330-003-05-6:10,CPD003_PC3_6H:BRD-K34154330-003-05-6:10,CPD003_PC3_24H:BRD-K34154330-003-05-6:10
5720,-0.369128495455,-0.557370722294,0.259968042374,0.539532482624,-0.756129264832,-0.484635144472,-1.91603517532,0.448444277048,0.0973492115736,1.00373101234,0.702199995518,-0.124437347054,-0.205051109195,-0.218748345971,0.334736913443,0.712959766388,-0.182096213102,-0.953366756439,-0.172012850642,0.657100021839,-0.65271961689,-0.243150874972,0.557850003242
466,-1.20759570599,-1.52789187431,0.128204584122,0.320981502533,-0.612330019474,0.609642624855,-0.762273013592,1.00646030903,0.115646481514,0.945613086224,0.297850012779,1.23162913322,0.511809408665,-0.380331665277,-0.445278555155,0.0693704634905,0.569546699524,0.12076613307,0.569241166115,-0.0128500014544,-0.666768193245,-1.35661578178,0.649349987507
6009,-0.534521102905,-0.376027554274,-0.0356646254659,0.857191383839,0.498432427645,0.447055667639,0.255326479673,1.11201810837,0.20702932775,0.715990304947,-0.190200001001,-0.0590241551399,0.512376666069,-0.739472568035,-0.942101955414,-0.303848326206,-1.17358326912,0.0920244455338,-0.313696861267,0.139550000429,-0.341144353151,-0.513415396214,1.45954990387
2309,0.69127368927,-0.686873733997,-0.694206058979,-1.0116212368,0.563963592052,-1.06119573116,0.780845582485,-2.93226194382,-0.542628288269,-0.339831233025,0.872449994087,0.0948185771704,0.19353339076,-0.225631907582,-0.178963810205,-1.32813453674,-0.716974616051,0.641715943813,1.86285340786,-0.962449967861,-0.5868678689,-0.154724702239,0.669300019741
387,0.499955832958,-0.800117075443,-0.438924372196,0.445603430271,-0.304136455059,-0.0286762155592,1.09988236427,0.841602921486,0.18835362792,0.145605489612,-0.255150020123,0.12222070992,-0.555360376835,0.0365712083876,0.0815548598766,-0.72763466835,-1.01990795135,-0.969119608402,-1.25898611546,-0.458099991083,-0.274211794138,-2.42793798447,0.813150048256
3553,0.231949701905,3.19059181213,0.0715786069632,-0.313778758049,-0.80215793848,-0.980098962784,0.759813427925,0.23425874114,-0.343846797943,-0.941385626793,-0.350050002337,-0.336286813021,-0.395980030298,-0.0234486330301,-0.425309687853,0.632394611835,0.450774490833,-1.66300666332,0.0374443680048,0.695550024509,0.113200247288,-2.95511293411,0.68155002594
427,-1.31030035019,-0.642227709293,0.258998245001,0.57029902935,0.0888728126884,0.114682972431,0.16075310111,0.509116053581,0.102599605918,-0.362553656101,-0.0771000012755,1.03322935104,-0.78838121891,-0.585911035538,0.684684991837,-0.879858970642,-1.17047858238,-0.692023634911,-0.560289084911,-0.582549989223,-0.411665737629,1.33423256874,0.0275500044227
5898,-1.37644743919,-0.912715494633,0.0973826348782,0.386081695557,-0.967782497406,0.0630599111319,0.300181150436,-0.821752429008,-1.06008434296,0.0573595762253,-2.2540500164,0.589088797569,-0.0636023655534,0.174564987421,-0.0673902854323,0.121118061244,0.302072972059,0.117510810494,1.07950973511,0.0854000449181,0.0128137655556,-2.91029214859,-0.207350000739
23365,0.581185519695,-0.361538052559,-0.619695305824,0.877099752426,1.10357916355,-0.102800697088,-0.379151254892,-0.239487245679,0.147761538625,-0.0520676672459,-1.84600007534,-0.0471750497818,-1.28089356422,-0.0158877409995,-0.283353179693,0.0696899443865,1.00447154045,-1.25829088688,0.110127128661,-1.02415001392,0.356894224882,0.345974802971,-0.421550005674
6657,-0.242538362741,1.26138484478,0.0429704226553,0.0670777857304,0.530602872372,-0.0945394188166,0.939555823803,-0.347192794085,-0.107700385153,-0.72458422184,0.417699992657,-0.0222627520561,-0.252676337957,-0.361472934484,0.167696103454,-0.3784956038,-0.305439680815,-0.465474903584,-0.691392540932,-0.10680000484,0.160701900721,-0.143867641687,-0.391650021076
