rid,CPC003_HA1E_6H:BRD-K47869605-001-18-9:10,CPC003_HA1E_24H:BRD-K47869605-001-18-9:10,CPC003_HCC515_6H:BRD-K47869605-001-18-9:10,CPC003_HCC515_24H:BRD-K47869605-001-18-9:10,CPC003_PC3_6H:BRD-K47869605-001-18-9:10,CPC003_PC3_24H:BRD-K47869605-001-18-9:10,CPC003_VCAP_6H:BRD-K47869605-001-18-9:10,CPC003_VCAP_24H:BRD-K47869605-001-18-9:10,CPC015_A375_6H:BRD-K47869605-001-18-9:10,CPC015_A549_6H:BRD-K47869605-001-18-9:10,CPC015_A549_24H:BRD-K47869605-001-18-9:10,CPC015_ASC_24H:BRD-K47869605-001-18-9:10,CPC015_HEPG2_6H:BRD-K47869605-001-18-9:10,CPC015_HT29_6H:BRD-K47869605-001-18-9:10,CPC015_MCF7_6H:BRD-K47869605-001-18-9:10,CPC015_MCF7_24H:BRD-K47869605-001-18-9:10,CPC015_NPC_24H:BRD-K47869605-001-18-9:10,CPC015_PHH_24H:BRD-K47869605-001-18-9:10,CPC015_SKB_24H:BRD-K47869605-001-18-9:10,CPC020_A375_6H:BRD-K47869605-001-27-0:10,CPC020_A549_6H:BRD-K47869605-001-27-0:10,CPC020_HA1E_6H:BRD-K47869605-001-27-0:10,CPC020_HCC515_6H:BRD-K47869605-001-27-0:10,CPC020_HT29_6H:BRD-K47869605-001-27-0:10,CPC020_MCF7_6H:BRD-K47869605-001-27-0:10,CPD002_MCF7_24H:BRD-K60507178-001-01-0:10,CPC020_MCF7_24H:BRD-K47869605-001-27-0:10,CPC020_PC3_6H:BRD-K47869605-001-27-0:10,CPC020_PC3_24H:BRD-K47869605-001-27-0:10,CPC020_VCAP_6H:BRD-K47869605-001-27-0:10,CPC020_VCAP_24H:BRD-K47869605-001-27-0:10,CRCGN001_HA1E_6H:BRD-A16746338-001-04-2:20,CRCGN001_HA1E_24H:BRD-A16746338-001-04-2:20,CVD001_HEPG2_6H:BRD-K47869605-001-18-9:10,CVD001_HEPG2_6H:BRD-K47869605-001-18-9:2.5,CVD001_HEPG2_24H:BRD-K47869605-001-18-9:10,CVD001_HEPG2_24H:BRD-K47869605-001-18-9:2.5,CVD001_HUH7_6H:BRD-K47869605-001-18-9:10,CVD001_HUH7_6H:BRD-K47869605-001-18-9:2.5,CVD001_HUH7_24H:BRD-K47869605-001-18-9:10,CVD001_HUH7_24H:BRD-K47869605-001-18-9:2.5,CPD002_MCF7_6H:BRD-K60507178-001-01-0:10,CPD002_PC3_6H:BRD-K60507178-001-01-0:10,CPD002_PC3_24H:BRD-K60507178-001-01-0:10,CVD001_PHH_6H:BRD-K47869605-001-18-9:10,CVD001_PHH_6H:BRD-K47869605-001-18-9:2.5,CVD001_PHH_24H:BRD-K47869605-001-18-9:10,CVD001_PHH_24H:BRD-K47869605-001-18-9:2.5,CRCGN004_HA1E_24H:BRD-A16746338-001-04-2:20UM
5720,0.337750017643,-3.84739017487,-0.371824651957,-0.752130389214,-0.246750980616,-1.81496238708,0.0504966787994,-0.690400004387,-0.162270158529,-0.751950025558,-1.80724978447,0.116828218102,0.0649999976158,-1.30496180058,-0.819434523582,-0.733837664127,-1.12994611263,-0.435499966145,-0.783249974251,-0.783008754253,-1.10344994068,-0.373056918383,0.642449975014,-1.10173559189,-0.927094399929,-1.36099779606,-1.51436519623,-0.728897929192,-1.83062338829,-0.125755131245,-1.65626740456,-0.562198102474,-0.863479137421,-0.552347958088,-2.01015162468,-0.783417880535,-0.813798308372,-1.02008426189,-1.52212488651,-0.0448155403137,-0.0520410686731,-0.116425216198,-1.09949696064,-3.69877481461,0.419697105885,0.021976172924,-1.71650910378,-1.64463305473,0.879309773445
466,1.18519997597,-1.55124926567,0.0525070056319,-1.78035664558,-0.519993185997,-1.2775080204,0.230889514089,-1.19299995899,-1.12089204788,-0.473900020123,0.0919288545847,-0.119262248278,0.911449968815,-0.905323445797,0.0715502947569,-0.819831132889,-1.31727719307,0.183750003576,0.0266000032425,-1.26116073132,-1.29640007019,0.01416246593,-0.846050024033,0.0841949507594,-0.326763242483,-1.64319396019,-1.44503200054,-0.386793971062,-0.661717772484,0.366131991148,-0.545826673508,0.246854037046,0.0573380626738,-0.27246683836,-0.24144667387,-1.71969163418,-1.39982759953,-0.688079714775,-1.14601159096,-5.84995174408,-3.22655701637,-0.738052010536,-2.40707731247,-1.25765216351,1.01451170444,0.265197962523,-2.15054130554,0.0768065825105,-2.13196563721
6009,0.924100041389,3.08202052116,0.021775841713,1.22489058971,-0.0561667345464,1.23347496986,-0.317199677229,2.82625007629,1.59700489044,-0.599849998951,0.661970436573,0.739545702934,0.401549994946,0.561893939972,0.429629027843,2.19850277901,-0.72379720211,-0.14019998908,1.32034993172,-0.592978596687,0.0324999988079,1.6409279108,0.361600011587,0.712390899658,0.160972446203,1.74564790726,0.667484998703,0.516385138035,0.753349006176,-0.153827756643,0.45883667469,-0.650471389294,0.750628650188,0.302374303341,0.411253929138,-0.476245701313,0.38233473897,0.511876106262,1.11327910423,1.44986629486,1.23031973839,0.603534162045,-0.436731010675,1.7526717186,0.917397379875,-0.050697684288,0.0654831454158,0.592148721218,0.367167711258
2309,-0.54935002327,-2.31927919388,0.673226475716,0.821285486221,0.913060903549,1.13782286644,-0.394297361374,-0.560500025749,0.472322881222,-1.04734992981,-1.51095473766,0.127995416522,0.660650014877,2.35091638565,-0.404212355614,-0.95051920414,0.637506484985,0.514100015163,-0.0419999957085,0.224713668227,0.24549998343,-0.702060520649,0.727100014687,3.93155217171,0.826337516308,-0.638654053211,-1.46073269844,-0.338424503803,0.0656436309218,1.24140310287,0.109357476234,-0.515517115593,-0.700860261917,0.320834010839,0.0430030971766,0.617473602295,0.058870434761,0.465883493423,-1.30346667767,-0.444686442614,-0.821293532848,1.25649487972,2.23609828949,1.96382546425,0.0408707633615,-0.0590739250183,-0.997191905975,-0.415939688683,-2.7886133194
387,-0.532899975777,-1.65186214447,-0.449015468359,0.274168431759,-1.45669388771,-0.486001193523,-0.265143930912,0.914849996567,0.689730882645,0.0772500038147,-0.413912087679,-1.12680351734,0.110949993134,-0.550830483437,-0.485064953566,-0.842091917992,-3.18010354042,0.449550002813,0.917100012302,-0.784909129143,0.293500006199,0.644314587116,1.08759999275,0.440499305725,-0.293858975172,-1.5656747818,-0.836271822453,-0.676350951195,0.289161294699,-0.592322826385,-0.397344887257,-0.939228057861,-0.700076341629,0.671380341053,0.49054312706,0.988506913185,1.68528175354,0.753685593605,1.13558411598,0.338815450668,-0.0555968955159,-0.131809607148,0.74086868763,-0.0770109668374,0.467692613602,0.341953396797,0.93575823307,0.882626414299,-1.84010004997
3553,0.154500007629,5.52527999878,0.445701360703,0.0533818863332,0.313801109791,0.0814080238342,-0.599036335945,-0.877949953079,0.167023420334,0.439049988985,-0.149236023426,1.36075890064,0.355250000954,0.865853250027,0.039275161922,0.980318903923,2.29539370537,0.599599957466,-0.596949994564,1.18034505844,1.14549994469,0.957161962986,-0.0148999989033,-0.423237770796,0.338943481445,-0.0400856137276,2.8723154068,-3.0133292675,-1.01768803596,0.455689042807,0.0390081256628,0.756107091904,0.0714727193117,-1.08488309383,-0.557466089725,-1.08848953247,-0.565436303616,-0.908042192459,-1.71159005165,0.0066123008728,-0.527614831924,-0.861741542816,-0.484756737947,-1.65417647362,-0.678499937057,-0.795285820961,-0.953132987022,-0.169562578201,2.88073325157
427,-0.309549987316,-2.33431315422,0.278034567833,-0.75665384531,-0.150031477213,-0.236940562725,0.616015911102,0.472550004721,-0.158281177282,-1.18369996548,0.640654146671,0.251614630222,-0.0299000144005,-0.209622263908,-0.470436841249,-1.36564671993,-0.967196702957,0.118549995124,0.508749961853,-0.32643532753,0.662299990654,-0.152024000883,-0.0151500105858,0.187078997493,-0.521989226341,-1.20869088173,-0.178964450955,-0.302387088537,-0.04409506917,0.0855858400464,-0.349989593029,2.48884105682,0.165265202522,-0.250744879246,-1.35742390156,-1.83096301556,-3.51554775238,-0.00359059870243,-0.744590640068,0.11229878664,0.0235814228654,-0.208575114608,-2.13934803009,0.225876837969,0.288826942444,0.28879481554,-0.773429512978,-1.91152667999,-0.0481609590352
5898,1.11020004749,4.9199962616,1.01676177979,-0.24586224556,0.775350213051,2.54790234566,-0.162751764059,0.112749993801,1.99748516083,0.377400010824,0.86535346508,0.841963589191,2.38739991188,2.82344460487,0.202822700143,2.20810484886,0.990906953812,0.664700031281,0.5707000494,-1.32999360561,0.616850018501,0.360525846481,-0.863900005817,2.84988975525,-0.99271684885,1.32351815701,1.11094641685,0.197423815727,0.463914632797,0.189383149147,0.691780865192,0.700879633427,0.00289496779442,2.40141439438,2.21727657318,1.18754529953,1.33139240742,0.697740077972,1.12238311768,2.25682353973,2.28834986687,-0.840610563755,-0.851910233498,0.545822322369,1.09488749504,0.174511700869,0.263962030411,0.140926674008,1.89606523514
23365,0.698900043964,-0.560583293438,-0.891308248043,-1.75361287594,-0.108404129744,0.937619566917,-0.428247541189,0.404000014067,1.14010417461,-0.904599964619,0.748293995857,0.281400173903,-0.835999965668,-0.371979475021,0.217207625508,-0.369406491518,-1.09119510651,-0.146099999547,0.48164999485,-0.317120820284,1.152099967,-0.464865863323,-0.159799993038,0.805340468884,-0.338545024395,0.785803437233,-0.344240099192,-0.589736223221,0.966813206673,-0.0351312831044,0.40206348896,0.68583214283,0.655806660652,0.00836221501231,-0.891864538193,0.470233649015,1.30054748058,-1.01297271252,0.255671948195,-0.120183944702,-0.135907202959,-1.27469694614,1.36893355846,-0.318960666656,0.571340799332,-0.150839790702,0.100974053144,0.0108400583267,-0.477238416672
6657,-0.722550034523,3.90176296234,-0.538216233253,-1.60125637054,-0.569194495678,0.51885920763,-0.215176999569,-0.960950016975,-1.4369032383,0.723599970341,-0.118510782719,0.357071131468,-0.791749954224,1.4189209938,0.739103794098,-0.183030158281,-5.07749891281,0.270999997854,-0.614549994469,0.86717569828,0.691699981689,-0.106595531106,-4.19600009918,-0.393215835094,-0.566031336784,-0.24335539341,2.33256483078,0.483935981989,0.166895762086,-0.561929166317,-0.0627419054508,0.294278085232,0.0697592496872,-0.326548963785,-0.195009559393,-0.302953600883,-0.306719005108,-0.576376259327,-0.668882846832,0.977497816086,-0.062900364399,-0.081779755652,0.521188318729,0.554811060429,-1.40996873379,-1.0131098032,-0.707625865936,-0.481209903955,1.38629281521
