rid,LJP002_BT20_6H:BRD-K16189898-001-07-8:10,LJP002_BT20_6H:BRD-K16189898-001-07-8:2,LJP002_BT20_6H:BRD-K16189898-001-07-8:0.4,LJP002_BT20_6H:BRD-K16189898-001-07-8:0.08,LJP002_BT20_24H:BRD-K16189898-001-07-8:10,LJP002_BT20_24H:BRD-K16189898-001-07-8:2,LJP002_BT20_24H:BRD-K16189898-001-07-8:0.4,LJP002_BT20_24H:BRD-K16189898-001-07-8:0.08,LJP002_HS578T_6H:BRD-K16189898-001-07-8:10,LJP002_HS578T_6H:BRD-K16189898-001-07-8:2,LJP002_HS578T_6H:BRD-K16189898-001-07-8:0.08,LJP002_HS578T_6H:BRD-K16189898-001-07-8:0.4,LJP002_HS578T_24H:BRD-K16189898-001-07-8:10,LJP002_HS578T_24H:BRD-K16189898-001-07-8:2,LJP002_HS578T_24H:BRD-K16189898-001-07-8:0.4,LJP002_HS578T_24H:BRD-K16189898-001-07-8:0.08,LJP002_MCF10A_6H:BRD-K16189898-001-07-8:10,LJP002_MCF10A_6H:BRD-K16189898-001-07-8:2,LJP002_MCF10A_6H:BRD-K16189898-001-07-8:0.4,LJP002_MCF10A_6H:BRD-K16189898-001-07-8:0.08,LJP002_MCF10A_24H:BRD-K16189898-001-07-8:10,LJP002_MCF10A_24H:BRD-K16189898-001-07-8:2,LJP002_MCF10A_24H:BRD-K16189898-001-07-8:0.4,LJP002_MCF10A_24H:BRD-K16189898-001-07-8:0.08,LJP002_MCF7_6H:BRD-K16189898-001-07-8:10,LJP002_MCF7_6H:BRD-K16189898-001-07-8:2,LJP002_MCF7_6H:BRD-K16189898-001-07-8:0.4,LJP002_MCF7_6H:BRD-K16189898-001-07-8:0.08,LJP002_MCF7_24H:BRD-K16189898-001-07-8:10,LJP002_MCF7_24H:BRD-K16189898-001-07-8:2,LJP002_MCF7_24H:BRD-K16189898-001-07-8:0.4,LJP002_MCF7_24H:BRD-K16189898-001-07-8:0.08,LJP002_MDAMB231_6H:BRD-K16189898-001-07-8:10,LJP002_MDAMB231_6H:BRD-K16189898-001-07-8:2,LJP002_MDAMB231_6H:BRD-K16189898-001-07-8:0.4,LJP002_MDAMB231_6H:BRD-K16189898-001-07-8:0.08,LJP002_MDAMB231_24H:BRD-K16189898-001-07-8:10,LJP002_MDAMB231_24H:BRD-K16189898-001-07-8:2,LJP002_MDAMB231_24H:BRD-K16189898-001-07-8:0.4,LJP002_MDAMB231_24H:BRD-K16189898-001-07-8:0.08,LJP002_SKBR3_6H:BRD-K16189898-001-07-8:10,LJP002_SKBR3_6H:BRD-K16189898-001-07-8:2,LJP002_SKBR3_6H:BRD-K16189898-001-07-8:0.4,LJP002_SKBR3_6H:BRD-K16189898-001-07-8:0.08,LJP002_SKBR3_24H:BRD-K16189898-001-07-8:10,LJP002_SKBR3_24H:BRD-K16189898-001-07-8:2,LJP002_SKBR3_24H:BRD-K16189898-001-07-8:0.4,LJP002_SKBR3_24H:BRD-K16189898-001-07-8:0.08,NMH001_FIBRNPC_6H:BRD-K76894938-001-01-5:10,NMH001_FIBRNPC_24H:BRD-K76894938-001-01-5:10,NMH002_FIBRNPC_24H:BRD-K76894938-001-01-5:10,NMH001_NEU_6H:BRD-K76894938-001-01-5:10,NMH001_NEU_24H:BRD-K76894938-001-01-5:10,NMH001_NPC_6H:BRD-K76894938-001-01-5:10,NMH001_NPC_24H:BRD-K76894938-001-01-5:10,NMH002_FIBRNPC_6H:BRD-K76894938-001-01-5:10,NMH002_NEU_6H:BRD-K76894938-001-01-5:10,NMH002_NEU_24H:BRD-K76894938-001-01-5:10,NMH002_NPC_6H:BRD-K76894938-001-01-5:10,NMH002_NPC_24H:BRD-K76894938-001-01-5:10
5720,-0.442237555981,0.62393707037,-0.679925382137,-0.199199989438,-0.0591452158988,-0.56635427475,-0.350575357676,-0.245131835341,-0.153758272529,-1.22578501701,-0.518146634102,-0.986199975014,-1.44210767746,-0.0237039625645,-0.252886593342,-1.53003621101,-0.379166066647,0.764029979706,0.64046651125,-0.811783313751,0.986500024796,0.95459997654,-0.734899997711,-0.0640500038862,-1.30238127708,-0.763809144497,-0.125333338976,0.0342500209808,-0.930249929428,-0.206349998713,-0.230049997568,-0.606750011444,-0.771340727806,0.143525317311,-1.08707714081,-1.7280523777,-1.09493792057,0.366079121828,-0.152626425028,-0.82011950016,-0.0548079013824,-0.243508279324,-0.904989957809,-0.3362441957,0.845881640911,1.09839129448,-0.399216502905,0.128665298223,0.0490000247955,-1.01110005379,-0.0687957704067,-0.35018658638,-0.842282235622,-1.05706048012,-1.63639760017,0.521228253841,-0.471106618643,-0.70805901289,-0.238049328327,-0.287758231163
466,0.276510208845,0.499342858791,-0.156670764089,-0.354266673326,0.286047369242,-0.258050084114,-0.654790639877,-0.106895126402,-0.439182579517,-0.783349752426,-0.556004464626,-0.861500024796,-0.0220018774271,-0.252415418625,-0.201546743512,-0.0940937101841,-0.841557741165,0.512659430504,0.307663351297,0.509569168091,-0.646299958229,-0.980349957943,-0.0275499969721,0.053449999541,-0.261495918036,0.137876570225,0.509466648102,-0.767350018024,0.560299992561,-0.0813999995589,-0.357749998569,-0.186199992895,-0.045339204371,-0.355421930552,-1.28027129173,-0.492282837629,-0.192688852549,-0.317110985518,0.258837461472,-1.60893464088,0.592086791992,-0.644770383835,0.855842590332,-1.48540568352,1.17307293415,0.908457040787,0.0839898884296,0.112130045891,0.166150003672,-0.905600011349,0.311196178198,-0.982127189636,-0.344940036535,1.57804703712,1.57403588295,0.8911267519,0.476091206074,1.33607602119,1.03725719452,-0.265042454004
6009,-0.0871669650078,-0.0614467039704,0.277711808681,0.42919999361,-0.427925050259,-0.419940620661,0.319892346859,-0.544508993626,-0.105520263314,-1.1521447897,-0.403576016426,-0.133550003171,-0.841927051544,-0.639464259148,-0.422747433186,-0.0742228776217,-0.526899576187,-0.548972845078,0.437155276537,0.188857838511,1.05694997311,-0.170800030231,0.0509499907494,-0.0921999961138,0.123655185103,-0.657623410225,0.39576664567,-0.665449976921,-0.662649989128,-0.358350008726,-0.742850005627,-0.164900004864,-1.34194290638,-0.859314322472,-0.540705621243,-0.317479908466,-0.261320739985,-0.864293575287,-0.41691750288,-0.181758090854,1.288205266,0.0310464799404,-1.70640969276,-0.225256875157,0.251232683659,0.92710006237,0.0407021641731,0.832550168037,-0.75125002861,0.0592500008643,0.258472621441,-0.588189601898,-0.108804024756,1.18127501011,0.0347972810268,-0.180014148355,-0.738795816898,0.257493704557,0.335997581482,-0.0662590116262
2309,0.898141086102,-0.213952958584,-0.906226098537,0.477833330631,-0.232239708304,0.628549456596,-1.21192073822,-0.238450989127,-0.689904510975,-0.734182476997,0.363677918911,-0.391100019217,1.43045377731,0.209128916264,-0.489010155201,-0.637578010559,0.444234490395,-0.0252432152629,0.260140120983,0.749126553535,0.70870000124,0.748399972916,-0.300799995661,0.23710000515,-0.0386389493942,-0.484961092472,-0.686533331871,-0.99774992466,0.110049977899,0.224649995565,0.516849994659,0.614500045776,0.21430298686,-0.221780389547,0.649831831455,-0.00770220160484,0.836742758751,-0.798963487148,-0.402649641037,0.0110855996609,-1.84435594082,-1.28750920296,-0.0243043899536,-0.19302071631,-0.369279742241,0.217446208,-0.0417344011366,-0.694938659668,-1.02100002766,0.296599984169,1.28748035431,-0.595343589783,0.354005873203,2.08864402771,-0.0421874523163,0.481805324554,-0.423451066017,-1.61122047901,1.15309417248,0.745872199535
387,-0.32668992877,-0.427730619907,1.13663947582,0.572633385658,0.652320325375,-0.163158923388,-0.241087660193,0.242171958089,-0.67791056633,-1.33794116974,-0.490888476372,0.217450022697,-1.35752296448,-0.180615305901,-0.726924419403,0.341035276651,-0.279262900352,0.226610511541,1.22131991386,1.50501000881,-0.0341500006616,-0.163350045681,0.721000015736,0.0949500054121,-0.292987763882,-0.475919783115,-0.0182999968529,0.596099972725,-1.11340010166,0.15870000422,0.68029999733,0.391649991274,-1.03568768501,-0.000924438238144,0.0518155843019,0.0607430636883,-1.02551078796,-0.873804807663,0.055189281702,-0.298199534416,0.00420703366399,0.227280691266,0.00144173204899,-0.738124728203,-0.0475908368826,0.409959375858,0.427305936813,0.238588601351,-1.6086499691,-1.90350008011,0.0366837382317,-0.607825875282,0.680908501148,-0.692080557346,-0.0549903810024,0.0593811683357,-0.626689195633,1.09282159805,-0.152032509446,0.565238714218
3553,0.180664390326,-0.017113706097,0.593302309513,0.928366661072,-0.291880965233,0.801079332829,0.562298774719,0.60766351223,-0.385807871819,1.19644832611,0.00757801532745,0.611050009727,-0.77748978138,-1.32512915134,-0.868457913399,-0.453289091587,0.0835465937853,0.143796309829,0.199328541756,0.343774110079,-1.48300004005,-0.480250000954,-0.76289999485,0.172349989414,0.490711212158,0.226877629757,-0.871733248234,0.224900007248,-0.663349986076,-0.179649993777,0.0803000032902,-0.459599971771,-0.27420181036,-0.699540019035,-0.0625491067767,0.685150623322,0.382640868425,-0.312132000923,-0.560621678829,0.966428637505,-0.102698221803,-0.00203403457999,0.0405538529158,0.577256202698,-0.936811566353,-1.33151435852,0.454073876143,-0.46745249629,0.357749998569,0.470300018787,-0.852610588074,-0.899050951004,-1.13432693481,-0.190451994538,-0.698966085911,-0.378724604845,-0.0948435515165,-0.186596989632,-0.896641731262,0.478710353374
427,0.0679216384888,-0.309965372086,0.510989665985,0.539700031281,0.28821349144,0.660295605659,-0.080594189465,-0.0274747088552,-0.376436591148,0.125104486942,1.34106206894,0.871449947357,0.0898769944906,-0.632994174957,-0.956363260746,0.193261638284,-2.22967457771,0.271251261234,-0.336481601,0.0780326426029,-0.615599989891,-0.728100001812,-0.0318500027061,-1.11899995804,-0.75381231308,-1.68773710728,-0.115300014615,-0.166950017214,0.237250000238,-1.7690500021,0.197899997234,-1.40600001812,0.472513109446,-1.35802459717,-0.370484799147,-0.596835494041,-0.728545486927,-0.385989785194,0.311851412058,-0.970099687576,-0.508534014225,-1.35242044926,0.0575591027737,0.571541070938,-1.23879265785,-1.09636950493,-0.504156589508,-0.588113665581,0.115850001574,-0.364100009203,0.994181394577,1.40124952793,0.0823825001717,1.007578969,1.20734620094,0.115815728903,1.06240940094,0.330778777599,0.232362836599,-0.333916068077
5898,-0.923489332199,1.5649228096,0.303051263094,-0.465400010347,0.232906967402,-0.402426898479,-0.283747553825,-0.434327125549,-0.409589111805,0.329667299986,-2.08405590057,-0.844650030136,-0.329420208931,0.830403387547,0.184083789587,-0.706617772579,0.0702804177999,-0.37482714653,0.111866012216,1.19426095486,0.807250022888,-1.07109999657,-0.362000018358,0.273400008678,-0.549492061138,-0.740148723125,-0.541766703129,0.106350004673,0.130600005388,0.256200015545,-0.405200004578,0.436749994755,-1.01409733295,-0.0786201804876,-2.32320046425,-2.07766151428,0.282998472452,-0.490301191807,-0.0586229488254,-0.913252472878,0.719631671906,0.545851647854,-1.93467617035,-0.671841621399,0.920387387276,0.83645093441,-0.589491903782,-0.597722411156,-1.47870004177,0.825600028038,1.47674202919,0.131841897964,-0.436683446169,-1.12237799168,-0.208834350109,-0.284601807594,-0.949772894382,0.778975903988,-0.276745229959,-2.03362989426
23365,-0.112321302295,-0.0754086971283,0.738722145557,-0.177899986506,-0.385685861111,-0.215449780226,-0.488278269768,-0.0223926007748,-0.330468356609,-0.668501675129,0.527650415897,0.0680000185966,-0.549023985863,0.646508157253,-0.3680780828,-0.290131628513,0.20143134892,0.894375503063,-0.297935605049,-0.236168801785,-0.267349988222,4.76870012283,-0.132499992847,-0.367500007153,-0.320884615183,0.333559215069,0.956666707993,0.534299969673,-0.383499979973,0.757699966431,0.231499999762,-0.164900004864,0.0884081423283,-0.237884283066,0.101230345666,-0.0365133583546,0.00796380639076,-0.732306480408,-0.838229238987,-0.13441772759,0.280378878117,-0.034833535552,0.534495949745,1.18748962879,-0.220223903656,0.39537101984,0.117666453123,-0.130049869418,-1.01890003681,0.249300003052,0.940854787827,-0.765805244446,-0.745017051697,-0.447225302458,-0.410737872124,-0.539860486984,-0.624856710434,0.428081870079,-0.788219928741,-0.931213140488
6657,-0.43557164073,0.189459264278,0.411063164473,-0.254266679287,0.250587940216,0.959036827087,2.06644916534,1.14408111572,-0.481072068214,1.52922642231,0.534455776215,0.655849993229,-0.371274650097,-1.05314397812,-0.353744804859,0.399967670441,0.239445984364,0.565715968609,-1.40471351147,-0.772056818008,0.184950008988,0.286650002003,0.158849999309,-0.143849998713,-0.552910923958,0.0349611788988,-0.484833359718,-0.619400024414,0.297150015831,0.0613999962807,-0.367700010538,0.407799988985,-0.291071236134,-0.796012818813,0.478368461132,1.10178458691,0.231904000044,0.110349945724,-0.1747726053,1.23622977734,-0.248227104545,0.764323711395,-0.421648383141,-0.273063659668,-1.148416996,-1.05929636955,0.433519303799,-0.940754175186,0.286599993706,-0.277350008488,-0.849810361862,-0.3622174263,0.391970574856,-3.2076253891,-1.46009647846,-0.736232101917,-0.969819486141,0.075346134603,-1.18179130554,-2.39952850342
