rid,CPC003_HA1E_6H:BRD-K18250272-003-03-7:10,CPC003_HA1E_24H:BRD-K18250272-003-03-7:10,CPC003_HCC515_6H:BRD-K18250272-003-03-7:10,CPC003_HCC515_24H:BRD-K18250272-003-03-7:10,CPC003_PC3_6H:BRD-K18250272-003-03-7:10,CPC003_PC3_24H:BRD-K18250272-003-03-7:10,CPC003_VCAP_6H:BRD-K18250272-003-03-7:10,CPC003_VCAP_24H:BRD-K18250272-003-03-7:10,CPC016_A375_6H:BRD-K18250272-003-03-7:10,CPC016_A549_6H:BRD-K18250272-003-03-7:10,CPC016_A549_24H:BRD-K18250272-003-03-7:10,CPC016_ASC_24H:BRD-K18250272-003-03-7:10,CPC016_HEPG2_6H:BRD-K18250272-003-03-7:10,CPC016_HT29_6H:BRD-K18250272-003-03-7:10,CPC016_MCF7_6H:BRD-K18250272-003-03-7:10,CPC016_MCF7_24H:BRD-K18250272-003-03-7:10,CPC016_NEU_24H:BRD-K18250272-003-03-7:10,CPC016_NPC_24H:BRD-K18250272-003-03-7:10,CPC016_SKB_24H:BRD-K18250272-003-03-7:10,CPD003_MCF7_6H:BRD-K18250272-003-07-8:10,CPD003_MCF7_24H:BRD-K18250272-003-07-8:10,CPD003_PC3_6H:BRD-K18250272-003-07-8:10,CPD003_PC3_24H:BRD-K18250272-003-07-8:10
5720,0.655450046062,-0.256272643805,0.0346577912569,-1.45603322983,-2.665320158,0.590161800385,0.0103159537539,1.23554992676,0.0233788080513,-0.545700013638,-1.56710004807,2.16786432266,0.333316475153,-0.16700156033,-0.655600070953,0.114635340869,-0.0816329792142,-0.705328583717,0.5131098032,0.157800018787,0.203102350235,0.908664405346,0.421549975872
466,0.423200011253,-1.09297561646,-0.0554786995053,1.5245257616,3.00835585594,0.804243862629,0.104873687029,0.477400034666,0.111408188939,0.265399992466,-0.967199981213,0.392250537872,-0.0579029209912,-0.0439791344106,-0.127699971199,0.0446369498968,-0.767166376114,-0.750283002853,-0.170627504587,-0.764700055122,-0.239143639803,-0.35064381361,0.593450009823
6009,0.475250005722,0.259456276894,-0.544502139091,0.179720848799,2.00519514084,-0.0136771649122,-0.100212231278,0.111450001597,0.529631495476,-0.0712999999523,-0.515699982643,-0.0811646133661,0.680599689484,-0.346845954657,0.324233353138,0.295055091381,0.465769857168,-0.481598198414,-0.062650769949,-0.169099986553,0.111761167645,0.63834798336,0.0502999871969
2309,-0.572149991989,0.441798985004,-0.373701691628,0.481389790773,-1.09547030926,-0.482640475035,-1.07265090942,-0.149900004268,0.0375978499651,-0.804450035095,-0.4049000144,-0.180143535137,-0.166382491589,0.0182725638151,-0.699966669083,-0.680920481682,-0.427625566721,-1.2525626421,-0.13166500628,-0.0861500054598,0.0220044143498,1.03514790535,0.3179500103
387,0.0300000011921,0.598071992397,-0.835079133511,0.78208065033,0.883081078529,0.541183114052,-0.380646258593,1.38835000992,0.383457869291,-0.928050041199,-0.241949975491,0.904840946198,0.113570444286,-0.490563154221,-0.106866665184,0.251960515976,-0.038855753839,-0.838870048523,-0.171171218157,-0.337900012732,0.147921621799,-0.298854738474,1.03219997883
3553,-1.14910006523,0.944205880165,0.338269889355,-0.513912022114,1.74588620663,-0.374612927437,-1.22937130928,-0.999850034714,0.261723190546,1.57169997692,0.78694999218,-0.753152012825,0.333257496357,0.489121198654,0.413066655397,0.185176208615,-0.193393155932,1.56890487671,-0.633752524853,0.277350008488,-0.215827226639,0.73004257679,0.378499984741
427,-0.0257000029087,-0.428941428661,0.26821821928,1.02156019211,0.951257288456,0.167811781168,-0.0176372826099,1.21020007133,-0.318901002407,0.01859998703,0.0762000083923,-1.71871447563,-0.740492463112,0.380653887987,0.314533382654,0.0577728375793,0.428603708744,0.645336091518,-0.676150918007,-0.33394998312,-0.682071983814,0.27632522583,0.214299991727
5898,0.966750025749,0.65405857563,-0.105466961861,-1.69486379623,-2.69058561325,0.967181503773,-0.439995795488,0.845899999142,-0.249476209283,-0.556150019169,-0.243850007653,0.144648298621,0.18890067935,-0.303565561771,-0.138800024986,-0.886296272278,-0.892719864845,0.067052796483,0.538229942322,0.124099999666,0.711849033833,0.165475726128,0.396750003099
23365,-0.373350024223,-0.801634132862,-0.175819158554,1.53001892567,0.898717403412,0.442027658224,0.299552887678,0.1549000144,0.142989128828,-1.03694999218,0.905149936676,-0.332231640816,0.323661386967,-0.00585750071332,-0.547266602516,0.0615731179714,0.723795115948,-0.540735602379,0.360930204391,0.39359998703,0.122161544859,0.760679066181,0.444849997759
6657,-0.490750014782,-0.0547839924693,0.075426787138,1.32446300983,0.0940736234188,-0.737046837807,-0.962177157402,-1.19854998589,-0.260445833206,1.05859994888,0.954999983311,-0.477785170078,0.166931331158,0.532283902168,0.234466671944,-0.866036713123,0.120959617198,-1.32636141777,-0.289391100407,0.709149956703,0.0928022563457,0.939128220081,0.0563000142574
5054,0.901399970055,0.227808818221,-0.0894911289215,-0.176301389933,0.380519449711,1.20826840401,-0.542616069317,0.0887500047684,-4.32219696045,-0.0194999873638,-1.27495002747,-0.899911344051,-0.436533510685,-0.234243884683,-0.261599957943,0.458741128445,0.576309680939,-0.317947417498,0.2377140522,0.383700013161,-0.00127606280148,0.704041957855,0.625450015068
3108,-0.639149963856,-0.448000818491,-0.56590461731,-0.122404545546,0.0809343233705,-0.00334875285625,-0.823979914188,0.311549991369,0.223660454154,-0.28694999218,-0.492500007153,2.8438038826,-0.808201432228,-1.37843501568,0.182066649199,-0.0741863027215,4.46466255188,6.44082021713,0.466815590858,0.644549965858,-0.128974035382,-0.0270850658417,-1.12485003471
1950,1.06999993324,0.117186918855,-0.10256818682,-1.32530415058,1.20451688766,-0.136556044221,-0.289306610823,-0.732749998569,0.859159946442,0.259100019932,0.558849990368,-1.17421627045,-0.196745201945,-0.17003698647,0.181099995971,-0.242175728083,0.207995936275,0.573212325573,-1.1641933918,0.167149990797,-0.168760418892,0.965197920799,0.0262999981642
351,-0.43875002861,-0.386946439743,-0.113328143954,-0.258543610573,-1.24966883659,-0.118883304298,0.67173910141,-1.01450002193,-1.17309868336,-0.0203999876976,1.19879996777,-0.0291077736765,0.09913713485,0.162793233991,-0.0310666635633,-0.208848848939,-0.00137839524541,0.272721886635,-0.700702309608,0.429650008678,0.231303840876,0.730964481831,-0.208549976349
4846,-0.237549990416,-0.262263953686,-0.287708282471,0.257068961859,-1.62209236622,-1.28666889668,-0.462214380503,0.343199968338,-0.114072076976,0.194000005722,-1.0964499712,-0.0622204616666,0.305451542139,0.0831744149327,0.920533359051,-1.21489059925,1.34852993488,-0.659679353237,-0.763997137547,0.018200000748,-0.377195477486,-0.863384485245,0.563950002193
