rid,CPC001_HA1E_6H:BRD-K58938839-001-03-8:10,CPC001_HA1E_24H:BRD-K58938839-001-03-8:10,CPC001_HCC515_6H:BRD-K58938839-001-03-8:10,CPC001_HCC515_24H:BRD-K58938839-001-03-8:10,CPC001_PC3_6H:BRD-K58938839-001-03-8:10,CPC001_PC3_24H:BRD-K58938839-001-03-8:10,CPC001_VCAP_6H:BRD-K58938839-001-03-8:10,CPC001_VCAP_24H:BRD-K58938839-001-03-8:10,CPC013_A375_6H:BRD-A02333338-001-01-1:10,CPC013_A549_6H:BRD-A02333338-001-01-1:10,CPC013_A549_24H:BRD-A02333338-001-01-1:10,CPC013_ASC_24H:BRD-A02333338-001-01-1:10,CPC013_HA1E_6H:BRD-A02333338-001-01-1:10,CPC013_HCC515_6H:BRD-A02333338-001-01-1:10,CPC013_HEPG2_6H:BRD-A02333338-001-01-1:10,CPC013_HT29_6H:BRD-A02333338-001-01-1:10,CPC013_MCF7_6H:BRD-A02333338-001-01-1:10,CPC013_MCF7_24H:BRD-A02333338-001-01-1:10,CPC013_NEU_24H:BRD-A02333338-001-01-1:10,CPC013_NPC_24H:BRD-A02333338-001-01-1:10,CPC013_PC3_6H:BRD-A02333338-001-01-1:10,CPC013_PC3_24H:BRD-A02333338-001-01-1:10,CPC013_SKB_24H:BRD-A02333338-001-01-1:10,CPC013_VCAP_6H:BRD-A02333338-001-01-1:10,CPC013_VCAP_24H:BRD-A02333338-001-01-1:10,CPC017_A375_6H:BRD-K58938839-001-03-8:10,CPC017_A549_6H:BRD-K58938839-001-03-8:10,CPC017_A549_24H:BRD-K58938839-001-03-8:10,CPC017_ASC_24H:BRD-K58938839-001-03-8:10,CPC017_HEPG2_6H:BRD-K58938839-001-03-8:10,CPC017_HT29_6H:BRD-K58938839-001-03-8:10,CPC017_MCF7_6H:BRD-K58938839-001-03-8:10,CPC017_MCF7_24H:BRD-K58938839-001-03-8:10,CPC017_NPC_24H:BRD-K58938839-001-03-8:10,CPC017_PHH_24H:BRD-K58938839-001-03-8:10,CPC017_SKB_24H:BRD-K58938839-001-03-8:10
5720,0.444004267454,0.826902747154,0.554250001907,0.705475926399,-0.566661536694,-0.346013247967,-0.172849625349,-0.883072197437,1.88053131104,-0.0817999988794,0.534450173378,0.127481326461,0.0763925462961,1.27959811687,1.86946594715,-0.269451588392,2.35825276375,-0.976660490036,-0.0415999889374,0.0313644185662,0.424545764923,0.730551719666,-0.474954813719,1.22854626179,0.972921967506,0.527533352375,-2.47675132751,-1.58841609955,0.890386283398,-1.08704996109,-0.396322339773,-2.22910857201,0.0136839449406,0.978608846664,0.486869901419,0.166350007057
466,-0.37527808547,0.308968037367,-0.863250017166,0.152506679296,0.312160342932,0.259644985199,-0.318052649498,-1.27325594425,-0.358974397182,0.387250006199,1.17352795601,0.556676805019,-1.50972151756,-1.48247551918,-0.461499989033,-0.47715267539,-0.398262232542,-2.25365352631,0.261849999428,-0.844805657864,-0.484983026981,-3.55466794968,0.514650821686,0.831802904606,0.397883534431,0.242633342743,-1.70755839348,-0.40036213398,-1.09000110626,-0.835726261139,-0.23896086216,-0.441173911095,-0.102103203535,-0.381039649248,0.496883749962,-1.35119998455
6009,-0.0477633289993,-0.349493563175,-0.236000001431,0.361501306295,-0.613060891628,0.390845865011,-0.508635163307,-0.354130774736,0.213507980108,-0.322349995375,0.411424249411,-0.0825033336878,-1.36046147346,-0.172011494637,-1.75474345684,-0.366825222969,-0.232605144382,-0.204594179988,0.7105499506,1.27463555336,-0.169389158487,0.658314585686,0.478107452393,0.340535879135,0.859663844109,1.23320007324,-1.24964284897,-0.938058495522,-0.118589609861,-1.08534908295,-1.23709821701,0.779121398926,0.523834049702,1.11256849766,-1.2545144558,1.20840001106
2309,0.177432715893,-0.0714040771127,-0.586400032043,-0.195135816932,-0.432774662971,-0.614644408226,-0.018554944545,-0.780817627907,-4.68235015869,0.491649985313,-0.0360601656139,0.676048278809,-6.15950536728,0.332064241171,-3.98607349396,-0.235169008374,-6.61141300201,0.088730275631,0.790350019932,1.09622514248,-0.422684490681,1.19466769695,0.453952550888,-0.696068227291,1.01158869267,-0.263199985027,-1.35343360901,-0.977679252625,-0.356919556856,-0.416339278221,1.2078961134,1.56278800964,-0.452484190464,-0.283307135105,-0.345322579145,0.793449997902
387,-0.127795994282,0.613971352577,-0.246550008655,0.696932077408,-0.0538461953402,-0.32716435194,0.496516525745,-0.520990014076,3.78325676918,0.0858999788761,0.458561688662,-0.0624405220151,1.11790394783,1.80706906319,1.10781049728,-0.518351554871,3.69988846779,0.695503771305,-0.204150021076,0.983658015728,-0.60492837429,-0.476214885712,0.180005580187,-0.904151439667,1.50758314133,0.0129333138466,-1.15283310413,-1.48999285698,-0.164001151919,-0.407981395721,0.533696234226,2.25514984131,0.603616952896,0.12872312963,-0.174380660057,0.483200013638
3553,-0.87180519104,-0.147981792688,-1.27195000648,-0.611004650593,0.818593800068,0.362558275461,-0.0934561863542,1.34976017475,3.39895057678,-1.28865003586,-0.236782386899,-0.567008137703,1.126496315,0.403595745564,1.88535523415,-0.281763672829,2.14041519165,1.20722651482,-1.06870007515,-0.0993619710207,-0.177393227816,-0.719862818718,-0.792629957199,-1.07453775406,-1.35785782337,-0.432199984789,2.95462155342,2.17184925079,1.62426042557,0.896585702896,0.23491242528,-0.167050853372,0.503039360046,-0.502231478691,1.63182079792,-0.66320002079
427,-0.0409410856664,-0.45043617487,-0.884499967098,-0.107070080936,-0.541699886322,0.00176903605461,-1.25625562668,-0.635325610638,4.10246562958,1.73860001564,-0.157826185226,-0.861543476582,1.63085484505,2.53768968582,2.06502819061,-0.596609175205,2.80311107635,-0.0312873274088,0.486349970102,1.13515686989,-0.780026197433,-2.07378315926,1.43896090984,-0.0223487839103,-0.537652850151,-0.603300094604,-0.576361298561,0.22458229959,0.102467849851,-0.944636940956,1.27846312523,-1.22629737854,0.455908596516,0.499424636364,-0.0766741633415,-0.356499999762
5898,0.370069533587,-0.400723993778,-0.0198999941349,0.206641316414,0.140867933631,0.339522898197,-0.227891281247,-0.405354708433,-1.82266068459,-0.168549999595,-0.132846400142,-1.46762895584,0.563812971115,0.255415409803,0.291324853897,-0.198735758662,0.16760148108,-1.30442690849,-1.06500005722,-1.77104556561,-1.00627160072,-2.25131893158,-1.39917898178,-1.00464236736,-1.9112226963,0.262300014496,-1.47581768036,-0.188355013728,-0.810658752918,-0.417332947254,0.399450302124,0.737327158451,0.210451543331,-0.705749571323,0.460763633251,0.672549962997
23365,0.359190255404,-0.0775887146592,-0.165100008249,0.410105913877,0.756774365902,-0.602481067181,-1.15677976608,-1.36993956566,3.06962561607,-0.542349994183,-0.152577549219,0.628944218159,-0.137875810266,0.247022598982,-0.483240634203,-0.74826925993,4.09015035629,1.1926766634,-0.27634999156,0.150005400181,1.7605587244,-0.0738090276718,-0.864268302917,-0.90904289484,-0.997316479683,-0.363533318043,-1.08136880398,-0.526908874512,-0.491743266582,-1.04546117783,-0.446816921234,1.20632517338,0.332166671753,-0.958375275135,-0.244542896748,1.07125008106
6657,-0.698547840118,-0.624931633472,-0.761999964714,0.907895505428,0.459176689386,-0.240500435233,0.406064391136,1.17125654221,-0.616999566555,-0.882950007915,-0.152985811234,-0.710580289364,1.36961710453,0.746366202831,3.66025733948,-0.473009437323,1.2093783617,1.21831977367,1.00084996223,1.42830324173,0.649310171604,0.0356284826994,-0.768409967422,-1.45404970646,-0.330111294985,-0.0484333336353,2.1987683773,0.657759547234,1.56463122368,1.18395924568,0.347207844257,-0.328314989805,-0.655961513519,0.427700102329,1.30592012405,-1.22055006027
