rid,CPC005_A375_6H:BRD-K41707108-001-03-1:10,CPC005_A375_6H:BRD-A53416814-001-01-5:10,CPC005_A375_24H:BRD-K41707108-001-03-1:10,CPC005_A375_24H:BRD-A53416814-001-01-5:10,CPC005_A549_6H:BRD-K41707108-001-03-1:10,CPC005_A549_6H:BRD-A53416814-001-01-5:10,CPC005_A549_24H:BRD-K41707108-001-03-1:10,CPC005_A549_24H:BRD-A53416814-001-01-5:10,CPC005_HA1E_6H:BRD-K41707108-001-03-1:10,CPC005_HA1E_6H:BRD-A53416814-001-01-5:10,CPC005_HA1E_24H:BRD-K41707108-001-03-1:10,CPC005_HA1E_24H:BRD-A53416814-001-01-5:10,CPC005_HCC515_6H:BRD-K41707108-001-03-1:10,CPC005_HCC515_6H:BRD-A53416814-001-01-5:10,CPC005_HT29_6H:BRD-K41707108-001-03-1:10,CPC005_HT29_6H:BRD-A53416814-001-01-5:10,CPC005_HT29_24H:BRD-K41707108-001-03-1:10,CPC005_HT29_24H:BRD-A53416814-001-01-5:10,CPC005_MCF7_24H:BRD-K41707108-001-03-1:10,CPC005_MCF7_24H:BRD-A53416814-001-01-5:10,CPC005_MCF7_6H:BRD-K41707108-001-03-1:10,CPC005_MCF7_6H:BRD-A53416814-001-01-5:10,CPC005_PC3_6H:BRD-K41707108-001-03-1:10,CPC005_PC3_6H:BRD-A53416814-001-01-5:10,CPC005_PC3_24H:BRD-K41707108-001-03-1:10,CPC005_PC3_24H:BRD-A53416814-001-01-5:10,CPC005_VCAP_6H:BRD-K41707108-001-03-1:10,CPC005_VCAP_6H:BRD-A53416814-001-01-5:10,CPC005_VCAP_24H:BRD-K41707108-001-03-1:10,CPC005_VCAP_24H:BRD-A53416814-001-01-5:10
5720,-0.24617767334,-0.67325001955,-0.662488758564,0.569956183434,-0.654752731323,-0.233358174562,-2.56815600395,-1.97589087486,-0.607350051403,-4.98960018158,-1.4103320837,0.053580135107,-1.55394995213,-0.131350010633,-2.88116669655,-3.22634983063,-0.432900041342,-0.507826983929,0.391662508249,-0.467702209949,0.0156742781401,0.596989989281,0.248890429735,-2.27997875214,0.358954250813,0.073612511158,0.84824514389,-0.265080332756,-1.02968227863,0.451577603817
466,-0.358189105988,-1.92680001259,-1.88339686394,-3.68361616135,0.647502541542,0.0637734681368,-0.873582303524,0.245707571507,-0.642050027847,2.70830011368,-0.276821285486,-0.0115463212132,-0.229300007224,-0.226999998093,-3.09883356094,0.696600019932,0.0121333003044,0.0207566618919,0.28006029129,-0.285056203604,-0.221506953239,-0.141253605485,0.0752756595612,-0.485577434301,0.552071154118,-0.179566890001,0.837511777878,0.257903546095,-0.382582634687,-0.415876060724
6009,-0.255677491426,-1.1398999691,0.64415538311,-0.127311557531,0.484891414642,0.124061197042,-0.155340194702,-0.700041949749,-0.350000023842,0.57640004158,0.223391592503,-1.19154024124,0.0486500263214,-0.439249992371,0.187966689467,-0.448850005865,0.768666625023,-2.16036534309,0.195772737265,-0.198677957058,0.358076781034,-0.696213841438,1.54336059093,-0.662298500538,-0.758816480637,-0.482082098722,-0.284126549959,-0.060197532177,-1.63742780685,0.544819235802
2309,0.446650117636,0.514449954033,1.02147448063,0.0265092104673,0.812392771244,0.0513361692429,0.968687951565,-0.39140817523,0.404349982738,-3.0392999649,-0.204521298409,0.425345420837,1.00615000725,0.256750017405,0.592933297157,0.170350015163,-0.374066710472,1.3589451313,-0.186631903052,0.20427121222,-0.969946682453,-0.234340265393,-0.455540716648,0.638267040253,-0.723893642426,0.401535511017,-0.980095148087,0.841693103313,0.207973137498,-0.0632299482822
387,-0.111673109233,-0.525650024414,-0.430632948875,-0.698512256145,0.551303565502,0.294417977333,-0.404034525156,0.388120055199,1.18599998951,1.06579995155,1.47789120674,-0.521440148354,-2.18464994431,0.0210500359535,-1.93993353844,-1.37054991722,-0.0167000070214,-1.54248094559,-0.032217592001,0.651182055473,-0.452241569757,-0.20932623744,0.950979948044,0.59142011404,-1.31154930592,0.102837070823,-0.3874335289,-0.429475605488,-1.13566195965,-0.637909293175
3553,0.457474023104,-0.430600017309,-0.218305140734,0.179635256529,1.55368006229,0.334922581911,1.98007559776,-0.079006165266,0.504299998283,4.22515010834,-1.70463764668,-0.483028709888,0.868349969387,-0.401300013065,1.44873332977,2.0569999218,-0.329900026321,0.486584246159,0.509174466133,0.125349283218,0.807067811489,-0.50759601593,0.212291017175,0.726997792721,-0.591237187386,1.56757175922,-0.395783007145,-0.151415303349,0.909215509892,-0.71895134449
427,-0.0565863139927,-1.05060005188,-0.313669353724,1.02371394634,1.02682459354,0.0496690273285,0.638017117977,0.983265995979,-0.904899954796,4.26195001602,-0.0613102763891,-0.136089041829,0.721750020981,0.160800009966,1.38743340969,-0.0449000000954,-0.51426666975,-0.32545247674,-0.425020098686,0.27981364727,-0.88513982296,-0.408482044935,-0.203665584326,-1.51213574409,-0.144346982241,-0.678873181343,2.44277238846,-0.833582282066,-0.645519077778,0.39355057478
5898,0.0250576585531,-0.379599958658,-0.513558387756,0.688569247723,0.182013452053,1.2014592886,0.0722721070051,0.255685418844,0.0334500074387,1.43225002289,0.569451212883,-0.680905640125,-1.45545005798,0.979000031948,1.64130008221,-1.57175004482,0.159500002861,0.334712058306,0.301766753197,0.280196398497,-1.19627559185,-0.385111659765,-1.04256105423,-0.353005498648,0.507881224155,0.674263477325,-0.38831397891,-1.45265686512,0.368930459023,0.0171466618776
23365,0.313436150551,0.510450005531,-0.449364513159,-0.653862118721,0.759111940861,0.711477994919,2.16715812683,0.142822355032,-0.586049973965,2.39645004272,0.825009942055,0.312850356102,-1.39824998379,0.411000013351,0.371366679668,1.10710000992,0.244699984789,-0.789248406887,-0.321897894144,0.0724511295557,-0.759517252445,0.44149145484,0.350163638592,-0.275369942188,-0.380846440792,0.507685065269,0.262359023094,-0.555085718632,-0.270064204931,-0.358780503273
6657,1.3066368103,-0.26605001092,-0.83769017458,2.85908222198,1.48596024513,0.284028738737,0.489200353622,-0.182400226593,-0.000400006771088,3.49305009842,-1.21566963196,0.016484670341,0.815150022507,0.632550001144,0.267633348703,0.397499978542,-0.0919333323836,0.467321574688,0.386793166399,0.147790402174,0.893130838871,0.228026047349,-0.828268110752,0.170120865107,-0.212229073048,0.444863080978,-0.49343675375,-0.840024232864,0.836298823357,-0.334199488163
5054,-0.0736882984638,-1.60199999809,0.183965563774,0.0427515953779,0.720609247684,-0.557355761528,0.656830012798,-0.0360726267099,0.0781999826431,0.165199995041,0.621307015419,-0.438963055611,-0.186499997973,-0.888249993324,1.21600008011,-0.0548999905586,-0.433566659689,-0.666984438896,0.0964812412858,0.316087067127,0.770433723927,-0.156600415707,-0.295079410076,0.385101795197,0.00369519460946,0.472157508135,-0.164404943585,1.28247761726,0.128936126828,-0.923162341118
3108,-0.134864136577,-1.20880007744,-0.513001263142,0.097497433424,0.242159843445,-0.187715291977,-0.29308873415,-0.121181964874,-0.446399986744,-0.524100005627,0.205007135868,-0.220094829798,-0.277200013399,0.205599993467,0.753566741943,1.00600004196,-1.29473340511,-0.375161796808,-0.504380226135,0.128675028682,0.682821631432,0.103853389621,0.609837949276,-1.64251101017,-0.497607886791,-0.360398203135,-0.265937685966,0.596529185772,-0.278115451336,-0.894061923027
1950,-0.155595064163,0.585800051689,0.529781460762,0.388182997704,1.76349711418,1.08800661564,2.44630742073,0.0954448878765,-1.01585006714,2.67725014687,-0.90619623661,-1.36493968964,0.767849981785,-0.291450023651,0.873066663742,1.33010005951,-0.28696668148,0.494761705399,0.0166965350509,-0.0400341078639,0.680688083172,0.294043600559,0.349903315306,-0.025597397238,0.175953552127,-1.02652430534,-0.206759721041,1.23540353775,1.36581349373,0.270680934191
351,0.657369971275,-0.865400016308,1.11374139786,-2.67683386803,0.871140837669,0.259479910135,0.549366533756,1.07591843605,0.829649984837,0.935200035572,-1.70119833946,-0.0810586363077,0.619199991226,0.0,-0.233500003815,0.972499966621,0.133866667747,0.276217192411,0.158945083618,-0.430796831846,1.14461493492,-0.196163505316,0.273464590311,0.349034011364,-0.812515795231,-0.126687318087,0.400515586138,-0.249936461449,-0.1741194278,0.0723181962967
4846,0.401638239622,0.118550002575,0.680828690529,0.909046173096,-0.598980128765,0.176075279713,1.24836277962,-0.761295318604,-0.984399974346,2.93935012817,-0.75853317976,-0.543312132359,0.760549962521,0.972199976444,1.22463333607,2.02950000763,-0.180666670203,0.326454639435,-0.464203715324,-0.470778763294,-0.410457283258,0.230913698673,0.403309047222,-1.00027120113,-0.0802405327559,0.0295614488423,-0.136327728629,0.348776012659,0.263011485338,-0.338223308325
1452,1.04786193371,0.525049984455,-1.47681450844,0.166672959924,1.50915038586,0.375240921974,-0.843992650509,0.695400953293,0.0520999878645,1.65084993839,0.891060233116,-0.446165621281,-0.0713999867439,-0.180500000715,0.474399983883,-0.182999968529,-0.855400085449,1.06788432598,-0.535573363304,0.216682612896,-0.461589872837,-0.584860682487,-0.275866925716,-0.108605414629,-0.925921916962,-0.714918971062,-0.443545520306,-0.29138815403,0.55193567276,-0.223450899124
4776,0.799342632294,0.615200042725,-0.437474250793,-0.330786198378,2.17768907547,-0.037347048521,2.14515113831,1.51328194141,-0.756500005722,3.50569987297,-0.151005581021,-0.229512035847,0.512750029564,0.305949985981,0.240699976683,0.94964993,0.213333338499,0.348044812679,0.695767223835,0.0885901302099,1.63831424713,0.355833411217,-0.243361979723,0.175019785762,-0.912983298302,0.100151270628,-0.135293722153,0.0596682727337,0.214264109731,-0.487826883793
6908,0.170342057943,-1.81509995461,0.110693499446,-0.567739546299,1.10916829109,0.196054905653,-0.836533069611,0.340537935495,-1.03450000286,3.96289992332,-0.437931865454,-0.0149329826236,-0.297450006008,-0.269999980927,0.0410000234842,0.116100013256,-0.336800009012,-0.941763997078,0.0210326611996,0.103737860918,1.20859968662,-0.121647842228,-0.120591074228,-0.966445028782,-0.666631698608,-0.737713873386,0.849606394768,-0.724494576454,-0.688879013062,0.337049424648
