rid,DOS028_VCAP_6H:BRD-M53302603-001-01-8:5.05,DOS028_VCAP_24H:BRD-M53302603-001-01-8:5.05
5720,0.0375000238419,0.231366693974
466,-0.18576669693,0.13533334434
6009,-0.118299990892,-0.0160666704178
2309,0.370166659355,0.221766680479
387,-0.583133339882,-0.624766647816
3553,0.458600014448,-0.830666661263
427,0.417299985886,-0.467533349991
5898,0.166066646576,-0.290266692638
23365,-0.278466671705,-0.524766683578
6657,0.181900024414,-0.118266656995
5054,0.167333334684,2.60306668282
3108,-0.234700024128,0.287300020456
1950,0.889500021935,-0.144366666675
351,0.401800006628,0.203033328056
4846,0.563000023365,0.483933329582
1452,-0.525333344936,-0.389400005341
4776,0.685233354568,-0.0884000062943
6908,-0.287266641855,-0.757566690445
672,0.468433350325,0.498300015926
5710,0.0575666576624,-0.250133395195
2115,0.281266689301,0.273900002241
7015,0.699966728687,-0.0376666635275
8726,-0.371766656637,-0.912433385849
2185,-0.0175333023071,-0.487866699696
3315,0.746000051498,5.5936999321
5289,0.601933300495,-0.128633335233
868,-0.520900011063,0.152766674757
1677,-0.81746673584,-0.413733333349
7043,-0.82526665926,-0.672100007534
5613,-0.308233350515,-0.000900002196431
595,-0.507466673851,0.0696999952197
4793,0.877066731453,0.271200031042
2736,0.388166666031,-0.859600007534
5290,0.487533390522,-0.413633346558
6194,-0.00173333287239,-0.0645333528519
1676,-0.259833335876,-0.630399942398
23512,0.291266679764,-0.151733338833
148022,-0.621333360672,-0.463066667318
1906,-0.204833358526,0.20313334465
8878,-0.134033337235,0.452066659927
3091,-0.572800040245,-0.124566666782
5743,1.4403334856,-0.300200045109
5321,0.20983338356,-0.533433377743
4144,0.808666706085,-0.0184000134468
1981,1.02736663818,-0.0492999926209
695,-0.47059994936,-0.883066654205
10398,0.210566669703,-0.169899985194
5708,-0.272033333778,-0.0160000026226
1213,-1.02006661892,0.32526665926
226,-0.524666726589,0.0357999950647
6777,1.54110002518,-1.12466669083
2113,-0.0237666666508,-0.203466698527
3329,-0.257233321667,-0.541766703129
1050,0.555633366108,0.571600019932
9491,0.725166678429,-0.261099994183
22926,0.524999976158,-1.07776665688
5899,0.63753336668,-0.198666661978
5467,-0.775966703892,-0.517066717148
6774,-0.26810002327,-0.227233320475
1788,0.0726666897535,-0.22950001061
5921,-0.994033336639,0.410633385181
5721,0.510733366013,0.592733383179
2263,0.550266683102,0.816466748714
808,1.21296668053,1.75103342533
30001,0.917366683483,0.080233335495
348,1.14689993858,-0.223666667938
30849,-0.00123333930969,-1.66006660461
1454,0.730666697025,0.285133361816
6500,-0.424333274364,0.143266662955
5627,0.565433382988,-0.148933291435
5715,-0.209033355117,-0.0208000075072
4791,0.519166707993,-0.209500014782
56924,-0.53076672554,0.331966668367
2690,0.661266684532,0.430900007486
1019,0.22433334589,-0.206399977207
51422,1.12706661224,1.35146665573
5788,-0.239333346486,0.144366621971
6709,0.0578999966383,-0.290033340454
1277,0.225266635418,0.589700043201
993,0.139666691422,0.382400006056
7157,-0.0890333354473,0.0901333391666
1958,-0.149033337831,-0.0315666496754
4582,0.0555666536093,0.357533365488
9212,-0.438600003719,-0.0625999867916
8440,0.273100018501,-0.027266651392
6790,-0.609099984169,0.259500026703
8851,-0.539233326912,0.0179666727781
2534,0.442033350468,-0.07093334198
4893,1.67996680737,-0.541200041771
665,2.30866670609,0.25260001421
4313,-0.0138999968767,0.930100083351
1022,-0.213766649365,-0.400900006294
5880,0.164566665888,1.71646666527
3162,-0.700466632843,-0.24416667223
1282,0.232133343816,0.258666694164
3383,0.430733323097,-0.30220001936
727,-0.42943328619,-0.164566665888
4792,-0.242766678333,0.623399972916
4794,0.793133378029,-0.23723334074
902,1.87146663666,-0.195200026035
8091,1.06516671181,-0.804533362389
3486,-0.0356333255768,0.0889666602015
10818,-0.530133366585,-0.504133284092
3454,0.234033316374,-0.488799989223
4282,-1.32623326778,0.459133327007
1605,-0.000666618347168,-0.108000010252
10644,1.3993332386,-0.184533342719
2065,0.0371999889612,0.620600104332
8321,-0.0938666760921,1.81636679173
8503,0.857266664505,-0.398900002241
7027,0.11669999361,-0.178499996662
6850,0.262966692448,-0.366900026798
1978,-0.23536670208,0.108100011945
896,0.257966697216,-0.339166671038
5777,0.554700016975,0.902433395386
1846,1.23086678982,0.110299997032
5925,0.510533332825,0.31956666708
142,-0.60653334856,0.718833386898
1021,0.548900008202,0.559966683388
5699,-1.00566673279,-0.0453999936581
8061,0.592433333397,1.5313668251
1870,1.0787665844,-0.365266680717
1398,0.421200037003,-0.143566697836
3312,0.686766684055,0.300599992275
891,0.253533363342,0.0654333382845
4775,-0.172099992633,-0.776200056076
5111,0.642166674137,-0.579800009727
5696,-3.19390010834,-2.71970033646
5588,0.5082000494,3.29960012436
6839,-0.112000003457,0.416700005531
329,-1.59806668758,-0.340166628361
5058,0.659800052643,-0.254733353853
998,-0.229466676712,-0.306266665459
9134,0.673033356667,0.770400047302
6616,1.33493351936,-0.581300020218
5223,-0.131566658616,-0.171566680074
4690,0.514200031757,-0.102233335376
958,-0.265700012445,0.11116668582
1616,-1.83390009403,-0.352166652679
991,-0.474600017071,0.0
6347,2.01163339615,-0.100366652012
6714,-1.16476666927,-0.203800022602
652,1.00279998779,-0.0315666645765
4331,0.0656000226736,-0.422533363104
7099,-0.0222333371639,-0.608433365822
10320,-0.231766656041,-0.836966693401
2042,0.107233315706,-0.401333332062
843,0.255133330822,-0.155133336782
840,0.410066723824,0.284366726875
7048,-1.08206677437,0.0126666650176
4851,-0.287366688251,-0.308000028133
6464,1.98306655884,0.418799996376
23410,2.37950015068,-0.434733331203
54205,0.441066712141,0.0838666632771
2770,-0.564200043678,0.326233327389
80204,0.264100015163,0.100500002503
4208,0.263166725636,0.258466690779
1845,0.774399995804,-2.09619998932
23368,-0.35843333602,-0.222366690636
5583,0.521000027657,0.120333328843
8900,-0.103333383799,-0.0554000139236
581,-0.2337667346,-0.691333353519
6193,-0.127466678619,0.220066606998
6622,0.36669999361,-0.606600046158
11261,0.270566701889,-0.543866693974
6696,-0.171433359385,0.056400001049
8312,1.0312666893,0.691733360291
835,0.37176668644,-1.09799993038
8324,-0.0394666641951,0.19103333354
1848,0.0922666490078,-0.491300016642
154,0.296599954367,0.276733338833
4312,1.40703344345,0.574633359909
994,-0.778666734695,0.316266685724
2048,-0.591733396053,0.396466672421
1111,-0.093666665256,0.911766767502
5154,0.644966721535,-0.41479998827
2920,0.0532333403826,0.768833339214
3122,0.168300002813,-0.697866678238
2769,-0.914066672325,-0.169333338737
5900,0.561233341694,0.085933342576
6304,-0.484966665506,-0.879666686058
5211,-0.262033313513,0.329933315516
2886,0.757833361626,0.318033367395
9261,-0.4728333354,0.475066691637
8569,0.109933316708,-0.0653000175953
3303,0.223433330655,-0.185100018978
5331,0.540233373642,-0.376499980688
5347,-0.0706333220005,-0.16930000484
4638,0.0606666766107,-0.628066658974
2264,-0.447800010443,-0.0717000365257
1029,0.60776668787,-0.548966646194
1027,0.0629999935627,-3.75576686859
2597,-0.000233333325014,-0.463700026274
55847,0.0710333287716,-0.172633349895
25803,-0.13299998641,0.802866697311
3480,-0.590900063515,0.298633337021
2946,-0.206766664982,0.068499982357
9517,-0.880033314228,0.294633328915
25987,-0.2378000319,-0.579566717148
23670,0.73550003767,0.207466676831
11182,0.671766638756,0.0280000008643
2146,-0.781266689301,-0.893033385277
3385,0.0252333283424,-0.00516666471958
5261,1.73833346367,-0.0292000472546
10765,1.71243333817,0.249766677618
25839,0.04426664114,0.173066675663
4172,-1.34443342686,0.487933337688
23161,0.344833374023,-0.0737666785717
10298,-0.390666663647,0.996433377266
1802,1.79453337193,0.636799991131
58533,-0.498266667128,-0.0188666731119
147179,-0.461133420467,0.105233341455
29937,0.252933382988,0.216233327985
6184,-0.0764333307743,0.159400001168
9854,-0.430000036955,1.09500002861
2553,0.830133378506,0.00949999690056
5440,0.148200005293,-0.323433339596
54623,-0.780533313751,0.334233343601
9533,-0.474299937487,-0.00706666707993
8607,-0.979633271694,0.459833353758
207,0.4986333251,-0.0598333626986
