rid,CPC003_HA1E_6H:BRD-K52662033-003-14-7:10,CPC003_HA1E_24H:BRD-K52662033-003-14-7:10,CPC003_HCC515_6H:BRD-K52662033-003-14-7:10,CPC003_HCC515_24H:BRD-K52662033-003-14-7:10,CPC003_PC3_6H:BRD-K52662033-003-14-7:10,CPC003_PC3_24H:BRD-K52662033-003-14-7:10,CPC003_VCAP_6H:BRD-K52662033-003-14-7:10,CPC003_VCAP_24H:BRD-K52662033-003-14-7:10,CPC011_A375_6H:BRD-K52662033-001-15-8:10,CPC011_A549_6H:BRD-K52662033-001-15-8:10,CPC011_A549_24H:BRD-K52662033-001-15-8:10,CPC011_HA1E_6H:BRD-K52662033-001-15-8:10,CPC011_HT29_6H:BRD-K52662033-001-15-8:10,CPC011_MCF7_6H:BRD-K52662033-001-15-8:10,CPC011_MCF7_24H:BRD-K52662033-001-15-8:10,CPC011_PC3_6H:BRD-K52662033-001-15-8:10,CPC011_PC3_24H:BRD-K52662033-001-15-8:10,CPC011_VCAP_6H:BRD-K52662033-001-15-8:10,CPC011_VCAP_24H:BRD-K52662033-001-15-8:10,CPC015_A375_6H:BRD-K52662033-003-14-7:10,CPC015_A549_6H:BRD-K52662033-003-14-7:10,CPC015_A549_24H:BRD-K52662033-003-14-7:10,CPC015_ASC_24H:BRD-K52662033-003-14-7:10,CPC015_HEPG2_6H:BRD-K52662033-003-14-7:10,CPC015_HT29_6H:BRD-K52662033-003-14-7:10,CPC015_MCF7_6H:BRD-K52662033-003-14-7:10,CPC015_MCF7_24H:BRD-K52662033-003-14-7:10,CPC015_NPC_24H:BRD-K52662033-003-14-7:10,CPC015_PHH_24H:BRD-K52662033-003-14-7:10,CPC015_SKB_24H:BRD-K52662033-003-14-7:10,CPD001_MCF7_6H:BRD-K52662033-003-17-0:10,CPD001_MCF7_24H:BRD-K52662033-003-17-0:10,CPD001_PC3_24H:BRD-K52662033-003-17-0:10
5720,0.920199990273,0.85936164856,0.303343296051,0.420949280262,-0.285169184208,0.591335892677,-0.866991996765,0.736600041389,0.415428340435,0.949983775616,-0.345367312431,1.02929997444,0.472458839417,-0.0984999984503,-0.724399983883,-0.0219907462597,0.664678215981,1.01901006699,0.506157875061,-1.26220393181,0.341300010681,-0.641330301762,0.598389625549,0.614199995995,0.357743263245,-0.499315112829,-0.123042717576,-0.456156641245,0.256899982691,-0.347800016403,0.308652043343,0.498633384705,0.485466718674
466,0.961950004101,0.327522695065,-0.564181149006,0.0364051274955,-0.193940997124,0.39834934473,-0.362406015396,0.130500003695,-0.0889181494713,1.93579554558,0.59865218401,0.824550032616,0.658737778664,1.09755003452,-0.537549972534,0.620143890381,0.00347511470318,0.0631146281958,1.58194160461,-0.0296369940042,0.718799948692,0.338930785656,-0.571374058723,0.446649968624,-0.641974449158,-1.05901885033,-0.101030103862,0.679197847843,1.14724993706,-1.00919997692,-3.78797698021,0.000466667115688,0.206266671419
6009,0.602699995041,-1.26135933399,-0.0363774299622,0.0754915103316,-0.333823025227,-0.211656212807,-0.848094105721,-0.431850016117,0.638356626034,1.50004327297,0.452322423458,0.372049987316,0.284687936306,2.28235006332,-0.233850002289,0.0429755449295,0.0746588110924,0.725665867329,1.45521068573,-0.41596865654,0.910650014877,-0.808331727982,0.299228012562,-0.430949985981,-0.135607391596,-0.744024753571,0.396748304367,-0.0504462122917,0.209349989891,0.0692999958992,-1.04561364651,0.40786665678,0.192666679621
2309,0.225850015879,0.154710412025,-1.11293327808,0.0509140007198,0.304944604635,-0.457700490952,-0.68060874939,-0.613550007343,-0.571431696415,0.118482530117,-0.43835195899,0.467649996281,-0.73320966959,0.0823499932885,-0.276250004768,-1.07887434959,1.03840410709,0.415144443512,0.960826992989,0.316830426455,-0.338699996471,-0.758528590202,-0.104207538068,0.632550001144,0.00840378180146,-0.216978415847,0.0867776572704,-0.0224797427654,-0.362499982119,-0.226549997926,0.939563989639,-0.16249999404,1.18226671219
387,0.0558000020683,0.528113484383,-0.490056604147,0.827534973621,-0.0918272286654,0.618369579315,0.206617891788,0.474550008774,-0.156470447779,0.9722853899,0.789978921413,-0.44264999032,-0.511354625225,0.259050011635,-0.249400019646,-1.23754394054,-0.424290001392,-0.464199542999,1.33844840527,0.347223877907,0.19185000658,-0.67512691021,0.0226116776466,-0.168949991465,0.387333810329,-0.629362642765,-0.0781562179327,-0.362062573433,0.0825999975204,0.227349996567,1.61455464363,0.356999993324,-0.458933293819
3553,-0.273149996996,0.125691950321,0.130557879806,-0.510831236839,0.207497447729,0.908315777779,0.910175323486,0.659200012684,-0.85053384304,-1.03298652172,-0.703767478466,-0.447600007057,0.0353126898408,0.211000025272,2.08165001869,-0.315771251917,0.507058680058,-0.321699053049,-0.697844982147,-0.126953631639,-0.149350002408,0.980605840683,0.875389933586,0.075049996376,-0.432522118092,-0.169925510883,-1.01838445663,-0.921037971973,-0.549749970436,0.975899994373,1.30637657642,0.815433382988,0.269300013781
427,0.238649994135,0.231073617935,-0.989830493927,-1.11536002159,-0.767175257206,-0.296455562115,-0.911704599857,0.0324999988079,-0.185017898679,1.05985796452,-0.492992699146,0.202300012112,-0.137309506536,0.734650015831,-1.68544995785,0.739517211914,-0.591114223003,0.29855042696,0.0889949649572,0.480437517166,0.0471000000834,0.493957161903,1.21072161198,-0.348150014877,-0.550539374352,0.0206807404757,0.0590295940638,0.0458949245512,0.664250016212,-0.184199988842,-0.734331130981,-0.243733346462,-0.567233383656
5898,0.656899988651,0.792607605457,-0.21533344686,0.102624304593,0.672819852829,0.758532106876,-0.0347212478518,-0.246900007129,-0.660669088364,0.938267588615,0.109150022268,-0.288650006056,0.476677566767,0.493400007486,-0.253149986267,0.610953748226,0.250662326813,0.0758554935455,1.1304807663,-1.04341566563,0.231600001454,0.171734511852,-0.0949052870274,-0.138199999928,-0.731538295746,-0.528172016144,0.0981618389487,0.385529726744,-0.409350007772,0.244349986315,-1.37950336933,-0.503633320332,0.282300025225
23365,0.436649978161,-0.0707418620586,-0.406358391047,0.841505050659,1.27704381943,-0.0257023274899,0.429823517799,-0.262549996376,-0.2839012146,-0.136808305979,0.0674589499831,0.0765500068665,0.0390944629908,0.149899989367,-0.129400014877,-0.277969360352,-0.528773963451,-0.790375888348,1.88034248352,-0.455069452524,0.285299986601,-0.392837405205,0.479153811932,0.00914999842644,-0.316402703524,0.162658005953,0.405254542828,-0.300364136696,0.71774995327,-0.49950003624,1.79266262054,-0.432700037956,-0.274800002575
6657,-0.445699989796,-0.414030432701,0.24553206563,0.0458635240793,-0.212900131941,-0.0916191488504,0.150684386492,-0.0222499966621,0.137244164944,-1.42969632149,-0.971289277077,-0.478249967098,0.074205711484,0.403599977493,0.143800020218,0.29687577486,0.355410814285,-0.132991656661,-1.12223649025,-1.3139193058,-0.544749975204,0.656651854515,2.86512637138,-0.598200023174,-1.34727096558,0.0372921936214,0.050518155098,0.590130329132,-0.503100037575,1.74155008793,0.730345666409,0.270966678858,0.474666655064
