rid,CPC004_A375_6H:BRD-K91699951-001-03-7:10,CPC004_HA1E_6H:BRD-K91699951-001-03-7:10,CPC004_HA1E_24H:BRD-K91699951-001-03-7:10,CPC004_HCC515_6H:BRD-K91699951-001-03-7:10,CPC004_HCC515_24H:BRD-K91699951-001-03-7:10,CPC004_HEPG2_6H:BRD-K91699951-001-03-7:10,CPC004_HT29_6H:BRD-K91699951-001-03-7:10,CPC004_MCF7_6H:BRD-K91699951-001-03-7:10,CPC004_PC3_6H:BRD-K91699951-001-03-7:10,CPC004_PC3_24H:BRD-K91699951-001-03-7:10,CPC004_VCAP_6H:BRD-K91699951-001-03-7:10,CPC004_VCAP_24H:BRD-K91699951-001-03-7:10,CPC016_A375_6H:BRD-K91699951-001-03-7:10,CPC016_A549_6H:BRD-K91699951-001-03-7:10,CPC016_A549_24H:BRD-K91699951-001-03-7:10,CPC016_ASC_24H:BRD-K91699951-001-03-7:10,CPC016_HEPG2_6H:BRD-K91699951-001-03-7:10,CPC016_HT29_6H:BRD-K91699951-001-03-7:10,CPC016_MCF7_6H:BRD-K91699951-001-03-7:10,CPC016_MCF7_24H:BRD-K91699951-001-03-7:10,CPC016_NEU_24H:BRD-K91699951-001-03-7:10,CPC016_NPC_24H:BRD-K91699951-001-03-7:10,CPC016_SKB_24H:BRD-K91699951-001-03-7:10,CPD001_MCF7_6H:BRD-K91699951-001-07-8:10,CPD001_MCF7_24H:BRD-K91699951-001-07-8:10,CPD001_PC3_24H:BRD-K91699951-001-07-8:10,BRAF001_A375_24H:BRD-K91699951-001-07-8:10,BRAF001_A375_24H:BRD-K91699951-001-07-8:2.5,BRAF001_A375_24H:BRD-K91699951-001-07-8:0.625,BRAF001_A375_24H:BRD-K91699951-001-07-8:0.15625,BRAF001_A375_6H:BRD-K91699951-001-07-8:10,BRAF001_A375_6H:BRD-K91699951-001-07-8:2.5,BRAF001_A375_6H:BRD-K91699951-001-07-8:0.625,BRAF001_A375_6H:BRD-K91699951-001-07-8:0.15625,BRAF001_HEK293T_24H:BRD-K91699951-001-07-8:10,BRAF001_HEK293T_24H:BRD-K91699951-001-07-8:2.5,BRAF001_HEK293T_24H:BRD-K91699951-001-07-8:0.625,BRAF001_HEK293T_24H:BRD-K91699951-001-07-8:0.15625,BRAF001_HEK293T_6H:BRD-K91699951-001-07-8:10,BRAF001_HEK293T_6H:BRD-K91699951-001-07-8:2.5,BRAF001_HEK293T_6H:BRD-K91699951-001-07-8:0.625,BRAF001_HEK293T_6H:BRD-K91699951-001-07-8:0.15625
5720,0.928053021431,-1.99714756012,0.492453634739,-0.661249339581,-0.0570012405515,-0.786809384823,-0.53147995472,-0.412127435207,-6.11197805405,-4.2867193222,-1.36790156364,-0.404782801867,-0.0360245406628,2.13829994202,-0.696700334549,-0.437646180391,0.0603500083089,0.10937179625,-0.106733337045,0.417699486017,1.80794656277,1.2275274992,-0.465499997139,-0.267844676971,0.413363993168,-0.332220673561,-0.464229464531,-0.887937486172,-0.142524585128,0.495249062777,-2.61909198761,-0.989848136902,-0.280523151159,-1.03715085983,-2.15096521378,-0.287928968668,-0.694286465645,0.274096131325,-0.0810858011246,-1.64753949642,0.0455112755299,0.524463891983
466,0.0866870582104,0.840575158596,-0.168562680483,1.15651476383,0.280360251665,-0.156248956919,-0.217420011759,-0.309588581324,-1.09932565689,-0.130796760321,-0.940567612648,-0.208934322,-0.191731095314,0.747699975967,-0.356146603823,-0.601386129856,-0.251550018787,1.16113340855,2.30736684799,-1.17993700504,0.541761517525,0.545352578163,-0.274999976158,0.201215833426,0.530140995979,0.10488691926,-0.461110651493,-0.424045532942,-0.592182695866,-0.306502133608,-1.56069779396,-0.764392316341,0.0595097355545,-0.483963638544,-1.01787757874,0.434539556503,-0.284032523632,0.87196624279,-0.0271438546479,-0.4167714715,0.0777710303664,0.882862389088
6009,-0.131943464279,0.490126907825,1.28911042213,-0.33573949337,0.145561680198,-1.19363486767,-0.40452003479,-0.392902314663,-0.622424721718,1.24064910412,-0.194189220667,-0.903944611549,0.399000823498,0.877200007439,-1.53717267513,-0.0900448411703,-0.187700018287,1.06673598289,-2.52903366089,-0.800117015839,0.884579241276,0.259772330523,-0.387000024319,0.0265428572893,-0.40845951438,0.570698618889,0.118258304894,0.3668397367,0.475587099791,0.421781152487,1.40001690388,0.253491848707,0.292372941971,0.996127188206,1.72268414497,-0.216680645943,0.331927031279,-0.767244040966,0.90255177021,0.975103735924,0.470932215452,0.00219585001469
2309,0.214407190681,0.0681533515453,0.203774914145,0.307955771685,0.349009007215,-1.43376255035,0.706180095673,0.746743202209,3.97885346413,1.9986127615,-0.819360494614,0.934962809086,0.736879765987,-1.14779996872,-0.0880253836513,0.26281479001,-0.369700014591,-1.70029354095,-0.22469997406,0.873933255672,0.976917266846,-0.284435629845,1.66815006733,-1.25963413715,0.392817437649,1.63798928261,0.0460797920823,-0.0884427577257,-0.0520658046007,-0.369867503643,0.530271708965,-0.136756062508,-0.361788779497,0.112271673977,1.341760993,0.0229072682559,0.184283331037,-1.16516578197,0.162088617682,0.5870693326,-0.305891215801,-0.322126358747
387,-0.0170827824622,-0.541557371616,-0.191368430853,-0.69266295433,-0.808579742908,-1.33587944508,0.159199982882,-0.228996098042,0.404649794102,-6.16946458817,-0.274217456579,0.748629868031,0.0353138968349,4.49389982224,0.354540675879,0.965804696083,1.85130000114,0.371451228857,0.688266694546,0.770450353622,-1.42620038986,0.295497626066,2.19315004349,-0.0881063044071,-0.111939206719,-0.470572829247,0.0465593934059,0.463026583195,-0.135598942637,-0.452011883259,2.36801481247,0.700085759163,0.530412852764,1.14621567726,1.35771846771,0.0614486075938,0.0366055704653,-1.06053292751,0.193744361401,1.23245036602,0.480082988739,-0.866037905216
3553,0.0629538223147,1.36244809628,0.637109935284,-0.366609811783,0.618542611599,0.799464941025,0.609600007534,0.0474517196417,0.122430294752,1.57834339142,1.01172566414,0.813241779804,-0.556122422218,-0.474299997091,0.899108827114,-0.221879273653,-0.598749995232,0.224211722612,1.09636664391,0.405231893063,-1.01065886021,-1.14894771576,0.241799980402,0.366696238518,-0.576097130775,1.63822031021,0.349987328053,-0.232273444533,0.013541650027,-0.345867723227,0.176834985614,-0.128022134304,-0.207371354103,-0.0596623905003,0.395805537701,0.331628650427,-0.0722937136889,0.587207138538,0.699510633945,0.0538104772568,0.289385437965,0.644803822041
427,0.128943428397,-0.0868013575673,-0.778859972954,0.892916023731,-0.43386349082,-0.124937683344,0.0107399970293,-0.583669483662,1.27471530437,1.79531860352,0.814732134342,0.261217147112,1.05282330513,-0.710300028324,-0.74093323946,-0.736468434334,-1.04600000381,0.919783771038,-0.281033307314,-1.99620211124,1.30828869343,-0.0592214465141,-0.648549973965,0.22690205276,0.375923633575,-0.236265003681,0.447005003691,-0.781214475632,-0.451050281525,-0.157587885857,0.485297590494,0.532107949257,0.10649818182,-0.330864340067,-0.333711236715,-0.0758484750986,1.24201190472,0.551864027977,0.143937915564,-0.587023854256,-0.2833583951,-0.291494786739
5898,-0.844708144665,0.551355421543,0.30131265521,0.592541158199,-0.348915427923,-0.362099140882,-0.52329993248,-0.723917603493,3.93102860451,0.227249592543,0.0733419284225,-0.273241758347,-2.07767605782,0.595499992371,0.107625968754,-0.797516107559,0.0265499986708,-0.083189919591,0.812100052834,-3.17034769058,-0.189190760255,0.145823642612,-2.96265006065,0.713249504566,-0.324764072895,0.305252224207,0.438361108303,0.661868572235,0.162131130695,0.597585916519,1.05131494999,0.563830077648,0.402626276016,0.794568479061,0.628850698471,0.194189667702,0.557304501534,-0.176588147879,0.026499196887,0.8325522542,0.138151854277,0.147395417094
23365,-0.895643234253,0.765354633331,0.378868281841,0.00206527113914,-0.280164420605,-0.366787612438,0.205379992723,-0.356482207775,3.12105154991,2.67208552361,-0.501723349094,0.0612967833877,0.14300096035,-1.50660002232,-0.729328751564,0.925963699818,-0.41554993391,-0.178640633821,0.558300018311,-1.69346916676,0.694584488869,0.138021081686,-0.497950017452,0.348389863968,0.876066148281,0.451845139265,0.577051281929,1.97651171684,-0.0122414771467,-0.18138691783,1.40260219574,1.00863587856,-0.0559207908809,0.603894889355,0.261103659868,0.198993295431,-0.560456573963,-0.384372472763,0.138679027557,0.392478257418,-0.149610355496,0.368710309267
6657,-0.14540502429,0.335520207882,0.499945878983,0.407439976931,0.175319567323,1.04244995117,0.571960031986,-0.81232047081,0.393960475922,0.576538741589,0.512467801571,-0.217271000147,-0.783151209354,1.44360005856,2.72927856445,-0.681854069233,0.886950016022,0.559997200966,1.38363349438,2.13331985474,0.166040807962,0.0717701762915,-0.39904999733,0.644580006599,-0.128664523363,-0.60428571701,-0.278536379337,-0.280265152454,-0.128604635596,-0.419340342283,-0.751291334629,1.1368252039,-0.0319619886577,-0.806158125401,-0.378590077162,-0.0545977056026,-0.00304984301329,-0.146673113108,-0.337929278612,-0.740552723408,-0.0417321547866,-0.370425760746
