rid,LJP002_BT20_6H:BRD-K37687095-001-02-8:10,LJP002_BT20_6H:BRD-K37687095-001-02-8:2,LJP002_BT20_6H:BRD-K37687095-001-02-8:0.4,LJP002_BT20_6H:BRD-K37687095-001-02-8:0.08,LJP002_BT20_24H:BRD-K37687095-001-02-8:10,LJP002_BT20_24H:BRD-K37687095-001-02-8:2,LJP002_BT20_24H:BRD-K37687095-001-02-8:0.4,LJP002_BT20_24H:BRD-K37687095-001-02-8:0.08,LJP002_HS578T_6H:BRD-K37687095-001-02-8:10,LJP002_HS578T_6H:BRD-K37687095-001-02-8:2,LJP002_HS578T_6H:BRD-K37687095-001-02-8:0.4,LJP002_HS578T_6H:BRD-K37687095-001-02-8:0.08,LJP002_HS578T_24H:BRD-K37687095-001-02-8:10,LJP002_HS578T_24H:BRD-K37687095-001-02-8:2,LJP002_HS578T_24H:BRD-K37687095-001-02-8:0.4,LJP002_HS578T_24H:BRD-K37687095-001-02-8:0.08,LJP002_MCF10A_6H:BRD-K37687095-001-02-8:10,LJP002_MCF10A_6H:BRD-K37687095-001-02-8:2,LJP002_MCF10A_6H:BRD-K37687095-001-02-8:0.4,LJP002_MCF10A_6H:BRD-K37687095-001-02-8:0.08,LJP002_MCF10A_24H:BRD-K37687095-001-02-8:10,LJP002_MCF10A_24H:BRD-K37687095-001-02-8:2,LJP002_MCF10A_24H:BRD-K37687095-001-02-8:0.4,LJP002_MCF10A_24H:BRD-K37687095-001-02-8:0.08,LJP002_MCF7_6H:BRD-K37687095-001-02-8:10,LJP002_MCF7_6H:BRD-K37687095-001-02-8:2,LJP002_MCF7_6H:BRD-K37687095-001-02-8:0.4,LJP002_MCF7_6H:BRD-K37687095-001-02-8:0.08,LJP002_MCF7_24H:BRD-K37687095-001-02-8:10,LJP002_MCF7_24H:BRD-K37687095-001-02-8:2,LJP002_MCF7_24H:BRD-K37687095-001-02-8:0.4,LJP002_MCF7_24H:BRD-K37687095-001-02-8:0.08,LJP002_MDAMB231_6H:BRD-K37687095-001-02-8:10,LJP002_MDAMB231_6H:BRD-K37687095-001-02-8:2,LJP002_MDAMB231_6H:BRD-K37687095-001-02-8:0.4,LJP002_MDAMB231_6H:BRD-K37687095-001-02-8:0.08,LJP002_MDAMB231_24H:BRD-K37687095-001-02-8:10,LJP002_MDAMB231_24H:BRD-K37687095-001-02-8:2,LJP002_MDAMB231_24H:BRD-K37687095-001-02-8:0.4,LJP002_MDAMB231_24H:BRD-K37687095-001-02-8:0.08,LJP002_SKBR3_6H:BRD-K37687095-001-02-8:10,LJP002_SKBR3_6H:BRD-K37687095-001-02-8:2,LJP002_SKBR3_6H:BRD-K37687095-001-02-8:0.4,LJP002_SKBR3_6H:BRD-K37687095-001-02-8:0.08,LJP002_SKBR3_24H:BRD-K37687095-001-02-8:10,LJP002_SKBR3_24H:BRD-K37687095-001-02-8:2,LJP002_SKBR3_24H:BRD-K37687095-001-02-8:0.4,LJP002_SKBR3_24H:BRD-K37687095-001-02-8:0.08
5720,-0.728439688683,-0.815414905548,-0.593872785568,-0.77657353878,0.596723794937,0.114419013262,-0.169784858823,0.687115311623,-1.08559238911,0.244851320982,-0.802447080612,-0.657329320908,0.222009897232,0.26731929183,-0.268641024828,-0.122048310935,0.6157964468,0.382046371698,-0.0390302203596,0.381885945797,1.58130002022,1.87059998512,1.8314499855,1.87819993496,0.751069486141,0.197506994009,-0.373307824135,-1.33781564236,1.6359000206,0.496850013733,0.871050000191,0.778100013733,-0.366467386484,-0.317060142756,-0.760533750057,-0.213263466954,-1.30722570419,-0.944239497185,-1.23247718811,-0.999526143074,0.897995889187,0.943545877934,-0.703454196453,0.604310631752,-0.549402356148,-0.195957750082,0.843127727509,0.231052100658
466,-1.24449920654,-1.70266830921,-0.343836337328,-1.30785918236,-1.71540188789,-0.278476297855,-1.17906236649,0.499790787697,0.0146764684469,0.232796594501,-0.253380894661,-0.818481504917,-1.37555921078,-0.063079841435,-1.0688918829,-0.257030248642,-0.773614168167,-1.31033146381,-0.395376801491,-2.09799838066,0.0373000018299,0.25339999795,-1.97694993019,-1.62879991531,-0.163128420711,-0.493286818266,-2.26674032211,-0.424839675426,0.738349974155,-0.144400000572,0.385850012302,-0.310000002384,-1.03511035442,-0.00128414481878,-1.12399291992,-0.125229179859,-1.41504096985,-2.16221618652,-0.609331071377,-0.721645236015,0.95988202095,0.958636820316,-0.938106536865,0.21753719449,-0.333055734634,-0.960023581982,-0.194858670235,-0.140763580799
6009,-0.292368382215,-0.787846684456,0.090832233429,-0.776543676853,0.215750992298,0.587690472603,0.931768357754,1.09363365173,-1.14862394333,-0.295800924301,-0.909634947777,-1.51020085812,-0.497028172016,-1.17190229893,-0.194299519062,0.330350250006,0.0473792105913,0.337554216385,-0.235056132078,-0.0327702276409,0.173799991608,0.557500004768,-0.320450007915,-0.599999964237,0.873790979385,-0.443210244179,-0.286527484655,-0.79835498333,-0.242850020528,-0.795549988747,-1.18379998207,-0.619199991226,0.688982188702,-0.280695319176,-0.288016915321,-0.0348978638649,0.479593157768,0.611791968346,0.495520591736,0.845740675926,0.440687924623,0.705119371414,-0.260705590248,-0.231402218342,-0.322988063097,0.93671643734,0.355762302876,-0.0420168340206
2309,-0.47695311904,-0.982093334198,-0.381277054548,-0.161782801151,2.4197435379,1.46230459213,0.0930936336517,-0.0469337403774,0.074784040451,-0.534998953342,-0.404181748629,0.0938378274441,0.415790587664,0.17061072588,-0.259938716888,0.356245994568,0.0954792052507,-0.647027492523,-0.0826425328851,0.233168914914,2.8641500473,1.40250003338,1.18234992027,2.76660013199,1.15875172615,0.461804330349,0.944602608681,0.271374434233,0.164600014687,-0.122149996459,-0.211650013924,0.672349989414,0.752865493298,0.665510714054,0.0950355902314,0.130249112844,1.9350874424,-0.0745949447155,0.634803891182,1.60729432106,0.494449734688,0.088125795126,0.121976479888,0.429666906595,0.374616682529,0.536235332489,0.480953335762,0.840839445591
387,0.0149432420731,-0.719291388988,0.604162454605,0.0672004893422,0.0198581218719,-0.344503939152,2.19944238663,0.578327000141,-0.991750776768,-0.905820727348,-0.690785825253,-0.681918978691,0.80927324295,0.379782855511,1.357385993,0.745151996613,0.256690084934,0.108285829425,0.268143683672,0.234884396195,0.420699983835,0.319299995899,0.188699990511,-0.125149995089,0.635330319405,-1.19049930573,0.956247985363,-0.911379694939,1.36804997921,-0.097050011158,0.422699987888,-0.667500019073,1.45476508141,0.935780704021,-0.00747983157635,0.242888092995,0.403286129236,0.0678364932537,1.62214648724,0.959460198879,0.199314266443,0.89949452877,-0.363850772381,0.121064782143,0.0347742699087,0.517723023891,0.766724526882,0.855832278728
3553,0.297773361206,0.687095165253,0.731330811977,0.896447300911,-0.249872267246,-0.73807656765,-0.0232205539942,-0.185902506113,1.25817227364,0.528851091862,1.07093989849,0.518247544765,-0.614765763283,-0.387021422386,0.0883636251092,-0.300090551376,-1.48810505867,-0.99176967144,-0.603867769241,-1.08488607407,3.52099990845,3.74239993095,3.49954986572,3.59210014343,-1.09371948242,0.386445939541,-0.229671195149,1.34285485744,-0.558699965477,-0.168850004673,-0.497250020504,0.162599995732,-1.26661324501,-0.139538496733,0.174264073372,-0.711931705475,1.46601068974,1.1828776598,0.770532488823,0.421540498734,0.121293067932,-1.38062536716,0.262509316206,-0.502217173576,0.0914914831519,-1.01192486286,-0.84565448761,-0.108368843794
427,-0.0528495386243,0.483646392822,0.354305714369,-0.881559610367,-1.07709634304,-0.689209461212,-0.943087220192,-0.406897991896,-0.902904272079,0.256457537413,1.05733895302,-0.936298370361,0.524701476097,0.511369884014,0.947400033474,0.825271725655,-0.809323132038,-0.630637943745,-1.03889465332,0.297881007195,0.346000015736,-0.490799993277,0.403249979019,-0.696900010109,-1.26346004009,-0.439234972,-0.660624742508,0.787234663963,0.117849998176,-0.0193499922752,-0.472599983215,-0.586800038815,-0.0250212922692,-0.572031676769,-1.06977629662,0.410968840122,0.605946302414,0.118941411376,0.193394720554,0.928578615189,0.248197555542,-0.373250544071,-0.347276210785,0.0344503186643,-1.08848714828,-0.92937207222,-0.627860426903,-0.314215660095
5898,-0.334158927202,-0.206939354539,0.122482165694,-0.107216887176,-1.79271137714,-0.12005534023,-0.477123230696,-0.546631574631,-0.378919303417,0.0453006997705,0.148035049438,-0.0191242527217,0.406342148781,0.46254992485,0.627110004425,0.538695335388,-1.2101418972,-0.843938469887,-0.014594078064,-0.174228876829,0.632699966431,0.399899989367,0.00194999575615,0.398549973965,-0.566669762135,-1.04626750946,-0.844826281071,-1.5989767313,-0.689899981022,-0.278999984264,0.4117000103,-0.59274995327,0.506088256836,-0.0725134760141,-0.11832216382,0.0547156780958,0.483522593975,0.38490524888,0.754901945591,0.899920940399,-0.133644223213,0.860181629658,-0.28464448452,0.0478426665068,0.414406716824,1.4834574461,0.310539036989,-0.061408944428
23365,0.0667849108577,-0.0884646847844,1.05405914783,-0.290009796619,0.305036127567,-0.0293425619602,4.23434591293,-0.264734148979,0.130516171455,0.523116290569,0.296498626471,0.15330183506,0.725306034088,0.821965515614,1.56049728394,1.34073162079,0.131437197328,3.59481573105,-0.172826722264,-0.550813436508,-0.0813999921083,-0.332300007343,1.07264995575,-0.441750019789,-0.462480604649,0.156326502562,1.58903980255,-0.842802643776,0.374150007963,0.80110001564,1.0134999752,0.456149995327,-0.409120738506,-0.936184704304,0.294282197952,0.487926214933,-1.52221298218,-1.2958881855,0.960059404373,-0.0878373831511,-0.0366155058146,0.281724572182,0.980679273605,0.743468165398,0.256235301495,-0.145158663392,0.885888397694,-0.011829175055
6657,0.0248797088861,0.761180758476,0.559935152531,0.818010210991,-0.200769662857,-0.525087356567,-0.948107600212,-1.14027094841,0.513130545616,0.452740877867,1.26378023624,1.05501568317,-0.47805467248,-0.355471998453,0.311949163675,-0.305251300335,-0.144671171904,0.0158279165626,0.282534599304,-0.0380818247795,-0.431400001049,-0.0300999991596,0.724500000477,0.224750012159,1.17675209045,0.361222326756,-0.421002656221,1.79912829399,0.628600001335,-0.0928499996662,0.418299973011,0.0904000028968,-1.35653269291,-0.665572524071,0.250682592392,0.0158882588148,1.28150880337,1.00211131573,0.369395911694,0.575914144516,-0.302264809608,-1.07238125801,0.603813230991,0.152141213417,0.104235105217,-1.76829612255,-0.936184704304,-0.593152463436
