rid,CPC009_A375_6H:BRD-K63511615-001-03-6:10,CPC009_A549_6H:BRD-K63511615-001-03-6:10,CPC009_A549_24H:BRD-K63511615-001-03-6:10,CPC009_HA1E_6H:BRD-K63511615-001-03-6:10,CPC009_HCC515_6H:BRD-K63511615-001-03-6:10,CPC009_HEPG2_6H:BRD-K63511615-001-03-6:10,CPC009_HT29_6H:BRD-K63511615-001-03-6:10,CPC009_MCF7_6H:BRD-K63511615-001-03-6:10,CPC009_MCF7_24H:BRD-K63511615-001-03-6:10,CPC009_PC3_6H:BRD-K63511615-001-03-6:10,CPC009_PC3_24H:BRD-K63511615-001-03-6:10,CPC012_A375_6H:BRD-K63511615-001-01-0:10,CPC012_A549_6H:BRD-K63511615-001-01-0:10,CPC012_A549_24H:BRD-K63511615-001-01-0:10,CPC012_ASC_24H:BRD-K63511615-001-01-0:10,CPC012_HA1E_6H:BRD-K63511615-001-01-0:10,CPC012_HCC515_6H:BRD-K63511615-001-01-0:10,CPC012_HT29_6H:BRD-K63511615-001-01-0:10,CPC012_MCF7_6H:BRD-K63511615-001-01-0:10,CPC012_MCF7_24H:BRD-K63511615-001-01-0:10,CPC012_NEU_24H:BRD-K63511615-001-01-0:10,CPC012_NPC_24H:BRD-K63511615-001-01-0:10,CPC012_PC3_6H:BRD-K63511615-001-01-0:10,CPC012_PC3_24H:BRD-K63511615-001-01-0:10,CPC012_PHH_24H:BRD-K63511615-001-01-0:10,CPC012_SKB_24H:BRD-K63511615-001-01-0:10,CPC012_VCAP_6H:BRD-K63511615-001-01-0:10,CPC009_VCAP_6H:BRD-K63511615-001-03-6:10,CPC012_VCAP_24H:BRD-K63511615-001-01-0:10,CPC009_VCAP_24H:BRD-K63511615-001-03-6:10
5720,0.900412201881,-1.47690498829,-1.90240001678,-0.088439270854,0.445637136698,-0.374877303839,0.433160334826,-0.586509585381,-0.530550003052,-2.45657038689,-0.538194298744,0.187540665269,0.229459762573,0.628549993038,-0.495440393686,0.382711529732,0.120798662305,0.40277120471,-0.0373405963182,-0.029344201088,0.730972409248,-0.00641429424286,-0.554566264153,-0.926925957203,0.557476401329,-0.43896406889,-0.849432110786,-1.42088496685,-0.157456696033,-0.357262790203
466,0.834631681442,-0.188186764717,0.195299983025,-0.271172165871,-0.071975775063,0.388662785292,0.228315323591,-1.30667769909,0.463100016117,-2.55120038986,0.337264448404,1.05463087559,0.116308689117,0.165350005031,-0.170647203922,0.304305821657,0.202798098326,0.474605202675,0.285450816154,-0.219363287091,0.545453965664,-0.129546016455,-0.376938045025,-0.397997885942,-0.683135211468,-0.342187345028,-0.631036758423,-0.87573492527,-0.487243980169,0.533737063408
6009,0.689794003963,0.530648350716,-0.993700027466,0.175320357084,0.595182716846,1.34497833252,-0.432662755251,-0.740215659142,1.75390005112,-0.0886858180165,-0.274292647839,0.074528619647,-0.497328698635,0.836950004101,-0.421964198351,-0.656195163727,0.423884153366,0.0640064999461,0.0406686738133,0.285764575005,0.914247512817,0.024323605001,0.844146728516,-0.398913502693,0.0447177365422,-0.00691785663366,0.106128692627,-0.646899998188,-0.779868662357,-0.447064936161
2309,0.153914213181,-0.509503245354,-0.339150011539,0.476903885603,0.453659832478,1.11908113956,0.0183425545692,1.6825671196,0.415749967098,-0.0482782535255,0.748403072357,-0.536700427532,0.0194284617901,0.52404999733,-0.703842759132,0.488636791706,-0.0536998808384,-0.123536303639,-0.0993640124798,0.011008746922,1.31803286076,-1.17878067493,-0.310487568378,-1.23962593079,-0.462528347969,-0.222617000341,-1.44645380974,1.41900265217,0.732806265354,2.10042190552
387,0.562328875065,0.497912973166,-0.150400042534,-0.566155135632,1.30131030083,0.337550997734,0.00627945363522,-0.0848988294601,-0.228849992156,-0.104065068066,-0.12022113055,-0.636602222919,-0.35916185379,0.612500011921,-1.83177745342,0.0630870163441,-0.185674801469,-0.877901673317,0.433010309935,0.5736130476,0.303037941456,-1.28543639183,-0.344012588263,-0.739903688431,0.784226298332,-0.256369173527,-0.599798083305,0.239592969418,-0.70710670948,1.05762374401
3553,-1.1592322588,-1.16015541553,0.0111000239849,-0.858511805534,-1.50912845135,-1.07340526581,-0.904211044312,0.0439389050007,-0.579149961472,-0.813507795334,-1.24815654755,-0.390278637409,-0.0732294917107,-0.471000015736,0.741583228111,-0.854802370071,0.305111944675,0.450622648001,0.990069389343,-0.275931656361,-0.984407186508,-0.811659991741,-1.12066972256,-0.91082918644,0.310099631548,0.729617536068,0.767958521843,0.457413077354,0.657024204731,-0.314728021622
427,0.0479307323694,0.280085623264,0.124099969864,0.824549555779,-0.208059936762,-0.00468023121357,-0.256941437721,-0.343079149723,-0.348150014877,0.57306176424,0.153915703297,0.134981021285,-0.46478843689,-0.46130001545,0.128305628896,-0.870737075806,0.230889111757,0.452760905027,0.657223284245,-0.663603663445,0.612518906593,0.903239011765,0.594928324223,-0.613780736923,1.33799254894,0.710371732712,-0.374305278063,-0.458877325058,-0.600776553154,0.907506287098
5898,0.524260938168,-2.26004123688,-0.00255000591278,-0.144149407744,-1.79597055912,0.691851377487,0.0617180839181,-1.01085698605,-0.0615999996662,0.713915646076,-0.52976578474,-2.05591034889,-1.98569417,-0.55060005188,-0.325993835926,0.454603821039,0.071908377111,-0.862732589245,0.360659778118,-0.0999177992344,-0.00106552988291,0.614953398705,-0.0225012302399,0.0879050195217,-1.29046022892,0.164871051908,1.30915689468,-0.395510643721,-0.689651608467,0.174691185355
23365,-0.182322070003,0.659643113613,-0.359899997711,-0.656868040562,-1.58481049538,-0.0696548521519,0.0689430832863,0.62831145525,0.087149977684,1.99311506748,0.0512830764055,-1.10957324505,-1.23587763309,-0.0612500309944,-0.478586852551,0.433366090059,-0.284997016191,-1.28028655052,0.365718275309,0.965153217316,-0.0271886102855,0.870450377464,-0.335015952587,0.0118577182293,-1.34120869637,0.30070489645,0.306913614273,0.219630211592,0.175360620022,0.397682964802
6657,-1.22788023949,-1.95673799515,-0.199799999595,-0.212993115187,-0.884515583515,-0.564020872116,-0.770794153214,-1.53465151787,-0.394899994135,-0.126617878675,0.155329972506,0.653655052185,-0.60959392786,-1.39515006542,1.37673258781,-0.371032297611,0.61251449585,0.369297295809,0.71540749073,-0.481867969036,1.06058287621,0.201173782349,0.920447468758,0.247965589166,-0.713369369507,1.23644304276,0.654696702957,0.433187156916,0.457073092461,0.381937354803
5054,-1.28401982784,1.87822985649,-1.62514996529,0.755875468254,-0.267446160316,2.83819723129,-0.89627635479,-0.600363731384,0.0587500035763,0.0904201194644,1.04420948029,0.549409329891,-0.131932288408,0.144800007343,-0.328575730324,-0.390734404325,-0.586590468884,1.20363235474,0.333677113056,-0.569770336151,-1.66157078743,-0.718548536301,0.297518193722,0.557864487171,1.57514488697,-0.734219253063,-0.34311619401,-0.155550718307,-0.229178607464,1.13855111599
3108,0.718962132931,0.891907453537,1.28134989738,-0.553358614445,0.0874615162611,0.566438853741,-0.429943025112,0.416223734617,0.18219999969,0.167105212808,-0.342941433191,-1.25324714184,0.378223866224,-0.115949988365,-0.0551787242293,-0.297574996948,-0.859420120716,-0.774935245514,0.886280536652,1.32254076004,-0.368352711201,-0.577003479004,0.31532150507,0.3805154562,7.21382474899,-0.245370447636,-0.245535001159,1.85194468498,1.118953228,-0.68618106842
