rid,DOS028_VCAP_6H:BRD-M03817478-001-01-8:5.04,DOS028_VCAP_24H:BRD-M03817478-001-01-8:5.04
5720,-0.298277527094,1.08385002613
466,-0.100976616144,0.691750049591
6009,0.217134863138,0.647149980068
2309,-1.06252884865,-0.705299973488
387,0.738288521767,-1.13080000877
3553,0.385495424271,4.48339986801
427,-0.15613399446,-0.749950051308
5898,0.465366452932,1.04065001011
23365,-0.481536477804,-0.211750000715
6657,1.24116849899,2.90549993515
5054,0.751630246639,0.30965000391
3108,-0.011432275176,-0.99715000391
1950,-0.102939218283,-0.102899968624
351,-0.461933135986,0.84375
4846,0.134697377682,-0.00784999877214
1452,-0.873078882694,-1.42264997959
4776,0.326445132494,1.36444997787
6908,-0.965378522873,-1.07700002193
672,-2.25699996948,-0.586349964142
5710,0.231340348721,-0.893149971962
2115,1.3609007597,0.949249982834
7015,0.938575446606,2.92059993744
8726,-0.511112749577,0.549650013447
2185,1.01593601704,0.745599985123
3315,0.46653854847,-0.105699986219
5289,0.440414428711,1.17309999466
868,0.0392522215843,1.52569997311
1677,1.19870305061,0.576450049877
7043,1.97383165359,-0.665799975395
5613,1.32438611984,0.82765007019
595,-0.146992594004,-0.870249986649
4793,0.276057958603,-0.539749979973
2736,1.34021270275,0.398449987173
5290,-0.221784755588,1.19939994812
6194,0.652784228325,-5.0
1676,0.384875148535,0.170750021935
23512,-0.986201882362,0.0954499915242
148022,0.43120226264,-1.56784999371
1906,0.97082644701,0.306850016117
8878,0.126836508512,-0.362250000238
3091,0.203281581402,0.254249989986
5743,-0.830042362213,4.72300004959
5321,0.677127122879,1.19959998131
4144,-0.305307120085,-0.0168500002474
1981,-0.251012861729,-0.873250007629
695,0.496447831392,-1.0232000351
10398,1.1415309906,4.99424982071
5708,0.442382603884,-0.517350018024
1213,-0.107171729207,-1.17615008354
226,0.710001111031,-1.85409998894
6777,1.33282983303,0.237250000238
2113,0.576923906803,2.7376999855
3329,-0.849958658218,-1.22035002708
1050,-0.351807445288,0.19855004549
9491,0.110871851444,0.249099999666
22926,1.47372472286,0.69889998436
5899,-0.533049464226,-2.10645008087
5467,1.71683573723,-0.726350009441
6774,0.0858136489987,0.365799993277
1788,1.2637642622,2.19239997864
5921,1.0594201088,-0.647549986839
5721,-0.0287971869111,1.52785003185
2263,0.0132893659174,1.36520004272
808,-0.277665138245,0.678149998188
30001,-0.289780557156,-1.15439999104
348,0.154857859015,0.757400035858
30849,-0.253174334764,-1.51520001888
1454,0.36735868454,-0.882850050926
6500,0.867863833904,-1.26254999638
5627,-0.623116016388,-0.131449997425
5715,-0.0286068059504,-0.455449998379
4791,0.646721124649,1.98409998417
56924,-0.710585057735,0.0736500024796
2690,-0.808970093727,-0.110000014305
1019,-0.545876383781,0.921849966049
51422,0.207817256451,1.13534998894
5788,1.48674595356,1.59384989738
6709,-0.807087957859,-2.00659990311
1277,0.473110377789,3.83839988708
993,-1.97319757938,-1.21905004978
7157,-0.954837799072,-0.194849997759
1958,-0.385060936213,0.260250002146
4582,-0.647778749466,-1.2445499897
9212,1.10857582092,0.299250006676
8440,-1.13651359081,-1.60535001755
6790,-0.193851605058,-1.01115000248
8851,0.276128053665,-1.18955004215
2534,0.154457092285,-0.131850004196
4893,1.5528845787,2.40394997597
665,0.732190549374,-0.00419998168945
4313,0.497211426497,2.446849823
1022,0.563729047775,0.701099991798
5880,0.704093456268,0.364549994469
3162,0.493700027466,-0.878849983215
1282,1.02105939388,1.67250001431
3383,0.114789128304,-1.06579995155
727,2.15232467651,0.728349983692
4792,-0.120236754417,-1.25080001354
4794,1.39014303684,0.911650002003
902,-0.0144910886884,0.0485999882221
8091,0.104832291603,-0.773050010204
3486,-0.0969677343965,0.542699992657
10818,0.953049182892,0.678900003433
3454,1.54566800594,1.23119997978
4282,-0.0811633467674,0.29240000248
1605,-0.00348196923733,-1.95749998093
10644,-0.68529176712,2.69790005684
2065,-0.506473958492,-2.01160001755
8321,1.35083866119,1.98790001869
8503,0.952353179455,0.233300000429
7027,0.584169864655,1.5082000494
6850,-0.370340526104,2.91380000114
1978,-0.434427797794,-1.89219999313
896,-1.49543583393,-1.21319997311
5777,0.0287806391716,-0.720950007439
1846,0.172620505095,-0.201900005341
5925,0.166333258152,0.725550055504
142,-3.94306302071,-0.364050000906
1021,-0.363315969706,0.0164499990642
5699,0.444408684969,0.201800003648
8061,0.573091983795,1.78849995136
1870,-0.12483844161,1.14544999599
1398,-0.159244611859,-1.58599996567
3312,-0.985297322273,-0.104600012302
891,1.08736467361,1.49625003338
4775,0.883181214333,-0.351750016212
5111,-0.606194972992,-0.17974999547
5696,-1.45368885994,0.409299969673
5588,0.982792794704,1.94060003757
6839,-1.47384917736,-1.09195005894
329,-1.74947834015,1.38255000114
5058,-1.55552828312,-1.05830001831
998,-0.270945131779,0.497900009155
9134,-1.79559779167,0.293449997902
6616,-0.0335330367088,1.97554993629
5223,-1.30230045319,0.0326499938965
4690,-0.371653795242,0.687049984932
958,0.655233800411,1.62434995174
1616,-0.274694740772,-0.594349980354
991,-0.397250503302,2.14354991913
6347,1.57280313969,1.46895003319
6714,0.246619582176,-1.8940500021
652,0.687533557415,2.62575006485
4331,-0.618742465973,-1.16199994087
7099,0.786501586437,1.88080000877
10320,1.07034039497,1.89989995956
2042,-0.549347162247,-0.5978500247
843,0.82367181778,1.07050001621
840,-0.59394043684,-2.21580004692
7048,1.22672986984,0.310799986124
4851,1.43808507919,0.859300017357
6464,0.598806679249,2.02679991722
23410,1.7744345665,-0.527400016785
54205,-0.0652572512627,0.916550040245
2770,0.201231777668,-0.99739998579
80204,1.19859516621,0.0547500252724
4208,1.06412255764,0.321850001812
1845,0.0157607197762,0.290800005198
23368,0.66653162241,1.23074996471
5583,-0.0329286158085,4.29440021515
8900,0.961541652679,1.66295003891
581,0.544486343861,1.79255008698
6193,1.11264801025,-0.941250026226
6622,1.27654802799,1.03565001488
11261,-0.256503015757,-1.78485000134
6696,1.28010714054,0.409699976444
8312,0.406129539013,-0.830100059509
835,-0.0463708043098,-1.10074996948
8324,-0.598539233208,0.49715000391
1848,-0.3060978055,-0.173399984837
154,-1.70349431038,-0.217199981213
4312,0.135968774557,4.57114982605
994,-0.919795095921,-0.62190002203
2048,-0.254262834787,-0.0786499977112
1111,1.69541919231,0.688349962234
5154,-0.065374083817,-0.533450007439
2920,-0.975762486458,-0.304100036621
3122,0.863540768623,0.289449989796
2769,-0.0175749994814,1.07260000706
5900,-0.593016862869,-1.53554999828
6304,0.282051980495,0.167649999261
5211,0.134387284517,-2.41680002213
2886,-0.469395875931,1.3995000124
9261,-0.726370990276,-1.49995005131
8569,-0.426919162273,2.52619981766
3303,1.22479188442,0.214950025082
5331,-0.94755756855,-1.61875009537
5347,-0.958927571774,-0.400950014591
4638,0.333116203547,1.0040500164
2264,0.0487815141678,-1.08185005188
1029,-0.490793019533,-0.0735500156879
1027,-1.80175077915,-3.84645009041
2597,0.0,-0.2323500067
55847,1.14020299911,0.176100000739
25803,-0.764371097088,-0.835199952126
3480,-0.660880565643,-0.291500002146
