rid,CPC002_HA1E_6H:BRD-A00758722-001-03-1:10,CPC002_HA1E_6H:BRD-K80334323-001-03-5:10,CPC002_HA1E_24H:BRD-A00758722-001-03-1:10,CPC002_HA1E_24H:BRD-K80334323-001-03-5:10,CPC002_HCC515_6H:BRD-A00758722-001-03-1:10,CPC002_HCC515_6H:BRD-K80334323-001-03-5:10,CPC002_HCC515_24H:BRD-A00758722-001-03-1:10,CPC002_HCC515_24H:BRD-K80334323-001-03-5:10,CPC002_PC3_6H:BRD-A00758722-001-03-1:10,CPC002_PC3_6H:BRD-K80334323-001-03-5:10,CPC002_PC3_24H:BRD-A00758722-001-03-1:10,CPC002_PC3_24H:BRD-K80334323-001-03-5:10,CPC002_VCAP_6H:BRD-A00758722-001-03-1:10,CPC002_VCAP_6H:BRD-K80334323-001-03-5:10,CPC002_VCAP_24H:BRD-A00758722-001-03-1:10,CPC002_VCAP_24H:BRD-K80334323-001-03-5:10,CPC016_A375_6H:BRD-K80334323-001-03-5:10,CPC016_A549_6H:BRD-K80334323-001-03-5:10,CPC016_A549_24H:BRD-K80334323-001-03-5:10,CPC016_ASC_24H:BRD-K80334323-001-03-5:10,CPC016_HEPG2_6H:BRD-K80334323-001-03-5:10,CPC016_HT29_6H:BRD-K80334323-001-03-5:10,CPC016_MCF7_6H:BRD-K80334323-001-03-5:10,CPC016_MCF7_24H:BRD-K80334323-001-03-5:10,CPC016_NEU_24H:BRD-K80334323-001-03-5:10,CPC016_NPC_24H:BRD-K80334323-001-03-5:10,CPC016_SKB_24H:BRD-K80334323-001-03-5:10,CPC018_A375_6H:BRD-A00758722-001-03-1:10,CPC018_A549_6H:BRD-A00758722-001-03-1:10,CPC018_A549_24H:BRD-A00758722-001-03-1:10,CPC018_ASC_24H:BRD-A00758722-001-03-1:10,CPC018_HEPG2_6H:BRD-A00758722-001-03-1:10,CPC018_HT29_6H:BRD-A00758722-001-03-1:10,CPC018_MCF7_6H:BRD-A00758722-001-03-1:10,CPD001_MCF7_6H:BRD-K83229621-001-01-7:10,CPC018_MCF7_24H:BRD-A00758722-001-03-1:10,CPD001_MCF7_24H:BRD-K83229621-001-01-7:10,CPC018_NPC_24H:BRD-A00758722-001-03-1:10,CPD001_PC3_24H:BRD-K83229621-001-01-7:10,CPC018_PHH_24H:BRD-A00758722-001-03-1:10,CPC018_SKB_24H:BRD-A00758722-001-03-1:10,BRAF001_A375_24H:BRD-K83229621-001-01-7:10,BRAF001_A375_24H:BRD-K83229621-001-01-7:2.5,BRAF001_A375_24H:BRD-K83229621-001-01-7:0.625,BRAF001_A375_24H:BRD-K83229621-001-01-7:0.15625,BRAF001_A375_6H:BRD-K83229621-001-01-7:10,BRAF001_A375_6H:BRD-K83229621-001-01-7:2.5,BRAF001_A375_6H:BRD-K83229621-001-01-7:0.625,BRAF001_A375_6H:BRD-K83229621-001-01-7:0.15625,BRAF001_HEK293T_24H:BRD-K83229621-001-01-7:10,BRAF001_HEK293T_24H:BRD-K83229621-001-01-7:2.5,BRAF001_HEK293T_24H:BRD-K83229621-001-01-7:0.625,BRAF001_HEK293T_24H:BRD-K83229621-001-01-7:0.15625,BRAF001_HEK293T_6H:BRD-K83229621-001-01-7:10,BRAF001_HEK293T_6H:BRD-K83229621-001-01-7:2.5,BRAF001_HEK293T_6H:BRD-K83229621-001-01-7:0.625,BRAF001_HEK293T_6H:BRD-K83229621-001-01-7:0.15625
5720,-0.258266687393,-1.53890442848,-0.995396137238,-1.83810007572,-1.77915775776,-0.761634171009,-0.703777492046,-0.883224129677,0.9208984375,-0.513639450073,0.306680500507,-0.184309467673,-0.415374577045,0.3353074193,-2.08942317963,-1.67789292336,-0.179501980543,-0.598700046539,-0.593550503254,0.377248167992,-0.0996000021696,0.375766605139,0.510097980499,-1.26502978802,-0.711236476898,0.447794765234,-0.573870837688,-1.94285082817,-1.11084997654,-0.0850499942899,-0.292559683323,0.00813330709934,-0.605813622475,-0.825514554977,-0.957152426243,-1.26442980766,-1.35877513885,0.860441327095,-1.15603661537,0.726849973202,0.51020270586,0.0994976609945,-0.334641158581,0.0690536871552,0.42657148838,-0.449805021286,0.21901063621,0.272976726294,0.278358280659,-1.29664170742,-0.397853672504,-0.0121431322768,-0.34071213007,-0.196855336428,0.095823764801,0.223178595304,-0.058706343174
466,-0.109266683459,-2.85121440887,-1.25861179829,-1.17645001411,-0.0530355572701,1.72972869873,-1.31144416332,-0.756073176861,0.455738902092,-0.996436655521,-0.0287774801254,0.382460564375,-0.0205100700259,0.284508049488,-0.976480841637,-0.0955798923969,0.105373300612,-0.88740003109,-1.0355066061,0.102159649134,-2.17006659508,-3.24813842773,0.0521545559168,-0.301963925362,0.779786467552,-0.169906437397,-0.414804965258,-1.01639223099,-1.34095001221,0.0469000041485,-0.321793556213,-1.59560012817,-0.263235777617,-1.11850357056,-0.546160280704,-0.494966894388,0.605401992798,-0.641676127911,0.39818662405,-0.44580000639,0.408010959625,-0.258404701948,-0.671118438244,-0.602400839329,-0.354014486074,0.013931972906,0.402803122997,0.419504076242,0.628656327724,-0.143671527505,0.0822731554508,-0.190369725227,-0.38539737463,0.30911681056,0.243185222149,0.0320184156299,0.318243741989
6009,-0.435266673565,-0.251263737679,-0.724256694317,-0.379700005054,0.382166326046,-0.0293029099703,-0.831826448441,-0.476754933596,0.74445027113,0.188050270081,0.352502554655,-0.221304744482,-0.275403052568,-0.257342427969,-1.07126522064,-1.24385166168,-0.12581820786,-0.91455000639,0.402052521706,0.834858775139,0.0794666707516,-0.218052089214,-0.343472808599,-0.292296439409,0.20896962285,0.611028313637,-0.334699362516,-0.929813981056,-0.434399992228,-0.403699994087,-0.0337658673525,-0.33576670289,-1.07355690002,-0.284568607807,-1.39603281021,0.466556102037,-0.293790489435,-1.21142232418,0.35253199935,-0.65600001812,-0.857912003994,0.524728298187,0.252022922039,0.921274840832,-0.000157959759235,0.277328670025,-0.517473995686,-0.0426890552044,-0.321661621332,0.40567690134,-0.429442822933,-0.172659128904,-0.0143155306578,0.102032132447,0.00740467756987,0.561284184456,0.176400065422
2309,0.621733367443,-2.46454572678,-0.233735382557,-0.558699965477,0.373768925667,-1.87830293179,0.171932592988,-0.577622830868,-0.697325527668,-0.576206088066,-0.281179279089,-1.53947329521,2.35174751282,1.70132517815,0.170187518001,0.37383210659,1.16630339622,-1.04579997063,-0.0718019008636,-0.661403417587,0.559433341026,0.414580702782,-1.44906365871,0.054931499064,0.614536762238,-0.765648365021,-0.0691674947739,2.36073327065,-0.0525999963284,-0.445100009441,-0.0415629148483,0.243866682053,-0.741654396057,-0.124744303524,-1.23200511932,-0.00145500898361,-0.270768910646,-1.2372739315,-0.597490429878,-0.467700004578,-1.1262922287,-0.687472879887,0.0493167117238,-0.0105732232332,0.65020686388,-0.276058465242,-0.0448517501354,-0.449777156115,-0.497275173664,1.04325914383,0.1057330966,-0.85769110918,0.789932131767,0.11655254662,0.323513299227,0.394228041172,-0.0170585401356
387,-0.33803331852,-0.235109388828,-0.74159604311,-1.3084000349,-0.166279584169,-0.324459850788,-1.41293096542,-0.517080545425,0.0913321152329,0.405132114887,-0.104089163244,-0.247987091541,-1.17651927471,0.0346637517214,-0.0834080055356,0.303127467632,0.185502111912,-0.621649980545,0.322981059551,0.139663845301,-0.656200051308,-0.419577002525,-0.020905867219,-0.20409052074,0.525883197784,0.0950707197189,-0.636548638344,-0.890581786633,-0.327399998903,0.0321500040591,0.807702064514,-0.554000079632,-0.682119548321,-0.521265685558,-1.13037836552,-0.0999715775251,-0.722945094109,-0.968360304832,-0.735376238823,0.687650024891,-1.00430893898,0.19124750793,-0.0038859564811,-0.372904390097,0.232057541609,0.455119073391,-0.273828327656,-0.460327416658,-0.0843205302954,0.979236483574,0.0542673170567,-0.156399413943,0.54780459404,0.403039216995,0.0518027208745,0.256035804749,0.467056363821
3553,1.02066671848,0.854875922203,1.31437563896,4.07240009308,0.613390922546,0.577783584595,-0.259044796228,-0.41692429781,-0.554734826088,-1.13147461414,-0.29826426506,-0.792737364769,1.26534438133,-1.13117003441,2.95304346085,0.414941012859,-0.68599319458,0.170599997044,0.136632055044,0.0322662144899,0.333200007677,-0.0392348244786,-0.838201761246,-0.502085447311,0.225263163447,0.605710268021,0.573199629784,1.18969333172,2.00020003319,0.360250025988,-0.357827663422,0.79923337698,0.794290423393,1.17972934246,1.30176413059,0.711641073227,-0.189482241869,1.47449123859,-1.18718922138,0.598299980164,2.03890132904,-0.455817401409,-0.0856861025095,-0.35186073184,-0.592332959175,-0.1580529809,-0.725526690483,-0.0294877514243,-0.136533081532,-0.0666257664561,-0.141369134188,-0.18101516366,-0.231773018837,-0.0448949597776,-0.441121459007,-0.349861621857,-0.721147298813
427,-0.123833328485,0.167270481586,-0.767942726612,-0.266600012779,-0.325701296329,0.724909007549,-0.931619167328,1.5363522768,-0.187604755163,0.486721545458,-0.238233759999,0.678086519241,0.607997894287,1.12241721153,1.39029312134,3.00820994377,0.0858726873994,-0.511849999428,1.19438183308,-0.758751094341,-0.807266712189,0.426984041929,-0.0332844853401,-0.311131507158,-0.0478749573231,-0.82857388258,0.266055613756,2.27224183083,-0.409549951553,-0.0694999992847,0.182103469968,-1.03940010071,0.797954916954,-0.749618589878,0.46554043889,0.320253461599,0.323454022408,1.14641070366,0.479261040688,0.288949966431,1.47836148739,0.0255907028913,0.0649151802063,0.0682813599706,0.354953765869,-0.199881970882,-0.304024368525,-0.119743794203,0.808845818043,-0.441722035408,0.999588489532,0.194134771824,0.330965936184,0.212377727032,-0.090933971107,-0.194496050477,0.416048914194
5898,-0.10790002346,-0.865918040276,-0.404025912285,-0.849099993706,-0.227121561766,-1.98849117756,-0.101027354598,0.0526423156261,0.655312597752,-0.126899600029,-0.279232442379,-0.956619083881,-0.485318362713,-0.270180046558,1.89915335178,1.22489738464,-0.521863520145,-0.937650024891,0.300971210003,-1.11926400661,-0.792999982834,-1.3874065876,-0.00404715538025,-0.0623900815845,0.385325103998,-0.0661943033338,0.433730751276,1.04247117043,-0.188300013542,-0.418150007725,1.42508459091,-0.968800067902,-0.866620957851,-0.198739543557,0.493584513664,0.613961994648,0.588721036911,0.280804306269,0.520223617554,-0.309949994087,0.31444811821,0.44703233242,0.157944276929,0.0141056142747,0.076202660799,0.0173636320978,-0.439950287342,-1.63560283184,-0.603849589825,0.0495057851076,-1.02060878277,0.524424314499,-0.274645537138,0.441719532013,-1.22308838367,0.103250563145,0.162897914648
23365,-0.144066691399,0.24832560122,-0.154512256384,-1.49940001965,-0.620814561844,2.70933794975,-0.871787548065,-0.257067263126,-0.918496906757,0.763458132744,0.0575565546751,1.07710874081,-0.464337557554,-0.261976659298,-0.230458647013,-0.162168949842,-0.00509349256754,-0.539950013161,-0.316272437572,1.03676390648,-0.520133376122,-1.31590914726,0.906281292439,0.532692551613,-0.166334554553,0.17966067791,-0.153269410133,2.20664477348,-0.774649977684,0.714650034904,0.186025008559,-0.522899985313,0.389419794083,-0.306920528412,0.267360955477,-0.233150541782,0.170543253422,0.265388041735,0.367297261953,1.51130008698,-0.330294549465,0.261552453041,0.00916646420956,-0.561203300953,-0.367759943008,0.0352130830288,-0.401976525784,-0.808034598827,-0.20002964139,0.540769457817,-0.265636652708,-0.111239470541,-0.546739220619,0.785668134689,-0.26715272665,-1.08445227146,-0.744355678558
6657,0.27803337574,0.335436522961,1.10274171829,4.25759983063,0.681690335274,-1.40466070175,-0.160856306553,-0.749771952629,0.751221656799,1.24131429195,0.520889699459,1.27909839153,0.569454848766,-0.344400882721,2.4612698555,0.927192568779,0.123048827052,0.337249994278,-0.358059376478,-0.115900687873,0.493799984455,-0.403297990561,-1.38489675522,-1.19415163994,0.624626338482,-0.164353191853,-0.634477734566,1.00377583504,1.37590003014,-0.0166000053287,-0.27320343256,1.58743333817,1.86382484436,1.64350986481,1.01542329788,-0.577698588371,-0.565517783165,-1.11270654202,0.744255244732,0.665600001812,1.88363945484,-0.0881200581789,0.308670818806,0.213373452425,0.155053600669,0.0202972516418,0.0622188411653,0.268138259649,0.210632681847,-0.48998233676,0.0591579973698,0.724529862404,0.622023582458,-0.00816223025322,0.0736877247691,0.24612788856,0.509902119637
