rid,CPC002_HA1E_6H:BRD-A00758722-001-03-1:10,CPC002_HA1E_6H:BRD-K80334323-001-03-5:10,CPC002_HA1E_24H:BRD-A00758722-001-03-1:10,CPC002_HA1E_24H:BRD-K80334323-001-03-5:10,CPC002_HCC515_6H:BRD-A00758722-001-03-1:10,CPC002_HCC515_6H:BRD-K80334323-001-03-5:10,CPC002_HCC515_24H:BRD-A00758722-001-03-1:10,CPC002_HCC515_24H:BRD-K80334323-001-03-5:10,CPC002_PC3_6H:BRD-A00758722-001-03-1:10,CPC002_PC3_6H:BRD-K80334323-001-03-5:10,CPC002_PC3_24H:BRD-A00758722-001-03-1:10,CPC002_PC3_24H:BRD-K80334323-001-03-5:10,CPC002_VCAP_6H:BRD-A00758722-001-03-1:10,CPC002_VCAP_6H:BRD-K80334323-001-03-5:10,CPC002_VCAP_24H:BRD-A00758722-001-03-1:10,CPC002_VCAP_24H:BRD-K80334323-001-03-5:10,CPC016_A375_6H:BRD-K80334323-001-03-5:10,CPC016_A549_6H:BRD-K80334323-001-03-5:10,CPC016_A549_24H:BRD-K80334323-001-03-5:10,CPC016_ASC_24H:BRD-K80334323-001-03-5:10,CPC016_HEPG2_6H:BRD-K80334323-001-03-5:10,CPC016_HT29_6H:BRD-K80334323-001-03-5:10,CPC016_MCF7_6H:BRD-K80334323-001-03-5:10,CPC016_MCF7_24H:BRD-K80334323-001-03-5:10,CPC016_NEU_24H:BRD-K80334323-001-03-5:10,CPC016_NPC_24H:BRD-K80334323-001-03-5:10,CPC016_SKB_24H:BRD-K80334323-001-03-5:10,CPC018_A375_6H:BRD-A00758722-001-03-1:10,CPC018_A549_6H:BRD-A00758722-001-03-1:10,CPC018_A549_24H:BRD-A00758722-001-03-1:10,CPC018_ASC_24H:BRD-A00758722-001-03-1:10,CPC018_HEPG2_6H:BRD-A00758722-001-03-1:10,CPC018_HT29_6H:BRD-A00758722-001-03-1:10,CPC018_MCF7_6H:BRD-A00758722-001-03-1:10,CPD001_MCF7_6H:BRD-K83229621-001-01-7:10,CPC018_MCF7_24H:BRD-A00758722-001-03-1:10,CPD001_MCF7_24H:BRD-K83229621-001-01-7:10,CPC018_NPC_24H:BRD-A00758722-001-03-1:10,CPD001_PC3_24H:BRD-K83229621-001-01-7:10,CPC018_PHH_24H:BRD-A00758722-001-03-1:10,CPC018_SKB_24H:BRD-A00758722-001-03-1:10,BRAF001_A375_24H:BRD-K83229621-001-01-7:10,BRAF001_A375_24H:BRD-K83229621-001-01-7:2.5,BRAF001_A375_24H:BRD-K83229621-001-01-7:0.625,BRAF001_A375_24H:BRD-K83229621-001-01-7:0.15625,BRAF001_A375_6H:BRD-K83229621-001-01-7:10,BRAF001_A375_6H:BRD-K83229621-001-01-7:2.5,BRAF001_A375_6H:BRD-K83229621-001-01-7:0.625,BRAF001_A375_6H:BRD-K83229621-001-01-7:0.15625,BRAF001_HEK293T_24H:BRD-K83229621-001-01-7:10,BRAF001_HEK293T_24H:BRD-K83229621-001-01-7:2.5,BRAF001_HEK293T_24H:BRD-K83229621-001-01-7:0.625,BRAF001_HEK293T_24H:BRD-K83229621-001-01-7:0.15625,BRAF001_HEK293T_6H:BRD-K83229621-001-01-7:10,BRAF001_HEK293T_6H:BRD-K83229621-001-01-7:2.5,BRAF001_HEK293T_6H:BRD-K83229621-001-01-7:0.625,BRAF001_HEK293T_6H:BRD-K83229621-001-01-7:0.15625
5054,-0.592233359814,0.263731062412,-0.495479941368,-2.38264989853,-0.263346612453,0.688099145889,-1.16521942616,1.42392420769,-0.486593693495,-1.19288313389,0.456098198891,-0.102766335011,-0.0574550032616,-0.626247763634,0.455719053745,-1.48436236382,-0.539821863174,0.695900022984,0.334782898426,0.196838229895,-0.0897666811943,-0.510694742203,-0.166234582663,0.317248612642,0.393403798342,1.3937959671,0.695636332035,1.19561994076,-3.42234992981,0.813150048256,0.981939315796,-0.0982333272696,0.0742732435465,0.563282966614,0.640917956829,0.42615661025,-0.00711986422539,-0.105823479593,-3.08686757088,0.508650004864,-1.26338124275,-0.241664111614,0.535375595093,0.43139141798,0.325538337231,-0.0575583279133,0.114873245358,-0.439928114414,-0.141351237893,0.428417444229,0.131697446108,-0.422311127186,1.2107874155,1.29333817959,0.825260221958,-0.0708524361253,0.450986117125
3108,0.387100040913,0.110926955938,-1.00835096836,-0.603100001812,1.26702904701,-0.475963771343,-0.619947850704,-0.0557196438313,-0.253512620926,-0.0516177862883,0.0443327277899,-0.828497111797,0.224812850356,0.116196811199,-0.768060684204,-0.549665749073,0.358923494816,-0.66914999485,-0.0294395163655,1.01626110077,-0.202633336186,-1.89770233631,0.10473805666,-0.99711471796,-1.15977931023,-0.558599054813,-2.03033447266,-2.09530115128,-0.319649994373,-0.418650001287,-0.934594452381,-0.221100017428,-0.00250536948442,-0.972470998764,-0.805741071701,0.147967264056,-0.930503308773,-0.400292038918,0.612448811531,0.769749939442,0.238211527467,0.0556010007858,-0.246766269207,-0.194632470608,-0.366880774498,0.53258907795,-0.113171175122,-0.647131145,-0.32782137394,-0.454203784466,-0.65951359272,0.0196633115411,0.301932036877,-0.133331045508,0.415616124868,-0.197494029999,-0.465883553028
1950,-0.0854666680098,0.0519098043442,-0.558255970478,0.835700035095,1.04963898659,1.31521320343,1.21620893478,1.07216215134,0.0336906276643,2.05352878571,0.358137667179,1.80693936348,2.84289050102,-0.292143285275,1.57274568081,1.97881770134,-0.117596633732,0.179700002074,-0.520547568798,-0.26678159833,0.261866658926,-0.281598508358,-1.01512396336,4.39344215393,-0.159493491054,0.0787762999535,-0.18963509798,1.28908610344,1.87625002861,-2.02369999886,-0.370924919844,1.13920009136,0.223635137081,0.755534827709,0.107042595744,3.09762763977,-0.278511881828,0.446447581053,-0.855885744095,-0.197999984026,1.28258919716,-0.0673415735364,-0.123787567019,0.0998107418418,-0.341560691595,-0.142179518938,0.141897708178,0.364749878645,-0.119860440493,0.221048548818,-0.782168567181,-0.48727157712,-0.269937694073,-0.560946881771,-0.280718386173,0.442537546158,0.929571092129
351,0.702533364296,1.13858306408,0.838757038116,1.50489997864,-0.487259835005,1.6363196373,0.315990746021,-0.12281498313,-0.182563334703,0.924121499062,1.04100596905,0.40664473176,-0.708352327347,0.709884524345,0.330560564995,0.316287100315,-0.0286757946014,0.0656500011683,0.143662407994,-0.420183360577,-0.184599995613,0.201783448458,-1.22129881382,0.175759971142,1.3811608369e-05,0.00104064494371,0.214415758848,-2.26970124245,0.821200013161,-1.14289999008,-0.0159545429051,0.752433359623,0.32600530982,0.527575433254,-0.321815252304,-0.686450362206,0.425075948238,0.0775464773178,0.160330995917,0.334300011396,1.21282458305,-0.810447216034,-0.00887239724398,0.126089602709,0.309873461723,-0.872968673706,0.0766759440303,0.368016630411,-0.282127171755,-0.349397540092,-0.0495750531554,-0.0189926512539,0.13197222352,-0.813746273518,0.288651376963,0.491109788418,0.104893893003
4846,-0.0270666629076,0.415366470814,-0.581640660763,2.21269989014,2.15385150909,0.130529344082,0.731001734734,2.67751479149,0.368981361389,-0.231938660145,0.588478207588,0.448513180017,-0.168782606721,-0.219327673316,-0.401901721954,0.685359835625,0.929830312729,0.400099992752,1.04518389702,-0.340262591839,-0.162699997425,0.777470111847,0.0283880531788,-0.484061419964,-0.0965632274747,-0.541057229042,-0.225821375847,0.540998578072,1.29605007172,0.291000008583,0.530804395676,-0.36643332243,-0.847713589668,0.429814100266,-1.25001180172,-0.0209744870663,-0.973417401314,-0.695198297501,-0.725732922554,-1.57815003395,0.690140366554,-0.369743317366,-0.310537040234,0.285803794861,-0.422362864017,1.56304037571,0.161789432168,0.00226590782404,0.199870839715,-0.0440950468183,-0.342758595943,-0.0139894541353,-0.0859770029783,-0.290506124496,-0.0993289574981,0.259198069572,0.042157124728
1452,-0.277000010014,-1.05599653721,-2.04117822647,-2.07824993134,-0.0520042777061,-0.765729188919,-1.04243576527,-0.911096155643,-0.20222620666,-0.429777652025,-1.04035413265,-1.68360173702,1.18032717705,0.397763073444,1.62014138699,2.75831317902,0.175068616867,0.483249992132,-0.983395636082,-1.78821861744,0.0436333119869,-0.65578687191,-0.037534609437,-0.423297524452,0.716365098953,0.560563981533,-0.472170829773,0.0328198075294,1.27189993858,-0.340649992228,0.00292269140482,-0.178366661072,-0.0753592550755,-0.0825657695532,-0.361363828182,-0.210306286812,-0.0468649864197,0.720611095428,-0.226091459394,-0.366949975491,-0.700559139252,0.587152838707,0.0231850445271,-0.242903977633,0.138541355729,0.218945980072,-0.635488808155,-0.505672395229,-0.212171792984,1.09446716309,0.372190535069,0.145595639944,-0.294783711433,0.325934976339,-0.37509354949,-0.492935210466,0.343693971634
4776,0.261799991131,1.54941940308,1.75061964989,1.71829998493,1.38497161865,1.46483933926,-0.0111761838198,0.331907659769,0.163028404117,1.23073863983,0.654819905758,1.32216060162,0.991628885269,-0.681880295277,2.62380456924,0.980813384056,-0.248612955213,0.919200003147,-0.0669822543859,0.532679140568,0.019433349371,0.10276992619,-1.21761059761,-0.347967475653,0.14807073772,0.150813192129,-0.222381681204,1.36620426178,1.5121999979,0.279399991035,0.172420501709,1.15779995918,0.341738522053,1.47361469269,1.01961886883,0.268824875355,-0.0938885807991,1.2444896698,0.917470812798,1.33665001392,2.58329629898,0.0184770449996,-0.0487620607018,-0.422883778811,-0.743203043938,0.3216150105,0.59190928936,0.522854566574,0.477425634861,0.370031356812,0.13416326046,-0.189346253872,0.142818078399,-0.157645344734,-0.483046025038,-0.421792805195,-0.169889524579
6908,-0.974366664886,-1.12142205238,-1.33200919628,-2.29824995995,-0.0673926770687,0.32069081068,-1.08370804787,-0.173074811697,0.459662854671,0.0670972466469,-0.0446769334376,0.186604484916,0.423424124718,0.17134951055,-2.40727186203,-0.783701598644,0.25927349925,-0.475000023842,0.260857075453,-0.513107955456,-0.428200006485,0.238355740905,0.899391114712,0.734721064568,-0.62260633707,-0.5848082304,-0.341028213501,-1.80593526363,-0.480749994516,-0.475400000811,-0.454356104136,-0.462633252144,-0.365540325642,-0.751071214676,-0.485558658838,-0.0120760686696,-0.472121953964,-1.53473091125,-0.564881145954,-1.07414996624,-0.482070028782,0.479719668627,-0.0857433751225,0.111905217171,-0.108629688621,0.328573167324,0.527593433857,0.241731315851,0.591123998165,-0.709681093693,1.49351620674,0.397948890924,-0.131314411759,0.153326660395,0.0549854710698,-0.204463541508,0.715619444847
672,-0.686433315277,-0.465512633324,-0.595124661922,-1.42604994774,0.759647965431,-0.282899856567,0.0806928128004,-0.379638493061,-0.304041355848,-0.69357162714,0.101545348763,-0.607486307621,0.146735697985,0.11873357743,-3.13563036919,-4.02350950241,0.267004400492,0.0420500002801,-0.617614150047,1.08208620548,0.110966667533,0.320041269064,0.857295572758,0.556537985802,0.808134257793,-0.505112588406,0.0657385885715,0.337676554918,-0.1725499928,0.336400002241,-0.0267643332481,-0.28056666255,0.282091677189,-0.80526047945,0.371724784374,2.40282273293,1.11482644081,2.89597082138,-0.285782933235,1.06610000134,2.37568354607,0.510159671307,0.481714516878,0.923018395901,0.37817671895,-0.497756958008,0.31039005518,0.379807889462,0.140757203102,-0.995303094387,0.127956733108,0.410159766674,0.214920386672,0.312945336103,0.308606863022,0.741472005844,0.512036681175
5710,0.0154666602612,-0.863075077534,-1.29322504997,-3.84409999847,-0.327290415764,-1.21728539467,-1.5919636488,-1.42347598076,-1.53301584721,-0.533970057964,-0.282607913017,-1.23541939259,-0.290459245443,-0.834081888199,-0.759150207043,-0.675144731998,-0.130647331476,-0.340449988842,0.131099566817,0.431407868862,-0.0931667089462,0.731305360794,0.626445293427,0.143360763788,0.55018299818,-0.165236353874,0.590050578117,-0.640966534615,-0.923949956894,0.451850026846,0.101416602731,-0.591633439064,0.322771430016,0.578165471554,-1.72863590717,-0.213421776891,-0.263619095087,-0.665689885616,0.28005412221,-0.0465500056744,-2.1023542881,0.656434774399,0.262561351061,-0.709066748619,-0.233341529965,0.399478644133,-0.23444455862,-0.578651666641,0.000206232070923,0.61548781395,0.0237282849848,-0.769850194454,-0.752057433128,0.726166009903,-0.511203587055,-0.462472766638,-0.705730617046
2115,-0.649333357811,-0.334366828203,-0.0104422494769,1.46784996986,0.391106873751,-1.79022431374,-0.351569861174,-0.776039481163,-0.369210511446,0.00234074145555,0.283415496349,-0.592181503773,0.443459033966,-0.191702142358,2.37937879562,-0.329456090927,0.188723176718,-1.16649997234,1.06996202469,0.525934696198,-0.252799987793,-0.253473490477,-0.698527097702,0.301214575768,0.510653913021,0.0159363150597,0.0700974687934,1.86656200886,-0.104399994016,1.08885002136,0.109857067466,0.626933336258,0.641944885254,0.227759152651,-0.0648773908615,0.0891566723585,-0.79307103157,0.149350017309,0.698045611382,4.45564985275,0.723010420799,0.391239076853,0.0514100827277,-0.0389995351434,0.147197604179,0.500214099884,0.67442470789,0.0793030932546,0.491790175438,-0.809671521187,0.000694960355759,0.512720346451,0.487934321165,0.158056676388,0.221542000771,-0.0150592811406,-0.448255389929
7015,0.377400040627,0.633522689342,1.8777217865,3.64374995232,1.02999734879,0.210124507546,0.958131074905,1.03511357307,-0.146492823958,0.460432231426,0.179191797972,0.405751526356,0.173320740461,-0.662575602531,1.16139686108,0.637254118919,-0.278192311525,0.38354998827,-0.723644912243,-0.807156682014,0.83259999752,-0.0915419757366,-0.816460371017,-0.535244166851,0.421194463968,0.529776275158,-0.413706064224,1.26573181152,0.567299962044,-0.895699977875,0.223196715117,0.548766672611,0.147072225809,0.75309497118,-0.121555946767,-0.168644338846,-0.26307195425,0.370677769184,0.777058720589,-0.102750003338,0.657297372818,0.586436033249,0.362439393997,-0.371089965105,-0.457876771688,0.137585654855,0.696834564209,0.320303320885,0.163799464703,0.69882273674,0.200021892786,0.18345707655,0.266363799572,0.334020704031,-0.363572925329,-0.582893073559,-0.00553679652512
8726,-0.177966669202,0.724849522114,-0.216043189168,-0.414499998093,0.205025404692,-0.80385607481,-0.402005851269,0.786975860596,0.306440412998,-0.456864118576,-0.293851882219,-0.0882348120213,-0.207721590996,-0.0486890971661,2.56229543686,-0.717304944992,1.49673438072,-0.0260499864817,-0.24639749527,-0.0299512147903,-0.171400010586,-0.33619081974,0.913006067276,0.647250533104,0.10301207751,1.20379197598,0.248228952289,-0.721954762936,-0.474850028753,1.30805003643,-1.04813826084,-0.518866658211,-0.340338110924,0.320280194283,0.398701936007,-0.531388819218,0.693455934525,-0.865275382996,-0.0477703809738,-0.329800009727,1.48693716526,-0.0790005624294,-0.366854399443,0.293997049332,-0.370318502188,0.484952718019,-0.125589743257,-0.128032669425,-0.3399964571,0.061796490103,-0.539569735527,-0.182914584875,-0.412832796574,-0.742339909077,0.205843880773,0.298462480307,-1.44425094128
2185,0.591899991035,1.98220539093,1.7663756609,3.48099994659,0.835637271404,1.88427686691,1.37292528152,1.69097089767,-0.0310127176344,1.58055961132,0.553208947182,1.73761224747,1.45913040638,0.32625374198,2.90577840805,2.20853900909,-0.0868633836508,0.544400036335,0.12990707159,0.980977118015,0.213066652417,0.103260703385,-1.45145201683,0.419027477503,0.802032232285,-0.340738147497,-0.146395534277,1.46155643463,1.46159994602,-0.0561000034213,-0.23167000711,0.862999975681,0.8924087286,1.16673111916,0.540402173996,-0.161633789539,-0.439258813858,1.05740785599,0.68553674221,1.07239997387,2.41966533661,-0.118321672082,-0.602795660496,-0.489495813847,-0.662703275681,0.0324725657701,-0.713417351246,-0.698643922806,-0.279828310013,0.00265625119209,0.191924020648,-0.199547261,-0.473880946636,-0.30052626133,-0.245179340243,-0.0154083892703,-0.698060035706
