rid,CPC003_HA1E_6H:BRD-A65449987-001-06-2:10,CPC002_HA1E_6H:BRD-K49577446-001-03-1:10,CPC003_HA1E_24H:BRD-A65449987-001-06-2:10,CPC002_HA1E_24H:BRD-K49577446-001-03-1:10,CPC003_HCC515_6H:BRD-A65449987-001-06-2:10,CPC002_HCC515_6H:BRD-K49577446-001-03-1:10,CPC003_HCC515_24H:BRD-A65449987-001-06-2:10,CPC002_HCC515_24H:BRD-K49577446-001-03-1:10,CPC003_PC3_6H:BRD-A65449987-001-06-2:10,CPC002_PC3_6H:BRD-K49577446-001-03-1:10,CPC003_PC3_24H:BRD-A65449987-001-06-2:10,CPC002_PC3_24H:BRD-K49577446-001-03-1:10,CPC003_VCAP_6H:BRD-A65449987-001-06-2:10,CPC002_VCAP_6H:BRD-K49577446-001-03-1:10,CPC003_VCAP_24H:BRD-A65449987-001-06-2:10,CPC002_VCAP_24H:BRD-K49577446-001-03-1:10,CPC009_A375_6H:BRD-K49577446-001-09-8:10,CPC009_A549_6H:BRD-K49577446-001-09-8:10,CPC009_HA1E_6H:BRD-K49577446-001-09-8:10,CPC009_HCC515_6H:BRD-K49577446-001-09-8:10,CPC009_HEPG2_6H:BRD-K49577446-001-09-8:10,CPC009_HT29_6H:BRD-K49577446-001-09-8:10,CPC009_MCF7_6H:BRD-K49577446-001-09-8:10,CPC009_MCF7_24H:BRD-K49577446-001-09-8:10,CPC009_PC3_6H:BRD-K49577446-001-09-8:10,CPC009_PC3_24H:BRD-K49577446-001-09-8:10,CPC009_VCAP_6H:BRD-K49577446-001-09-8:10,CPC009_VCAP_24H:BRD-K49577446-001-09-8:10,CPC015_A375_6H:BRD-A65449987-001-06-2:10,CPC015_A549_6H:BRD-A65449987-001-06-2:10,CPC015_A549_24H:BRD-A65449987-001-06-2:10,CPC015_ASC_24H:BRD-A65449987-001-06-2:10,CPC015_HEPG2_6H:BRD-A65449987-001-06-2:10,CPC015_HT29_6H:BRD-A65449987-001-06-2:10,CPC015_MCF7_6H:BRD-A65449987-001-06-2:10,CPC015_MCF7_24H:BRD-A65449987-001-06-2:10,CPC015_NPC_24H:BRD-A65449987-001-06-2:10,CPC015_PHH_24H:BRD-A65449987-001-06-2:10,CPC015_SKB_24H:BRD-A65449987-001-06-2:10,CPC017_A375_6H:BRD-K49577446-001-03-1:10,CPC017_A549_6H:BRD-K49577446-001-03-1:10,CPC017_A549_24H:BRD-K49577446-001-03-1:10,CPC017_ASC_24H:BRD-K49577446-001-03-1:10,CPC017_HEPG2_6H:BRD-K49577446-001-03-1:10,CPC017_HT29_6H:BRD-K49577446-001-03-1:10,CPC017_MCF7_6H:BRD-K49577446-001-03-1:10,CPC017_MCF7_24H:BRD-K49577446-001-03-1:10,CPD002_MCF7_24H:BRD-K18674849-001-01-0:10,CPC017_NPC_24H:BRD-K49577446-001-03-1:10,CPC017_PHH_24H:BRD-K49577446-001-03-1:10,CPC017_SKB_24H:BRD-K49577446-001-03-1:10,CPD002_MCF7_6H:BRD-K18674849-001-01-0:10,CPD002_PC3_6H:BRD-K18674849-001-01-0:10,CPD002_PC3_24H:BRD-K18674849-001-01-0:10
5720,-0.501550018787,0.362371683121,-0.253187656403,1.40663099289,0.153536036611,-0.280019402504,2.2664513588,1.09170866013,-0.124120816588,-0.214986562729,-0.521451056004,-0.35244011879,-0.773022413254,-1.27776825428,-0.281899988651,0.360592067242,-1.44006919861,-1.00211000443,0.505804538727,0.398368567228,-0.469174563885,-2.16827225685,0.570635378361,-0.332800000906,-2.49017357826,-1.49608039856,-0.909361064434,-0.326868444681,-0.0408271700144,-0.54390001297,-1.92199158669,0.703776836395,0.645300030708,-0.113956451416,0.064511038363,-0.747161924839,-1.20390152931,0.451350003481,-1.58875000477,0.0870690494776,-0.221175670624,-1.132989645,-0.028993666172,-0.051699757576,-0.180162757635,0.308807432652,-0.223265051842,-1.17315387726,-0.511802077293,-0.914419472218,3.04295015335,-1.84032678604,0.377903878689,-2.3782916069
466,-0.144099995494,0.295722901821,-0.0122283995152,0.137396931648,-0.433856904507,-1.10294163227,0.377945810556,-0.327787518501,0.164889797568,0.360653668642,0.243656635284,0.469950437546,-1.17098402977,-3.96812319756,0.678050041199,0.0149965882301,-0.802343785763,-0.883048295975,0.845583379269,0.683641791344,1.33149719238,-2.2784819603,1.47268462181,-4.35560035706,-1.11719894409,0.65052986145,2.07157540321,0.153574198484,0.163060963154,-0.556400001049,-1.49987888336,0.320109337568,-1.64985001087,0.548147559166,-0.553532004356,-0.670765161514,-0.755796670914,-0.461299985647,-0.102550014853,-0.747170686722,-0.0307953804731,-0.323654770851,0.484622299671,-0.0304124653339,-1.04260361195,1.06622076035,0.281418919563,-0.865971803665,-1.32558238506,-0.291481465101,0.523699998856,-0.178260236979,-0.559844434261,-0.344860553741
6009,-0.987600028515,0.766599059105,0.776943027973,1.4796448946,0.495403647423,-1.05970144272,-0.200073599815,-1.32263183594,-0.416555672884,-0.0949713587761,-0.0184532348067,-0.218647673726,-0.0320406407118,-2.78071093559,1.36940002441,-0.264767974615,-1.08729338646,-0.413950741291,0.969502687454,-0.0654836148024,-0.376171588898,-2.32847213745,-0.0963998064399,0.998250007629,-0.459134995937,0.00527299009264,1.45985531807,-0.308627933264,0.0844408273697,-0.14620000124,-0.744812726974,0.169701084495,-0.019500002265,-0.486744463444,-0.0939218327403,0.374580055475,0.113901555538,-0.267650008202,-1.02380001545,0.795154213905,-0.257993400097,-0.663996875286,-0.0655876398087,-0.440698206425,-0.160533800721,-0.130542322993,0.194356352091,-0.651991188526,0.0136731863022,0.705376982689,-1.6169500351,0.472615391016,-0.127309665084,0.11839543283
2309,0.0910499691963,-0.189981624484,-0.184533908963,0.692152500153,1.80178439617,2.56626367569,1.61319458485,1.55922460556,-1.43745672703,-0.969771385193,-0.940320432186,-0.787078201771,1.22173094749,-0.944162845612,-0.436850011349,0.109138555825,1.03940701485,0.450375676155,-0.76522988081,-0.278880596161,-0.433484435081,2.15811061859,0.201848000288,2.2743499279,-0.256901949644,-0.374932467937,4.34538841248,2.68640160561,-0.355051070452,3.08979988098,3.57488369942,-0.843020677567,0.162400007248,-0.834434151649,0.353854835033,-0.378439515829,-0.375639289618,-0.454800009727,-1.24779999256,0.227638661861,4.51480150223,4.98782253265,-0.128176689148,-0.310561954975,-0.0119656324387,-0.752570271492,-0.597490012646,-0.0161628127098,0.0648180544376,-0.967230260372,-0.904649972916,0.348966866732,0.301609069109,-0.392576277256
387,-0.682249963284,0.249692052603,1.56830346584,0.625918984413,-0.428024947643,1.23304021358,2.63146877289,1.51661610603,-0.12073302269,0.230572208762,1.01802015305,0.542788505554,0.168659716845,-1.18213665485,1.56449997425,0.135496348143,0.0673791915178,-1.23624193668,-1.2051409483,-0.689120829105,-1.78202545643,-3.48637890816,-0.134720057249,0.933250010014,0.0884717851877,-1.59031796455,0.715525388718,1.97425794601,-0.125550881028,-0.914149999619,-1.0055334568,-0.303079783916,-0.798750042915,-0.93266493082,0.526867032051,0.0155588947237,-0.198533698916,-0.317250013351,-0.518000006676,-0.0652370154858,-0.104313269258,-1.21308755875,0.125967293978,-0.572421073914,0.0891699790955,0.224111497402,0.0187734495848,0.322692215443,0.15167927742,0.203215450048,-0.269050002098,-0.498588383198,0.246312469244,0.330017477274
3553,1.04780006409,0.0694977343082,0.801092088223,-0.398095548153,0.301473945379,0.978587031364,-0.40241330862,0.072282128036,-1.33083200455,-2.16606807709,-2.68061041832,-2.49279141426,0.829838633537,0.581514000893,1.62574994564,-0.733239889145,0.976150453091,0.967906594276,-0.959354281425,-0.243552461267,1.55331122875,1.58650195599,0.801786959171,0.622349977493,-0.86093878746,-0.373146772385,-0.504464626312,0.227060988545,-0.430599927902,0.472599983215,1.05096960068,1.06176304817,0.423649996519,0.0439721792936,0.103964164853,0.831457257271,-0.123364403844,1.09265005589,1.30149996281,0.286931633949,-0.0839714556932,0.671006321907,0.264831632376,0.198342740536,1.22567129135,-0.18372875452,-0.336120992899,0.845492303371,-0.50068885088,-0.441022276878,1.1305000782,0.325100779533,-3.75403022766,-4.78583955765
427,0.512049973011,0.342160046101,-0.130917578936,-0.359926700592,-0.264452397823,-0.153765723109,3.34838700294,1.23708593845,0.597030997276,0.41943141818,-0.277343183756,-0.270337224007,-0.370162338018,-0.170113876462,-0.0791999995708,0.195045828819,1.20571088791,-0.504765748978,0.253189474344,-0.189976289868,0.714896261692,-1.81692266464,0.155413389206,-0.30474999547,-0.611539423466,-0.047581538558,2.7091293335,1.15209782124,2.95850229263,-2.22515010834,0.863130033016,0.535858690739,-1.35774993896,-0.136412933469,-0.825412929058,0.151569247246,1.96234929562,-0.193849995732,0.319399982691,-0.775242269039,-0.600330173969,1.56559658051,-0.37073418498,0.35900464654,0.453331172466,2.13320875168,-1.80159926414,0.0166683793068,-0.966413795948,-0.0912100374699,-0.781300008297,1.34070253372,-0.0668504610658,-0.910140752792
5898,-0.580550014973,0.0673904195428,-0.481101632118,-0.0881228223443,-2.08682751656,-0.82779955864,-0.125979781151,-0.38933801651,0.608599603176,0.00608152151108,-0.00207548029721,0.282158255577,0.193110257387,0.343538373709,-0.369699984789,0.618711352348,-0.186680704355,-0.386082410812,-2.40916872025,-0.554469406605,-1.13323545456,-2.39491820335,1.21293318272,-3.30964994431,0.244906574488,0.0578738451004,-0.00665541412309,-0.178530186415,0.75596010685,-0.245999991894,0.452612787485,-0.0421707332134,-0.453199982643,0.778683185577,-0.223903208971,-0.938119709492,-1.28907549381,-0.476899981499,1.14145004749,-1.00525379181,0.650085568428,-0.585005819798,0.279784232378,0.603255987167,0.673634409904,0.468483775854,-0.145541101694,0.0632630959153,-1.55208146572,0.194304227829,-1.2485499382,-0.212925881147,-0.707303166389,-0.459920465946
23365,-0.084450006485,-0.206591635942,-0.130824387074,-0.259197384119,-0.192779809237,-0.595965206623,1.51096320152,0.0202892869711,0.598130941391,-0.396129608154,0.0754872262478,-0.377599656582,0.179306358099,0.559750080109,0.116799995303,-0.329020887613,0.65186882019,-0.288722842932,0.758694469929,0.344123631716,-1.04187381268,-2.04576730728,-0.373636007309,0.513550043106,0.373474836349,-0.696437120438,0.164367035031,0.59413510561,-0.228337913752,-1.2743499279,1.62665510178,0.186034232378,-0.114150002599,0.10284306109,-0.265952318907,-0.369311839342,0.0952920615673,-0.243500009179,-0.680899977684,-0.201195195317,-0.239990592003,-1.40334761143,0.725449383259,0.459249556065,-0.0608095526695,0.231374204159,-0.256286531687,-0.319576740265,-0.0362368524075,-1.06506276131,0.845849990845,0.141217708588,-0.532857298851,0.386320322752
6657,1.33879995346,0.294159829617,0.850493788719,0.156367272139,-1.92174232006,-1.4473259449,-3.41657066345,-2.7295050621,0.852523863316,0.379974514246,-0.307296127081,0.104735367,0.713661372662,0.71511900425,1.03020000458,-0.679734945297,0.983564555645,0.731598258018,-1.08342766762,-0.0169840380549,1.93093514442,2.48468112946,0.253267288208,1.92890000343,2.88574075699,1.6700425148,-0.00543193519115,1.17771303654,0.597638130188,0.182299986482,0.266601145267,0.426643699408,1.9048999548,-0.217835947871,-0.370819181204,0.651011109352,-0.102197691798,0.428000032902,0.716300010681,-0.107522636652,-0.330686569214,-1.24739956856,0.262580096722,0.520159244537,0.521578371525,0.169164583087,1.31262898445,1.13161373138,0.655928015709,-0.924681425095,-0.0903500020504,0.297311902046,-1.36352133751,0.414969921112
