rid,CPC009_A375_6H:BRD-K32318651-001-15-3:10,CPC009_A549_6H:BRD-K32318651-001-15-3:10,CPC009_A549_24H:BRD-K32318651-001-15-3:10,CPC009_HA1E_6H:BRD-K32318651-001-15-3:10,CPC009_HCC515_6H:BRD-K32318651-001-15-3:10,CPC009_HEPG2_6H:BRD-K32318651-001-15-3:10,CPC009_HT29_6H:BRD-K32318651-001-15-3:10,CPC009_MCF7_6H:BRD-K32318651-001-15-3:10,CPC009_MCF7_24H:BRD-K32318651-001-15-3:10,CPC009_PC3_6H:BRD-K32318651-001-15-3:10,CPC009_PC3_24H:BRD-K32318651-001-15-3:10,CPC009_VCAP_6H:BRD-K32318651-001-15-3:10,CPC009_VCAP_24H:BRD-K32318651-001-15-3:10,CPD001_MCF7_6H:BRD-K32318651-001-13-8:10,CPD001_MCF7_24H:BRD-K32318651-001-13-8:10,CPD001_PC3_24H:BRD-K32318651-001-13-8:10,MUC.CP004_MCF7_6H:BRD-K32318651-001-04-7:10,MUC.CP004_MCF7_6H:BRD-K32318651-001-04-7:3.3333,MUC.CP004_MCF7_6H:BRD-K32318651-001-04-7:1.1111,MUC.CP004_MCF7_6H:BRD-K32318651-001-04-7:0.3704,MUC.CP004_MCF7_24H:BRD-K32318651-001-04-7:10,MUC.CP004_MCF7_24H:BRD-K32318651-001-04-7:3.3333,MUC.CP004_MCF7_24H:BRD-K32318651-001-04-7:1.1111,MUC.CP004_MCF7_24H:BRD-K32318651-001-04-7:0.3704
5720,-1.6283249855,0.299943953753,-0.445050001144,-0.254218667746,0.197617575526,-0.199814170599,-0.919143140316,-0.242789596319,-0.443250000477,-1.25079095364,1.1297763586,0.496548086405,0.404033392668,-0.968154788017,0.0317715704441,-0.590111494064,0.485158652067,0.549540400505,-0.138410687447,0.134166270494,3.33539414406,-0.0667346641421,0.53605401516,0.741289198399
466,-0.724934101105,0.565055370331,0.153450012207,0.562460541725,0.765711665154,0.928827702999,-0.520081520081,-0.193449169397,-2.86505007744,-1.20805442333,-0.0735134482384,1.60588860512,-0.243066728115,0.538435518742,-2.23166179657,-1.7922565937,0.875368833542,0.823941349983,0.508383750916,0.25348418951,-0.687689363956,-0.975592374802,-0.672719061375,-0.642185389996
6009,-1.86833953857,0.392361849546,-0.875299990177,0.334366738796,1.93245565891,0.616753757,-1.48822116852,-0.982486844063,-0.472750008106,0.453541517258,0.895375728607,2.03802442551,-0.108900010586,-1.26014769077,-0.0664269626141,-0.180822893977,0.0931295007467,-0.517343580723,-0.392355144024,0.135900586843,-0.294416874647,-1.35324966908,-0.731417775154,-0.827435731888
2309,0.2937104702,-0.436206698418,-0.432850003242,-0.391834497452,-0.910230517387,-0.585401177406,0.0279633998871,0.568480074406,3.04645013809,-0.263630986214,-0.191972672939,-2.76882457733,-0.0401999950409,-0.342975586653,-0.869229197502,-0.432926774025,0.045984774828,-0.643089294434,-0.412716716528,-0.727368593216,-0.899049818516,-0.331753462553,-0.781835317612,0.437754690647
387,-1.30944800377,-0.680842041969,-0.623750030994,-1.02075254917,-0.794597387314,-1.41339695454,-1.48840272427,-0.451752901077,3.30830001831,-1.04012954235,1.45174908638,0.10831399262,0.689233422279,0.284300208092,0.0804618149996,0.695656359196,0.0515009537339,-0.84980404377,0.0269995927811,-0.461610615253,0.0444645136595,-0.316098421812,-0.151027202606,0.0269532203674
3553,1.29414200783,0.448177158833,1.80414998531,-0.551173865795,-0.33629527688,0.504136264324,0.0405427366495,0.208118200302,1.00325000286,-0.294520825148,-0.627903580666,-0.587345957756,-0.679333329201,-0.334382891655,-0.143114894629,-0.344527900219,-0.554663300514,0.183540403843,-0.326783061028,1.44131040573,0.210533261299,0.91611379385,-0.117369368672,0.0564918518066
427,0.715137064457,-0.175035148859,-0.319249987602,0.73942220211,-0.494821369648,1.15859532356,0.193045020103,-0.213185593486,-0.600399971008,-0.511262953281,-0.162285655737,2.34416079521,-0.751066684723,0.231570258737,-1.1417299509,0.0146423280239,-0.242531508207,0.198403194547,0.683028161526,0.254921168089,-0.0910878106952,0.400164961815,-0.845979809761,-0.63274794817
5898,-0.985824227333,0.233887553215,0.656700015068,-1.35923171043,0.301155090332,-0.397175967693,-0.712710618973,0.22063845396,-2.8259499073,-0.972474992275,-0.441074222326,0.0722779631615,0.145000010729,-0.51852953434,-0.489833176136,-1.08979046345,0.492746502161,0.424051344395,0.602339148521,0.0803251564503,-2.18691158295,-0.202248901129,-1.54170632362,-1.36925876141
23365,-0.78215444088,-0.727843523026,0.249900013208,-0.437964856625,-0.956498324871,-1.01528155804,-1.9173169136,0.0606264844537,-0.905700087547,0.505963265896,0.390383660793,-0.631406784058,-0.1386000067,-0.32677847147,0.417425781488,0.819294810295,2.25994634628,1.54105627537,-0.204728588462,0.447777628899,0.76365250349,1.12183737755,-0.34684035182,-0.188907295465
6657,1.13183557987,0.710329473019,-0.198750019073,1.05935239792,0.0547955334187,1.06396627426,0.733967781067,-0.458384394646,3.32735013962,1.4867067337,-0.363305687904,0.0627342090011,1.35120010376,-0.0385115817189,0.640232086182,-0.37367272377,-1.12374281883,0.184270635247,-0.663563668728,0.676741838455,0.777653992176,1.64809250832,0.604386925697,0.908115744591
5054,-0.750980734825,-0.767945945263,-1.40334999561,-0.694252610207,0.85677331686,-0.871181368828,1.08335411549,-0.968000233173,2.88150000572,-1.31637239456,-1.11892950535,0.33755427599,-0.358866691589,3.42611837387,-0.0113953631371,1.07808196545,-1.03206419945,-0.26414167881,0.119616173208,0.509459257126,-0.51947259903,1.77824890614,0.430916905403,1.20996272564
3108,-0.424221396446,-0.515944898129,-1.56414997578,-0.529421925545,0.371399492025,1.39931845665,-0.527776896954,0.219744920731,-0.307099997997,0.138436645269,0.896958112717,0.94830429554,0.0334666669369,-0.179770171642,-1.05267739296,0.027341991663,3.88047504425,0.90454429388,-0.191416233778,-0.696864485741,3.54843997955,-0.0319922566414,2.60670089722,0.167176768184
1950,2.02184987068,1.70129537582,2.39179992676,0.780675411224,0.910562515259,1.61220574379,1.56115436554,-0.567935228348,3.61829996109,0.8558421731,0.9670368433,0.686346888542,0.767833292484,-0.705945909023,0.40769508481,-0.248446106911,-0.648442208767,0.784721791744,0.321305394173,-0.0652785301208,0.306465446949,2.23064756393,1.4910274744,1.75653493404
351,1.00989937782,0.0909592583776,0.394200026989,0.118298202753,-0.758642077446,1.05506038666,1.77225553989,0.550007343292,2.52104997635,1.49048852921,-1.50064253807,0.0777194499969,0.742166697979,0.341266155243,-1.08457732201,0.832118928432,-0.15860119462,1.62725651264,0.877572178841,0.0668210983276,0.669924199581,1.29371857643,1.15144574642,0.796539008617
4846,2.43290758133,0.993160009384,0.475650012493,0.379682123661,-1.15516340733,-0.662672400475,-0.271583288908,-0.623108148575,2.17350006104,-0.409723639488,-0.513322472572,1.77951812744,0.229333326221,-0.290270507336,0.234358072281,0.538808584213,-0.157309472561,-0.37662756443,-1.01094436646,0.378848642111,-1.10250926018,1.76396644115,0.210018351674,0.0198065340519
1452,-1.55080103874,0.412659168243,-0.122250005603,-2.35409116745,0.391679406166,-0.956996560097,-0.764431416988,-0.509895861149,1.27314996719,-2.57291650772,-0.454386651516,0.537960708141,0.30883333087,-1.02214741707,0.776887655258,0.751703977585,0.649790585041,-0.941930770874,-0.206080809236,-0.620253205299,0.389444500208,0.73069024086,0.364059448242,0.328699529171
4776,1.67474675179,0.996343672276,1.30695009232,0.840615034103,-0.0294694453478,0.693451523781,0.976820230484,0.168722495437,2.24839997292,1.24028503895,-0.594325840473,0.367186844349,0.347866684198,-0.652460873127,0.697064816952,0.831283926964,-0.34928137064,0.170313119888,-0.370828092098,1.04791414738,0.655965745449,1.46597027779,0.807932734489,0.8464448452
6908,-0.897741734982,0.120302736759,-0.958399951458,0.743652641773,0.185486510396,0.535537540913,-1.19912588596,-0.311071306467,0.86284995079,-0.991210639477,1.49837577343,0.925455570221,-0.000366654247046,-0.186926215887,0.394891858101,0.242533355951,-0.495221793652,-1.2474707365,-0.0980331152678,-0.464455187321,-0.362075865269,-1.22515034676,-0.506046533585,-0.181254267693
672,-1.43991303444,0.837259173393,0.372249990702,-0.0529832988977,0.909073412418,0.0109823774546,-0.618282318115,-0.548248410225,-2.12669992447,-0.0328718982637,0.37994915247,-1.63082945347,-0.638366699219,0.704614579678,0.679290652275,0.354980975389,0.014720261097,0.237620413303,0.716675341129,0.0610206946731,-0.601777493954,0.523707389832,-0.108713187277,-0.145393192768
5710,-2.29446935654,-1.03974449635,-2.68289995193,-0.708474874496,-0.273725986481,-1.55419003963,-1.6466896534,-0.883644223213,0.89620000124,-0.97773951292,0.666658341885,-1.06155359745,0.630633354187,0.824025392532,0.225921079516,0.816983699799,0.220096617937,-0.163410380483,-0.0901889055967,0.545370340347,-0.824419260025,-2.09535884857,-2.71675086021,-0.831899642944
2115,-0.685888469219,-1.62666988373,0.558799982071,-0.182549059391,-0.0963611975312,0.581783771515,-0.733513593674,-0.517241239548,1.71185004711,-0.613674938679,-0.193987548351,1.79785108566,0.130000039935,-0.273268580437,1.02626419067,0.125673994422,-1.21164107323,0.433266669512,-0.276445150375,-1.22071230412,-0.570371747017,1.86487817764,-0.242082640529,-0.521372377872
7015,1.25997614861,0.701526582241,0.526000022888,1.55948531628,0.869561910629,0.301939755678,0.623551666737,-1.31253504753,3.41134977341,0.129947632551,-0.11040584743,1.85321700573,-0.109766662121,-0.728309929371,0.909803032875,-0.3359195292,-0.634478330612,-0.658868134022,-0.324463993311,-0.0114781744778,0.300526976585,1.84145057201,0.931205570698,1.1603512764
8726,-0.543371796608,-0.15887349844,0.802999973297,0.689509749413,0.505034923553,-0.0223632603884,-0.69358754158,0.0648127794266,-2.88700008392,-0.323637247086,0.333944916725,1.56134366989,-0.606433391571,0.738801658154,0.291261255741,0.44072508812,0.967483043671,-1.04621732235,0.565434157848,-0.338856875896,-0.354574263096,-0.984098672867,-0.269099295139,0.368731468916
2185,1.48820972443,1.09228777885,2.24674987793,1.39968574047,-0.357362240553,0.950704574585,0.849272251129,0.0984702929854,2.15910005569,2.16892647743,-0.386274635792,0.634013593197,-0.274933367968,-0.799328923225,0.520359098911,0.470082968473,-0.617026567459,0.616670012474,-0.416383624077,1.18295621872,0.269151479006,1.34087109566,0.675372481346,0.753489136696
3315,-1.16033434868,-0.781068384647,-0.811299979687,-1.17399799824,-0.349300801754,-0.367812812328,-0.455899089575,-0.248624503613,0.352250009775,-0.667798638344,-0.475929170847,1.00113284588,-0.79289996624,-1.32505393028,0.350454539061,-0.088940307498,0.202327981591,-0.0969456136227,0.55932790041,-0.374993503094,-1.17591035366,-3.82285451889,-0.582030773163,-1.972001791
5289,0.643132328987,0.121822267771,1.75775003433,0.123351112008,-0.289056569338,0.112118050456,-0.535960733891,-0.0830301046371,1.32920002937,-0.733968853951,0.994686424732,0.0488300025463,0.446133375168,-0.205319851637,1.68483829498,-0.765551686287,-0.12293125689,-2.0293033123,-1.38794589043,-0.425892144442,-0.525387704372,1.87231624126,-0.0567592382431,-0.283331394196
868,0.559449076653,-0.181817829609,-0.376800000668,0.510155081749,-0.444396555424,0.495423972607,0.0330686718225,-0.889002323151,0.576050043106,1.00577282906,0.262822031975,0.376486241817,-0.103366702795,-0.153639480472,0.655977964401,0.600920081139,-0.429874122143,-0.175740689039,-0.520130157471,0.102891921997,0.206656455994,0.377568632364,0.422175377607,-0.511287689209
1677,1.14011335373,0.950187444687,0.974399983883,1.44498705864,1.34923958778,0.656554639339,0.502733707428,-0.504091978073,3.86909985542,-0.338177978992,-0.170220226049,0.350459098816,0.922233343124,1.87514567375,-0.316740125418,0.820255279541,-0.606425106525,0.397289156914,0.0130270421505,-0.0297365784645,0.292622327805,2.3684592247,1.33230161667,1.62700843811
7043,1.52015328407,-0.402354061604,-0.205900013447,-0.885011196136,-0.219992101192,0.2063370049,0.479287683964,0.373521625996,2.19574999809,1.52077174187,-0.339609116316,-0.795007109642,1.10676670074,-0.490952730179,0.890478372574,1.39177465439,0.0492608994246,-0.287099570036,-0.281141996384,0.454613059759,0.241088032722,1.36583006382,0.425718575716,0.581558763981
5613,1.10142970085,0.534767866135,1.0803000927,0.22100956738,-0.230969369411,1.54601931572,0.69488877058,-0.472881764174,3.43784999847,1.26116728783,-0.436718314886,-0.354092031717,0.724599957466,0.0130191538483,-0.0648452490568,0.758622288704,0.186477154493,0.998205125332,0.350989371538,0.172164320946,0.828905463219,2.1982831955,0.395972728729,1.57332134247
595,-2.45114326477,-0.564156353474,-2.33990001678,0.292175829411,-0.336107373238,-0.909935832024,-0.84533393383,0.0145480930805,-0.0251499935985,-2.18575406075,0.355689615011,-0.740792393684,-0.265200018883,0.322086334229,0.618635892868,1.62978458405,0.287209749222,-2.39007854462,-0.284528851509,0.37018212676,-0.00779996812344,-1.90136194229,-0.304893523455,-0.763473272324
4793,-0.405149281025,-0.813507437706,1.31555008888,0.357334256172,0.316785871983,-0.142359003425,-1.14621150494,-0.943900823593,3.19029998779,-1.5989638567,0.438281238079,1.13337016106,0.0750333368778,-0.425482034683,1.5466029644,-0.463424146175,-0.762942373753,-0.859044253826,-0.253646820784,-0.816199958324,-0.0562058091164,0.187392085791,0.468638628721,0.771919131279
2736,1.07628965378,0.543623209,0.818049967289,-0.691028118134,-1.40809929371,1.36163496971,0.622416257858,-0.687636375427,4.1998500824,2.28854632378,0.171325415373,-0.206180557609,1.00083351135,-1.12911307812,-0.467775076628,0.470770716667,-0.763310194016,0.290839910507,5.47065162659,0.533102035522,0.0968509912491,0.949253797531,0.535475552082,0.315751522779
5290,1.11744582653,1.22518777847,1.41789996624,1.71768987179,1.04106259346,1.64440584183,2.12853145599,0.325950115919,0.81225001812,1.93478095531,-0.439622968435,0.120588675141,0.0595000982285,1.87452948093,-0.67334663868,-0.575111269951,-0.124020859599,1.26866173744,-0.697573125362,1.91340255737,0.965383887291,0.573262870312,0.241614595056,0.72297668457
6194,-1.26802361012,0.383661538363,-0.256099998951,-0.000237829386606,0.0724276527762,0.551249563694,-0.0287190154195,0.0,0.253750085831,-0.763087034225,1.16508030891,0.221167609096,-0.373000025749,-2.36181259155,0.33527687192,-0.357677698135,-0.164062842727,0.0491907000542,0.169898509979,-0.515719532967,-0.509509563446,-1.17336940765,0.0,-1.44940447807
1676,1.39230680466,0.476128399372,0.0568999648094,-0.444907397032,0.14080068469,0.48300036788,1.41265797615,-1.00032675266,1.6181499958,3.84611773491,-0.447786659002,-0.270273327827,0.135133355856,-0.107837721705,0.937453091145,1.08062899113,0.0287119597197,0.517357945442,-0.2360997051,0.966530323029,1.31884169579,2.05696296692,0.934332191944,1.01718878746
