rid,CPD002_MCF7_24H:BRD-M35773784-330-01-7:10,CPD002_MCF7_6H:BRD-M35773784-330-01-7:10,CPD002_PC3_6H:BRD-M35773784-330-01-7:10,CPD002_PC3_24H:BRD-M35773784-330-01-7:10
5720,-1.44046640396,-1.1936070919,0.0519278757274,0.433828055859
466,-0.782953739166,-0.401662230492,-0.45527279377,-0.199114412069
6009,0.152221649885,0.328651607037,-0.834380269051,-0.1047154814
2309,0.105402253568,-0.516098082066,0.492033720016,-0.176593855023
387,1.11951386929,-0.74626737833,-0.0608160793781,0.0539142303169
3553,1.0891674757,0.453478038311,-0.383310616016,-0.285447865725
427,0.0661522746086,0.938273370266,-0.386859595776,-0.208616763353
5898,-0.995098829269,0.371477812529,-0.756326436996,0.681017875671
23365,2.90347027779,2.17486023903,0.214478686452,0.217564851046
6657,0.993223786354,0.629212260246,-0.274457335472,-0.451583147049
5054,0.202827066183,-0.182852774858,-0.00341573357582,0.148825600743
3108,0.0272224545479,0.535714268684,-0.849695682526,-0.775652348995
1950,-0.441702306271,0.660636901855,-0.87475669384,-1.21019029617
351,0.797856867313,0.738597869873,0.0658704340458,0.192663967609
4846,0.72139775753,-0.103086337447,0.191518247128,0.814723372459
1452,-1.13030576706,-0.544959425926,-0.49337720871,0.776572048664
4776,2.1585021019,0.563591361046,-0.166033416986,0.127770811319
6908,-1.61997032166,-0.265023112297,-0.0579871684313,0.925228178501
672,-1.38184738159,0.0199428647757,-0.180782794952,0.814938366413
5710,-0.230379402637,1.36499261856,0.709070682526,0.11705750227
2115,1.10665738583,-0.200317651033,0.116753995419,0.716677129269
7015,1.2311604023,0.697416543961,-0.407853543758,-0.40481454134
8726,-0.286266207695,-0.29639428854,-0.0913489460945,0.871921658516
2185,1.77303767204,0.331669569016,-0.551229834557,-0.755376636982
3315,-0.572788417339,0.21257828176,-0.13075594604,0.399984270334
5289,0.439243465662,0.166241288185,-0.529382944107,0.29773670435
868,-1.25294065475,-1.57836961746,-0.549448788166,0.582283437252
1677,0.830360770226,-0.733733892441,2.49035263062,0.396454006433
7043,1.12204134464,1.60802972317,0.0727134346962,-0.0771235600114
5613,1.26849997044,0.236230492592,0.522133648396,-0.304657876492
595,0.746519505978,0.297451555729,1.47032761574,1.25832593441
4793,2.69725489616,6.0327796936,1.05402755737,-0.550411641598
2736,2.18762087822,5.31055688858,-0.23667126894,-1.06352388859
5290,1.85248172283,0.691946268082,-0.085462667048,-1.08049690723
6194,-0.81263333559,0.445972621441,-0.708989143372,-0.119215428829
1676,2.11628961563,0.964757859707,-0.253752708435,0.264406144619
23512,-0.233197763562,0.0905267596245,0.259780347347,0.938253819942
148022,-0.869801700115,6.39513111115,0.812566637993,0.777935922146
1906,0.871862828732,-0.104985564947,-0.537193596363,-0.163459539413
8878,-0.48542240262,0.016285546124,0.129476040602,1.10696721077
3091,0.725263834,-0.305130839348,-1.76186084747,0.522454917431
5743,3.16636991501,2.23524975777,4.07289123535,-0.126128017902
5321,1.33074939251,0.247329115868,-0.451856613159,-0.61871445179
4144,1.50704860687,0.550492584705,-1.06821620464,0.804323196411
1981,0.725949048996,0.786468982697,0.536973774433,-0.115686655045
695,0.578346252441,-0.847272992134,-0.896785497665,0.592891454697
10398,0.814777553082,0.292406857014,-0.580299019814,0.061110612005
5708,0.832788586617,1.07081580162,0.220151633024,-0.992936611176
1213,-0.232776939869,-0.408003091812,0.736478507519,0.687834978104
226,-0.0563860833645,-0.768399894238,0.636516213417,0.692008972168
6777,-0.352408915758,0.622301518917,0.555137276649,-0.766016185284
2113,1.36142599583,-0.419964820147,-1.20024442673,-0.884120583534
3329,-1.16500627995,-0.419353276491,-5.18725585938,1.20975732803
1050,-0.443800419569,0.00684045255184,1.84081721306,0.0418660566211
9491,0.934916377068,0.287789165974,-0.575712025166,-0.793220221996
22926,0.1257827878,0.647827744484,0.221988081932,0.663177013397
5899,-0.252192407846,-0.628702700138,0.179137587547,0.201337352395
5467,1.10821485519,0.648913025856,0.158471524715,0.418766200542
6774,0.90241920948,0.454734653234,-0.627535641193,0.0
1788,1.61091327667,0.483782112598,-0.74687731266,-0.306114464998
5921,-0.818019747734,0.388782709837,0.838019728661,1.0909525156
5721,-1.30959284306,-2.94603705406,-0.292416572571,-0.880648970604
2263,1.40830516815,0.540592670441,-0.621995985508,-1.12054479122
808,0.841377139091,0.828029453754,-0.114653289318,-0.253828883171
30001,-0.187928140163,-0.62650179863,0.02586632967,0.254991203547
348,2.11484932899,0.529025971889,1.16519105434,-0.058151178062
30849,-1.20648300648,1.76983690262,1.85234975815,-0.134238094091
1454,0.886277556419,0.390925228596,0.394998073578,0.755686998367
6500,-1.07067966461,-0.37027785182,0.932406783104,1.11218464375
5627,-0.552634954453,2.63639235497,-0.486129462719,-0.0657701268792
5715,-1.74838650227,0.661512255669,1.20047152042,0.75363099575
4791,0.426843971014,5.70412063599,2.72087311745,-0.829754829407
56924,0.0528868660331,0.29241424799,0.884947180748,-0.811841845512
2690,-0.00217227637768,5.04253673553,5.13147830963,0.428217917681
1019,-0.585587918758,-0.203400671482,-0.925530314445,0.261985898018
51422,-1.2839692831,0.478745698929,3.70923447609,-0.233457639813
5788,0.796462893486,0.620316267014,0.316753983498,-0.149852797389
6709,0.910880684853,-0.140452101827,0.21636274457,0.447832435369
1277,0.420369505882,1.29018330574,-0.0184182524681,-1.02155351639
993,-0.954672276974,-0.414887666702,0.214194402099,-0.435234904289
7157,0.00701997056603,-0.0077153313905,-0.523643314838,-0.553549647331
1958,0.0146026015282,0.331906706095,2.36627388,-0.706238985062
4582,-0.525404393673,-0.118475660682,-0.632318079472,0.0358101800084
9212,1.37975728512,0.579265475273,0.00564949959517,0.327117055655
8440,-0.519193828106,-0.346195697784,0.020389482379,-0.910586059093
6790,0.236320048571,0.802896738052,1.04584383965,1.00957798958
8851,-0.720671832561,1.17560219765,-0.80856949091,0.430631369352
2534,-0.331139862537,-0.453165531158,-0.137765675783,-0.374955296516
4893,-1.06829416752,-0.47385507822,0.771558523178,-0.360531538725
665,-0.822193324566,0.0936421900988,0.52075612545,0.552182674408
4313,1.13388717175,0.351071357727,-0.493723422289,-0.589929461479
1022,-1.45370149612,-0.187316849828,-0.683573782444,-1.49147439003
5880,0.0426385514438,0.0293831378222,0.348610430956,0.121730126441
3162,-1.15713071823,-0.0647552013397,-0.0223225653172,-0.00863676145673
1282,1.40665829182,0.46486222744,0.451422333717,-1.00373971462
3383,0.959835886955,3.15061903,2.43231081963,-0.745567023754
727,0.256504774094,0.321310609579,-0.814783215523,-0.93879288435
4792,-0.490424871445,0.138061180711,0.461722582579,0.0743607133627
4794,0.961839139462,0.369919776917,0.0687079429626,-0.903516471386
902,-0.886687874794,-0.295078068972,0.636204242706,-0.189738690853
8091,0.487658560276,-0.329401195049,-0.63642179966,-0.388646006584
3486,-0.011323123239,0.325866907835,-0.296616256237,-0.918484866619
10818,0.886034309864,0.642880797386,-0.135307461023,-0.481446266174
3454,2.09875226021,0.284692049026,-0.288745522499,-0.848509192467
4282,-0.982248783112,-0.178821459413,0.237625837326,0.544949352741
1605,-0.745857775211,-0.591708302498,1.10675215721,0.415314495564
10644,0.0221810787916,-0.467361390591,0.576049685478,0.117054961622
2065,0.141536459327,0.181492209435,0.252979576588,-0.157916009426
8321,0.703312695026,0.192604795098,-0.287120461464,-0.381508976221
8503,0.415486603975,0.392075538635,-0.20110578835,0.850140690804
7027,-0.330970108509,-0.478929579258,-0.500486969948,0.711711764336
6850,0.330853939056,0.452602297068,-0.690279781818,-0.429230242968
1978,0.276374042034,0.614010691643,0.854623198509,0.728053808212
896,-1.56091141701,-0.375114619732,-0.0137753486633,0.180477976799
5777,0.133192315698,0.171543091536,-0.53200763464,-0.628203749657
1846,-0.780080318451,-0.479117780924,0.697414517403,0.100629329681
5925,1.88806307316,-0.114601373672,-0.460813462734,0.00718798860908
142,-0.231775164604,-0.0890870317817,-0.110667467117,-0.436365783215
1021,-0.991345822811,-0.312589794397,3.26904177666,0.294198036194
5699,-0.730790436268,-0.471275240183,-0.760908484459,-0.916183710098
8061,-0.647298574448,0.00169415399432,-0.00127653777599,-0.00893133506179
1870,-0.347754895687,-0.24722468853,-0.173826023936,2.85215425491
1398,-0.797260463238,0.54495716095,0.856148123741,1.33209848404
3312,-0.646098017693,-0.511301279068,-0.233059853315,1.49063134193
891,0.849770605564,0.0113585442305,-0.0575292855501,0.439647853374
4775,0.495042145252,0.483276695013,0.388046354055,4.44299411774
