rid,DOS012_VCAP_6H:BRD-K85197047-001-01-0:4.95,DOS012_VCAP_24H:BRD-K85197047-001-01-0:4.95,DOSBIO001_A375_24H:BRD-K85197047:9.90054,DOSBIO001_A549_24H:BRD-K85197047:9.90054,DOSBIO001_HT29_24H:BRD-K85197047:9.90054,DOSBIO001_MCF7_24H:BRD-K85197047:9.90054,DOSBIO001_PC3_24H:BRD-K85197047:9.90054,DOSBIO001_NEU_24H:BRD-K85197047:9.90054,DOSBIO001_NPC_24H:BRD-K85197047:9.90054
5720,-0.956822812557,-0.543032884598,-1.32724118233,-0.883154153824,-1.34231233597,-0.548476219177,1.16200387478,1.66775000095,1.42528188229
466,-0.355110019445,-0.779543042183,-0.408549964428,0.0668026208878,-0.78497338295,-0.196669474244,0.114052504301,-0.374749988317,0.934167206287
6009,1.14090764523,0.78851121664,0.544339895248,-0.172672599554,0.552771806717,-0.864589929581,0.552047848701,0.607249975204,0.290828377008
2309,-1.61038100719,-1.0225288868,1.91953504086,0.548154890537,0.575898349285,-0.526223421097,-0.509789824486,0.562699973583,-0.554561376572
387,1.97329902649,-0.149822562933,0.361064881086,0.222757518291,0.761731386185,-0.685996294022,0.794197201729,0.523400008678,0.257260143757
3553,-0.444920092821,1.27660214901,0.326238125563,0.286154210567,0.541676223278,0.884030759335,-0.0280790328979,-0.530950009823,-0.138338804245
427,-0.501736521721,-0.555654406548,0.315245121717,0.936890244484,0.198723495007,-0.346292376518,0.875909209251,-0.484899967909,0.497708588839
5898,-0.558401703835,-1.98094129562,0.410915315151,-0.132803618908,0.839428782463,0.579744040966,-2.93889427185,-0.19485001266,0.262484848499
23365,0.214536130428,-2.34365820885,-0.595203757286,0.636613786221,0.00716143101454,0.122990906239,-0.166599974036,0.369500011206,0.793055474758
6657,-0.363868176937,2.15862703323,0.500676691532,0.392411589622,-0.136666759849,0.514899730682,-0.64749956131,0.0641999989748,-0.209557503462
5054,-1.18265223503,0.0897391140461,-0.534700274467,-0.0806539654732,0.592534303665,5.18252134323,-0.915235042572,0.708000004292,0.0604922324419
3108,-0.612547039986,-0.764686584473,-0.792379915714,0.248675495386,0.0969218015671,-1.02946734428,0.300822287798,-0.701099991798,-0.190259709954
1950,-0.550844013691,2.22109127045,0.361074954271,0.484513044357,0.469730019569,2.02407979965,0.719655394554,0.765849947929,-0.631203889847
351,-0.458507359028,0.504356980324,0.824353992939,0.770545721054,-0.20386056602,0.837455630302,-0.436491072178,0.536900043488,0.42853090167
4846,0.293781906366,2.28098011017,0.825589418411,-0.414909660816,-0.313031077385,-0.121335327625,-0.702881872654,0.148300006986,-0.72737634182
1452,-1.88073062897,-1.31794190407,0.0969767272472,-0.315685212612,0.672112226486,-1.4855196476,-0.093963265419,0.461400002241,0.0526718646288
4776,0.175897821784,2.13017511368,-0.193962320685,0.0577499866486,-0.241143211722,0.412967354059,-0.892845988274,-0.0719999969006,0.617218017578
6908,-1.19800138474,-1.26895880699,-1.26290404797,-0.144790545106,-0.294326901436,-0.764564275742,0.685853004456,0.500899970531,1.07663297653
672,-0.700228631496,-1.06496357918,-0.181177675724,0.952209532261,-0.514419436455,-0.00872056186199,0.304018139839,0.117650002241,-0.419703245163
5710,0.650897860527,-1.68692040443,-0.917379260063,-0.738349616528,-0.2795560956,-0.921383142471,0.423591345549,0.833649992943,0.999926626682
2115,0.30412954092,-0.116896368563,-0.694086194038,1.04624295235,-0.0800257697701,-0.448088526726,-0.0301432311535,-0.644100010395,-0.0928345397115
7015,-0.625200748444,4.75396442413,-0.23369538784,0.387064814568,-1.20013260841,0.443388700485,-1.04749155045,-0.93774998188,-0.254756301641
8726,-0.599298238754,-1.42938017845,0.0791295617819,-0.0274375677109,0.0915565788746,-0.408817112446,-0.44226193428,0.372299998999,0.349992275238
2185,-0.030419241637,0.643290877342,0.484314262867,0.299209952354,-0.0768011212349,0.436947882175,-0.906896114349,-0.748899996281,-0.0629592835903
3315,-1.10457634926,0.358481585979,-0.210148110986,0.419383078814,1.39512681961,-1.77488970757,0.331640690565,0.332100003958,-0.517174839973
5289,-1.09819102287,-0.969923317432,-0.673934340477,0.460996568203,-0.0913045480847,0.486630946398,0.156615614891,-0.700499951839,1.2173230648
868,-1.32735860348,1.67902827263,3.68654131889,0.219046667218,0.359474003315,-0.0997828841209,0.542584180832,-0.117850005627,-0.650820970535
1677,-0.223808437586,0.323245972395,-0.260170787573,1.05527532101,-0.596454560757,0.799521684647,-0.244679585099,-0.55814999342,0.388791024685
7043,1.22621285915,-2.61197638512,0.308762550354,0.639263629913,0.659619748592,0.473381340504,-0.112475790083,-0.333550006151,0.115509361029
5613,-0.682364523411,2.277312994,0.771365106106,1.07265233994,-0.408105224371,0.691438436508,-1.00342488289,-0.731700003147,-0.189461171627
595,0.228394255042,-3.75429821014,-1.27728581429,-0.363098084927,0.27321189642,-1.48346948624,0.351716756821,0.0473499894142,-1.00737333298
4793,0.710085451603,1.34922599792,-0.77469599247,-0.958863019943,-0.468871831894,-1.10033535957,-0.00457072257996,-0.654600024223,0.313682854176
2736,-0.165882974863,1.77445185184,0.573983490467,-0.266524016857,0.895138263702,0.580218315125,-0.385535567999,-0.0241500139236,-0.347956597805
5290,0.477190613747,1.00745415688,0.882790863514,0.156827628613,0.649970889091,-0.447260737419,-0.738356351852,-1.42710006237,-1.2352013588
6194,0.129435390234,0.0,0.849782884121,1.49900186062,-0.0660129487514,-0.341958969831,1.02339291573,0.214299991727,-0.172822982073
1676,0.691835641861,-0.492091834545,0.263741880655,0.504990935326,0.520522773266,0.401133626699,-0.202837735415,-0.321399986744,0.213906854391
23512,-1.66455972195,-2.75953388214,-0.23726119101,-1.31280994415,0.160115301609,0.488657861948,-0.0042807161808,0.652950048447,-0.659870505333
148022,0.77779006958,-2.02380847931,-0.764886975288,-0.289392590523,0.112432926893,0.00874895602465,-0.457439363003,-0.33939999342,-0.97044479847
1906,0.232128068805,1.8224542141,1.25082588196,-0.549485683441,-0.147670805454,1.09136605263,-0.819336354733,-0.222999989986,0.117547601461
8878,-0.120007127523,-1.73591685295,-0.178071811795,-2.00223898888,-0.95966809988,-0.988940119743,0.182986050844,0.232349991798,-0.878121256828
3091,-1.12848675251,-1.43653130531,-0.423710465431,-0.0459825694561,-1.59067451954,-0.0888234823942,0.152380868793,0.62399995327,-3.57685494423
5743,0.157410830259,0.599991738796,0.0114337727427,-1.0497328043,0.0944129154086,0.217757374048,0.467915922403,-0.693350017071,0.253012508154
5321,0.11152010411,1.47586417198,1.19436573982,-0.272596895695,-1.14069616795,0.567414164543,-0.819121956825,-3.06059980392,0.194030314684
4144,-1.00294435024,1.11389088631,-0.275620996952,0.0438388101757,-1.23950695992,0.946980118752,-0.626865208149,0.715600013733,-0.283922851086
1981,-1.15298569202,0.480571389198,0.210962250829,0.449863940477,0.224892228842,-1.7723389864,-1.0863597393,0.0534000024199,-0.50944185257
695,-0.281096696854,-1.61024093628,-0.407643526793,0.761056005955,0.371594190598,-0.335813820362,-0.220875620842,0.567149996758,1.83102846146
10398,-0.956739544868,-0.0367858037353,-0.105266079307,1.09153616428,0.552437365055,1.97834861279,-0.829846799374,0.492349982262,-0.461355745792
5708,0.0942890793085,1.79140818119,-0.092375934124,0.198616489768,-0.602759301662,-0.221881136298,-0.433371007442,0.00325000286102,-0.388405948877
1213,0.941472351551,-1.00817000866,-0.865444898605,-0.355459272861,-1.14483475685,-0.770717024803,-0.497866213322,0.441650003195,0.135422766209
226,-0.127468049526,-2.36350178719,-0.89557403326,-0.393198311329,-0.528302073479,-1.42916464806,-0.316344320774,0.0103999972343,0.410985767841
6777,-0.395847707987,1.08632540703,0.089095056057,-0.00878646969795,0.304436802864,-0.684760153294,-0.263248324394,-1.01520001888,-0.122437804937
2113,0.635566473007,0.950710654259,1.62220740318,-0.146108597517,0.687784016132,0.935594201088,-0.317586004734,-1.55789995193,-0.572218418121
3329,-0.875296533108,-1.08182430267,-1.96408987045,-0.613800883293,-0.736546695232,-0.841822564602,-0.133644729853,1.28729999065,-0.217784196138
1050,-1.51441574097,0.0976377129555,0.325224518776,0.701600670815,-0.140692085028,-1.27688598633,-0.0558346249163,-0.328700006008,-1.01773262024
9491,0.263166159391,2.21275258064,-0.601975679398,-0.0616497993469,-0.609525442123,0.86284160614,-0.815387606621,-0.441749989986,-0.599914014339
22926,-1.07625031471,1.28661179543,-0.927271604538,-0.172163695097,-0.674642920494,-2.17167377472,0.792660474777,0.0746999979019,-0.0276762545109
5899,0.450696706772,0.235209256411,-0.285589575768,-2.56729078293,-0.177605628967,-0.175714462996,0.542796254158,-0.586499989033,0.483849167824
5467,0.0805287212133,2.61551976204,-0.498160839081,0.236413553357,0.373965889215,0.743367612362,-0.0657640174031,-0.483250021935,0.0528467074037
6774,0.367037475109,-1.40616631508,0.0472627282143,0.147261545062,-0.0772434771061,-0.57758718729,-0.574011087418,0.716199994087,-0.0172442048788
1788,0.170925214887,1.3175150156,0.656677603722,0.539645314217,0.102942280471,1.02235174179,-0.645004928112,0.142300009727,-0.0477494299412
5921,0.445546984673,-0.22160243988,-0.294647693634,0.230623662472,0.849543690681,-0.221116304398,2.084243536,-0.700800001621,0.431633919477
5721,0.358818560839,1.79878461361,0.680530071259,-0.327346712351,0.0656673312187,-0.981481194496,-0.057832185179,0.449349999428,-0.820540606976
2263,-0.212674126029,3.38747119904,0.461953520775,0.554930329323,-0.482395410538,0.762455642223,-0.691687107086,-0.108400002122,0.113436490297
808,-0.479105740786,2.91909313202,0.339286446571,0.0158708393574,-1.40149092674,0.220977246761,-0.593711018562,-0.47080001235,-0.111419871449
30001,-1.20707380772,-1.14877867699,-0.855475366116,0.354170680046,-1.99478459358,-1.2137401104,-0.841696500778,-0.823200047016,-0.0927914753556
348,-0.313639432192,1.12543535233,0.3779925704,0.0571045204997,-0.27049139142,0.697624027729,-0.332998514175,-0.259099990129,0.0681362599134
30849,0.259729862213,-2.54561161995,-1.32710838318,-0.790767669678,-0.515064060688,-0.38117352128,0.59983342886,-0.588850021362,0.331964462996
1454,-0.823984563351,-3.05905818939,-0.775212407112,0.355921387672,0.00188279151917,-0.208018451929,-0.534992575645,0.0058000087738,-1.16840112209
6500,0.708657026291,-3.92993545532,-0.817106246948,-0.2479121387,0.0249983668327,-0.360765576363,0.947553038597,1.17204999924,1.16949224472
5627,0.510154247284,0.0172901153564,-0.268284499645,-0.309299528599,0.0511236488819,1.32492113113,1.01231229305,0.884199976921,0.225283667445
5715,0.136436194181,1.54933941364,0.033839918673,-0.204942926764,0.352332681417,-0.884880185127,0.652900874615,-0.27404999733,-0.867749512196
4791,-0.447371959686,6.59811067581,0.247639998794,-0.149493068457,-0.447070360184,1.20745813847,-0.687279284,-0.278299987316,-0.448274403811
56924,-0.228912726045,2.85906267166,-0.362070858479,-0.646910011768,0.667671620846,1.47554051876,0.781151294708,-0.564300000668,-0.612205028534
2690,-0.36680534482,0.19549742341,0.115848571062,-0.538468956947,1.3215508461,0.166223108768,1.30102860928,-0.314549982548,-0.0721439123154
1019,-2.15525531769,3.13638806343,-0.217403814197,-3.78789806366,0.150074839592,-1.12533140182,-0.791272222996,0.901250004768,0.537525773048
51422,0.450828939676,2.58831214905,-0.0801286548376,-0.40230602026,1.00718855858,-0.900863647461,1.61294996738,0.203600004315,0.49178647995
5788,0.475256443024,0.23227250576,0.506870508194,0.618947029114,-0.239775747061,-0.00408737361431,-0.265831798315,0.109600000083,-0.248990386724
6709,-1.01350724697,-0.715606570244,-0.812631249428,-1.26871347427,-0.207016035914,-0.923020482063,0.411484330893,-0.106949999928,0.166133612394
1277,0.724246382713,2.23783254623,-0.17258040607,0.358354240656,0.0502784028649,-0.7276648283,-0.0991389453411,-0.0902499854565,-0.00154227018356
993,-0.93862849474,-0.356351107359,0.450736522675,-0.151913404465,-0.179010018706,0.525450706482,0.162301585078,0.180100008845,0.284745275974
7157,-0.554960608482,-1.07786238194,-1.73739862442,0.512323141098,-0.802242338657,-0.936159014702,-0.313000947237,-0.735749959946,-0.272102892399
1958,-0.0593536198139,0.146726757288,0.372950613499,-0.339392453432,0.456783950329,-0.47956803441,1.19036245346,0.388199985027,-0.757343888283
4582,-0.18606710434,-0.15530654788,-0.413003325462,0.700558125973,3.60769271851,-1.12614262104,-0.351752191782,0.471799969673,1.1137791872
9212,0.119421958923,-2.03886079788,0.00558462738991,-0.388956785202,-0.106052152812,-0.27123066783,0.131953731179,-0.60070002079,0.256423085928
8440,-0.727654635906,-0.35913002491,0.363484591246,0.745968341827,-0.246929213405,-0.631935536861,-0.269004374743,0.183100000024,0.0727212503552
6790,1.01957190037,-2.93884849548,-1.08780813217,-0.678834319115,-0.384888470173,-1.38489699364,0.359951972961,0.574649989605,-0.239570260048
8851,-0.342954188585,-2.08597993851,0.491044908762,0.897515416145,1.1565130949,1.24933981895,0.530478656292,0.120200008154,0.785961151123
2534,-0.647570312023,0.362489372492,-1.14726090431,0.384556740522,-0.39667314291,-0.408246189356,-0.50185084343,1.03920006752,0.486332833767
4893,1.33486449718,1.51201379299,-1.17635822296,-0.418538033962,-0.690407633781,-0.645927488804,-0.815440177917,-0.63195002079,0.48430544138
665,-0.704490602016,0.18442055583,-0.182896286249,0.0780641287565,-0.0621910840273,0.300446689129,0.489812672138,0.632650017738,0.826480031013
4313,-0.342856377363,2.82684969902,0.882685482502,0.777488946915,-0.0800586342812,0.598312795162,-0.948099970818,-0.164099991322,-0.933336079121
1022,0.192161589861,1.14835596085,1.06946885586,0.859802365303,0.822689712048,0.018202483654,0.942474365234,0.200250014663,0.21424472332
5880,-0.572149693966,0.148940861225,0.510596990585,-0.06046487391,0.0941833406687,0.907797038555,-0.451438397169,-0.628949999809,0.504073858261
3162,0.107495054603,-1.66739630699,0.116621479392,0.0236652642488,0.120225191116,1.89454376698,0.739132165909,-1.2228000164,-0.0591286420822
1282,-0.0297533869743,0.920026779175,0.500697612762,0.918457269669,0.172386437654,1.2250020504,0.00405597686768,1.34400010109,-0.721277654171
3383,0.89829659462,4.81941366196,-0.0952178090811,0.846369624138,0.772163689137,0.338239729404,-0.919781684875,-0.226949989796,0.268211454153
727,0.657131493092,-0.529449760914,0.24428255856,-0.153600081801,0.298192054033,0.625784218311,-1.04394614697,-1.09630000591,-0.245197489858
4792,0.0829788073897,-1.24878275394,-0.234988898039,-0.459658741951,0.326184302568,-0.995134830475,0.171881258488,0.987499952316,-0.965798377991
4794,-1.2409555912,0.724213480949,1.02682435513,0.242407619953,0.499587804079,1.11306929588,-0.968291938305,-0.944999992847,-0.279744327068
902,-1.72571825981,0.94816160202,-0.989691138268,-0.429250717163,-0.651748001575,0.140965163708,0.702025294304,0.15815000236,0.524493634701
8091,-0.138879179955,1.00459110737,-0.608726263046,-1.29649436474,-0.423994630575,1.26340389252,0.418569147587,0.706300020218,0.523643672466
3486,0.952487826347,-0.32140237093,-0.255425333977,0.266554862261,0.0420427620411,0.000368639826775,-0.0972210764885,1.30360007286,-0.0190298780799
10818,0.064954303205,-2.59281945229,-0.547581315041,0.320390433073,-0.327779442072,-0.553740978241,-0.284985750914,-1.14800000191,-0.04034088552
3454,0.00948116928339,1.25483751297,1.79653954506,0.677152037621,0.646815121174,0.631062567234,-0.8624792099,-0.858399987221,-0.452942579985
4282,0.817088127136,-2.00948691368,-0.254072695971,-1.16383326054,-1.2136900425,0.17118139565,0.375071942806,0.531750023365,-0.611900508404
1605,0.0990730077028,-2.70830583572,-0.380619674921,-0.318956822157,0.336114764214,-0.587944090366,0.58419072628,0.377399981022,0.621928453445
10644,-0.234315022826,0.359057545662,-0.792865931988,-0.771876454353,-0.390616774559,0.318918973207,0.277757167816,0.455550014973,0.0667933002114
2065,0.97115111351,-0.804333090782,-0.359569787979,1.37768828869,0.327680826187,-0.312892198563,-0.507314682007,-0.830349981785,-0.162688672543
8321,-0.418590843678,0.967458963394,1.7601723671,-0.426389098167,0.0368369519711,1.21684384346,-0.803604185581,-0.368800014257,-0.400059014559
8503,-0.322080552578,-0.48546898365,-0.305105417967,0.845960080624,-0.336989700794,-0.386900961399,0.0726669356227,-0.0344499945641,0.386244475842
7027,-0.578163206577,1.0764632225,-1.22410190105,-0.572351276875,-1.30806899071,-1.05711710453,-0.26028445363,0.163400009274,-0.380032628775
6850,-0.731747210026,2.60199737549,1.08430981636,0.876259446144,-0.925100684166,0.430113703012,-0.496598273516,-0.637249946594,-0.302780866623
1978,0.456503719091,-1.98906612396,-0.638891935349,-0.0935088992119,-2.09114432335,-0.0118728298694,0.576456904411,0.243799999356,0.347217291594
896,-1.18568205833,-0.798259735107,-0.059512257576,-1.48118638992,0.294728398323,-0.219035208225,-0.153313428164,0.0821000039577,-0.251131802797
5777,-0.0709123909473,-0.152341187,0.886496245861,0.604631781578,0.0271999239922,-0.26518073678,0.465133875608,0.0481500029564,0.237308442593
1846,-1.90863144398,1.74148929119,-0.893617033958,-0.168183013797,0.244459941983,-0.25617825985,0.102624595165,0.0165999829769,-0.896567285061
5925,-1.41475665569,-0.62082862854,-0.207596004009,0.000836128368974,0.0579870454967,-0.119321882725,-0.0339660122991,-0.115149989724,0.019222676754
142,0.402747273445,-1.10619008541,-0.982414007187,-0.175302654505,-0.379007846117,-1.03943061829,0.391476690769,0.0511499941349,0.588361620903
1021,0.572452545166,0.523748993874,-0.392440617085,0.271464169025,5.80061435699,-0.0327053666115,-0.109203875065,-0.24224999547,-0.334886878729
5699,-0.431822448969,0.411170840263,0.322461366653,0.124420046806,-0.874215304852,2.71002721786,0.173599988222,-0.339899986982,0.219853281975
8061,0.934619188309,3.07548356056,-0.377572059631,-0.216890454292,0.53872525692,-0.511763811111,-0.291386753321,-0.688099980354,-0.705129146576
