rid,CPC014_A375_6H:BRD-K09186807-001-01-6:10,CPC014_A549_6H:BRD-K09186807-001-01-6:10,CPC014_A549_24H:BRD-K09186807-001-01-6:10,CPC014_ASC_24H:BRD-K09186807-001-01-6:10,CPC014_HA1E_6H:BRD-K09186807-001-01-6:10,CPC014_HCC515_6H:BRD-K09186807-001-01-6:10,CPC014_HEPG2_6H:BRD-K09186807-001-01-6:10,CPC014_HT29_6H:BRD-K09186807-001-01-6:10,CPC014_MCF7_6H:BRD-K09186807-001-01-6:10,CPC014_MCF7_24H:BRD-K09186807-001-01-6:10,CPC014_NEU_24H:BRD-K09186807-001-01-6:10,CPC014_NPC_24H:BRD-K09186807-001-01-6:10,CPC014_PC3_6H:BRD-K09186807-001-01-6:10,CPC014_PC3_24H:BRD-K09186807-001-01-6:10,CPC014_PHH_24H:BRD-K09186807-001-01-6:10,CPC014_SKB_24H:BRD-K09186807-001-01-6:10,CPC014_VCAP_6H:BRD-K09186807-001-01-6:10,CPC014_VCAP_24H:BRD-K09186807-001-01-6:10,LJP001_BT20_6H:BRD-K09186807-001-02-4:10,LJP001_BT20_6H:BRD-K09186807-001-02-4:2,LJP001_BT20_6H:BRD-K09186807-001-02-4:0.4,LJP001_BT20_6H:BRD-K09186807-001-02-4:0.08,LJP001_BT20_24H:BRD-K09186807-001-02-4:10,LJP001_BT20_24H:BRD-K09186807-001-02-4:2,LJP001_BT20_24H:BRD-K09186807-001-02-4:0.4,LJP001_BT20_24H:BRD-K09186807-001-02-4:0.08,LJP001_HS578T_6H:BRD-K09186807-001-02-4:10,LJP001_HS578T_6H:BRD-K09186807-001-02-4:2,LJP001_HS578T_6H:BRD-K09186807-001-02-4:0.4,LJP001_HS578T_6H:BRD-K09186807-001-02-4:0.08,LJP001_HS578T_24H:BRD-K09186807-001-02-4:10,LJP001_HS578T_24H:BRD-K09186807-001-02-4:2,LJP001_HS578T_24H:BRD-K09186807-001-02-4:0.4,LJP001_HS578T_24H:BRD-K09186807-001-02-4:0.08,LJP001_MCF10A_6H:BRD-K09186807-001-02-4:10,LJP001_MCF10A_6H:BRD-K09186807-001-02-4:2,LJP001_MCF10A_6H:BRD-K09186807-001-02-4:0.4,LJP001_MCF10A_6H:BRD-K09186807-001-02-4:0.08,LJP001_MCF10A_24H:BRD-K09186807-001-02-4:10,LJP001_MCF10A_24H:BRD-K09186807-001-02-4:2,LJP001_MCF10A_24H:BRD-K09186807-001-02-4:0.4,LJP001_MCF10A_24H:BRD-K09186807-001-02-4:0.08,LJP001_MCF7_6H:BRD-K09186807-001-02-4:10,LJP001_MCF7_6H:BRD-K09186807-001-02-4:2,LJP001_MCF7_6H:BRD-K09186807-001-02-4:0.4,LJP001_MCF7_6H:BRD-K09186807-001-02-4:0.08,LJP001_MCF7_24H:BRD-K09186807-001-02-4:10,LJP001_MCF7_24H:BRD-K09186807-001-02-4:2,LJP001_MCF7_24H:BRD-K09186807-001-02-4:0.4,LJP001_MCF7_24H:BRD-K09186807-001-02-4:0.08,LJP001_MDAMB231_6H:BRD-K09186807-001-02-4:10,LJP001_MDAMB231_6H:BRD-K09186807-001-02-4:0.08,LJP001_MDAMB231_6H:BRD-K09186807-001-02-4:2,LJP001_MDAMB231_6H:BRD-K09186807-001-02-4:0.4,LJP001_MDAMB231_24H:BRD-K09186807-001-02-4:10,LJP001_MDAMB231_24H:BRD-K09186807-001-02-4:2,LJP001_MDAMB231_24H:BRD-K09186807-001-02-4:0.4,LJP001_MDAMB231_24H:BRD-K09186807-001-02-4:0.08,LJP001_SKBR3_6H:BRD-K09186807-001-02-4:10,LJP001_SKBR3_6H:BRD-K09186807-001-02-4:2,LJP001_SKBR3_6H:BRD-K09186807-001-02-4:0.4,LJP001_SKBR3_6H:BRD-K09186807-001-02-4:0.08,LJP001_SKBR3_24H:BRD-K09186807-001-02-4:10,LJP001_SKBR3_24H:BRD-K09186807-001-02-4:2,LJP001_SKBR3_24H:BRD-K09186807-001-02-4:0.4,LJP001_SKBR3_24H:BRD-K09186807-001-02-4:0.08
5720,0.977712869644,-0.428521454334,-0.0966458320618,-0.164921820164,-1.17763113976,-1.58597230911,-0.243650004268,-0.133390188217,0.475568383932,-0.0601500011981,3.16700005531,0.235513210297,1.12223601341,0.640226364136,1.81134474277,0.501954674721,-0.608086466789,0.11096650362,-0.498304665089,-0.207998946309,-1.11485934258,-0.410053908825,-0.294328689575,-0.627768874168,-1.29731631279,-0.641216635704,0.0294380337,0.414020240307,-1.53480505943,-1.22346782684,0.243431165814,0.869518697262,-0.682650506496,-0.862366557121,0.259453117847,-1.46950292587,-0.485354721546,-0.729046344757,-0.0703000575304,-0.988491177559,-0.594030618668,-0.466892391443,0.876881301403,0.376715421677,0.280905246735,-1.27465057373,0.0963000059128,-2.08239984512,-1.08014988899,-1.18365001678,-0.482389986515,-3.76904153824,-0.467010438442,-4.35349416733,-0.308483719826,-0.547100841999,-2.86181211472,-2.30457949638,-0.580923199654,0.193086743355,-0.0502517968416,0.363900303841,-1.71437942982,0.334493815899,0.0261827297509,0.1226580441
466,1.93717443943,0.0345865413547,-0.293723255396,0.0394243597984,-0.420227050781,-0.787228167057,0.486400008202,-1.59327399731,-0.291817843914,0.018149971962,1.00520002842,-0.806508600712,-0.2118037045,0.026101604104,-0.0299206748605,0.188822090626,-1.08854782581,0.0660273581743,0.102694109082,-0.356185078621,0.177252426744,-0.529913246632,-0.889605998993,-0.624285817146,-0.396827965975,-0.361042916775,-1.29131162167,-0.155326381326,-0.412080734968,-0.628243803978,0.330711632967,-1.57870924473,0.711651086807,0.787436246872,0.287160098553,0.130710944533,-0.89203119278,-0.0591718554497,-3.31695246696,-0.296479701996,-0.326259613037,-0.557659089565,0.0180443376303,-2.26409959793,-0.0457011908293,-0.344178467989,0.566500008106,-1.31994998455,0.150099992752,-0.405650019646,-0.66321015358,-1.19554805756,-0.679665446281,-1.55980694294,-0.138402804732,-0.196749955416,-1.04652297497,-0.991706132889,-1.35530233383,-0.501974582672,-0.0766180902719,-0.752583146095,-0.114873066545,-0.583023786545,-0.250059813261,0.592792987823
6009,1.5577583313,-0.097877971828,-0.367943108082,-0.152315884829,-0.841875195503,1.09720909595,0.834149956703,1.00832843781,0.227769568563,0.571400046349,0.0,0.419200211763,0.506780385971,0.118263840675,0.307719886303,-0.615110218525,-0.511845111847,0.987190127373,0.725248217583,0.439169287682,1.67012155056,0.794629573822,-1.45968341827,-1.06710064411,1.33036231995,-1.04403018951,-0.00247317552567,0.486009955406,-0.651545643806,-0.510289549828,-0.35295984149,0.256458818913,1.01544809341,0.178383007646,0.49763789773,0.912743508816,-2.84808731079,-2.56253457069,-4.85172319412,0.409855008125,0.554381728172,-0.936965286732,0.935215711594,0.851929187775,0.991374492645,-0.660069584846,-0.943000018597,1.20955002308,1.39829993248,-0.29439997673,-0.966657876968,1.18520355225,-1.10491132736,1.19454276562,-0.674517869949,-0.652166962624,1.46897625923,-0.249112397432,0.735452234745,0.877750396729,0.832330584526,0.717121958733,0.820058703423,0.956169009209,1.35873103142,1.34081351757
2309,2.20974683762,0.144738435745,0.0692853629589,1.10247731209,-0.961480855942,0.0770467072725,-0.155349999666,1.10571658611,0.903448998928,0.015000000596,0.186599999666,0.439638078213,-1.16367006302,-0.870692133904,0.474185377359,0.264029681683,0.849410295486,1.50104951859,0.0138768404722,0.0820852965117,1.11830115318,0.0369935780764,0.000926643610001,-0.253289520741,0.533775568008,-0.381997168064,0.0437681376934,-0.250024795532,-0.212672367692,-0.662090182304,-0.00367835722864,0.548842787743,-0.743438065052,-0.0458345152438,-0.346541851759,0.680380880833,-0.520765721798,-0.480848163366,2.73100543022,0.531653881073,0.162625938654,0.251288771629,0.458908647299,0.141561105847,0.787383139133,0.598365306854,-0.771149992943,-5.10989999771,-0.440600007772,-0.150299996138,-0.0287012159824,0.223671808839,-0.19614341855,0.0961251035333,-0.483947575092,-0.576878190041,-0.412449121475,0.297929793596,0.00952330231667,-0.111695371568,-0.707687437534,0.0979049354792,-0.365554720163,-0.268684089184,-0.478462398052,-1.03930139542
387,2.32506275177,0.0815666466951,0.859613120556,-0.283268362284,-0.130991876125,1.20182490349,0.641049981117,0.843642354012,0.650561630726,-0.352650016546,-1.71309995651,0.58396679163,0.266168773174,-0.277759552002,0.341334044933,-0.313013613224,0.453558623791,-0.860025048256,0.511861205101,0.963391244411,2.16681528091,0.334347069263,-0.55035007,-0.818540334702,1.67075788975,-0.182521149516,-0.372436702251,0.29937183857,-0.673939883709,-0.519410848618,1.18481755257,1.22001087666,-0.114570170641,-0.463304102421,-1.35493302345,1.86547887325,0.567860424519,0.0765764266253,-3.99283123016,0.390454173088,1.10363340378,0.109897479415,0.265294611454,0.479952216148,0.597099244595,0.541084825993,-0.112399995327,2.21784996986,0.381299972534,0.0775499939919,-0.346465587616,2.78789877892,-0.837823748589,4.0501666069,-1.02552986145,-1.52945923805,2.9703950882,1.58595168591,0.483956158161,0.154238685966,0.337760955095,0.886170387268,0.230348855257,0.776941359043,1.0619764328,1.70639264584
3553,3.01577997208,-1.12003624439,-1.3590695858,-0.646019637585,-0.703280448914,0.000597935169935,-0.209999993443,-0.211514696479,-0.181546494365,-0.259599983692,-1.0720000267,-0.539242506027,-0.483011037111,-0.376414686441,-1.35582661629,-0.684968471527,0.0670072063804,-0.541453123093,-0.748025655746,-1.04012024403,-0.2239087075,-0.185068979859,-0.0368538200855,0.0540557205677,-1.02781128883,0.570360660553,-0.235726952553,-0.271090060472,0.323610126972,0.488946199417,-0.912926495075,-0.89204543829,0.521023392677,0.499659538269,0.398772090673,1.29065227509,0.494793713093,0.61075347662,4.9525141716,-0.0981094390154,-0.69026529789,-0.103635512292,-0.52659368515,-0.0729789808393,-0.216624259949,-0.424966722727,0.123249992728,-0.623149991035,-0.494349986315,1.12804996967,0.187404751778,0.40871450305,-0.905180811882,1.05923497677,1.31634545326,0.0821569040418,0.847496628761,1.02181744576,-0.17309679091,0.122918233275,-0.515880942345,-0.388531535864,-0.587091505527,-0.812414646149,0.316100031137,-1.11196649075
427,4.54207706451,-0.488575309515,0.315378755331,0.447763562202,-0.170479282737,0.349061667919,1.31380009651,-0.97796690464,-0.123538807034,-0.122750014067,0.283699989319,0.611705780029,-0.303705513477,0.621820569038,-0.77044403553,-0.904267609119,-0.17813386023,0.618268847466,-0.0343075245619,0.172484755516,-0.124050453305,-0.0663036257029,-0.95449078083,-1.38956069946,-1.55579900742,-0.861182510853,-0.759549617767,-0.509548783302,-0.04873919487,0.263729631901,0.259926438332,-1.409740448,-0.324705302715,-0.547541260719,-0.381650626659,-2.07963967323,-1.03602683544,0.0486505925655,0.281265676022,0.286774754524,-0.0551875084639,-0.587014853954,0.0241241529584,1.12536001205,0.388289451599,0.2189386338,-0.167899996042,0.132300004363,-0.730199992657,-0.167399972677,0.191169023514,-0.982257306576,-0.544751703739,-0.742742836475,0.174564898014,-1.16763114929,-1.92573678493,3.49522209167,-0.295027852058,-0.661149024963,0.00222052633762,-0.483490943909,0.592008888721,-0.138603523374,-0.853177905083,0.707909345627
5898,0.94804161787,-3.67848706245,-1.8717854023,0.300663769245,-0.720832288265,0.626648664474,-0.217199981213,-0.75075006485,-0.91023093462,-0.899800002575,0.273900002241,-0.930694460869,-1.26020896435,-0.0997854247689,-0.27168661356,-0.835504770279,-0.995107471943,-0.0018505603075,0.36783054471,-0.0725680813193,0.126289844513,-0.678459405899,-1.0596344471,-0.526568770409,0.10927477479,0.0264579504728,-0.508651912212,-2.15063595772,-1.12662196159,-1.084217906,0.342370301485,0.000896982848644,-1.00553143024,-0.846995770931,0.404163300991,0.435554236174,0.799516439438,0.411656647921,0.00647580623627,-0.412788420916,0.390355229378,0.105792947114,-0.163362577558,0.246511474252,-0.426227688789,-0.0885525196791,-0.501800000668,0.487850010395,-0.0284000039101,0.204549998045,1.13900840282,0.444688975811,1.00292646885,0.739989638329,0.0553920418024,-1.0481518507,0.0714676231146,0.260522902012,-0.359864413738,-0.824524879456,-0.0209263935685,-1.12581992149,0.284859627485,-0.6804728508,-0.371901154518,-0.643223285675
23365,3.16947388649,-0.963770866394,0.608497023582,0.568295478821,-1.51338613033,-0.329274743795,0.423399984837,0.215921327472,-0.382395982742,0.936200022697,1.34070003033,-0.160791069269,0.0649325996637,0.78250926733,-0.813538849354,-0.24510255456,-0.241414681077,0.00487987697124,0.502491235733,0.239186242223,1.34091472626,0.996612787247,0.168611466885,0.0140508152544,2.33735656738,-0.333221137524,-0.179407477379,-0.149740666151,0.471325188875,1.23045921326,0.133818536997,0.879522919655,-0.221303209662,-0.733916759491,0.556102633476,0.315127432346,0.121862761676,-0.0729983001947,2.0914337635,-0.966716349125,0.308530241251,0.0832182243466,0.042912080884,0.633311986923,-0.679881870747,0.294333249331,0.600899994373,1.06134998798,1.46480000019,1.28250002861,0.391476452351,1.27152514458,0.898778378963,1.7951157093,0.149834379554,-0.367162942886,1.95541763306,1.60937523842,0.61383420229,0.46924713254,0.323907822371,0.489443212748,0.107568457723,0.328586518764,0.533063173294,0.775464594364
6657,2.51581692696,-0.618516147137,-0.583460986614,-0.420996546745,-0.765086233616,-0.781443297863,-0.760500013828,0.00752855837345,-0.740197360516,0.743499994278,0.0333999991417,0.754489123821,0.490222930908,-0.22948500514,-1.05787229538,0.494646042585,-0.15675278008,-0.146585851908,-0.630701720715,-1.21049845219,-1.09174418449,-0.741116285324,-0.954325199127,-0.565817832947,-1.7720208168,0.10669927299,0.0365643799305,-0.168150216341,0.491786032915,1.01252365112,-1.37478804588,-1.36708557606,0.568753480911,0.482565701008,-0.367813676596,-1.11387383938,-0.695111095905,-0.932273447514,0.605529367924,2.89629340172,-0.719885528088,0.378089725971,0.287271618843,0.366384148598,2.41342020035,-0.110824868083,-0.274899989367,-0.286150038242,-0.706550002098,-0.661100029945,-1.04598128796,0.25306981802,-1.08820211887,0.899530589581,-0.703381180763,-0.54030328989,-0.336983978748,0.110662505031,-0.691387057304,-0.255385994911,-0.394685745239,-1.31684744358,-0.0338153541088,-0.891280174255,-1.06006705761,-1.43904280663
