rid,DOS029_VCAP_24H:BRD-K10008415-001-01-3:4.98,DOS033_A375_24H:BRD-K10008415-001-01-3:4.98,DOS033_A549_24H:BRD-K10008415-001-01-3:4.98,DOS033_HT29_24H:BRD-K10008415-001-01-3:4.98,DOS033_MCF7_24H:BRD-K10008415-001-01-3:4.98,DOS033_PC3_24H:BRD-K10008415-001-01-3:4.98,ERG014_PC3_24H:BRD-K10008415-001-01-3:9.95883,ERG014_PC3_6H:BRD-K10008415-001-01-3:9.95883,ERG014_VCAP_24H:BRD-K10008415-001-01-3:9.95883,ERG014_VCAP_6H:BRD-K10008415-001-01-3:9.95883
5720,0.339983433485,-0.616999864578,-0.337012648582,0.0199666768312,-0.49005484581,-0.441336303949,-0.449934750795,-0.349900007248,0.915058970451,0.57945728302
466,0.855554759502,0.0991482436657,0.0047242641449,-0.0999333113432,-0.818187355995,0.654647946358,-0.0547732412815,-0.0728999972343,0.477741092443,0.469126433134
6009,0.842222571373,0.0283950418234,-0.225826427341,-0.1263666749,-0.76590692997,0.210674598813,-1.00752472878,-0.0638999938965,-0.03728325665,0.0968736857176
2309,-0.430265724659,-1.1082931757,1.21714675426,0.207133352757,0.204803079367,0.595834732056,0.175667792559,-0.797950029373,0.715267002583,1.01499891281
387,0.789721250534,-0.122435964644,0.162818402052,0.812333345413,-0.451411008835,-0.206958696246,-0.508845090866,-0.982300043106,-0.793500781059,-1.08788919449
3553,0.338536441326,0.622944295406,-0.260735154152,-0.155533313751,-0.717959046364,-0.81948196888,-0.629985332489,-0.659250020981,-0.237552776933,-0.423918366432
427,1.16982626915,0.580717861652,-0.552877485752,-0.708133339882,0.446987450123,-0.252888947725,-0.24246609211,0.00175000727177,0.737372875214,-0.303596019745
5898,0.0502914190292,0.0654817372561,-2.35135316849,-0.115466654301,-0.071112409234,-0.364628076553,-0.358447551727,-1.32930004597,0.395850390196,-0.159712940454
23365,0.749814927578,-0.764864385128,-0.0820096135139,-0.169066667557,-0.0140651576221,0.544265449047,-0.569931566715,-1.20545005798,0.108110934496,-0.427738547325
6657,-0.766510605812,1.98518943787,-0.179233461618,-0.230100005865,-0.957260489464,-0.197375237942,1.52604138851,0.518400013447,0.0673539340496,0.317595124245
5054,1.50685310364,-5.08545780182,-0.631175994873,-2.08413362503,-0.815915346146,0.0364909544587,-0.315214663744,-0.928399980068,2.64386677742,-0.0282879769802
3108,0.0639511719346,-1.86502826214,0.493544608355,-0.676600039005,-0.277337372303,0.409147083759,-0.895561277866,-0.365850001574,-0.0323349386454,0.302247285843
1950,-1.29734611511,0.536827504635,-0.336407631636,0.597100019455,-0.424713730812,1.13107430935,1.2780122757,0.889050006866,1.12559711933,0.704201161861
351,0.214115202427,-2.92599821091,-1.91317129135,-0.0356666743755,-0.422907859087,0.0572791397572,0.0951207354665,1.72839999199,0.0,-0.662670373917
4846,0.314494132996,-1.77687430382,1.1127281189,0.468699991703,0.494059801102,0.865682959557,0.298069655895,-0.312099993229,-0.53876131773,1.88434076309
1452,0.20091971755,0.423833310604,0.790993571281,1.58676671982,1.09278345108,0.500856518745,-0.954512834549,-0.411000013351,-0.198628395796,-0.0861010700464
4776,-0.254066407681,0.56676620245,-1.17768502235,-0.160766690969,-0.866314589977,0.00530336797237,-0.0184001103044,-0.171250015497,-0.516281604767,-0.638473689556
