rid,ERG012_PC3_24H:BRD-K88426506-001-01-4:10.298,ERG012_PC3_6H:BRD-K88426506-001-01-4:10.298,ERG016_VCAP_24H:BRD-K88426506:9.92,ERG016_VCAP_24H:BRD-K88426506:3.31,ERG016_VCAP_24H:BRD-K88426506:1.1,ERG016_VCAP_24H:BRD-K88426506:0.37,ERG012_VCAP_24H:BRD-K88426506-001-01-4:10.298,ERG012_VCAP_6H:BRD-K88426506-001-01-4:10.298
5720,0.87780213356,0.857124567032,0.25284743309,0.472572535276,0.91744530201,0.452791839838,0.431628972292,-0.320705235004
466,-0.425347208977,-2.20181965828,-0.619220256805,0.251333773136,-1.33493256569,0.349197596312,-0.266868829727,0.111529380083
6009,-1.49235200882,-0.535897731781,-0.505907177925,0.326106280088,-4.22453212738,0.388292104006,-0.109901174903,-0.643261551857
2309,0.215313792229,0.786109983921,2.11651420593,1.05293869972,-0.184219390154,0.967287659645,1.26263153553,0.741127669811
387,-0.727650403976,-1.60479474068,0.143774241209,1.08845937252,1.2662872076,-0.654849588871,-0.0662077441812,0.756289720535
3553,1.66305053234,0.294322758913,0.189368665218,-0.891695261002,0.783517062664,-1.0049226284,0.802865087986,-0.0226625856012
427,-0.433465957642,0.389788329601,-1.97516739368,0.373184204102,-1.02596855164,0.159832179546,-0.479369997978,-0.141591101885
5898,0.990142583847,-0.381576538086,0.703456759453,0.137834057212,0.133719354868,-1.09645318985,0.267735928297,0.7799731493
23365,0.149595677853,-0.0353559851646,0.234641641378,1.07453942299,2.38841199875,-0.577294766903,-0.537738919258,-0.0232040509582
6657,0.0751012861729,-0.151526421309,0.175304502249,-1.2175116539,0.662566840649,-0.171065449715,0.411828428507,-0.703451991081
5054,0.538757920265,-0.0334801375866,-0.0744353234768,0.373984009027,3.09312152863,0.596206605434,-0.359281808138,0.810787141323
3108,-0.175065696239,0.329389035702,0.991716623306,1.48599338531,3.7566306591,-0.202039003372,0.64512938261,-0.0916362702847
1950,3.54463481903,0.176846131682,-0.426374554634,2.16601777077,3.5209608078,-1.6495398283,2.38005948067,-0.894518196583
351,-0.667918801308,0.565413832664,-0.167354106903,0.496165394783,-4.03745174408,0.771177768707,-1.83535218239,1.44970095158
4846,2.32634973526,0.590090632439,-0.132869511843,-0.0834859311581,3.70979332924,-1.15293610096,0.0329642295837,3.93490600586
1452,1.49786579609,-0.669401466846,-0.0246959924698,0.469797223806,1.95435881615,0.0408943742514,0.615645170212,-0.21800789237
4776,-0.106704585254,0.403375387192,-0.421640336514,-0.922516405582,1.99603629112,-0.935525417328,0.789034843445,-0.290020912886
6908,-1.03826379776,-0.189305633307,-0.299734681845,-0.0351915955544,2.82253885269,0.362924158573,0.836323022842,0.368760704994
672,-2.88527655602,-0.524506211281,-1.71220374107,-0.467881441116,2.10240721703,0.527898132801,-0.946971535683,0.644744217396
5710,1.18991982937,0.825159549713,-0.481034845114,-0.137570157647,-0.424691140652,-0.124446958303,0.894541323185,1.21520829201
2115,0.0948455631733,1.38976264,-0.241483390331,-0.371016919613,1.41086292267,0.0881209075451,-0.818167924881,-0.420280843973
7015,1.57237410545,-0.224971726537,-0.557465195656,-1.63419032097,-0.527926325798,-1.39738321304,0.516846120358,-0.548818707466
8726,-1.48416948318,0.434358626604,-1.06679010391,1.01349699497,2.76300525665,0.275076240301,-1.55401992798,-0.11953047663
2185,-0.539943039417,0.134443432093,-0.286080569029,-1.23144543171,-0.717968404293,-0.89292961359,1.46786391735,-1.38983988762
3315,0.210666775703,1.13477110863,-0.643619298935,-1.00912165642,2.01723670959,-1.0840575695,-0.167333245277,-0.113823443651
5289,0.0549728274345,-0.582505822182,-0.193422868848,-1.35888910294,0.371408879757,-0.248401731253,0.715943217278,0.230423718691
868,3.60588502884,4.00603246689,0.224269747734,0.717749297619,1.32260799408,0.595769762993,0.540354251862,-0.684560775757
1677,-2.48632478714,-1.0891443491,-0.737562656403,-1.70488154888,0.0396532043815,-0.183693379164,0.0597192049026,-1.74536836147
7043,-0.267590999603,0.343718409538,-0.409663259983,0.39528927207,0.902653694153,-0.962217926979,0.814479708672,0.195119589567
5613,1.44185137749,-0.59180098772,-0.201006487012,-0.709928929806,0.818496108055,-0.313763260841,1.37098002434,-0.427499353886
595,-0.131351202726,-0.62953710556,-0.149267449975,0.571095943451,2.10998773575,-1.06589508057,0.107837066054,1.08632206917
4793,0.331175893545,-0.527650415897,-0.855082333088,-0.473432511091,2.55313014984,-0.288766682148,0.0867012813687,-0.60843706131
2736,-0.973014771938,0.293298721313,-0.0150673091412,-0.766558766365,1.61871051788,-0.852356553078,0.639604687691,0.0907983109355
5290,1.22395396233,1.04130852222,0.0263637006283,-0.234388813376,-1.21454668045,-0.139937281609,0.0606334730983,-0.297720462084
6194,0.278809994459,0.873732507229,1.32918691635,1.93599903584,-3.83436489105,0.386003255844,0.0143637284636,-0.272092163563
1676,-0.198945254087,0.0455283224583,-0.311739325523,-0.406982690096,-0.475708514452,-1.46643161774,0.939224720001,-0.244721919298
23512,-3.69453573227,-0.094172000885,-0.749121546745,0.3983258605,-3.2480404377,0.280473321676,-0.56649684906,0.513749778271
148022,1.99718046188,1.42371165752,0.0750440508127,-0.568768918514,1.79664599895,-2.36082243919,-0.0125183798373,1.62280130386
1906,-0.162124425173,-0.400003254414,-0.231565639377,-0.956836879253,-0.525344729424,-0.98558306694,0.758621811867,-0.540437579155
8878,0.742403626442,1.60533750057,0.567047834396,0.161032512784,-2.23987817764,0.359790205956,0.618450343609,0.153218358755
3091,1.14718914032,0.505802094936,0.145742684603,-0.571537017822,-4.35162210464,-1.86811757088,0.284138679504,-0.581268906593
5743,0.130168229342,1.01316070557,2.98846578598,-0.0516554713249,3.04295301437,-0.98684990406,-0.352253854275,-0.612959980965
5321,0.229680836201,-0.416004985571,-0.28581944108,-1.6243185997,-3.70862150192,-1.1143065691,0.61387604475,-0.581606388092
4144,-0.0858653187752,-0.379410564899,1.08263099194,-0.459005206823,-3.62121891975,0.765941917896,-0.45539611578,0.0526343546808
1981,0.61165779829,0.825263500214,-1.11452794075,0.910356342793,0.522716164589,-0.872396349907,-0.14354531467,0.44855350256
695,0.158590942621,1.9738420248,0.371641278267,-0.257936090231,4.77258634567,-0.898864865303,-1.14480221272,-1.86236214638
10398,0.0564321875572,0.166964441538,0.0812799111009,-1.35265207291,1.26964473724,-1.19720840454,0.438884794712,0.698413968086
5708,-0.437522739172,-1.03228211403,-0.987352371216,-0.405965566635,-4.0410027504,-0.460314154625,-0.0444144904613,-0.284887522459
1213,0.0758558735251,-0.0220437496901,0.70128506422,1.47527229786,-2.26645636559,0.663563787937,-0.166736364365,0.985797345638
226,0.841922879219,-0.141764223576,-0.269963920116,0.645509719849,2.04627156258,-0.473123311996,-0.838911116123,-0.417876034975
6777,2.47063779831,-0.192891836166,0.0512028709054,-0.760245084763,2.95323491096,-0.749381542206,-0.31944924593,0.132836550474
2113,-0.0726419985294,-0.414350122213,0.43863889575,-1.8198132515,-0.401100367308,-0.0721383392811,0.495187848806,-0.752182006836
3329,-2.78386521339,-0.213607922196,-1.46031332016,-1.77091610432,-0.249381512403,0.0873931050301,-0.423065871,0.019420877099
1050,1.45487213135,0.123659193516,-0.0154436975718,0.51690942049,1.66118979454,0.378592133522,0.597740590572,0.263341963291
9491,-0.601170420647,0.173276081681,-0.468120872974,-0.939239025116,-1.01725900173,-0.804637014866,0.179426282644,-0.280557781458
22926,0.0512803196907,-0.231902882457,0.654789447784,-0.680925130844,1.18545734882,-0.695507287979,0.846336841583,0.945004463196
5899,0.41860306263,-0.832089185715,-0.897900342941,0.146323382854,2.41662549973,-0.0862869918346,-0.156674802303,-0.873835206032
5467,4.68054771423,0.390376031399,-0.503156483173,0.123199671507,1.66205191612,-1.14432454109,0.878634572029,0.397840261459
6774,1.16146767139,-0.783807396889,1.14520919323,0.188115626574,2.46977972984,0.552583694458,-0.410526156425,0.285677313805
1788,-0.599067687988,0.0845078378916,-0.54354262352,-0.94304394722,-0.469025373459,-0.979012191296,0.483965933323,-0.335491538048
5921,0.345039188862,-0.0107384473085,0.136869698763,1.05272078514,3.37716960907,-0.225274026394,-0.034451328218,-0.555983126163
5721,-0.429398864508,-0.755059480667,-3.58565616608,-0.785354316235,-4.37197875977,-0.084226988256,-1.26038479805,-0.362514048815
2263,0.00441218912601,-0.318991273642,-0.581886708736,-1.36137962341,0.289162367582,-0.651459217072,0.416931062937,-0.855753421783
808,-0.718761861324,-0.261956572533,-0.38130569458,-1.0878880024,0.0595699995756,-0.901215672493,-0.237780839205,0.865849196911
30001,-0.398576915264,-0.597671151161,-0.561289250851,-0.656558394432,3.4298889637,-0.643491744995,-0.084459528327,0.291400700808
348,-0.306680977345,-0.498018443584,-0.369473516941,2.26195144653,3.39423489571,-0.907921671867,0.440787255764,-0.588303864002
30849,0.317730307579,0.58917760849,0.31760558486,-0.400011658669,2.60776019096,-0.305277228355,0.0730435401201,0.155776917934
1454,-1.37992191315,2.18980026245,0.317832171917,-0.233077019453,-2.32695436478,-1.2797100544,0.236797556281,1.18516230583
6500,-0.972547590733,-0.274218410254,-0.351352035999,0.957048296928,2.16290426254,-0.533618927002,-0.257995188236,0.267488628626
