rid,DOS018_VCAP_6H:BRD-K25469705-001-01-9:5.05,DOS018_VCAP_24H:BRD-K25469705-001-01-9:5.05
5720,-0.264554947615,-0.947333335876
466,-0.572858870029,-1.10800004005
6009,-0.565052032471,-3.29476690292
2309,0.160782366991,-0.247066676617
387,-0.135717362165,0.871366739273
3553,0.609241902828,0.17513333261
427,0.912988007069,-0.2214666605
5898,-0.0201869830489,-0.140300005674
23365,0.104094639421,0.192566663027
6657,0.235175266862,-0.510233342648
5054,-0.998147189617,-2.2038333416
3108,0.244058817625,0.480566769838
1950,0.267322123051,-0.554666697979
351,1.07368087769,-3.19280028343
4846,0.321944147348,-0.375333368778
1452,-0.00535372411832,0.204466670752
4776,0.985252737999,-0.469366669655
6908,-1.17002248764,-1.16273331642
672,0.242622345686,-0.734966695309
5710,-0.4256054461,-0.541300058365
2115,0.273352921009,0.0392333567142
7015,1.12607705593,1.14593338966
8726,-0.365827918053,0.33656668663
2185,1.14935207367,0.211899995804
3315,-2.17231798172,-0.0523000061512
5289,-0.23103889823,-0.466000050306
868,0.0479801334441,0.753033399582
1677,0.501478493214,-0.971200108528
7043,0.87351411581,0.328299999237
5613,6.80706596375,0.337666660547
595,-0.553992927074,-0.694499969482
4793,-0.345423042774,0.181066691875
2736,-0.0943952947855,0.265933334827
5290,1.986089468,-0.361200034618
6194,-0.21209448576,0.253400027752
1676,1.95727562904,-0.536133348942
23512,-0.101374298334,-0.392733335495
148022,-0.818203628063,0.19376668334
1906,1.0103417635,0.127633333206
8878,0.0268330797553,0.782100021839
3091,0.0862985774875,-1.2704334259
5743,-0.208297774196,0.0300000160933
5321,1.01911962032,-0.806766688824
4144,0.0829039812088,-1.56996679306
1981,0.394505113363,1.20309996605
695,-0.565746068954,-0.0723333358765
10398,0.256604135036,-0.1494333148
5708,-2.09905767441,-2.73930001259
1213,-1.39821445942,0.590800046921
226,-0.689968883991,-2.00136685371
6777,-0.181032955647,3.58890008926
2113,0.210335001349,3.65026688576
3329,-0.276508450508,-0.537466645241
1050,-0.144174396992,1.25983345509
9491,1.09691631794,-0.513433337212
22926,0.2294665277,0.542600035667
5899,0.11419287324,0.209399998188
5467,-0.0797775685787,-0.647866725922
6774,0.544422924519,0.0602000206709
1788,0.88970631361,-0.0801666676998
5921,-0.520684301853,2.08003330231
5721,-1.49035763741,0.462033361197
2263,2.38728284836,-0.783300042152
808,0.948873817921,-3.74583363533
30001,-0.70684927702,-0.832666754723
348,-0.947727024555,0.703833341599
30849,0.0363673530519,-1.59806680679
1454,-0.366485059261,-0.527699947357
6500,-0.769633114338,-0.441799998283
5627,0.105726718903,0.0397999882698
5715,-0.042868360877,1.02580010891
4791,0.47161346674,-0.813166677952
56924,0.338118702173,0.428233325481
2690,-0.330486178398,0.682833313942
1019,-0.492636084557,3.08896684647
51422,-0.127901926637,0.287599980831
5788,0.913834452629,-0.136000007391
6709,-0.250548034906,-0.500666677952
1277,-0.503078043461,3.03283333778
993,0.0337433815002,-0.259633332491
7157,-0.268025070429,0.370966672897
1958,-0.15067923069,3.00883340836
4582,-0.336730897427,1.88090026379
9212,0.508934319019,-2.90126681328
8440,-0.964620232582,-0.202600032091
6790,-0.106944404542,-0.343466699123
8851,-0.00436800718307,0.188500002027
2534,0.230435505509,-0.0361333489418
4893,0.328698635101,-0.577600002289
665,0.100377172232,0.484433323145
4313,1.6987247467,-0.469233334064
1022,-1.11862659454,0.466666698456
5880,0.846178770065,0.0964666604996
3162,-0.402221083641,-0.427233338356
1282,1.69707083702,-0.190999999642
3383,0.733406305313,0.690433263779
727,-0.00615713791922,3.13613343239
4792,-1.08431947231,0.28286665678
4794,0.989907205105,0.15543332696
902,0.884579122066,-1.77950000763
8091,1.00779211521,-0.288833320141
3486,-0.644950032234,-0.388666689396
10818,0.0625046789646,-0.14756667614
3454,1.41627573967,0.591300010681
4282,-0.374458640814,0.266199976206
1605,0.474294006824,-0.500400006771
10644,-0.254486292601,0.784633338451
2065,0.366108775139,0.219366684556
8321,-0.302966743708,0.484433323145
8503,1.60483312607,3.35320019722
7027,0.163256019354,-1.30886673927
