rid,DOS029_VCAP_24H:BRD-K21827358-001-01-2:5.01,DOS033_A375_24H:BRD-K21827358-001-01-2:5.01,DOS033_A549_24H:BRD-K21827358-001-01-2:5.01,DOS033_HT29_24H:BRD-K21827358-001-01-2:5.01,DOS033_MCF7_24H:BRD-K21827358-001-01-2:5.01,DOS033_PC3_24H:BRD-K21827358-001-01-2:5.01
5720,-0.238679617643,-0.382209837437,-0.198399990797,-0.962899982929,-0.0446999669075,0.243200331926
466,-0.491169244051,0.290291637182,-1.17690002918,0.193366676569,-0.125833332539,-0.588787138462
6009,0.896330595016,0.265013337135,-0.128400012851,0.199633330107,0.488033294678,0.392288386822
2309,-0.507697761059,0.0240937173367,-0.92313337326,-0.501200020313,0.16453333199,-0.312594592571
387,0.423805594444,1.06195902824,-0.689266681671,0.70573335886,0.732733368874,0.398994386196
3553,0.0960156321526,-0.621600866318,0.521133363247,0.579700052738,0.365766644478,-0.906981527805
427,-1.13944351673,-0.523210465908,-0.294566661119,-1.08410000801,0.674266695976,-0.59000146389
5898,-0.438502371311,0.412410765886,-0.850266695023,-0.540366649628,-0.187666654587,-0.209592297673
23365,-0.0329307876527,0.537750959396,-0.800900042057,1.13846671581,0.0375999808311,-0.308236777782
6657,0.397606909275,0.372405588627,0.402999997139,0.474366694689,0.420100003481,-0.795992255211
5054,-0.163130521774,-0.184291064739,-0.495133370161,-0.492833316326,-0.760133385658,-0.543604850769
3108,-0.323915719986,1.16017198563,1.03410005569,-0.210766613483,-0.178233325481,-1.89278662205
1950,-0.213214099407,-0.771854281425,-0.192366659641,-0.783433318138,-0.0602333322167,0.140231311321
351,0.814413547516,-0.347937226295,-0.00593331456184,0.226133346558,1.06210005283,-0.925738096237
4846,0.731423139572,-0.514538764954,-0.41810002923,-0.601766645908,-0.578999996185,-0.671772122383
1452,-1.89989900589,-0.131831765175,0.473300039768,-1.62676668167,-0.50743329525,-0.847674608231
4776,1.76682019234,-0.560555577278,-0.119366660714,0.749000072479,0.516033351421,-0.20009329915
6908,-0.439317345619,1.0698018074,-0.265399992466,0.491766691208,-0.612800061703,1.4950261116
672,0.516730129719,0.481321454048,-0.738400042057,-0.942500054836,-0.263799965382,-0.744967937469
5710,-1.55154132843,0.835741400719,-0.92920011282,-0.507633328438,-0.235799998045,-0.380436360836
2115,2.25322461128,1.31374406815,1.85106670856,-0.662200033665,0.0145666766912,0.651750683784
7015,-0.924229383469,-1.03492546082,-0.608733355999,0.465033322573,0.392566680908,-0.736997246742
8726,0.894321084023,2.18039226532,0.558766663074,0.325366705656,-0.238533318043,3.7180492878
2185,-0.867282748222,-0.68046528101,-0.0418333113194,0.244299992919,0.831166684628,-0.124816775322
3315,0.0218763872981,0.250222742558,1.04906666279,0.0668666660786,-0.0617666617036,0.640501379967
5289,0.0199173092842,0.113766252995,-0.0337666720152,0.199800014496,0.672233343124,-0.633704781532
868,0.699812650681,-0.0206762906164,0.500033318996,-0.152233332396,0.486500024796,0.0991590768099
1677,-0.623622238636,-0.763104319572,0.541366696358,0.87573325634,0.513200044632,0.33044230938
7043,-0.0062009729445,0.459985733032,0.224900007248,0.916766643524,1.15339994431,0.0956838428974
5613,0.499710053205,-0.19805188477,0.541833341122,0.748066723347,1.11876666546,-0.760885059834
595,0.540225148201,0.767360687256,0.598600029945,1.53279995918,-0.278933346272,-0.982344031334
4793,-0.526411771774,0.428295463324,0.71416670084,-1.15636670589,-0.771400034428,0.140938267112
2736,1.98783326149,-1.02680003643,-0.641833364964,-0.0951666682959,0.380200028419,-1.30144929886
5290,0.309321820736,-0.809200167656,-0.682166695595,0.700966715813,0.110133349895,-0.870698451996
6194,-0.0295858085155,0.000206106793485,-0.154799997807,-0.554000020027,-0.0907332897186,1.00510001183
1676,0.340093404055,-0.112684309483,-0.0431333780289,1.01476681232,-0.154066622257,-1.11029911041
23512,-3.42594909668,0.699766039848,0.808733344078,0.355566680431,0.406599938869,0.30189037323
148022,0.149743616581,0.554814696312,-0.247133344412,-0.42596668005,-0.571300029755,-1.00298261642
1906,0.06382766366,-0.706771731377,0.591500043869,-0.939566731453,0.746100068092,-0.759397268295
8878,0.315575182438,-0.336696654558,-1.05293345451,0.0449999943376,-1.05213332176,0.548256993294
3091,-0.841296970844,-0.940942764282,0.0347999930382,0.0681333467364,0.021399974823,0.27443215251
5743,-0.456657230854,-0.300137400627,0.189566671848,-0.537866711617,-0.258800029755,-0.386421203613
5321,0.0169630497694,0.294974833727,-0.993700027466,0.0765000134706,3.31076669693,-0.303972959518
4144,0.345777153969,0.645358026028,0.307066679001,0.158533334732,0.416466683149,-0.0309790670872
1981,1.14844501019,0.298978447914,-1.87623333931,0.384233355522,-0.827466726303,-0.552424013615
695,-0.274229824543,-1.0793466568,4.46270036697,0.743499994278,0.163766667247,0.572821199894
10398,3.0905380249,-0.309177786112,0.268466681242,0.290766686201,-0.0770666897297,0.430526971817
5708,-0.00999708473682,-0.329748749733,0.0577666759491,-0.489966630936,0.138233363628,0.19913482666
1213,0.883992791176,0.676777005196,-0.308300018311,-0.848266601562,-0.125500038266,0.794994235039
226,-0.0581002160907,0.471474468708,-1.20476675034,3.69876670837,3.05290007591,3.95748615265
6777,0.570774018764,2.24645209312,0.904399991035,0.0870666801929,-1.10780000687,-0.0790902450681
2113,-0.338847458363,0.368862122297,0.463133364916,0.268166661263,0.778500080109,0.281715154648
3329,-0.0901758223772,0.619111120701,0.87103331089,-0.1386000067,0.875833332539,1.06806480885
1050,-0.0332720912993,-2.04123783112,-0.601000010967,-1.08229994774,-0.41369998455,-3.31776595116
9491,2.25425696373,-0.33369243145,-0.974133372307,0.394566655159,-0.240333363414,-1.32289850712
22926,-0.137134134769,0.607389330864,0.693033337593,0.0427333116531,0.192000001669,-0.601325452328
5899,0.134958729148,-0.0747627615929,-0.927966594696,-0.309533327818,-0.338966667652,0.348494470119
5467,-0.370863258839,0.592764735222,-0.013433329761,-0.130566671491,-0.100366681814,-0.871082663536
6774,0.581666111946,0.924931526184,0.238566666842,-0.192666709423,-2.63430023193,-6.047706604
1788,-0.303905129433,-0.395437866449,0.0701666772366,0.650600075722,0.296133369207,-0.43438577652
5921,-0.319361686707,0.799861192703,-0.45970004797,0.106333345175,-1.06710004807,0.672011017799
5721,0.988059043884,0.600601255894,-0.600566625595,-2.82996678352,-0.0308333337307,-1.39304327965
2263,0.406737953424,-0.183529809117,-0.409166634083,0.677966713905,0.0104333460331,-0.461992114782
808,0.755518436432,-0.609427988529,-0.104200005531,0.97023332119,-0.251566648483,-1.08452868462
30001,0.548434853554,-0.0422641336918,0.760800004005,0.763733386993,-0.825533330441,-0.165789693594
348,0.526092112064,-0.633008301258,1.92576670647,-0.4007999897,-0.744900047779,-0.745025396347
30849,-0.0916529893875,0.408743917942,-0.33620005846,-1.65550005436,-0.699000000954,-0.0204842686653
1454,-0.57682454586,-0.446702897549,-0.432133346796,0.40189999342,-0.740666627884,-0.776688158512
6500,-0.725074648857,1.4231325388,-0.581533372402,-0.484766721725,-1.13923335075,1.12167322636
5627,-0.357364416122,-0.512151122093,0.383466660976,-0.598066687584,0.329899996519,-0.117720037699
5715,0.342101871967,0.872609019279,-0.512833356857,-1.12339997292,-0.51536667347,-0.598785996437
4791,0.35741469264,-0.136809945107,0.791466712952,0.881200015545,0.468000054359,-1.12056827545
56924,0.481409430504,-0.0557612404227,-0.0538000166416,-0.90600001812,-0.714066684246,-0.0752793550491
2690,0.232293605804,-0.557497262955,0.634066700935,-0.204066693783,-0.242999985814,0.0505683235824
1019,-0.423971116543,1.12975859642,0.346899986267,0.683966636658,0.615100026131,-1.74724555016
51422,-0.765730321407,-0.897567927837,-0.3519333601,0.109899997711,0.171233326197,0.172392621636
5788,-0.265145599842,1.33170187473,1.05856668949,1.46416664124,1.22620010376,-0.255405277014
6709,-0.0086567029357,0.518985748291,0.211566641927,-2.44113326073,-0.298633337021,0.248095661402
1277,0.0559261292219,-0.832039237022,0.220933333039,0.315699994564,0.245133340359,0.817757666111
993,0.489252746105,0.294087171555,-0.637433350086,-1.18323338032,-0.519666671753,-0.0134637355804
7157,-0.519202649593,-0.17248159647,0.393966674805,0.182833343744,-0.26289999485,-0.161156535149
1958,0.784086465836,-0.425585955381,-0.13436666131,-0.721033334732,-2.7093334198,-0.307896614075
4582,0.921717524529,-0.400763869286,2.82363367081,-0.822366714478,0.0210666637868,-0.30341899395
9212,0.0768429264426,0.639939188957,0.392633318901,0.967399954796,0.783133387566,-0.144311353564
8440,-0.0931865274906,0.413411557674,-0.748566687107,0.0454000085592,-0.240766689181,1.18821692467
6790,-0.302888333797,1.2790620327,-0.370766699314,-0.122899994254,-0.120900020003,0.268764913082
8851,0.30211186409,1.60642433167,0.249599993229,-0.440099984407,0.433600008488,-1.08552157879
2534,0.301381856203,-1.78664684296,-0.382766664028,-0.669000029564,-0.48723334074,0.501782119274
4893,-0.362276792526,0.50951898098,-0.00906670093536,0.520733356476,-0.207400009036,-0.176867693663
665,-0.963158130646,0.150786414742,-1.18920004368,-0.10423335433,-0.0616333410144,0.286763966084
4313,0.314170062542,-0.382711172104,0.880499958992,1.18029999733,1.17556667328,-0.53699016571
1022,-0.541773974895,-0.477673977613,0.264500021935,-0.895500063896,0.132933303714,0.988213777542
5880,-0.777610421181,-3.96256780624,-0.13220000267,-0.351100027561,0.521166682243,0.372875571251
3162,-0.164278969169,1.08695721626,-0.884500026703,-0.560766637325,-0.740800023079,-0.555141329765
1282,0.21936134994,0.390197336674,-0.025700032711,2.1454668045,-0.214333355427,-1.06927931309
3383,2.2238304615,-0.14017996192,-0.0377000123262,-0.265066683292,-0.282266736031,-0.804345011711
727,-1.26524806023,-0.572972297668,-0.923033356667,0.0756999924779,0.0327333211899,-0.211619466543
4792,0.498249173164,-0.821052014828,0.531166732311,0.0203000027686,1.43873333931,-1.06795418262
4794,-0.0867903530598,-0.783448338509,-0.0416999980807,0.666200101376,0.396366715431,-0.747049748898
902,-0.0321392528713,-0.0706485211849,0.170700013638,-1.29053342342,-0.130666673183,-0.610751509666
8091,0.107705876231,0.587021648884,-0.507933437824,0.118833333254,-0.77516669035,0.295032680035
3486,-1.81969594955,0.676330804825,0.452266693115,0.195433348417,-0.0674999952316,-1.36797857285
10818,0.932682514191,-0.375582933426,0.536199986935,0.262033343315,1.34636664391,-0.49757784605
3454,0.228513434529,-0.685706853867,0.0949000418186,0.430733323097,0.528366684914,-1.25402140617
4282,0.116754457355,-1.82877612114,-0.263166666031,-1.51553332806,-0.215200021863,-0.529736816883
1605,0.0986903086305,1.74936187267,-0.252033352852,-0.97310000658,-0.10153336823,0.0948948413134
10644,-0.404064178467,-0.261481940746,0.677200078964,-1.29449999332,-0.720133364201,-1.05139803886
