rid,CPC003_PC3_6H:BRD-K17705806-003-01-0:10,CPC003_PC3_24H:BRD-K17705806-003-01-0:10,CPC003_VCAP_6H:BRD-K17705806-003-01-0:10,CPC015_A549_6H:BRD-K17705806-003-01-0:10,CPC015_ASC_24H:BRD-K17705806-003-01-0:10,CPC015_HT29_6H:BRD-K17705806-003-01-0:10,CPC015_MCF7_6H:BRD-K17705806-003-01-0:10,CPC015_SKB_24H:BRD-K17705806-003-01-0:10
5720,-1.27298080921,-4.77733802795,-0.779161691666,-3.00384998322,-0.491439193487,-4.3720998764,-1.40339994431,1.9890999794
466,-1.368080616,-1.39345479012,-0.329289972782,-0.518050014973,-0.0664653033018,-1.17850005627,0.255233347416,1.46800005436
6009,0.137209862471,1.3355691433,-0.12752187252,-0.591050028801,3.1271147728,-0.447899997234,-0.0591666735709,-4.24510002136
2309,2.23229646683,4.83497238159,0.856710374355,2.66674995422,0.435788482428,10.0,0.517466664314,-5.19880008698
387,-1.34374153614,-2.63521742821,-0.67052167654,-3.97935009003,-1.33079504967,-0.211300000548,-1.52933335304,-2.10299992561
3553,0.905764877796,-0.212300926447,0.819586694241,0.890149950981,4.362616539,1.16869997978,-0.261633366346,4.13040018082
427,-0.291315853596,-0.739275932312,-0.24716770649,-1.06739997864,-1.08976829052,-3.16070008278,-1.50530004501,0.312700003386
5898,1.6699616909,4.78350543976,0.606761038303,1.45215010643,3.24715971947,7.44119977951,-0.217233359814,2.64420008659
23365,-0.557858526707,-1.94505977631,-0.695401787758,0.0823000073433,0.0656108111143,0.246000006795,-0.337166666985,2.83789992332
6657,1.48482859135,3.65546321869,0.710185647011,0.864199995995,-0.363892257214,2.29600000381,-0.612533390522,2.03500008583
5054,-1.58499586582,-1.85827660561,0.254019320011,-0.994899988174,-0.295446455479,3.21600008011,-0.12146666646,-0.954299986362
3108,-0.403320610523,0.752792060375,-0.33427721262,-0.794950008392,2.20571827888,1.31529998779,0.409333348274,10.0
1950,0.43836081028,0.529064536095,0.791508972645,1.09675002098,0.547740757465,0.19280000031,0.547700047493,3.07259988785
351,-0.23964856565,0.48890337348,-1.15195775032,0.623399972916,-0.526676476002,-1.90199995041,-0.539700031281,0.00340000004508
4846,1.02710688114,2.85843539238,1.04706585407,-0.749549984932,0.549165904522,0.424899995327,0.451566666365,2.45300006866
1452,-1.09782636166,0.67886775732,0.302910417318,-0.259150028229,1.93047142029,-1.25810003281,0.835699975491,1.52110004425
4776,1.19553995132,4.84610366821,1.21800994873,0.723649978638,0.777657270432,0.558200001717,0.315033316612,3.99429988861
6908,-0.414159476757,-0.606375038624,0.173846125603,-0.833149969578,1.83405530453,0.753700017929,0.144799977541,-2.32459998131
672,-0.252956837416,-2.05644536018,0.0122773349285,-2.83990001678,0.0993265211582,-3.62339997292,-0.0910333618522,6.47410011292
5710,-0.793357610703,-1.60804009438,-0.55211430788,-0.716000020504,0.409935593605,-1.37759995461,-0.203100025654,-4.89020013809
2115,-0.872957110405,-1.59414958954,0.595744252205,1.19400000572,-0.00165805220604,-1.45089995861,-0.952333331108,6.21220016479
7015,2.07419919968,4.10042667389,0.231674581766,0.186250001192,0.756493866444,1.52349996567,-0.54056674242,4.15749979019
8726,-0.595841884613,-0.891745448112,0.388235628605,-1.25,-1.29016053677,0.0883999988437,0.115500003099,6.81379985809
2185,0.643013834953,3.9944331646,0.438163340092,0.850250005722,-2.15308856964,1.08809995651,0.262999951839,2.96810007095
3315,-0.178626522422,-3.17585062981,2.24752855301,-0.0411499999464,-3.73693037033,-0.381399989128,-1.62330019474,-10.0
5289,0.95587271452,2.62312722206,0.359556347132,1.5408000946,2.37194681168,4.49009990692,-0.582166731358,2.59489989281
868,5.86574745178,6.51270723343,1.35803353786,6.21689987183,2.96480250359,1.29260003567,0.121699944139,1.05509996414
1677,-0.449034750462,1.34528756142,1.66523957253,1.13359999657,0.874036133289,-4.34959983826,-0.219100013375,4.15500020981
7043,0.349937617779,-0.237317293882,0.780098438263,0.817800045013,0.961044430733,1.20620000362,-0.504299998283,4.28350019455
5613,0.805489301682,3.02505135536,0.603716611862,0.348299980164,1.13826906681,-0.21629999578,0.629566669464,3.6658000946
595,-2.37299227715,-7.21493244171,-0.462836563587,-1.42984998226,-1.4529914856,1.03090000153,-0.238399997354,-2.95749998093
4793,1.40718913078,5.28687238693,1.6568557024,2.36005020142,5.13500261307,5.15070009232,2.37210011482,4.13479995728
2736,0.289973258972,1.34518671036,0.143795534968,-0.808750033379,0.291675031185,-0.313199996948,-0.0933999866247,5.08699989319
5290,1.1254966259,4.94646930695,0.440558254719,1.15590000153,0.210750043392,0.0,0.456300020218,0.760900020599
6194,-0.759439229965,-3.84263134003,-2.51702189445,0.00135000003502,-0.794792413712,0.0,-0.480000048876,-10.0
1676,1.03285431862,3.92652702332,0.776247084141,0.903050005436,1.03454864025,0.0661000013351,-0.102333307266,2.01979994774
23512,0.0428007692099,-0.618071675301,-1.27281713486,-1.48214995861,1.29660904408,-2.59680008888,-0.213866665959,0.424899995327
148022,5.29647493362,4.80647420883,3.65409684181,4.28100013733,2.96544766426,8.96860027313,1.28763341904,2.5337998867
1906,0.739071965218,4.28256082535,0.29602432251,-0.503549993038,0.381577759981,0.713699996471,-0.0290666185319,3.67239999771
8878,5.41793680191,4.79158782959,-0.384099513292,1.09720003605,6.40862846375,8.66469955444,-0.163466662169,-10.0
3091,-0.225606247783,0.150379791856,0.491385817528,0.0899500027299,-0.0752213522792,0.475499987602,-0.273833334446,0.674300014973
5743,7.82825279236,3.43819451332,2.18652844429,7.47784996033,10.0,2.35640001297,0.929866731167,3.07809996605
5321,0.304515004158,2.36065864563,-0.115964919329,0.213400006294,0.352256000042,0.160400003195,0.610499978065,0.00200000009499
4144,-2.30351662636,-1.82459044456,-1.92584455013,-1.57365000248,-0.272240906954,0.431699991226,-0.279500007629,-4.1454000473
1981,0.0471075996757,0.475968241692,-0.48355025053,-1.24849998951,2.5664999485,-0.499500006437,-0.686833322048,0.589500010014
695,2.25078344345,-0.930848360062,0.328540623188,0.71924996376,-0.554523825645,0.877499997616,-0.270833343267,3.29320001602
10398,0.326503038406,-0.0341315120459,-0.148944705725,0.569599986076,-3.77339744568,1.72049999237,-0.55889993906,-10.0
5708,-1.80032849312,0.0048577147536,-1.0150539875,-0.790149986744,1.69823026657,-2.14960002899,2.05000019073,0.938499987125
1213,-1.57503628731,-2.56051945686,-1.63959634304,-1.7539999485,0.772235155106,-2.86490011215,0.804433345795,-5.07760000229
226,-1.31846833229,-5.36207294464,-0.225080102682,-1.09689998627,-0.587981343269,-1.36290001869,-0.399533450603,-4.04449987411
6777,-0.521062552929,0.581839203835,1.13853251934,1.23520004749,-0.192627906799,-0.0397999994457,-1.37396669388,4.03170013428
2113,0.165406316519,0.894904971123,-0.233397990465,2.47434997559,1.18418395519,5.72489976883,-0.203466683626,2.91739988327
3329,-4.38876724243,-6.29317569733,-0.210007086396,-1.00520002842,2.44746112823,-1.9838000536,-0.545800089836,-5.29180002213
1050,-1.69269239902,-1.70634150505,-0.84649425745,0.361999988556,1.95519471169,-1.84300005436,0.172333329916,3.26789999008
9491,0.458976477385,2.1349337101,0.26701593399,0.850000023842,1.20718288422,0.834800004959,1.01916670799,2.31890010834
22926,-2.08793067932,-0.949192762375,0.53314191103,1.23044991493,1.07245588303,1.35529994965,-0.147433340549,0.46020001173
5899,-0.361612170935,-0.373244941235,-0.0981470048428,-0.337199985981,0.158693268895,2.05940008163,0.302600026131,0.549399971962
5467,3.71872854233,4.65322780609,0.235084205866,0.944050014019,0.371527671814,10.0,1.06166672707,3.02589988708
6774,1.55416083336,0.977239906788,0.443436712027,-0.623549997807,-0.101534456015,-0.37839999795,0.972666740417,1.16110002995
1788,0.834827303886,4.39942073822,0.676618635654,0.199900001287,0.845774233341,0.41890001297,0.165133327246,1.62409996986
5921,-1.87525010109,0.0670711696148,-0.21607632935,0.186899989843,0.0302306078374,-4.10440015793,-0.203766673803,0.770500004292
5721,-0.659046709538,-6.41151332855,-1.18101358414,-0.0299500003457,-0.388432919979,-2.49979996681,-1.30943334103,-1.06490004063
2263,1.23002743721,4.70759153366,0.874870896339,1.97074997425,0.642970621586,1.160400033,0.0782333910465,1.53050005436
