rid,DOS030_VCAP_6H:BRD-K28431278-001-01-3:5,DOS030_VCAP_24H:BRD-K28431278-001-01-3:5,DOS034_A375_24H:BRD-K28431278-001-01-3:5,DOS034_A549_24H:BRD-K28431278-001-01-3:5,DOS034_HT29_24H:BRD-K28431278-001-01-3:5,DOS034_MCF7_24H:BRD-K28431278-001-01-3:5,DOS034_PC3_24H:BRD-K28431278-001-01-3:5,DOSBIO001_A375_24H:BRD-K28431278:10.0047,DOSBIO001_A549_24H:BRD-K28431278:10.0047,DOSBIO001_HT29_24H:BRD-K28431278:10.0047,DOSBIO001_MCF7_24H:BRD-K28431278:10.0047,DOSBIO001_PC3_24H:BRD-K28431278:10.0047,DOSBIO001_NEU_24H:BRD-K28431278:10.0047,DOSBIO001_NPC_24H:BRD-K28431278:10.0047,ERG014_PC3_24H:BRD-K28431278-001-01-3:10.0047,ERG014_PC3_6H:BRD-K28431278-001-01-3:10.0047,ERG014_VCAP_24H:BRD-K28431278-001-01-3:10.0047,ERG014_VCAP_6H:BRD-K28431278-001-01-3:10.0047
2115,-0.0137232542038,0.503504395485,-0.568757295609,0.0595815181732,0.927600026131,-0.3491538167,0.278901129961,0.036621902138,0.200354665518,-0.214634984732,0.25620007515,0.106045871973,0.238900005817,0.268158435822,0.270185291767,-0.22310000658,0.600499629974,0.602368235588
7015,1.93976688385,1.2424993515,1.96546185017,1.58911156654,2.24819993973,1.35688519478,0.444988965988,-1.06491470337,-0.90937513113,-1.18272078037,-0.342106252909,-0.973385930061,0.21495001018,-1.15149378777,-1.2937130928,-0.0798999965191,-0.0117995738983,0.525399744511
8726,0.606064796448,-0.508348464966,-0.341793268919,-0.340271234512,-0.959399998188,-1.25135171413,-0.762172579765,0.711030304432,0.249754667282,-0.126107215881,1.03560054302,-0.0170200914145,-0.916599988937,0.501509547234,0.0319463312626,0.510999977589,0.778724193573,-0.483318626881
2185,1.70179772377,0.198411226273,1.36776638031,1.36940026283,0.500100016594,1.22942638397,0.342630535364,-1.1505086422,-0.587662696838,-1.13923859596,-0.526261627674,0.137882649899,0.22595000267,0.117921516299,-0.211694225669,-0.068400003016,0.588627517223,0.3817525208
3315,0.216812357306,-0.848934829235,-1.14701581001,-0.02907076478,0.745050013065,-0.632994711399,-0.604432880878,1.3772277832,-0.724944889545,0.333026766777,0.0,0.149108171463,-0.629500031471,1.26850187778,-0.0565273314714,-0.000799983739853,0.515709578991,0.321115881205
5289,-0.366109877825,0.512268602848,0.229070395231,0.0473791100085,1.32945001125,-0.183140352368,0.0575003772974,-0.200024172664,-0.646396577358,-0.976036846638,-0.385946333408,-0.44669932127,0.485449999571,-0.868259429932,-0.525571882725,0.809350013733,0.273506194353,1.15360045433
868,-0.304228246212,1.08719611168,-0.68081009388,0.360528677702,-0.962149977684,-0.717012107372,-0.611668407917,0.0785097926855,-0.402655303478,0.419976294041,0.561362504959,-0.0540220662951,1.26209998131,2.67316031456,0.823578596115,0.92484998703,0.386066228151,-0.174734801054
1677,1.59358906746,0.201636239886,0.863067269325,1.19093680382,2.65175008774,0.744959533215,0.0775747597218,-1.35525214672,-0.741728663445,-0.987652480602,-0.474401921034,-0.480551540852,0.407000005245,-0.408457696438,-0.924754858017,-0.254250019789,-0.572529375553,0.299815475941
7043,0.992579579353,-0.059042558074,0.501394629478,0.109270781279,-0.172049999237,-0.954458773136,-0.659446716309,-0.137554854155,0.0666520893574,0.207044154406,0.845429122448,-0.829201996326,1.13175010681,0.325924515724,0.358291447163,0.83210003376,0.60972237587,0.926707088947
5613,1.28203225136,1.55463039875,0.814999341965,0.726883947849,0.795349955559,0.388282716274,0.817707240582,-0.697819232941,-0.721684575081,-0.166434407234,-0.442065507174,-0.66516315937,-0.273199975491,-1.75918650627,-1.0541164875,0.0531999766827,-0.182278454304,0.625690221786
595,-1.06724989414,-1.28358054161,-0.0429026782513,-1.26241695881,-0.0644499957561,-0.889010071754,-1.99482738972,-0.605482339859,-0.038358323276,0.750104546547,-0.821772813797,0.880937516689,0.0185000002384,0.762985825539,1.30195391178,-0.542949974537,0.651714086533,0.436535596848
4793,0.261219412088,-0.280460596085,-0.503725886345,-0.882823050022,-0.372749984264,-0.746668338776,-1.50232946873,0.0173108577728,-0.063773676753,0.0553661137819,0.141386404634,-0.334728389978,-0.462000012398,1.99402284622,-0.59355288744,0.323300004005,-0.529262840748,0.108385868371
2736,0.727035045624,1.01747953892,1.39832556248,-0.36778947711,-0.433349996805,0.318438529968,0.156006932259,0.407425880432,3.93008422852,-0.604738473892,1.35569059849,0.633355200291,0.470849990845,1.86728048325,-0.0440599471331,1.34389996529,-1.55566263199,0.0643223673105
5290,-0.201681673527,1.79117333889,1.15511250496,1.33133745193,0.0914499908686,1.52321982384,1.14623522758,-0.452338963747,-1.59039235115,-0.926841378212,-0.426523923874,-0.933484196663,-0.00534999370575,-0.0154883563519,-0.399133622646,0.501200020313,-0.0412134826183,1.00643563271
6194,0.89112508297,0.0,-0.0965507104993,-0.666479825974,-0.794200003147,-0.761414170265,-0.0415771603584,0.815832257271,0.441366165876,0.0,1.73615443707,-0.0935071259737,-0.413800001144,0.550677478313,0.0931722745299,0.19500002265,-0.385807901621,-0.469399631023
1676,1.806391716,1.0346378088,0.764860093594,-0.189370796084,0.284999996424,1.19242250919,0.698532938957,-0.803970694542,-0.345447599888,-0.112424209714,-0.587301552296,0.400653779507,0.219399988651,0.286954492331,-0.511367022991,0.695749998093,0.00991386175156,0.873817563057
23512,-0.572948813438,-0.464058727026,0.270380586386,-0.165372222662,0.53409999609,-0.378658294678,-0.567827761173,-0.0975541472435,-0.168415039778,0.0613109767437,-1.32347130775,-1.26637101173,-0.580150008202,-1.97004115582,-0.395362943411,0.131850004196,0.93621134758,-0.113291397691
148022,-0.775194823742,-1.49802267551,-0.841976761818,-1.317299366,1.08510005474,-0.104966074228,-0.236163124442,0.188371151686,0.502233326435,-0.552657008171,-0.995968639851,1.37503862381,-0.577049970627,0.407440394163,0.599018752575,-1.52869999409,0.653926551342,-0.167359307408
1906,0.967900156975,0.619619548321,0.622055768967,-0.606030106544,-0.15340000391,1.04554224014,-0.30870783329,-1.69308638573,-0.104089289904,-0.261533379555,-0.425434857607,-0.788639008999,0.44194996357,-0.303259670734,-0.871732234955,0.116099990904,-0.113196790218,0.682461857796
8878,-0.45835968852,-0.0791659802198,-0.143853068352,0.0861792266369,0.662450015545,-1.079179883,-0.99071586132,-0.70707911253,0.370212197304,5.55573272705,-0.378844678402,0.691772341728,0.102899998426,-1.17518472672,1.4614430666,0.482549995184,1.26075649261,0.858332574368
3091,0.738492190838,0.470216155052,-0.191891148686,-0.230489522219,0.182300001383,1.81518030167,0.132646054029,-1.2122964859,0.313826233149,-0.832514584064,-0.969637751579,0.661130726337,-0.196350008249,-3.62679982185,-0.116382814944,-0.00990000367165,1.19762337208,-1.4140431881
5743,3.0085515976,-0.574310004711,1.53501141071,-1.48893761635,1.17834997177,1.62667965889,0.568389177322,-0.317907094955,-0.944944858551,0.405995965004,-0.295651316643,0.713437795639,-0.319649994373,-0.123116880655,-0.138184711337,-1.02550005913,1.37695658207,0.11462790519
5321,0.630910515785,0.946609020233,-0.36952984333,0.778713583946,0.704949975014,0.765893340111,0.312929034233,-0.529910266399,-0.873933196068,-0.521324574947,-0.392728835344,-0.406801700592,-0.187400013208,-1.28693938255,-1.2366245985,0.253149986267,-0.556046843529,-0.036859691143
4144,1.21979045868,1.27992463112,0.74103564024,-0.0644180625677,0.589749991894,0.650633573532,-0.0265826433897,-1.39159607887,0.543194591999,-0.316975533962,0.881262481213,0.103483341634,-0.479449987411,-2.97597074509,-0.584000229836,-0.231100022793,-0.718794763088,0.677780508995
1981,0.326230436563,-0.746780157089,0.0314657837152,0.43838351965,-4.06284999847,-2.1475288868,0.151127621531,0.96672976017,5.04013109207,-0.18531537056,0.358967125416,0.720721006393,2.07524991035,0.787997245789,0.0238004848361,-0.928300023079,-0.509110867977,-0.151414841413
695,-0.0707835406065,-0.942627906799,0.70510494709,-1.37421095371,1.5746999979,-0.213535368443,0.48676559329,-0.548797905445,0.405376017094,1.91605639458,0.347769200802,0.224740073085,0.0683000087738,-0.205428868532,-0.652778565884,-0.35095000267,0.487112283707,0.894435822964
10398,1.17939591408,1.21058559418,0.79353427887,1.18410015106,0.176449984312,0.686150729656,-0.350653111935,-0.612755656242,-0.991487264633,-0.899597167969,3.01677942276,0.216716170311,0.776300013065,-0.291113555431,-0.436552286148,-0.754099965096,-0.382971048355,0.0911877155304
5708,0.365323066711,-0.92164850235,0.0789199322462,0.573983967304,-0.797100007534,2.3519153595,0.0110506936908,-1.87472748756,-0.689786672592,-0.876570463181,0.0237500965595,0.561531424522,-0.156299993396,-0.577481746674,-4.108314991,0.125450015068,1.72536420822,1.625613451
1213,-1.68296670914,-0.778010070324,-0.707674264908,0.283743023872,0.0935499966145,0.145195841789,0.360285699368,-0.0541613698006,0.297229290009,0.0562546998262,-0.790110588074,-0.231514304876,-0.558799982071,0.924316883087,1.63911700249,0.319250017405,1.70926272869,0.293510258198
226,1.56955683231,-1.49679613113,0.239209383726,3.75753951073,0.21250000596,3.35082054138,0.245704501867,-0.497185766697,0.29369187355,-0.211149424314,-1.01649200916,1.01152992249,-0.651250004768,-0.2795612216,0.601588904858,-0.888800024986,1.21681153774,-0.26266169548
6777,-0.342687249184,0.428007096052,-0.521926343441,-0.444098353386,1.08609998226,1.30417227745,-0.0175800025463,1.07974374294,0.594843447208,0.537531375885,-0.597965240479,0.302014172077,0.648749947548,1.66817116737,-0.173290282488,-0.853549957275,-0.803484797478,0.335622310638
2113,0.582033514977,1.39772427082,0.532421946526,-0.880279958248,0.732450008392,-0.377555906773,-0.132561534643,-0.177498340607,2.6448636055,-1.41091108322,-0.44880476594,0.673833966255,0.595900058746,0.034495472908,-0.587005615234,-1.9483499527,-0.738258123398,-0.466512143612
3329,-2.82504796982,-1.14156472683,-0.519998908043,-1.57475829124,0.977649927139,-0.616360783577,-0.17802220583,-1.04979395866,0.14405785501,-1.02895307541,-0.656764268875,0.783955514431,-0.277449995279,-0.491006672382,0.226129919291,-1.34160006046,0.31680804491,-1.74719321728
1050,-0.0693963840604,-0.294554531574,-4.55342102051,-0.550147116184,-0.428250014782,-0.0282314494252,-0.0808440819383,1.10229837894,-0.410927683115,0.188912153244,0.507631540298,-0.992370128632,0.80989998579,-0.436464250088,0.66432929039,0.301099985838,-1.04891085625,0.279948472977
9491,1.45624899864,0.424421310425,0.804451465607,0.617197811604,-0.116549998522,0.439959406853,-0.479790836573,-1.42118823528,-0.298923105001,0.0902926027775,-0.488322943449,-0.09874817729,0.289299994707,0.214371263981,-0.72403806448,-0.139649987221,0.207802921534,0.644491612911
22926,0.935751497746,0.791983127594,2.03608369827,0.146555513144,0.406599998474,-2.68491792679,-0.139722406864,0.139083743095,0.0779399871826,0.116829015315,-0.152131393552,0.643835484982,0.666450023651,1.31892132759,0.720678091049,-0.836699962616,0.188794702291,0.635141253471
5899,0.94103872776,-0.65366345644,-0.383498430252,-0.711093366146,-0.136999994516,-0.0613680779934,-0.645067095757,0.129848212004,-0.405934602022,0.000161629170179,0.573134958744,0.293493121862,0.504050016403,0.596711158752,0.205171316862,-1.27114999294,0.69912391901,-0.657641410828
5467,1.33803200722,-1.09358525276,0.161335930228,-0.153154879808,0.975699961185,-0.0997294485569,-0.508600533009,0.185994878411,-0.17928558588,0.722959935665,-0.644763052464,1.67087686062,-0.965749979019,1.1299996376,1.0020532608,0.00260001420975,1.13400220871,-0.00662434101105
6774,-0.489275425673,-0.283583194017,-0.111404985189,-1.46428084373,-0.0339500010014,-1.74407100677,-1.3204523325,0.169544905424,0.298239707947,0.442450642586,-0.950393676758,0.219494089484,0.0487499982119,0.528650522232,0.513642430305,0.0359500013292,3.08604383469,0.940743923187
1788,1.84717953205,1.18596673012,1.12153029442,1.44715297222,0.28100001812,1.48268592358,0.906837940216,-1.11044836044,-0.0281991958618,-0.787518501282,-0.41753411293,-1.74206674099,0.795549988747,0.0135799944401,-0.573509097099,0.523400008678,0.455705702305,0.790022492409
5921,0.818426012993,1.22275161743,-0.686808228493,-0.254947900772,-0.259299993515,-0.263587117195,-0.772479355335,0.299275368452,0.83964240551,0.669174313545,-0.474174261093,2.3909163475,-0.0124499797821,4.29745006561,0.583298325539,1.5788500309,1.20701026917,1.36412453651
5721,-1.74932801723,-0.173765704036,-1.25941348076,-0.4960680902,0.290850013494,0.38386502862,0.831591665745,1.21644043922,0.197680994868,0.378531426191,1.81864476204,0.155622884631,0.131000012159,-0.0515306442976,-0.870729446411,0.207699999213,-1.22835886478,-2.14670991898
2263,2.4548842907,2.50903773308,-0.258361101151,0.236837744713,0.897850036621,0.319589078426,0.0691979825497,-1.48253297806,-0.795221447945,-1.02072525024,-1.73918414116,-0.494673132896,-0.121250003576,-1.4403014183,-1.34493076801,-0.331800013781,-0.459511816502,0.25875338912
808,2.74452376366,0.116106763482,1.29396879673,2.24033141136,0.432449996471,2.61788702011,1.1663056612,-1.46599674225,-0.00341904163361,-0.874324023724,0.193304210901,-0.520845711231,-0.000699996948242,0.405304938555,-0.988215923309,-0.22935000062,0.0489200502634,0.459467351437
30001,-0.253596901894,-0.896686971188,0.791183948517,-0.670150279999,3.14069986343,0.259633272886,-0.00244948267937,0.239140301943,0.576789557934,0.539913535118,-0.148792847991,0.948277115822,0.0875499993563,0.368863642216,0.686765134335,-0.880149960518,0.405627071857,0.445849686861
348,4.4608092308,0.273775041103,1.3520179987,2.09733915329,3.28609991074,0.777422904968,2.6141140461,-0.99005395174,-0.236870080233,-0.265339314938,-0.277237325907,-0.314397186041,-0.0524500012398,-0.704243898392,0.0267266854644,0.482000023127,-0.639417231083,0.187942385674
30849,-0.815039277077,-3.15199661255,-1.42523598671,-0.0939580872655,0.425949990749,0.180015414953,0.26878580451,-0.456223368645,-0.821422636509,0.514005064964,-0.03731649369,0.523072302341,-1.30155003071,0.0153027325869,-0.0522077828646,0.879649996758,0.759631752968,0.720987915993
1454,-0.636624395847,-0.866303801537,0.617270767689,0.606154322624,-0.402800023556,-0.0480459034443,0.178328245878,-0.261357009411,-0.350973963737,0.723306417465,-0.614796996117,-0.582806110382,-0.482050001621,0.277163118124,-0.40506964922,-0.583499968052,0.491257071495,0.832468986511
6500,0.0731745809317,-0.604245364666,-0.795372247696,-0.520011544228,0.692200005054,-0.405253976583,-0.473152756691,-0.0365719497204,0.620721518993,0.0593514963984,-1.40212261677,1.08034002781,-0.457300007343,0.593208253384,1.32403337955,0.378049999475,1.21834421158,0.176435008645
5627,-0.611142754555,0.189950048923,-4.15675878525,-0.403846502304,0.0633499622345,0.638517856598,-0.268167406321,0.725495696068,0.204840183258,0.651589870453,0.112703204155,-0.257619053125,-0.511299967766,0.245155900717,0.685352921486,-0.959100008011,0.0740430951118,-0.252070665359
5715,0.161769479513,-2.0389008522,-0.830930113792,-0.478611320257,0.193999990821,-0.288334310055,-0.695292711258,1.08341741562,-1.2315839529,0.250389039516,-0.469915390015,0.577489376068,0.0394999980927,1.8256354332,0.960950732231,-0.266399979591,-1.17145955563,-0.244286358356
4791,1.42804467678,0.392693400383,1.23833060265,0.155339688063,0.089699998498,0.306677639484,0.999262213707,0.144463092089,0.0748950466514,-0.0551514513791,0.270204275846,-0.0232836008072,-0.200350001454,-0.0169512778521,-0.872787594795,-0.165200009942,0.0515991002321,-0.422755122185
56924,1.06702160835,-1.44601678848,-0.335595905781,-0.316990882158,0.141400009394,-0.0232281908393,1.06437456608,0.4689258039,0.726848721504,0.427594929934,0.155639559031,0.582863032818,0.631300032139,-1.12285077572,0.363347738981,-0.38379997015,-0.024311542511,-1.06579041481
2690,-0.427025139332,3.2676692009,-0.419124484062,0.05831605196,0.762250006199,0.062653273344,0.0364797711372,0.420890927315,-0.392444700003,0.14260366559,-0.119612284005,-0.201973393559,0.0374499857426,-0.663122713566,-0.3384578228,-0.866750001907,-0.144438117743,-1.72860491276
1019,-1.11524271965,-6.06142711639,-1.57063007355,-0.433265924454,0.384199976921,-0.745507001877,-0.289703130722,0.0247036367655,0.675122201443,-0.136272907257,0.0637845993042,0.755687832832,-0.794900000095,-1.30027139187,-0.319378644228,-0.63379997015,-0.1575614959,-3.37432146072
51422,0.588603258133,-0.802322745323,0.549448728561,1.2103126049,0.376249998808,0.563041865826,0.13157223165,1.21180486679,0.0480684787035,-0.219324395061,0.308444559574,-0.0649194121361,-0.337249994278,1.0132266283,0.422725975513,-0.113649994135,0.242447480559,0.0220887362957
5788,0.862159371376,0.403968453407,1.05337584019,0.905902922153,-0.0764000117779,0.536548793316,0.214530527592,-0.708801150322,0.365173310041,0.0112339705229,0.418895602226,-0.702413141727,1.30724990368,0.0804355442524,-0.775707662106,0.2757999897,-0.170317128301,0.20223274827
6709,-0.133653700352,-0.518495440483,-0.146910369396,-0.0620718300343,-0.313600003719,-0.0617484748363,-1.81295323372,0.142710477114,-0.904586076736,-0.801310777664,0.72016119957,0.315397202969,0.046500004828,0.758129060268,0.919659376144,0.856949985027,0.606228709221,-0.390457063913
1277,2.1510014534,0.147840619087,-0.574405789375,0.271166533232,-0.21099999547,0.225180894136,-0.0556009709835,0.718138635159,0.540544807911,-0.309389680624,0.55658775568,-0.317926108837,0.523249983788,0.000340968370438,0.0343605130911,-1.34340000153,0.018369525671,1.67470943928
993,-2.20193481445,-0.710988819599,-1.17197835445,-0.734016954899,-1.64015007019,-0.117849431932,-0.0903261303902,0.085179567337,-0.635415434837,-0.484423965216,-0.359480768442,-1.22202730179,-0.384899973869,-1.68007516861,-0.614766478539,-0.359699994326,-0.252543509007,-0.512530207634
7157,-1.10975348949,-0.594317257404,0.0892119184136,-0.897835493088,-0.148849993944,0.327684909105,-0.12040784955,0.39001429081,0.273939967155,0.182931065559,-0.21108391881,-0.742074787617,-0.483799993992,-0.470110654831,-0.656865358353,-0.78275001049,0.0667479485273,-0.184543609619
1958,0.136911153793,1.07206618786,0.0666312128305,-6.47208404541,-0.136849999428,-0.204094514251,-0.363314151764,-0.380038976669,-0.848511219025,0.103752106428,0.0349523872137,-1.20761561394,0.0306499898434,1.74660003185,-0.443215370178,-0.798500001431,-0.364305526018,-0.672319471836
4582,0.761634111404,0.342050254345,-0.342561781406,-0.294820904732,-0.0119500011206,-0.545097470284,1.15153121948,0.531823039055,0.486072361469,-2.02504014969,0.0727402418852,1.73879289627,0.436149984598,0.268265485764,-0.211474716663,-0.968600034714,-0.0886023938656,-1.27173638344
9212,0.623515427113,-1.95998549461,0.148970127106,-0.439202427864,-0.224549978971,0.637231588364,1.26059067249,-0.702500104904,-0.610101878643,-0.762275397778,-0.67433655262,-0.196139663458,1.05194997787,-0.393062204123,0.142197012901,-0.155999988317,-0.138503730297,-0.184533208609
8440,-0.654692173004,-1.27667593956,-1.24789094925,-0.218598812819,0.150800004601,-1.09029078484,0.0319373309612,0.276287674904,1.82755756378,-0.519709050655,0.78090274334,0.781373500824,0.551050007343,-0.622887015343,-0.223981499672,-1.1060500145,-0.286329418421,-3.33353877068
6790,-0.774564921856,-1.1867017746,-1.72664141655,-0.170622140169,1.05270004272,0.122897356749,-0.673136651516,-0.396387517452,0.510246038437,-0.418990969658,-0.893664240837,0.141278266907,-0.802100002766,-0.295749902725,0.384917885065,-0.577300012112,0.395911097527,0.990072131157
8851,-0.787550628185,-0.969919025898,0.143746510148,0.717177689075,0.719950020313,0.292182266712,-0.322462081909,0.591140091419,-0.184790432453,0.39665812254,-0.576397240162,-0.502156853676,0.284450024366,0.663446784019,0.805126070976,-0.955299973488,0.780098259449,-1.13245272636
2534,0.0595832467079,0.470137000084,0.198101907969,0.0733428299427,0.588799953461,-1.36257064342,0.755801916122,-1.04019880295,0.133651718497,0.352519571781,0.04136967659,0.899387001991,-0.255250006914,-1.88679409027,0.312901079655,-1.6617500782,-0.577940821648,-0.656246840954
4893,4.26775550842,1.88563191891,1.1522963047,-0.464174985886,2.98919987679,0.64705747366,-0.112579986453,-0.102107569575,0.386590540409,-0.934551417828,-1.30573558807,0.163822129369,0.200599998236,-0.772134482861,-0.779296576977,-0.766499996185,0.737852692604,0.980571210384
665,1.3350083828,-0.232504665852,0.125920325518,-0.692842125893,1.22595000267,-0.0878740400076,-0.0387245118618,1.072265625,-0.0489511042833,1.37037730217,-0.567782819271,1.00718569756,-0.499300003052,0.453738421202,0.905549407005,0.385550022125,0.0918608307838,-0.0507320463657
4313,0.924806535244,1.59725773335,1.15309405327,1.79102301598,-0.405550003052,1.07440328598,1.57624161243,-0.898332297802,-1.40382671356,-0.664768636227,0.00671665370464,-1.34184122086,0.678499996662,1.33628201485,-1.05965137482,0.265650004148,-0.464379668236,0.176588654518
1022,-0.80585873127,0.711167573929,-0.274172306061,-0.239729940891,-0.124350003898,0.505447506905,1.06635069847,0.964432477951,-0.889013648033,0.231557831168,1.05190551281,-0.0171965267509,-0.23045001924,0.236999556422,-0.140562385321,1.08605003357,-1.43114972115,-0.616428852081
