rid,CPC014_A375_6H:BRD-K37130656-001-01-2:10,CPC014_A549_6H:BRD-K37130656-001-01-2:10,CPC014_A549_24H:BRD-K37130656-001-01-2:10,CPC014_ASC_24H:BRD-K37130656-001-01-2:10,CPC014_HA1E_6H:BRD-K37130656-001-01-2:10,CPC014_HCC515_6H:BRD-K37130656-001-01-2:10,CPC014_HEPG2_6H:BRD-K37130656-001-01-2:10,CPC014_HT29_6H:BRD-K37130656-001-01-2:10,CPC014_MCF7_6H:BRD-K37130656-001-01-2:10,CPC014_MCF7_24H:BRD-K37130656-001-01-2:10,CPC014_NEU_24H:BRD-K37130656-001-01-2:10,CPC014_NPC_24H:BRD-K37130656-001-01-2:10,CPC014_PC3_6H:BRD-K37130656-001-01-2:10,CPC014_PC3_24H:BRD-K37130656-001-01-2:10,CPC014_PHH_24H:BRD-K37130656-001-01-2:10,CPC014_SKB_24H:BRD-K37130656-001-01-2:10,CPC014_VCAP_6H:BRD-K37130656-001-01-2:10,CPC014_VCAP_24H:BRD-K37130656-001-01-2:10
5720,-0.474908411503,-0.00276672840118,0.570035934448,0.820862054825,-0.198233321309,-0.334792494774,0.502650022507,0.536917209625,0.149383097887,0.06609698385,-0.885349988937,-0.391524344683,0.448464423418,0.508082926273,0.521762371063,-0.270283699036,0.187480598688,-0.14175465703
466,0.231823295355,-0.362766683102,0.88602989912,0.0371034145355,-0.683833360672,0.163817599416,-0.245899990201,0.701648890972,1.11127018929,0.355747073889,-0.260599970818,0.403996825218,1.64635300636,0.3957285285,0.313917964697,0.496936112642,0.0465980023146,0.541570305824
6009,-0.730089902878,0.00309999287128,0.964466392994,1.2316890955,-1.02933335304,-1.6625213623,0.284750014544,0.193733930588,0.097824908793,0.368096232414,1.15324997902,0.658029079437,1.22778713703,0.538827419281,-0.00512938946486,1.00662910938,1.94558978081,0.932136893272
2309,-0.629247367382,-0.766900062561,-0.0368463993073,0.190747648478,0.0181999951601,0.59403192997,0.131650000811,0.513247787952,0.109568625689,-0.876093506813,1.74119997025,0.695021033287,0.933716058731,-0.434192657471,0.768117129803,0.103486537933,0.0516267493367,0.230744794011
387,-0.185734778643,-0.442666709423,0.743888616562,0.852760732174,-0.836266636848,-0.814434766769,0.472000002861,-0.231234803796,-0.172619402409,-0.264502316713,-0.880450069904,0.200920626521,1.64021539688,0.82813256979,-0.738542377949,0.324785470963,0.392246514559,0.281172692776
3553,-0.7743486166,1.42640006542,-1.76775884628,-0.428180754185,0.150000035763,-0.941450119019,0.105999991298,-0.530250310898,-0.0894950926304,-0.067699842155,-1.65125000477,-0.767584443092,0.838377356529,-0.247194111347,-1.00948941708,-1.20695745945,-0.217101678252,-0.621707260609
427,0.445500224829,-0.148200020194,0.165102407336,0.178160727024,-0.204533338547,0.00545669021085,-0.105899997056,-0.107464894652,0.833699584007,-0.419324696064,0.420750021935,-0.412536591291,4.27442884445,0.224963575602,0.248953282833,-0.242959529161,-0.259235560894,-0.884059846401
5898,-0.0850888043642,1.0897333622,-0.480152010918,1.40655708313,-1.10273337364,0.139625877142,0.421599984169,-2.44173002243,0.262699812651,-1.68678832054,-1.07695007324,-1.50921535492,0.578991353512,-0.479672968388,0.39155882597,0.254343211651,-0.0681436285377,-0.755155920982
23365,1.21899390221,0.291633307934,-0.464886724949,-0.261963665485,-1.0435667038,1.09712004662,0.0354500040412,-0.489003896713,-0.267400890589,-0.732102453709,0.374500006437,-0.979086518288,1.99719822407,-0.0921393036842,-1.23117828369,-0.896764874458,0.433072984219,-0.291078150272
6657,-0.207918912172,0.192133337259,-0.722475171089,-1.61887085438,1.15156674385,-0.120266675949,-0.333400011063,0.138667017221,-0.231694042683,-0.178358316422,1.75620007515,0.473517030478,0.617973387241,-1.14827501774,-0.213263347745,-0.108332261443,-0.3029050529,-1.47539830208
5054,0.867072880268,-0.902500033379,0.387677907944,0.709070444107,0.0394666790962,-1.01995897293,-0.308899998665,-0.193895757198,0.609785139561,0.845770597458,-0.744800031185,-0.220652148128,-0.392140477896,0.525428891182,0.577513635159,0.263183325529,-0.307122915983,0.0910870581865
3108,0.00742769241333,-0.707000017166,-0.760921061039,0.302933901548,1.86300003529,-0.530077278614,-0.225050002337,-0.237158343196,0.228335306048,-0.521710336208,-0.344599992037,10.0,-1.17504560947,-0.379540324211,-0.0925049334764,0.412836998701,0.015302464366,-0.180638343096
1950,-0.784472763538,-0.862433373928,-0.116903141141,-0.765469551086,0.0607333183289,-0.145886003971,-0.318650007248,-0.584240972996,0.228217944503,0.286475479603,-0.961399972439,2.40112471581,1.97263801098,0.277290344238,1.3486789465,-0.554312944412,0.854096710682,-0.0445601195097
351,-1.08187842369,-1.2582000494,-0.318262994289,-2.37798047066,0.0322666615248,-0.816739022732,0.170599997044,-0.93558126688,-0.650654911995,0.41983371973,0.00200000009499,-1.65382623672,0.0584908202291,-1.43502938747,0.000187610115972,-0.0625476613641,-0.863731205463,-0.310475587845
4846,0.431910991669,0.537233352661,-0.442703306675,-0.364919781685,0.994100093842,-0.75914311409,-0.204050004482,0.116830646992,0.112518213689,0.66315728426,0.235550016165,0.496967434883,-0.0113011524081,0.00249630212784,0.824987649918,-0.144468009472,-0.223181694746,-0.354134231806
1452,-0.802377223969,0.0360333323479,-1.18621766567,0.511536180973,-0.809599995613,0.0817630812526,-0.715250015259,-0.236684679985,-0.891149759293,-1.45501720905,0.937350034714,0.0481845028698,0.25498342514,0.495300024748,0.357866346836,0.292749106884,-0.207811042666,-0.213428542018
4776,-0.923246860504,-0.10586668551,-0.972001671791,-0.850861787796,0.0524333417416,0.191919371486,0.0723499953747,-0.370276361704,-0.267361104488,0.637915313244,-0.809249997139,1.63877975941,0.603974759579,-1.01393055916,-0.527739524841,-0.328083992004,-0.300645053387,0.232215970755
