rid,ERG012_PC3_24H:BRD-K41342615-001-01-7:10.002,ERG012_PC3_6H:BRD-K41342615-001-01-7:10.002,ERG016_VCAP_24H:BRD-K41342615:10,ERG016_VCAP_24H:BRD-K41342615:3.33,ERG016_VCAP_24H:BRD-K41342615:1.11,ERG016_VCAP_24H:BRD-K41342615:0.37,ERG012_VCAP_24H:BRD-K41342615-001-01-7:10.002,ERG012_VCAP_6H:BRD-K41342615-001-01-7:10.002
3329,-0.591929972172,-0.84473669529,-0.146625474095,0.525208473206,0.453881055117,-0.699687838554,0.545111656189,-0.231291800737
1050,-0.474851369858,-0.525054991245,-0.743131518364,0.368946313858,0.101186037064,0.531840026379,0.183971136808,-0.18167334795
9491,-0.236951008439,-0.803886950016,-0.115269303322,0.12398058176,-0.329820632935,0.0906125679612,-1.15677034855,0.156444609165
22926,-0.176144748926,0.44440472126,-0.0112562179565,-0.0705707669258,0.589663207531,-0.856548666954,0.25680193305,0.0936787948012
5899,-0.813442707062,0.514761030674,0.0441865995526,-7.92741775513e-05,0.0629733875394,-0.234225541353,1.09021258354,-0.163036346436
5467,-0.036801815033,-0.092160448432,-0.270950496197,-0.887139439583,-0.311583310366,-0.739358067513,-0.334792256355,-0.366407454014
6774,0.16809822619,-0.154640033841,0.380971908569,0.142563581467,0.613305389881,-0.382224261761,1.68740046024,0.558099269867
1788,0.479531109333,-0.625584721565,-0.915755629539,-0.478983283043,-0.526307702065,0.268922150135,-0.609898984432,0.0706771016121
5921,-0.695852279663,-0.258465588093,0.141997858882,-0.600084602833,-0.222626656294,-0.244879290462,2.02763676643,-0.42391705513
5721,-0.747730493546,-0.144017785788,-0.153288245201,0.347761482,0.257450670004,-0.266305446625,0.283738970757,0.922598302364
2263,1.92483341694,-0.396005481482,-0.0311728008091,0.0326725244522,-0.338430136442,0.45738106966,-1.15310740471,0.288258522749
808,-0.425886750221,-0.321203231812,-0.245007663965,0.612076938152,-0.397536545992,0.388597130775,-0.129003182054,0.625781714916
30001,0.39576920867,-0.398106575012,-0.116424515843,-0.275941133499,0.0172739624977,-0.740092158318,0.766055703163,0.944907903671
348,-0.886498391628,-0.284069418907,-1.0462346077,-0.558564901352,-0.530055701733,-0.62529873848,-0.790483355522,-0.126143574715
30849,-0.288764059544,-0.0632610917091,-0.23236463964,-0.769388198853,-0.340772986412,0.233883604407,0.591427266598,-0.621390342712
1454,-0.0362427830696,-0.691518187523,-0.289848476648,-2.22236466408,-0.973286807537,-0.93150216341,1.40256416798,-0.460273087025
6500,0.280038416386,-0.351220309734,0.148005992174,-0.490592300892,0.145095303655,-0.672769844532,1.06111800671,-0.0997896492481
5627,-0.196312606335,-1.10280740261,1.13753926754,0.718726992607,1.34536659718,-0.474196285009,0.522219955921,0.0023223310709
5715,0.19614829123,0.585788846016,-0.308941304684,-0.613681197166,-0.303516000509,-1.00772976875,0.302636265755,-0.585311293602
4791,3.68556475639,0.458405137062,-0.234909713268,1.1113152504,0.442091375589,0.378037363291,-0.474899172783,0.157827839255
56924,1.49214029312,-0.379888832569,-0.504725694656,0.856775701046,-0.605283737183,-0.502855598927,0.0251871496439,1.09821522236
2690,-0.841795921326,0.57508045435,0.829897642136,0.294554173946,0.531584024429,0.207017838955,0.783844947815,-1.07041525841
1019,-1.36329376698,0.170994088054,0.726508378983,0.176267758012,0.730927765369,0.117594450712,0.286380022764,-2.94408750534
51422,-0.675888121128,0.164543896914,-0.264798879623,0.208813682199,-0.211427301168,0.0708769857883,-0.0602282360196,0.668210983276
5788,-0.132098987699,-0.214537993073,-0.787964165211,0.249989837408,-0.375804066658,0.00567750632763,-0.959338128567,0.935787260532
6709,-0.183051019907,0.17347317934,0.0793672800064,0.074378579855,0.144018918276,0.312221199274,0.356835633516,-0.981321752071
1277,0.862783372402,0.796779751778,0.070569254458,0.476309388876,0.365595906973,-0.622497200966,0.0217554494739,1.05453884602
993,-0.684236645699,-0.232473433018,0.326909005642,0.576118469238,0.0513086169958,0.207852900028,0.383834987879,-0.0592365860939
7157,-0.551582872868,1.5875056982,0.32989525795,-0.472397267818,-0.519702076912,-0.506481766701,0.292312651873,-0.348494201899
1958,-0.526085972786,1.10647201538,0.862955451012,0.162616595626,-0.0557904578745,-0.763592898846,0.216925859451,-0.162147670984
4582,0.11429131031,1.03591406345,-0.159719094634,0.146405607462,4.01230049133,-0.645628809929,0.61506152153,-0.531167924404
9212,-0.18289577961,0.145832613111,-0.0181599780917,-0.0932296961546,-0.489569723606,0.486001759768,-0.137853562832,-0.0423868298531
8440,-0.203465104103,0.901325106621,0.0264223143458,0.0878729000688,0.414399445057,-0.0644919648767,0.53948199749,-1.64962339401
6790,0.139524281025,-0.46441295743,0.153328061104,-0.45553958416,-1.06867063046,-1.45464229584,0.854715526104,-0.780502736568
8851,0.444891184568,-0.114121481776,0.0491077750921,0.279380977154,0.554393410683,-0.224791198969,0.998270511627,0.844617962837
2534,0.525952339172,0.214837342501,-0.128034263849,0.308783531189,-0.33456236124,0.511026084423,0.0191023461521,0.107858777046
4893,-0.291814208031,-0.909033894539,-0.283060371876,-0.882375121117,-0.911664366722,-0.75244820118,-0.536709904671,-0.301149725914
665,0.223070159554,0.433448314667,0.0062670186162,-0.470976293087,-0.523233294487,-0.171835035086,-0.459461271763,-0.189368531108
4313,0.085785292089,-0.297666460276,-0.256078332663,0.56081700325,0.222974389791,0.656562924385,-1.4035743475,0.196112290025
1022,-0.3266903162,-1.24750828743,0.0823925733566,-2.70386838913,0.692749023438,-0.5743227005,-0.629446387291,0.433394789696
5880,-0.640904486179,2.70689463615,1.00832676888,-1.36827230453,-0.0361723303795,-0.512822031975,-0.113070689142,-0.442722827196
3162,-0.400734841824,0.169052287936,-0.458654075861,-0.415997266769,-0.641578674316,1.97205793858,0.0669622793794,1.10929703712
1282,-0.60832452774,-0.781481087208,-0.260088562965,0.321435809135,0.0832677781582,-0.0630050003529,-0.699905395508,0.409894049168
3383,1.64135229588,0.752627015114,-0.618585407734,0.261985719204,0.561565160751,0.641069829464,1.70285856724,8.24716567993
727,-0.0686132013798,-0.169789880514,-0.121341884136,-0.477934122086,-0.483178019524,-0.30700135231,0.189219519496,0.76497387886
4792,0.074049025774,-0.263401091099,-0.463720411062,-0.582651436329,-0.108985416591,-0.706311523914,0.734360933304,0.148846507072
4794,0.225342780352,0.555239319801,-0.297930806875,-0.475337564945,-0.382939189672,0.655555665493,-0.55897974968,-0.253701925278
902,-1.34085571766,-0.783390402794,0.118939548731,-0.220956146717,0.294833809137,0.28528636694,-0.255734682083,-0.328361541033
8091,-0.215300738811,0.546856224537,-0.294221252203,0.916124463081,-0.49985024333,-0.084309771657,-0.339056372643,-0.109079703689
3486,-0.345756143332,0.0434818267822,-0.59867733717,-0.585926771164,-0.152641400695,-0.888796746731,0.0582614988089,0.753706216812
10818,0.348701387644,0.138229012489,-0.231016904116,-1.08204817772,-0.381403148174,-0.169707655907,0.147302508354,0.670909762383
3454,0.855656921864,-0.171138852835,-0.414474517107,-0.0206070244312,-0.527852773666,0.518791615963,-1.37202632427,-0.015891879797
4282,-1.30034315586,-1.72642731667,-0.854362428188,0.255205452442,1.14586997032,-0.412560194731,0.966576337814,-1.52422690392
1605,-0.461559355259,0.058757185936,-0.071142449975,-0.524499475956,0.154615968466,-0.679491519928,1.16691350937,0.213736489415
10644,-0.76816534996,-0.425771951675,0.10295137018,-0.0259584486485,0.0908278748393,-0.884029090405,-0.437254995108,1.00400054455
2065,0.334591120481,1.15041399002,0.125500962138,0.351785689592,0.469442784786,-0.388482779264,0.832704305649,-1.96161997318
8321,0.111115723848,0.0620079040527,-0.160401493311,0.0259292498231,-0.733015060425,0.714175581932,-1.21586060524,0.555428445339
8503,0.419660687447,0.939080834389,0.452323019505,0.540821552277,-0.505702733994,0.34533855319,0.665642023087,-0.0919575691223
7027,-0.837794661522,-0.124119728804,0.207497224212,0.448836922646,-0.625494062901,0.0340756028891,0.502009093761,0.620096564293
6850,0.193066567183,0.207170203328,-0.258841007948,-0.50567227602,-0.556117117405,-0.203255966306,-0.119970671833,-0.187052607536
1978,0.162297427654,-0.507993519306,0.220915675163,0.0741483271122,-1.3728427887,-0.0617862194777,1.40186524391,-2.11590313911
896,0.670684874058,0.422512888908,0.565044760704,-0.03215020895,0.0680385455489,0.689582884312,0.331444591284,-0.210700392723
5777,-0.309807807207,0.893381774426,-0.323606938124,-0.670098900795,-0.361881166697,-0.401105284691,1.07365226746,0.499402403831
1846,1.16389238834,0.708402991295,-0.321983158588,-0.118998795748,-0.928269445896,-0.166805028915,0.202790737152,-0.282094866037
5925,0.977416455746,-0.090270742774,0.202103763819,0.561920881271,0.0740467682481,0.798323273659,0.276201605797,0.0967187434435
142,0.0148594230413,0.723080217838,-0.429044961929,-0.434620022774,0.0566191673279,-0.366360485554,0.280666619539,0.337716579437
1021,-0.536981105804,0.325368285179,-0.0400400608778,0.455156117678,-0.870400667191,-0.166198149323,-0.213489562273,1.48948407173
5699,-0.159271463752,-0.44103038311,-0.915697515011,0.384460866451,-0.787207841873,0.879128217697,-0.815221071243,0.418288111687
8061,-0.463622868061,0.315638005733,-0.449988722801,0.426853120327,-0.92625528574,-0.0778269767761,0.0329950749874,-0.662637770176
1870,-0.767801046371,-0.112934470177,-0.679641842842,-0.749099493027,-1.24333333969,-0.621799230576,0.184963405132,0.899154424667
1398,0.462079286575,-0.00256672501564,-0.875629246235,-0.183016657829,0.230710983276,-0.182354912162,1.19503462315,-0.755120992661
3312,0.252941399813,-0.902839243412,0.331582397223,0.00544562935829,0.388896971941,-0.294128954411,0.774459660053,-3.24798560143
891,0.402086257935,-0.682632923126,0.263136565685,0.655648589134,0.12484896183,-4.99135494232,-2.30767464638,-0.432769596577
4775,-0.498656898737,-0.561859488487,-0.131832480431,-0.480401813984,0.878817260265,1.66831982136,-0.776392757893,7.93563270569
5111,0.305171430111,-2.69659614563,0.039835318923,0.251855641603,0.389049202204,-0.216139137745,0.413075327873,0.142817854881
5696,-3.1379108429,-4.11877679825,-0.684853553772,-0.270414710045,-0.40629068017,-0.143176615238,0.366344064474,0.429731965065
5588,3.06207418442,-0.341167747974,-0.133799135685,0.016116976738,1.51858830452,-0.131102830172,-0.589409708977,0.60371118784
6839,0.271896988153,1.20095658302,0.686612486839,0.0163624472916,0.0100111365318,-0.212852984667,0.333903610706,0.244151428342
329,0.16584700346,-0.0790492594242,0.30387160182,0.115136742592,-0.957495689392,0.303338348866,0.158950835466,-0.0525390505791
5058,0.680251538754,0.577506244183,-0.256785005331,-0.625822603703,-0.749768733978,-0.0817340388894,0.179685488343,0.777246594429
998,-0.0149901360273,0.335038810968,-2.39646697044,-0.490230441093,0.253935217857,-0.215299412608,-0.276977956295,1.24460411072
9134,0.512167215347,-0.517147302628,-0.0650430396199,0.489373445511,0.270773589611,0.776133537292,0.0994817167521,-1.30854523182
6616,-0.237392812967,-0.381541311741,-0.670841217041,-0.405741691589,-0.557188868523,-0.474963307381,-0.525676369667,4.47642469406
5223,-0.303741067648,-0.147441014647,-0.304718911648,-0.737232208252,0.0841880142689,-0.929995536804,0.528501093388,0.39354711771
4690,1.31370639801,0.391953468323,-0.369184076786,0.216661900282,-0.440134853125,-0.0245977044106,0.440415263176,-0.0669789239764
958,-0.12484267354,0.181636705995,-0.0924020856619,0.633858025074,-0.366507083178,0.639115154743,-2.32589483261,0.594389438629
1616,0.495394200087,0.212231308222,-0.674721539021,1.70615410805,0.404747754335,0.417799919844,-1.00314879417,-0.461044609547
991,0.202913582325,-2.72322559357,-0.2213948071,-0.353527665138,-0.0135391354561,-0.184027090669,-2.95486807823,-0.14827054739
6347,-0.529546201229,0.0106797367334,-0.901621222496,-0.781013131142,0.675556123257,-0.68833643198,-0.667057216167,0.0771148651838
6714,1.03471946716,-0.158212721348,0.401709973812,-0.532777488232,-0.65108281374,-0.713778197765,0.346726000309,0.411752969027
652,0.916636884212,-0.0090474113822,-0.652773439884,-0.0457116290927,-0.0569650530815,-0.0108647570014,-1.53109824657,0.684752166271
4331,0.209274157882,-0.378241330385,0.655062317848,0.323550224304,0.363267838955,0.178339749575,0.174571484327,-0.76901102066
7099,3.22801923752,-0.0991261601448,-0.283465087414,-0.386393785477,-0.385361403227,-0.225414916873,1.51449775696,-0.00308620929718
10320,-0.47957700491,-0.576708614826,-0.926545143127,-1.24332129955,-0.403775155544,-0.226436942816,1.73681211472,2.29667568207
2042,-0.130263760686,-0.366449743509,-0.0711301416159,-0.368518412113,-0.985674500465,-0.166654467583,-0.781962633133,2.06246113777
843,0.790196299553,-0.216708630323,-0.20199868083,0.196893826127,-0.494268596172,0.260013878345,-0.908339381218,0.348931998014
840,0.734548211098,0.0570167303085,0.366429179907,1.00721049309,0.787211894989,0.909570395947,-0.0169721692801,-0.534311234951
7048,0.13741388917,0.193628802896,0.14651209116,-0.756088376045,-0.741263747215,3.56269931793,-0.240481317043,-0.957534790039
4851,2.54266214371,-0.814948737621,-0.702686965466,1.24662578106,-0.793393969536,-0.00340044498444,-1.185531497,0.141350805759
6464,0.479482829571,0.314661949873,-0.288926780224,0.463788658381,-0.564186394215,-0.027404204011,-0.272988498211,-0.382455348969
23410,3.25193619728,-0.566200077534,-0.376816570759,-0.782635569572,0.999620676041,0.00944855809212,-0.369368106127,-0.632210969925
54205,-0.116387054324,-0.587236225605,-1.35249698162,0.484129667282,0.493142306805,0.333836168051,0.42835777998,-2.29028058052
2770,0.0912927985191,0.642690479755,0.18597510457,-0.187848895788,0.574079275131,-0.0622869692743,0.22483971715,-1.08849442005
80204,-0.674199461937,0.60826843977,-0.691608309746,-0.515602707863,-0.942991256714,0.0261860340834,-0.467281222343,-0.69207316637
4208,1.76257169247,-0.321824610233,0.109129309654,-0.687469065189,-0.432878017426,-0.507807016373,-0.582183599472,-0.257301568985
1845,-0.0139710307121,-0.656141936779,0.12226793915,-1.79640030861,-0.374145060778,-0.769279718399,0.343776196241,-0.155197322369
23368,1.1541352272,-0.237853065133,0.0219548493624,-0.230777531862,-0.471672356129,0.154015988111,-1.40163624287,-0.227469146252
5583,0.220662295818,0.429966062307,-1.00434601307,4.33917808533,0.0748358219862,0.455199122429,0.625424146652,-0.499934047461
8900,-0.446784079075,0.11220857501,-0.0754274576902,-0.66452896595,-0.534181833267,-0.038322404027,-0.745070397854,0.944770276546
581,0.44537550211,0.211391106248,0.918576657772,-0.54530441761,-0.604753315449,0.363417267799,-0.704960167408,0.180767953396
6193,-0.0325977094471,-0.478637427092,0.11524169147,-0.623800873756,-1.10798823833,0.102222204208,-0.287264287472,-0.741030454636
6622,0.242293834686,0.467559933662,-0.0759680941701,0.114473849535,0.210725277662,0.426159709692,-0.33688980341,0.751635313034
11261,-0.128621548414,-0.922985494137,0.00277198851109,-0.538140654564,-2.3015499115,-0.448549628258,0.00493935495615,1.10303878784
6696,-0.169194459915,-1.39638757706,-0.0182037949562,1.10564160347,-0.182262644172,-0.524896383286,-0.188845038414,0.234006047249
8312,1.04498314857,4.60952186584,-0.983222424984,0.428995072842,-0.570055544376,0.276334613562,0.350530445576,-0.415717542171
835,-0.701646566391,0.416529238224,-1.11988711357,-0.392951607704,-0.596558332443,-0.0573327057064,-0.354131549597,0.166405826807
8324,1.07054340839,0.41222268343,-0.696391761303,0.625992715359,-0.52045994997,-0.118210822344,1.87026667595,-0.526697158813
1848,0.416970491409,0.698616981506,-1.3264529705,-0.765721917152,-0.258461773396,-0.388002216816,-0.377926647663,-0.339259088039
154,-0.142413631082,-0.132723033428,-1.03479552269,-0.0450421459973,0.113305196166,-0.106552027166,-0.0223667323589,0.640792787075
4312,0.0145092308521,0.500076889992,0.0336341410875,1.02105104923,-0.597855567932,2.82824039459e-05,-0.433468490839,-0.0865958482027
994,-2.85929632187,0.218294322491,-0.136604994535,0.0505735725164,0.0821053087711,-0.230568885803,-1.80454874039,-8.31288909912
2048,-0.550471961498,-0.290243148804,0.376096189022,-0.459216833115,-0.574591815472,-0.828906297684,-0.273679256439,2.26515626907
1111,0.312399148941,-0.646382391453,0.67795920372,0.486402451992,0.0153555832803,0.536115884781,0.109089136124,-0.594977796078
5154,0.675399541855,-0.935057580471,-0.100922465324,-0.0172503143549,-0.12106923759,-2.13379716873,0.368093401194,0.977712571621
2920,0.544187307358,-0.282640784979,-0.774894356728,-0.3074670434,-0.205868989229,-1.0057271719,-0.662719607353,-0.825839400291
3122,0.514935255051,-0.218748942018,-1.30628919601,0.122087158263,-0.742877185345,0.236088454723,-0.723019957542,-0.435239970684
2769,-0.406055480242,-0.311206191778,-0.334733843803,-0.0751314014196,0.249928355217,0.459838807583,-1.06216490269,-0.0600503981113
5900,0.239248156548,-0.22201782465,0.231190606952,-0.59923940897,-0.0205515623093,-0.650416254997,1.04525339603,0.841212391853
6304,0.655900776386,0.8849208951,-0.844064295292,-1.32757210732,0.0741099640727,-0.181435987353,-0.0187275111675,0.644963741302
5211,-0.167451933026,-0.398679971695,0.0475816056132,-1.02209222317,-0.455097138882,-0.878879189491,0.763242304325,0.619635343552
2886,0.231463044882,0.496136426926,-0.0910987108946,0.480920732021,-0.282744407654,0.125682532787,-0.156373873353,-0.00229545682669
9261,0.595322668552,0.639488339424,-0.230436772108,-0.174804776907,0.0307893157005,-0.268764436245,0.310104191303,0.581332445145
8569,0.320867538452,-0.178386867046,-0.387410521507,-0.459151804447,-0.680760681629,-0.212051779032,-0.244979441166,0.681761860847
3303,-2.41815161705,0.97932767868,0.697427392006,1.25184845924,0.811353027821,-0.232865571976,0.310716122389,-0.533962190151
5331,0.379476189613,-0.71327316761,-0.134723484516,-0.353881925344,0.57924926281,-0.323239356279,0.656545817852,0.907066822052
5347,-0.00265397131443,-0.483855009079,-0.494492441416,0.315370947123,0.187316179276,-0.607935845852,-0.0577463507652,0.830812573433
4638,-0.373832941055,0.189503759146,-1.53940463066,-0.25409078598,-0.129583418369,-0.376464307308,-0.725212395191,0.0186673700809
2264,-0.360859781504,0.156969562173,1.08091568947,-0.0554231405258,0.218776926398,0.384500682354,-0.5436617136,-0.698602080345
1029,-0.251762926579,-0.291596829891,-0.823882162571,-0.591138362885,-0.273227214813,-1.35855424404,-0.128828912973,1.1094596386
1027,0.395715981722,-0.966137349606,0.345728188753,0.00439393520355,0.315404802561,-0.219643160701,0.483654201031,-0.232642859221
2597,-0.899541795254,-0.67126250267,0.788005769253,-0.265873283148,-0.133550733328,0.23148187995,-0.284917503595,-0.191652715206
55847,-0.293452739716,-0.358763098717,-0.363053798676,-0.0762112289667,0.533050656319,-0.340762853622,-0.825469493866,-0.159842774272
25803,0.451603382826,0.412156224251,0.224052846432,-0.947018265724,-0.482175588608,-0.783788859844,1.86827254295,1.42909276485
3480,-0.00691055133939,0.43362724781,0.243609890342,-0.244936093688,0.710677206516,-0.568643450737,1.15613341331,-0.295003265142
2946,-0.488541483879,-0.394044995308,-0.441040039062,0.408208101988,-0.0715294480324,0.945624709129,-0.605993807316,-0.0933242440224
9517,2.76764917374,0.193061113358,0.68942719698,-0.206365793943,-0.301091134548,-0.200410664082,0.912490785122,0.257527649403
25987,-0.535841524601,0.134901508689,-0.467315256596,-0.872059464455,0.158801853657,-0.435140192509,1.37236988544,0.858187794685
23670,-0.865745067596,0.480057120323,0.256443798542,-0.435312777758,0.445918798447,-0.398976743221,1.63844954967,-0.8308339715
11182,-0.179125905037,0.254022747278,-0.141586497426,-0.618642091751,-1.51728415489,-0.271591216326,0.732750177383,1.18481051922
2146,-0.0244795121253,-0.321885347366,0.740389168262,0.101125486195,0.245184570551,0.0328624695539,0.153603881598,-0.518220543861
3385,-0.0644370764494,-0.392151683569,0.000140398740768,0.00702849030495,0.126033574343,-0.151051238179,0.982009232044,-0.441452085972
5261,0.405372619629,2.71243023872,-1.33163928986,0.350158810616,-0.4249099195,0.137522086501,-0.100276716053,-0.0194368958473
10765,2.58034181595,-1.19010984898,-0.177145093679,-0.638911068439,-0.146506458521,-0.0668947696686,0.306138664484,-0.018609136343
25839,-0.626141905785,-0.0854176580906,1.09909403324,-0.727126955986,-0.936882078648,-0.440552502871,0.322746366262,1.92537546158
4172,-2.36737442017,0.178723618388,0.600247383118,-0.780133664608,-0.179351806641,0.0756099894643,0.141313642263,-1.13507091999
23161,0.260497808456,-0.144627407193,-0.035001758486,0.833469748497,-0.109120026231,0.260956674814,-0.195633083582,0.552674174309
10298,-0.46330845356,0.443941086531,0.284245252609,0.194821417332,0.536223769188,-0.0856159031391,0.380409002304,0.285848796368
1802,-0.422975420952,0.0877656936646,0.163613930345,0.800080418587,0.0798819735646,-0.559913873672,0.0212140008807,0.138111501932
58533,-0.06159684062,-0.0588906854391,-0.10873889178,-1.71445345879,0.265689969063,-1.42193329334,1.62709975243,-0.00908497534692
