rid,DOS030_VCAP_6H:BRD-K41871066-001-01-9:5.01,DOS030_VCAP_24H:BRD-K41871066-001-01-9:5.01,DOS034_A375_24H:BRD-K41871066-001-01-9:5.01,DOS034_A549_24H:BRD-K41871066-001-01-9:5.01,DOS034_HT29_24H:BRD-K41871066-001-01-9:5.01,DOS034_MCF7_24H:BRD-K41871066-001-01-9:5.01,DOS034_PC3_24H:BRD-K41871066-001-01-9:5.01,DOSBIO002_A375_24H:BRD-K41871066:10.0287,DOSBIO002_A549_24H:BRD-K41871066:10.0287,DOSBIO002_HT29_24H:BRD-K41871066:10.0287,DOSBIO002_PC3_24H:BRD-K41871066:10.0287,DOSBIO002_MCF7_24H:BRD-K41871066:10.0287,DOSBIO002_NEU_24H:BRD-K41871066:10.0287,DOSBIO002_NPC_24H:BRD-K41871066:10.0287
5720,-2.10974884033,0.117625765502,-0.858810782433,-1.59339177608,-0.582849979401,-1.33849573135,-0.446191251278,-0.264335930347,-0.172949165106,-0.0302283316851,0.283963739872,0.0597041845322,-0.621649980545,1.34432721138
466,-1.12984895706,-0.825701117516,-0.973370492458,-0.771790862083,-1.44900000095,-0.681765794754,0.0213003158569,-0.665122628212,0.991935014725,-0.0652273222804,-0.534021675587,0.285463035107,-2.18164992332,-0.602903187275
6009,-1.5085786581,-0.883822500706,-0.940140247345,-0.338906854391,1.10185003281,-0.278200894594,1.15029203892,-0.125093460083,0.325428187847,-0.790965676308,0.174741774797,-0.819376587868,-0.607949972153,-0.119571968913
2309,-0.782304704189,0.0328437313437,0.781206429005,-0.811581850052,-0.177049994469,-1.13565707207,0.00685316324234,0.0112450271845,-0.310134679079,-1.06077063084,-1.53839540482,-0.506610155106,1.99839997292,0.68768954277
387,-1.19545292854,0.717259585857,-1.48276984692,-0.333567708731,-0.0212000012398,-1.19040739536,-0.682266831398,-1.42846083641,-0.0407399833202,-0.505102932453,-0.958191990852,-0.415470689535,0.287949979305,0.996777534485
3553,2.02609920502,-0.380848795176,1.34062719345,1.30467927456,0.548500001431,2.50689458847,0.499815285206,-0.793515205383,0.307278066874,1.51405858994,0.560389339924,-1.23810398579,-0.456999987364,-0.965229451656
427,0.255996704102,-2.22423887253,-0.278344422579,-0.249729856849,0.433250010014,-0.0322951450944,-0.53363096714,-0.456253856421,0.527737259865,-0.733605444431,0.0156849622726,-0.0497782379389,-0.730200052261,-0.0859085395932
5898,-2.45781326294,-0.969940304756,0.207221984863,-0.678084671497,-0.83470004797,-0.676928043365,-0.299640268087,-0.0584215149283,0.775141119957,0.0365101918578,0.904081583023,0.175691962242,0.652099967003,0.032258849591
23365,-0.00540469959378,-0.749914705753,-0.40628606081,-0.252456247807,-0.0715500116348,-0.567615807056,0.168975427747,-0.341838508844,-0.126847833395,-0.951187193394,0.0658812597394,0.444215863943,-0.078749999404,0.056637916714
6657,1.79102134705,-0.0396090000868,1.38926517963,0.147590905428,0.474399983883,2.45377397537,1.99662160873,0.348300904036,0.0873401761055,0.744332790375,0.190311729908,1.05758404732,1.11610007286,0.808359146118
5054,0.617752254009,1.2418050766,-0.861903071404,0.404671370983,-0.124249964952,0.910203754902,0.0359109044075,1.02898216248,0.597846150398,-0.489683806896,0.317312896252,-0.298505544662,0.0446499884129,1.02156054974
3108,0.134504809976,0.639016568661,-0.790727555752,-0.63635879755,0.540600001812,-4.14661693573,-0.153338134289,-0.0633396804333,-0.349202632904,-0.184324175119,-0.172850176692,-1.43239712715,-0.183699995279,-0.0297215189785
1950,1.78407597542,-0.821094512939,1.65150356293,0.631425321102,0.686149954796,2.06462049484,0.113613158464,0.776504695415,-0.618028879166,0.248931258917,0.542060315609,-0.0735318437219,-0.582949995995,0.434620022774
351,0.56903398037,-0.25945430994,0.744304299355,0.051057934761,0.585500001907,0.824409425259,0.848943531513,0.946689546108,0.0981224402785,0.799468517303,0.664563000202,0.113604567945,0.0,-0.505115091801
4846,-0.685888409615,0.466782391071,0.748158872128,-4.49064350128,0.862149953842,-0.764462590218,0.514718174934,0.154187530279,-0.552911698818,0.393230557442,-0.259806931019,-0.185998961329,-0.747650027275,1.80041837692
1452,0.876367032528,0.150619029999,0.00552845001221,-0.888084292412,-0.386000007391,-1.98049771786,-0.365516662598,-0.276971518993,-0.733857393265,-0.199320837855,0.140206769109,0.395836472511,1.03224992752,0.451646059752
4776,1.59093928337,0.319139629602,1.0160702467,1.88026952744,-0.00109999626875,3.3541932106,2.06576561928,-0.435449808836,1.3117556572,0.595841825008,0.584773659706,0.10761153698,0.433799982071,0.233732625842
