rid,CPC006_A375_6H:BRD-K79382620-001-01-1:11.1,CPC006_A375_24H:BRD-K79382620-001-01-1:11.1,CPC006_A549_6H:BRD-K79382620-001-01-1:11.1,CPC006_A549_24H:BRD-K79382620-001-01-1:11.1,CPC006_A673_6H:BRD-K79382620-001-01-1:11.1,CPC006_AGS_6H:BRD-K79382620-001-01-1:11.1,CPC006_CL34_6H:BRD-K79382620-001-01-1:11.1,CPC006_CORL23_6H:BRD-K79382620-001-01-1:11.1,CPC006_COV644_6H:BRD-K79382620-001-01-1:11.1,CPC006_DV90_6H:BRD-K79382620-001-01-1:11.1,CPC006_EFO27_6H:BRD-K79382620-001-01-1:11.1,CPC006_HA1E_6H:BRD-K79382620-001-01-1:11.1,CPC006_HA1E_24H:BRD-K79382620-001-01-1:11.1,CPC006_HCC15_6H:BRD-K79382620-001-01-1:11.1,CPC006_HCC515_6H:BRD-K79382620-001-01-1:11.1,CPC006_HCC515_24H:BRD-K79382620-001-01-1:11.1,CPC006_HCT116_6H:BRD-K79382620-001-01-1:11.1,CPC006_HEC108_6H:BRD-K79382620-001-01-1:11.1,CPC006_HEPG2_6H:BRD-K79382620-001-01-1:11.1,CPC006_HT115_6H:BRD-K79382620-001-01-1:11.1,CPC006_HT29_6H:BRD-K79382620-001-01-1:11.1,CPC006_HT29_24H:BRD-K79382620-001-01-1:11.1,CPC006_JHUEM2_6H:BRD-K79382620-001-01-1:11.1,CPC006_LOVO_6H:BRD-K79382620-001-01-1:11.1,CPC006_MCF7_6H:BRD-K79382620-001-01-1:11.1,CPC006_MCF7_24H:BRD-K79382620-001-01-1:11.1,CPC006_MDST8_6H:BRD-K79382620-001-01-1:11.1,CPC006_NCIH1694_6H:BRD-K79382620-001-01-1:11.1,CPC006_NCIH1836_6H:BRD-K79382620-001-01-1:11.1,CPC006_NCIH2073_6H:BRD-K79382620-001-01-1:11.1,CPC006_NCIH508_6H:BRD-K79382620-001-01-1:11.1,CPC006_NCIH596_6H:BRD-K79382620-001-01-1:11.1,CPC006_NOMO1_6H:BRD-K79382620-001-01-1:11.1,CPC006_OV7_6H:BRD-K79382620-001-01-1:11.1,CPC006_PC3_6H:BRD-K79382620-001-01-1:11.1,CPC006_PC3_24H:BRD-K79382620-001-01-1:11.1,CPC006_PL21_6H:BRD-K79382620-001-01-1:11.1,CPC006_RMGI_6H:BRD-K79382620-001-01-1:11.1,CPC006_RMUGS_6H:BRD-K79382620-001-01-1:11.1,CPC006_SKLU1_6H:BRD-K79382620-001-01-1:11.1,CPC006_SKM1_6H:BRD-K79382620-001-01-1:11.1,CPC006_SKMEL1_6H:BRD-K79382620-001-01-1:11.1,CPC006_SKMEL28_6H:BRD-K79382620-001-01-1:11.1,CPC006_SNGM_6H:BRD-K79382620-001-01-1:11.1,CPC006_SNU1040_6H:BRD-K79382620-001-01-1:11.1,CPC006_SNUC4_6H:BRD-K79382620-001-01-1:11.1,CPC006_SNUC5_6H:BRD-K79382620-001-01-1:11.1,CPC006_SW480_6H:BRD-K79382620-001-01-1:11.1,CPC006_SW620_6H:BRD-K79382620-001-01-1:11.1,CPC006_SW948_6H:BRD-K79382620-001-01-1:11.1,CPC006_T3M10_6H:BRD-K79382620-001-01-1:11.1,CPC006_THP1_6H:BRD-K79382620-001-01-1:11.1,CPC006_TYKNU_6H:BRD-K79382620-001-01-1:11.1,CPC006_U937_6H:BRD-K79382620-001-01-1:11.1,CPC006_VCAP_6H:BRD-K79382620-001-01-1:11.1,CPC006_VCAP_24H:BRD-K79382620-001-01-1:11.1,CPC006_WSUDLCL2_6H:BRD-K79382620-001-01-1:11.1,CPC013_A375_6H:BRD-K79382620-001-01-1:10,CPC013_A549_6H:BRD-K79382620-001-01-1:10,CPC013_A549_24H:BRD-K79382620-001-01-1:10,CPC013_ASC_24H:BRD-K79382620-001-01-1:10,CPC013_HA1E_6H:BRD-K79382620-001-01-1:10,CPC013_HCC515_6H:BRD-K79382620-001-01-1:10,CPC013_HEPG2_6H:BRD-K79382620-001-01-1:10,CPC013_HT29_6H:BRD-K79382620-001-01-1:10,CPC013_MCF7_6H:BRD-K79382620-001-01-1:10,CPC013_MCF7_24H:BRD-K79382620-001-01-1:10,CPC013_NEU_24H:BRD-K79382620-001-01-1:10,CPC013_NPC_24H:BRD-K79382620-001-01-1:10,CPC013_PC3_6H:BRD-K79382620-001-01-1:10,CPC013_PC3_24H:BRD-K79382620-001-01-1:10,CPC013_SKB_24H:BRD-K79382620-001-01-1:10,CPC013_VCAP_6H:BRD-K79382620-001-01-1:10,CPC013_VCAP_24H:BRD-K79382620-001-01-1:10,CPC006_H1299_6H:BRD-K79382620-001-01-1:11.1,CPC006_RKO_6H:BRD-K79382620-001-01-1:11.1
5720,0.313002347946,0.400137126446,0.838192760944,0.503689289093,0.161599993706,0.994899988174,0.210500001907,0.36779999733,-0.0888500064611,0.988450050354,0.100849986076,0.583371162415,0.704142153263,0.574689090252,0.551771044731,1.4851000309,-0.370449960232,0.793828725815,0.389533996582,0.264250010252,0.165468379855,0.581432163715,0.72855001688,-0.11210000515,-0.776999890804,0.503722906113,0.853950023651,0.813099980354,1.16619992256,0.0922500044107,0.581250011921,0.709499955177,-0.200299993157,0.152649998665,-0.0222796499729,0.51396459341,-0.993849992752,0.0656000077724,0.407759517431,-0.0265000164509,-0.649100005627,0.988049983978,0.51115000248,0.450800001621,0.438950002193,0.189700007439,1.0748000145,0.647699952126,0.484592467546,-0.00518351793289,0.910199999809,0.68326061964,0.799650013447,0.330749988556,-0.00367395579815,0.215967476368,0.260749995708,0.709647893906,0.695250034332,1.57714831829,1.30669939518,0.726775884628,0.525233328342,0.22066950798,0.267016977072,0.29042211175,0.414284646511,0.752799987793,3.9698369503,0.693938076496,-0.215423360467,1.31849789619,-0.542048513889,1.00257229805,0.777100026608,0.767899990082
466,1.04397940636,0.536445915699,0.583873212337,-0.565230429173,0.616400003433,0.71154999733,1.30204999447,-0.0309000015259,0.736799955368,0.664900004864,0.921599984169,0.627502143383,0.454028308392,-0.548280358315,-0.115686930716,0.299966067076,-1.66920006275,1.37369716167,0.742870032787,1.26440000534,0.315434366465,0.198550343513,-0.374799996614,0.0494000017643,-0.893998086452,0.725945711136,0.290050029755,-0.118299998343,0.330799996853,0.651950001717,-0.190550014377,0.577400028706,0.399999976158,0.165700018406,1.11640191078,-0.114641904831,0.692449986935,1.06955003738,0.973198831081,0.340499997139,-1.40174996853,0.711750030518,2.76850008965,0.275199979544,0.901149988174,1.94490003586,1.10339999199,0.612200021744,1.07098639011,0.175080701709,1.03180003166,0.594323515892,-0.0610499978065,0.881099939346,-0.0498731583357,-0.065604954958,-0.243050009012,0.182414114475,0.971399962902,0.425002366304,-0.00420129299164,1.13083136082,0.0843999758363,0.17328825593,0.367911159992,-0.467164039612,0.732621014118,-0.129050016403,0.0464997328818,1.18032813072,0.250698894262,0.439460873604,-0.479931950569,0.592486798763,0.563300013542,0.856299996376
6009,0.517203450203,0.0943600684404,0.383495032787,-0.787201166153,0.411199986935,1.47350001335,0.594949960709,-0.0206499993801,0.0753999948502,0.423600018024,0.496050000191,0.227211907506,-0.297375172377,-0.937122344971,0.173283040524,0.064589895308,-0.591700017452,-0.704286456108,-0.282626867294,0.0945000052452,-0.521970927715,0.532647252083,0.0609499961138,0.216400012374,-0.955054759979,0.250271081924,-0.12120001018,-0.935500025749,1.8492000103,-0.924049973488,0.108999997377,-0.669749975204,0.499150007963,-0.29414999485,-0.530283331871,-0.145267933607,0.161500006914,0.49249997735,0.593421876431,0.890749931335,0.439200013876,0.242050021887,0.143849998713,0.145350009203,-0.939799964428,0.0332999825478,1.09430003166,0.164700001478,-0.16281683743,-0.0420500412583,0.460700005293,-0.0842643529177,0.24770000577,-0.185550004244,0.177542492747,0.984362900257,0.345700025558,0.878237366676,0.833400011063,-0.33974608779,1.27720665932,0.969923198223,-0.850666642189,-0.0969742834568,0.261736482382,0.173689067364,0.366189807653,0.260149985552,0.775521874428,-3.4322681427,-0.314781159163,-1.51658642292,-1.25418114662,-0.0444523394108,0.998449981213,0.364100009203
2309,-0.464544296265,0.067758731544,-0.664396584034,0.370944321156,-0.0710000097752,-0.408950001001,-0.09375,0.0127499997616,0.0190500020981,-0.747300028801,-0.140450000763,0.196000725031,0.158220201731,0.928528666496,0.387661397457,-0.633367359638,0.155899986625,-1.3163779974,-2.99948334694,-0.29414999485,0.152101591229,1.02943921089,-0.0436500012875,0.0545500069857,0.60957056284,-0.252500623465,-0.202199995518,0.879149973392,0.0162000004202,-0.268800020218,1.34119999409,-0.766250014305,-0.0936500057578,0.00369998812675,-0.113333828747,-0.287812650204,-0.104800015688,0.192000001669,-0.0920832827687,-0.148799985647,-3.66519999504,1.66054999828,0.592349946499,0.104950010777,-0.490450024605,0.46044999361,0.189199998975,-0.935200035572,-0.741326510906,0.094408608973,0.504799962044,-0.38720703125,0.0891499817371,0.243849992752,-0.00626147538424,-0.279053777456,-0.668099999428,0.22211484611,-0.131899997592,0.971071600914,-0.0074946731329,1.3898409605,0.0110999941826,1.26735150814,0.418496251106,0.540892839432,-0.0870442688465,-0.3695499897,-0.640437185764,1.79075849056,0.513390481472,-1.01126933098,-0.644979774952,0.00938005186617,0.25339999795,-0.168349996209
387,-0.498437047005,0.940720677376,-0.621783256531,-0.550901412964,1.39974999428,0.935850024223,-0.286199986935,0.366750001907,0.286650002003,-0.559249997139,-0.0144999921322,0.273183465004,0.561299026012,0.48009288311,-1.79770755768,-0.60904699564,-0.0961000099778,-1.15394294262,-0.139202624559,-0.0191999971867,-0.220070302486,0.19723084569,-0.334999978542,-0.856949985027,-1.25606131554,0.11318667978,-0.0569500103593,1.13049995899,-0.140249997377,-0.0664499998093,1.02834999561,-0.560850024223,-0.41835001111,-0.248549997807,-0.458881795406,-0.603335618973,-2.19449996948,1.19280004501,0.343173354864,-0.684549987316,0.0764999985695,0.330500006676,1.19529998302,-0.161249995232,-0.280049979687,-0.570249974728,0.89904999733,0.0108000040054,0.324951410294,0.409261524677,-0.0849000066519,-0.103086158633,0.260699987411,0.206450000405,-0.433404564857,-0.100011669099,-0.470049977303,0.994536459446,0.00249999761581,-0.0319286696613,0.807188570499,1.85478127003,1.11226677895,-0.119434028864,0.396817684174,1.28020298481,0.800022423267,0.333550006151,1.74247646332,-2.02423143387,-0.56476765871,-0.281723380089,-2.42733979225,0.303545594215,0.297349989414,-0.172550007701
3553,0.360908389091,0.682626068592,0.0396609604359,0.419630527496,-0.86075001955,-0.521749973297,-1.01964998245,-0.272300004959,-1.40470004082,-0.626399993896,-0.458000004292,-0.0912149995565,0.274741977453,-0.999550580978,1.51148080826,-0.526369392872,0.236950010061,-0.148254647851,0.300759196281,1.29559993744,0.523866295815,-0.480206638575,-0.595299959183,-0.000300019979477,0.796707630157,0.592907369137,0.966599941254,-0.270449995995,-1.3422999382,-0.143000006676,0.166150003672,-0.661450028419,0.0852999985218,-0.770900011063,1.87957882881,2.27780818939,0.111049994826,-1.22259998322,-0.54359126091,-0.113000035286,0.310800015926,-0.856299996376,0.936699986458,-0.479099988937,-0.882099986076,-0.923900008202,-1.18035006523,-0.0900000035763,-0.680117964745,-0.2458550632,1.15044999123,0.238908424973,-0.405000001192,-0.65625,0.402023524046,-0.0426262132823,0.351649999619,0.376613646746,-0.672899961472,-0.0836661309004,-0.401793688536,-1.06110930443,-0.443466663361,0.399510383606,-1.31533622742,-1.12809717655,0.030720025301,-0.727650046349,0.589441895485,2.80185937881,1.54925751686,0.58459353447,-0.0296531617641,0.138636812568,-0.4986500144,-0.262299984694
427,-0.617185533047,0.481187939644,-0.197196215391,-1.22775816917,0.884050011635,-0.933850049973,2.51625013351,-0.706050038338,0.0615999996662,0.0457499921322,-0.721650004387,-0.57526922226,-0.433877319098,-0.824127435684,0.249438524246,-0.657897770405,-0.848649978638,-0.108935825527,-0.18541765213,-0.107799999416,-0.243825346231,-0.459838628769,-0.503499984741,0.695249974728,0.0834747925401,-0.483610093594,-0.563149988651,-0.541249990463,0.543799996376,0.0,-1.03550004959,0.0605499967933,-0.571249961853,0.318949997425,0.855884790421,-1.11221289635,-0.460950016975,-0.391149997711,0.512557029724,-1.04799997807,-2.3953499794,0.587000012398,0.982550024986,-0.22650000453,0.441449999809,0.832000017166,-0.600199997425,1.09029996395,0.798095285892,-0.160042583942,-0.33630001545,-0.336125314236,-0.590250015259,0.126850008965,0.0614651590586,-0.160725995898,-0.677150011063,0.709016919136,-0.549950003624,-0.303607404232,0.168611526489,-0.914544463158,0.875333428383,0.404671221972,-0.11456695199,-0.141684174538,-0.0736803710461,2.71560001373,-0.795539438725,2.12247014046,0.0619454085827,0.389001250267,-0.93566775322,0.0932883173227,0.901799976826,-0.0773500055075
5898,0.0381503403187,0.361557602882,-0.849598526955,-0.987606346607,-0.443850010633,-0.198600009084,0.634200036526,-0.499700009823,-0.379699975252,-0.404500007629,1.22790002823,0.26251077652,0.941709697247,-0.447289943695,-0.300370305777,0.521902084351,-1.34859991074,1.19484722614,-0.252782970667,-0.131200000644,0.751981317997,0.0600579231977,-1.29305005074,-1.30900001526,-0.349245965481,0.321546316147,0.78955000639,-0.453849971294,0.615750014782,-0.167450010777,-1.31929993629,0.393150001764,-1.88244998455,0.723850011826,0.301126182079,0.547942221165,-0.106499969959,0.590300023556,0.304251879454,0.295900017023,-1.65435004234,-0.313499987125,1.00514996052,0.368950009346,-0.0952500104904,1.06599998474,-0.0460000038147,0.333499997854,0.871268630028,-0.639954149723,0.762799978256,-0.287263453007,-0.21795001626,0.611150026321,-0.301286906004,-1.06217062473,-0.30245000124,-0.00747622549534,0.407949984074,-0.82711827755,0.245096728206,-0.448772311211,-0.120866656303,-0.184693485498,-0.362452715635,0.0179796442389,-0.466697633266,-0.174549996853,0.411202341318,1.15715837479,1.18462622166,0.634043693542,-0.641403138638,0.639727652073,0.0322499983013,0.0699499994516
23365,0.6361566782,0.409847348928,-0.481465339661,0.545836091042,1.04410004616,-0.223749995232,-0.192550003529,0.601899981499,0.164749994874,-0.691650032997,-0.100100010633,-0.370623677969,0.000114493072033,0.401516079903,-0.00178495049477,-0.24461941421,-0.486499965191,-0.161842420697,0.164884954691,-0.272699981928,0.18542252481,-0.735584259033,-0.328649997711,-1.72539997101,-0.28928565979,-0.397828817368,1.75879991055,-0.700450003147,-0.693849980831,-0.908100008965,-0.451450020075,0.445399999619,-0.343300014734,0.28464999795,0.0128467231989,0.116394817829,1.65915000439,2.19825005531,0.0292328298092,-0.810600042343,0.641299962997,0.0450499951839,3.73710012436,-0.571650028229,-0.820500016212,-0.488799989223,-0.416700005531,0.515349984169,0.407171905041,-1.056027174,-0.340399980545,-0.251523703337,-0.477350026369,-1.65089988708,0.198801785707,0.510181069374,-0.508900046349,-0.298785150051,-0.39074999094,-0.465360760689,0.0268819779158,-0.228340089321,-0.232133343816,-0.737103700638,-0.0399162732065,0.0496357195079,-0.152322947979,-0.432200014591,0.974729001522,2.53360700607,-0.0140373408794,0.320630609989,-1.63786590099,-0.0428208373487,-0.0866999924183,0.381700009108
6657,-0.962832868099,-0.587720453739,-0.368212968111,0.304072916508,1.6250500679,0.44319999218,-0.945900022984,-0.530699968338,-1.00635004044,-0.777700006962,-0.295350015163,-1.05292320251,-0.36315959692,-1.0665589571,-0.157626658678,0.47764736414,0.362900018692,-0.0368725322187,1.05740404129,-0.0672999992967,0.246015742421,-0.619363367558,0.0713499933481,0.313950002193,0.671087622643,0.750406086445,0.130600005388,-0.682449996471,0.829949975014,-0.0238000005484,-0.0981000065804,0.0975500047207,0.399599999189,-0.319750010967,0.74404168129,0.049678966403,0.99145001173,4.02800035477,-0.601782739162,0.129299998283,0.685299992561,-1.41174995899,1.19120001793,-0.311500012875,-1.02359998226,-0.308299988508,-0.996449947357,-0.0561500191689,-0.29346075654,0.340548276901,2.80894994736,-0.279249191284,-0.966449975967,-0.791649997234,-0.130344465375,0.741484582424,0.892250001431,-0.096696048975,-0.0457999967039,0.0388775244355,-0.564905583858,-1.36133217812,-0.371133327484,0.246788069606,-0.991995751858,-0.249646753073,-0.755523443222,0.852949976921,-0.441690772772,0.352610647678,-0.160643681884,0.680482983589,0.201684445143,-0.342238813639,0.0452499985695,-0.329549998045
