rid,ERG011_VCAP_6H:BRD-K06574200-001-01-9:10.026,ERG011_VCAP_24H:BRD-K06574200-001-01-9:10.026,ERG012_PC3_24H:BRD-K06574200-001-01-9:10,ERG012_PC3_24H:BRD-K06574200-001-01-9:5,ERG012_PC3_24H:BRD-K06574200-001-01-9:2.5,ERG012_PC3_24H:BRD-K06574200-001-01-9:1.25,ERG012_PC3_24H:BRD-K06574200-001-01-9:0.625,ERG012_PC3_24H:BRD-K06574200-001-01-9:0.3125,ERG012_PC3_24H:BRD-K06574200-001-01-9:0.15625,ERG012_PC3_24H:BRD-K06574200-001-01-9:0.078125,ERG012_PC3_24H:BRD-K06574200-001-01-9:0.0390625,ERG012_PC3_24H:BRD-K06574200-001-01-9:0.0195312,ERG012_PC3_6H:BRD-K06574200-001-01-9:10,ERG012_PC3_6H:BRD-K06574200-001-01-9:5,ERG012_PC3_6H:BRD-K06574200-001-01-9:2.5,ERG012_PC3_6H:BRD-K06574200-001-01-9:1.25,ERG012_PC3_6H:BRD-K06574200-001-01-9:0.625,ERG012_PC3_6H:BRD-K06574200-001-01-9:0.3125,ERG012_PC3_6H:BRD-K06574200-001-01-9:0.15625,ERG012_PC3_6H:BRD-K06574200-001-01-9:0.078125,ERG012_PC3_6H:BRD-K06574200-001-01-9:0.0390625,ERG012_PC3_6H:BRD-K06574200-001-01-9:0.0195312,ERG012_VCAP_24H:BRD-K06574200-001-01-9:10,ERG012_VCAP_24H:BRD-K06574200-001-01-9:5,ERG012_VCAP_24H:BRD-K06574200-001-01-9:2.5,ERG012_VCAP_24H:BRD-K06574200-001-01-9:1.25,ERG012_VCAP_24H:BRD-K06574200-001-01-9:0.625,ERG012_VCAP_24H:BRD-K06574200-001-01-9:0.3125,ERG012_VCAP_24H:BRD-K06574200-001-01-9:0.15625,ERG012_VCAP_24H:BRD-K06574200-001-01-9:0.078125,ERG012_VCAP_24H:BRD-K06574200-001-01-9:0.0390625,ERG012_VCAP_24H:BRD-K06574200-001-01-9:0.0195312,ERG012_VCAP_6H:BRD-K06574200-001-01-9:10,ERG012_VCAP_6H:BRD-K06574200-001-01-9:5,ERG012_VCAP_6H:BRD-K06574200-001-01-9:2.5,ERG012_VCAP_6H:BRD-K06574200-001-01-9:1.25,ERG012_VCAP_6H:BRD-K06574200-001-01-9:0.625,ERG012_VCAP_6H:BRD-K06574200-001-01-9:0.3125,ERG012_VCAP_6H:BRD-K06574200-001-01-9:0.15625,ERG012_VCAP_6H:BRD-K06574200-001-01-9:0.078125,ERG012_VCAP_6H:BRD-K06574200-001-01-9:0.0390625,ERG012_VCAP_6H:BRD-K06574200-001-01-9:0.0195312
5720,2.16179990768,2.46104240417,0.967215657234,1.07281887531,0.39775416255,-0.330934554338,0.869095683098,0.554439842701,0.297549545765,0.408814370632,-0.411809712648,0.697052299976,-0.497646123171,0.657464683056,1.16246140003,-0.0874015167356,-0.164344474673,0.520213007927,1.19301855564,0.0384865999222,-0.0412360131741,-0.34958422184,0.545645415783,-0.132027566433,0.413398593664,-0.164544731379,0.846384584904,0.614835739136,-0.448365330696,0.62651860714,-0.976721644402,-0.848643660545,-0.222517952323,-0.651219129562,0.715555369854,-0.0133333206177,0.0555583238602,-0.187225311995,0.0736951828003,-0.233504593372,0.413660317659,-0.605152547359
466,-0.605250000954,-0.761084794998,-0.47460180521,0.737944304943,-0.435856610537,-0.111762270331,1.93049192429,0.268712699413,0.419914066792,0.40007302165,0.277789950371,0.935744047165,-0.288605511189,0.0580314956605,0.604808330536,0.520150780678,0.943386554718,-2.52720522881,0.582153856754,-0.436362445354,0.732580840588,-1.71552538872,-0.172239124775,0.319787144661,0.0135433524847,0.172000110149,0.243288531899,0.627086877823,0.489474326372,-0.0779041647911,0.212120682001,-0.28661236167,-0.654489040375,-0.242845460773,0.52452480793,0.270233333111,0.568524241447,0.836515426636,-0.372676104307,0.141627296805,1.19542074203,-0.835981428623
6009,1.87755000591,-0.720752060413,-2.34852766991,-9.6424703598,-0.887441277504,-1.144059062,1.02732300758,-0.126223117113,1.39112353325,0.544375777245,0.646521568298,-0.449419081211,-0.0593474656343,0.573607861996,-0.684567689896,0.229417979717,0.499840170145,-0.0445246808231,0.587785303593,1.06930303574,0.128979057074,-1.42924571037,-1.36216449738,-0.834290385246,-2.18863487244,-1.44447433949,0.344780474901,-0.653252005577,-0.356023997068,-0.794134557247,0.128148287535,0.109628483653,-0.139041900635,0.428277939558,1.20733356476,-0.57243335247,0.377149492502,0.223154231906,-0.988041102886,0.789324581623,0.248716205359,-1.40472137928
2309,-1.26415002346,-2.73687195778,-1.00620186329,0.21961094439,-0.333613187075,0.253996342421,1.8785380125,1.75915312767,-0.763104379177,0.728011250496,0.428935587406,0.246507078409,-0.567010581493,-0.111898832023,0.271125257015,0.90066409111,0.615845441818,1.62427401543,0.40856552124,0.764151930809,0.433099269867,-2.06864595413,-0.934715270996,-1.04838764668,-0.204505771399,-2.43659877777,0.0908724144101,-0.38181450963,-0.508668661118,0.00831966102123,0.251263171434,-1.71150767803,-0.628683805466,-0.560582876205,-1.09207010269,0.25613334775,-0.1429425776,-0.492535799742,-0.750764489174,0.538957238197,-2.23973369598,-0.907027840614
387,2.1318500042,-0.539087116718,-1.29793739319,0.505248248577,-1.7539665699,0.438704848289,-2.10040140152,-0.390440940857,0.909417867661,-0.362057387829,0.430730313063,0.726750969887,-1.19461727142,-0.196292549372,0.499611884356,0.544399142265,0.421117246151,1.17739927769,-0.566960275173,-1.35060966015,-0.116373151541,-2.21297335625,-0.479095250368,-0.804237782955,-0.633349895477,-0.252339065075,0.149269416928,-0.0433211624622,-0.559369444847,-0.908633410931,0.339452445507,-0.0444712527096,-0.774251580238,-0.621073782444,0.680911183357,-0.891499996185,-0.167121201754,0.0480874478817,-0.536598265171,-1.0572013855,0.541203737259,-1.6486440897
3553,0.165749996901,1.0450180769,1.23269307613,2.22944784164,2.86754894257,-0.151270419359,0.805282711983,0.556899130344,0.0618772506714,-0.953983128071,-0.0110809653997,-0.647513389587,-0.385552972555,0.115820273757,2.80755352974,0.720752000809,0.0567245185375,-1.49725341797,0.419947385788,-0.0404137857258,-0.632578372955,-0.39061832428,0.0794451609254,0.63306427002,0.229036539793,-0.176658123732,-0.0741555392742,-0.49946886301,0.0287661626935,-0.718662321568,-1.02242743969,0.353637397289,2.16079211235,1.28241229057,-0.0679284930229,0.00519999861717,-0.414654433727,-0.548588693142,0.0421212911606,-0.594404280186,-0.345382869244,2.07941269875
427,0.799950003624,1.34717464447,-0.0100585222244,2.56252527237,0.269716471434,0.346438407898,0.478153049946,0.0346816033125,0.306143462658,0.492332905531,-0.127775341272,0.723366141319,-0.479334175587,-0.0478750430048,1.2372739315,0.211471676826,0.204188764095,0.160723060369,0.537534892559,0.0153318792582,-0.468893527985,1.59602642059,-0.486684083939,0.194921970367,0.137547284365,-0.237669587135,0.130527555943,0.0201337002218,0.745037674904,-0.0806360915303,0.654719829559,-0.0814006626606,0.539735496044,0.28440579772,0.884167075157,-0.341700017452,0.200034826994,0.362416923046,0.146245896816,0.507426202297,1.0772690773,0.162365436554
5898,-2.59805011749,0.0319713950157,0.247745662928,-0.566422283649,-1.04267299175,0.670584797859,0.509593009949,-0.00337144779041,-1.42408227921,-0.488051533699,-0.00799381732941,0.312343120575,-0.940589904785,-0.608727574348,0.303289830685,0.0605185627937,0.726301133633,-0.989089429379,-0.14950209856,-4.47622728348,-0.429724186659,-1.81766414642,-0.554268479347,0.266931325197,-0.572848796844,0.201368704438,-0.987903237343,-0.16968023777,0.426605850458,-0.374916762114,0.24384111166,0.360859811306,0.612634181976,-0.872752606869,0.18144980073,-0.0382000207901,-0.273846894503,-0.0221706926823,0.675060391426,0.0952099561691,0.85555690527,-2.74513173103
23365,0.327700018883,-0.454445749521,0.370775103569,-0.165114715695,-0.492142558098,0.265271663666,-0.238738298416,0.550858080387,1.95053613186,0.915338754654,-0.524666726589,1.60195791721,-1.75121128559,-0.260819911957,0.444844454527,-0.738757371902,1.17242145538,-1.00717902184,-0.137146145105,-0.840996026993,-0.337572216988,-0.652928650379,-1.07055604458,-0.736284196377,0.315105050802,-0.829033195972,-0.623312473297,-0.0623697414994,-0.165327861905,-0.694860041142,0.323252111673,0.85700660944,-0.134162783623,-0.266540169716,0.647781848907,0.22879999876,0.123253196478,-0.386793673038,-0.60526072979,-0.836545407772,0.0393088757992,-2.42916727066
6657,0.431600004435,3.14486980438,0.0610928535461,2.25268864632,-0.176123782992,3.26593589783,1.17921543121,6.39854812622,-0.266105413437,0.0203563999385,-0.330766260624,-1.22230172157,1.26377892494,0.284730345011,-0.416520893574,-0.50786280632,-1.21153950691,2.11778664589,-0.535179615021,0.344808220863,0.927814304829,3.22811174393,0.688181757927,1.01257944107,0.895144999027,-0.845894813538,-0.153385877609,0.571814417839,0.539657473564,0.61304473877,-0.197227075696,1.67455220222,0.869792461395,0.663289308548,-0.528801321983,-0.133599996567,-0.226814806461,-0.347446262836,0.926997303963,0.641168236732,-0.350040376186,3.47112011909
