rid,CPC008_A375_6H:BRD-K53780220-001-01-0:10,CPC008_A549_6H:BRD-K53780220-001-01-0:10,CPC008_HCC515_6H:BRD-K53780220-001-01-0:10,CPC008_HEPG2_6H:BRD-K53780220-001-01-0:10,CPC008_HT29_6H:BRD-K53780220-001-01-0:10,CPC008_MCF7_6H:BRD-K53780220-001-01-0:10,CPC008_MCF7_24H:BRD-K53780220-001-01-0:10,CPC008_PC3_6H:BRD-K53780220-001-01-0:10,CPC008_PC3_24H:BRD-K53780220-001-01-0:10,CPC008_VCAP_6H:BRD-K53780220-001-01-0:10,CPC008_VCAP_24H:BRD-K53780220-001-01-0:10
5720,2.82381725311,0.0772999972105,4.02770185471,2.76392936707,1.15402245522,-2.23164987564,-2.61525011063,-0.729762136936,-0.420486271381,-1.4361000061,-2.32870006561
466,-1.55493807793,2.76480007172,-0.0125317424536,0.112071529031,0.377421468496,-0.331399977207,-3.82695007324,0.24139970541,-0.05836763978,-4.20200014114,-0.22990000248
6009,-1.1621683836,0.73449999094,0.183611959219,-2.45051789284,-0.31649762392,0.39074999094,-1.36765003204,-0.38405662775,-3.40180039406,-1.29610002041,-1.84319996834
2309,-3.22960042953,0.821300029755,-2.93640470505,-5.94347286224,-3.84379243851,-3.83170008659,-7.39510011673,-3.39316534996,-2.51893925667,-3.51649999619,-4.0560002327
387,1.09079933167,-8.6891002655,1.43258810043,1.80637347698,1.91914916039,3.49219989777,1.14855003357,0.145734444261,-1.87611460686,-0.271400004625,-1.30099999905
3553,0.93683552742,-0.364199995995,1.80602931976,1.64637625217,0.677798092365,1.08580005169,3.45429992676,1.03949570656,0.784621238708,0.620700001717,-0.267199993134
427,1.7482252121,9.03740024567,0.949074447155,1.68310165405,2.09466791153,0.949000060558,2.0571501255,0.788976669312,5.04542160034,0.327800005674,0.746599972248
5898,0.0282477736473,-6.77780008316,0.404525518417,0.163339555264,-0.323281913996,1.29835009575,0.00139999995008,-0.368188738823,2.26702642441,0.260899990797,1.97459995747
23365,0.62973177433,1.93710005283,-1.4147926569,0.433550983667,-0.311878144741,2.06284999847,3.6155500412,3.11802053452,2.00713801384,1.66659998894,0.00899999961257
6657,1.68884658813,-1.17180001736,-1.26951825619,2.46914124489,1.42129862309,1.55599999428,4.71150016785,4.1514544487,2.94680690765,2.26990008354,2.19020009041
5054,-0.0510824769735,3.4811000824,0.581981301308,0.0245562046766,1.51366424561,2.61984992027,6.82270002365,-0.568481206894,2.48629045486,1.17809998989,3.81760001183
3108,0.862048685551,10.0,1.62916636467,-0.0843357145786,1.50759243965,0.167749986053,3.4453997612,2.83328318596,5.44179010391,1.42320001125,5.09630012512
1950,1.17783260345,2.11590003967,2.87643361092,0.902567327023,2.7705104351,0.640450000763,7.44819974899,3.44834470749,3.33832979202,2.52679991722,2.55110001564
351,0.117015846074,2.06480002403,-1.15767395496,1.34302186966,1.19613015652,1.72915005684,0.0046000033617,1.75174915791,0.71712911129,-0.738499999046,-0.00400000018999
4846,0.403274774551,0.0,2.31218290329,-0.687499940395,1.41383004189,0.204999998212,8.3248500824,1.20072412491,6.36444473267,5.40999984741,3.59549999237
1452,0.242795482278,-3.56310009956,1.67858028412,0.530593514442,0.245859086514,1.2961499691,0.985149979591,-0.0398314259946,-2.33263158798,1.99969995022,1.23950004578
4776,0.964103519917,3.97849988937,1.85303533077,2.17644357681,1.73219347,4.04990005493,3.38574981689,2.88324522972,2.36826848984,2.28699994087,0.379799991846
6908,-7.55527353287,9.85420036316,-4.97168970108,-7.23624801636,-5.08712625504,-5.78824996948,-8.61689949036,-5.39910316467,-4.8570728302,-3.92339992523,-0.798500001431
672,-0.676921665668,0.0961999967694,-1.8753169775,-1.78626859188,-0.843631625175,0.744000017643,1.78084993362,1.45693254471,2.94208741188,0.998399972916,3.2486000061
5710,-0.68651008606,0.550300002098,0.163096338511,0.378325521946,-0.713351845741,1.57369995117,-2.04250001907,-1.67813491821,-5.34653902054,-2.75990009308,-5.05130004883
2115,-0.610191404819,2.48329997063,-1.65652489662,1.30543363094,0.573594927788,1.10710000992,5.83985042572,1.7201590538,0.88298201561,2.13750004768,1.28949999809
7015,2.21542286873,-7.27589988708,4.65466880798,0.267847776413,2.06083154678,2.98010015488,4.33549976349,2.61529326439,3.50641322136,2.15610003471,1.99820005894
8726,-5.94513845444,4.7986998558,-3.62849116325,-4.49620342255,-3.56324195862,-2.14404988289,-3.37055015564,-1.6242992878,1.26566386223,-0.563499987125,3.12350010872
2185,1.44563746452,0.0639000013471,2.05141544342,2.50249552727,1.52360391617,1.12724995613,3.84660005569,3.44510316849,2.6315164566,1.28369998932,0.0248000007123
3315,1.61285150051,-10.0,0.33885088563,0.95562171936,1.27161812782,0.0010000000475,-5.95800018311,-0.0642259195447,-1.66017055511,3.9591999054,2.37980008125
5289,-1.11420655251,-5.49149990082,-0.209984302521,-1.53297400475,0.467114180326,3.28299999237,4.32604980469,0.893182098866,2.60415816307,2.14569997787,1.61119997501
868,-0.785082101822,4.21990013123,-1.11327064037,-1.13718497753,1.17860388756,0.543349981308,3.50274991989,3.08949661255,3.30410957336,1.63880002499,0.0
1677,0.333731770515,5.9376001358,2.66037559509,0.430081903934,1.41202938557,1.33175003529,5.77620029449,1.2946331501,3.93253278732,4.06780004501,3.73340010643
7043,-0.427069544792,2.80520009995,0.318836212158,1.01370894909,0.349805891514,0.435150027275,3.7023999691,2.60872745514,2.20034718513,0.579999983311,-0.251700013876
5613,1.22852611542,8.98359966278,0.840074896812,1.33370280266,1.08201181889,1.46185004711,4.1593503952,2.3029050827,2.84560132027,1.20190000534,0.55419999361
595,-0.62236905098,5.94519996643,-0.458046615124,-0.583416104317,0.545668244362,0.646849989891,-6.09309959412,-1.47701954842,-2.67298221588,-4.40729999542,-3.79460000992
4793,2.18762373924,2.16079998016,3.11672067642,3.34608793259,3.05254268646,1.9795999527,1.94350004196,4.26533412933,2.14019918442,3.58119988441,2.34330010414
2736,0.366580545902,-7.28870010376,-0.0718203932047,2.32263445854,1.24598562717,1.58130002022,6.14795017242,3.10874438286,1.9552885294,0.712700009346,0.0351000018418
5290,0.599713206291,2.01769995689,1.01644563675,-0.255537420511,1.27055871487,1.28275001049,1.9592000246,1.70451176167,1.81694638729,1.375,1.76800000668
6194,-0.174206271768,-2.81669998169,-2.20265841484,-0.861914098263,-0.454962342978,-1.6929500103,-6.64944982529,-1.68463551998,-0.717844367027,-2.40050005913,-10.0
1676,-0.481232911348,0.0313000008464,0.839110136032,1.05161428452,0.418263673782,1.59444999695,2.1563501358,3.21999430656,0.286641955376,2.03299999237,0.126200005412
23512,-3.9471745491,0.0,-2.99987244606,-3.99227142334,-3.62700343132,-0.574100017548,1.42404997349,-0.352196067572,-0.565228283405,-3.79959988594,-3.48079991341
148022,-3.46257281303,10.0,-4.47847557068,-1.6336042881,-0.907995700836,-0.135499998927,7.14410018921,-3.84578680992,-0.184917986393,1.86370003223,0.0137000000104
1906,0.729414880276,-9.61299991608,0.776523649693,-0.374028176069,0.962625622749,1.90445005894,3.48609995842,2.44293022156,2.635866642,0.579999983311,1.33270001411
8878,-2.59554243088,-10.0,-1.21767067909,-1.78916752338,-2.62215662003,-0.355599999428,-5.25355005264,-2.97739744186,-3.86620283127,-2.87459993362,-2.3561000824
3091,-1.47608613968,-1.0542999506,-0.156489923596,-0.660470604897,-0.389467835426,1.82010006905,-0.100699998438,0.0217066239566,-1.17477762699,0.311300009489,-1.17770004272
