rid,DOS002_VCAP_6H:BRD-K58808184-001-01-8:4.91,DOS002_VCAP_24H:BRD-K58808184-001-01-8:4.91,DOS032_A549_24H:BRD-K58808184-001-01-8:4.91,DOS032_HT29_24H:BRD-K58808184-001-01-8:4.91,DOS032_MCF7_24H:BRD-K58808184-001-01-8:4.91,DOS032_PC3_24H:BRD-K58808184-001-01-8:4.91,DOSBIO002_A375_24H:BRD-K58808184:9.81336,DOSBIO002_A549_24H:BRD-K58808184:9.81336,DOSBIO002_HT29_24H:BRD-K58808184:9.81336,DOSBIO002_PC3_24H:BRD-K58808184:9.81336,DOSBIO002_MCF7_24H:BRD-K58808184:9.81336,DOSBIO002_NEU_24H:BRD-K58808184:9.81336,DOSBIO002_NPC_24H:BRD-K58808184:9.81336
5720,0.727200031281,-0.276307225227,0.350799977779,1.04603099823,-0.313067108393,0.196149989963,0.646996021271,0.551247477531,-0.597455918789,-0.711723923683,-0.653005242348,-0.298049986362,-0.307387173176
466,-0.187199994922,-2.37168097496,-0.477949976921,0.591360509396,-0.487552255392,-0.830900013447,-0.493767797947,-0.187624648213,0.182210862637,0.429284214973,-0.170398652554,0.117949992418,-1.47570312023
6009,1.63410007954,1.92527842522,0.132600009441,0.698479712009,0.808863580227,0.230949938297,0.312148213387,0.811703205109,0.176104560494,0.728787600994,0.298555016518,0.140499994159,1.07655644417
2309,-0.942000031471,-3.78937149048,0.704100012779,0.257610201836,-0.21403837204,-0.324000000954,0.455243051052,-0.396811038256,-0.366379320621,0.261061131954,0.840084433556,0.739099979401,0.603809654713
387,1.08214998245,0.785577654839,2.63330006599,1.33367478848,1.29749453068,0.419699966908,-0.720268309116,-1.03289926052,0.461678653955,0.870160460472,0.857921123505,-0.715700030327,2.73000979424
3553,0.627449989319,2.61902952194,-0.91194999218,-0.728984475136,0.126889467239,-1.18239998817,-0.17979568243,0.591587722301,-0.445559203625,0.37609910965,0.379866540432,0.231650009751,-0.694305241108
427,0.484099984169,0.806628108025,-1.06835007668,-1.21515285969,-0.910253465176,-0.130949988961,-0.418071687222,-0.0354181528091,-0.554705440998,0.505005002022,0.497484564781,-0.346950024366,-0.347793340683
5898,-1.01719999313,-2.18098068237,-0.875899970531,0.211323142052,-0.249010771513,0.491750001907,0.0740200579166,-0.203004315495,-0.39407736063,-1.22275280952,-0.225009173155,0.937399923801,0.522357404232
23365,-0.353300005198,-0.368194520473,1.36884999275,0.806943297386,1.50649571419,2.99440002441,-1.04879593849,-1.03182148933,1.12992751598,0.988374590874,1.20138883591,0.533100008965,0.873169660568
6657,0.651600003242,-0.0447623319924,-0.245200008154,-0.910460233688,-0.189430236816,0.359600007534,1.23236465454,0.505760490894,-0.793145477772,-0.735151767731,-0.855051577091,1.11524999142,-1.44368672371
