rid,CPC001_HA1E_6H:BRD-K07325606-001-02-3:10,CPC001_HA1E_24H:BRD-K07325606-001-02-3:10,CPC001_HCC515_6H:BRD-K07325606-001-02-3:10,CPC001_HCC515_24H:BRD-K07325606-001-02-3:10,CPC001_PC3_6H:BRD-K07325606-001-02-3:10,CPC001_PC3_24H:BRD-K07325606-001-02-3:10,CPC001_VCAP_6H:BRD-K07325606-001-02-3:10,CPC001_VCAP_24H:BRD-K07325606-001-02-3:10,CPC017_A375_6H:BRD-K07325606-001-02-3:10,CPC017_A549_6H:BRD-K07325606-001-02-3:10,CPC017_A549_24H:BRD-K07325606-001-02-3:10,CPC017_ASC_24H:BRD-K07325606-001-02-3:10,CPC017_HEPG2_6H:BRD-K07325606-001-02-3:10,CPC017_HT29_6H:BRD-K07325606-001-02-3:10,CPC017_MCF7_6H:BRD-K07325606-001-02-3:10,CPC017_MCF7_24H:BRD-K07325606-001-02-3:10,CPC017_NPC_24H:BRD-K07325606-001-02-3:10,CPC017_PHH_24H:BRD-K07325606-001-02-3:10,CPC017_SKB_24H:BRD-K07325606-001-02-3:10,MUC.CP003_MCF7_6H:BRD-K07325606-001-02-3:10,MUC.CP003_MCF7_6H:BRD-K07325606-001-02-3:3.3333,MUC.CP003_MCF7_6H:BRD-K07325606-001-02-3:1.1111,MUC.CP003_MCF7_6H:BRD-K07325606-001-02-3:0.3704,MUC.CP003_MCF7_24H:BRD-K07325606-001-02-3:10,MUC.CP003_MCF7_24H:BRD-K07325606-001-02-3:3.3333,MUC.CP003_MCF7_24H:BRD-K07325606-001-02-3:1.1111,MUC.CP003_MCF7_24H:BRD-K07325606-001-02-3:0.3704,MUC.CP003_NKDBA_24H:BRD-K07325606-001-02-3:10,MUC.CP003_NKDBA_24H:BRD-K07325606-001-02-3:3.3333,MUC.CP003_NKDBA_24H:BRD-K07325606-001-02-3:1.1111,MUC.CP003_NKDBA_24H:BRD-K07325606-001-02-3:0.3704
5720,0.0844123214483,1.27195751667,0.130899995565,-0.936755478382,0.00821675918996,0.130278855562,-0.227733001113,0.601956307888,0.628323793411,-0.0459983088076,1.20164000988,-0.463118970394,0.247785702348,0.784655153751,0.097373187542,-0.33907532692,2.48781251907,0.539699971676,0.25205001235,-0.709954023361,0.640166759491,-0.000913947820663,-0.235566690564,-0.971415638924,2.05287146568,0.852692842484,1.07046079636,-0.0553500056267,1.20740008354,0.715649962425,1.54694998264
466,-0.0404620319605,0.433134645224,-0.00289999973029,-0.0643420517445,-0.0302366502583,-0.122142076492,-0.753209412098,0.463750809431,-0.37983328104,0.532111406326,-1.97361397743,-2.35515022278,-0.00822730734944,-0.0193750858307,0.82931303978,0.423341006041,-0.387096226215,-0.0621000006795,-0.73584997654,-0.143749222159,-0.455562114716,-0.24257864058,0.46106672287,0.663239359856,-0.623926699162,-0.516868650913,0.0838998109102,-0.208450004458,-1.00975000858,-0.0179000198841,-0.0328000187874
6009,0.55268228054,0.26397523284,-0.77120000124,-0.0407932400703,-0.789658069611,0.798200190067,-0.192307412624,-0.80348354578,-0.303061872721,-0.558354318142,1.24325811863,-0.346413850784,0.924667835236,0.615065991879,0.472321689129,0.191181004047,0.567510247231,-0.674499988556,0.844699978828,-0.10037560761,-0.569044649601,0.0525152534246,0.246899992228,0.0154336839914,0.911801457405,-0.267852306366,0.809358358383,-1.43245005608,0.107999995351,-0.427099972963,0.391649991274
2309,0.434371709824,-0.235559135675,-0.064899995923,-0.217198997736,-0.573819518089,-0.0601213090122,0.37107861042,0.641085505486,0.363046526909,-0.31674939394,-0.632475435734,0.137121498585,-0.588874518871,0.203248441219,-0.506780385971,-0.434281915426,-0.405041486025,-1.0909999609,-0.348049998283,-0.632144510746,-1.16995489597,-1.14230954647,-0.68056666851,-0.00986447930336,-0.804698169231,-0.699363708496,-0.246383950114,-0.388500005007,0.222699999809,0.201250001788,1.18519997597
387,-0.649994373322,0.237870723009,-0.0379000008106,0.160862803459,-0.210021838546,0.0450042560697,-1.11205255985,0.257573872805,0.0338357836008,-0.49821639061,0.640978872776,-0.484228312969,0.650343596935,-0.0483604967594,-1.57082128525,-0.208166480064,-0.297311335802,-0.965499997139,0.675750017166,-0.48959466815,-1.56718564034,-0.308699071407,-0.245300009847,-0.693362295628,0.651287376881,0.152398601174,0.676891922951,-0.38630002737,0.949699997902,0.49359998107,1.28474998474
3553,-0.294045001268,0.00283747911453,-0.870200037956,0.0863331258297,-0.424049735069,-0.346963107586,-0.205337017775,-0.64456653595,-1.01486551762,0.36547729373,-0.212731689215,-0.083821952343,-0.515686869621,-1.10205006599,0.832610070705,0.172825038433,-0.245810240507,0.819899976254,-0.275200009346,0.507915854454,1.35741496086,-0.377021640539,0.431133389473,-0.0648317039013,0.125090643764,0.423376858234,-1.04031157494,0.611400008202,-0.411499977112,0.158600002527,-0.784300029278
427,-0.334037542343,-0.319890588522,-1.48079991341,0.181064262986,-0.918229281902,0.0642398893833,-0.244739368558,0.284940689802,-0.0910278111696,0.464668869972,-0.803617298603,-0.488154053688,-0.525945007801,-0.365721553564,0.480302780867,-0.191454738379,2.55592346191,-0.418799996376,-0.583000004292,-0.182160496712,0.184905737638,0.170033216476,0.66766667366,-0.327029287815,-0.693095266819,-0.204611703753,-0.346923351288,0.286000013351,0.383149981499,0.348800003529,0.451400011778
5898,-1.20816731453,0.0303114056587,-0.628300011158,-0.543678879738,-0.187376439571,1.28350090981,-0.590872347355,-0.0341524630785,-0.473213225603,1.31261265278,-3.92970347404,0.510129570961,0.810987830162,-0.163496673107,0.920331299305,0.377362757921,-0.908737897873,1.23730003834,-1.15439999104,-0.545064270496,0.518659234047,-0.148676037788,0.517433345318,0.14607681334,-0.619834303856,-1.99422562122,-0.588807344437,-0.513199985027,0.231849983335,1.21589994431,0.52245002985
23365,-0.159594297409,-0.100557297468,-0.356499999762,0.194335818291,-0.486024796963,-0.157596901059,-0.107654802501,-0.49981802702,0.155332967639,1.21333384514,0.0164198279381,-0.17578881979,-0.074769154191,0.0932131707668,-0.11126165092,-0.122710339725,-0.546874761581,0.555499970913,-0.182299971581,0.243820801377,-0.111629232764,0.491190046072,0.665800035,-0.330088168383,0.0956231877208,0.0852752923965,-0.572870314121,-0.912150025368,-1.8817499876,-1.84804987907,-1.47635006905
6657,0.283725887537,-0.892626345158,-0.37935000658,-0.268201321363,0.873984932899,0.643288254738,-0.254857122898,-0.324961602688,-0.763631701469,0.379282355309,0.177007988095,0.920598506927,-0.148002028465,-1.23651897907,-0.382558554411,-1.02217531204,-0.458422899246,0.89509999752,0.0613999962807,0.610095977783,1.45138633251,-0.442750185728,0.0907666832209,0.165163204074,-0.160982221365,-0.118233568966,-0.672108769417,1.20175004005,0.344999998808,0.469850003719,-0.18504999578
