rid,CPC001_HA1E_6H:BRD-A07875874-001-01-6:10,CPC001_HA1E_24H:BRD-A07875874-001-01-6:10,CPC001_HCC515_6H:BRD-A07875874-001-01-6:10,CPC001_HCC515_24H:BRD-A07875874-001-01-6:10,CPC001_PC3_6H:BRD-A07875874-001-01-6:10,CPC001_PC3_24H:BRD-A07875874-001-01-6:10,CPC001_VCAP_6H:BRD-A07875874-001-01-6:10,CPC001_VCAP_24H:BRD-A07875874-001-01-6:10,CPC017_A375_6H:BRD-A07875874-001-01-6:10,CPC017_A549_6H:BRD-A07875874-001-01-6:10,CPC017_A549_24H:BRD-A07875874-001-01-6:10,CPC017_ASC_24H:BRD-A07875874-001-01-6:10,CPC017_HEPG2_6H:BRD-A07875874-001-01-6:10,CPC017_HT29_6H:BRD-A07875874-001-01-6:10,CPC017_MCF7_6H:BRD-A07875874-001-01-6:10,CPC017_MCF7_24H:BRD-A07875874-001-01-6:10,CPC017_NPC_24H:BRD-A07875874-001-01-6:10,CPC017_PHH_24H:BRD-A07875874-001-01-6:10,CPC017_SKB_24H:BRD-A07875874-001-01-6:10,CPD003_MCF7_6H:BRD-A07875874-001-02-4:10,CPD003_MCF7_24H:BRD-A07875874-001-02-4:10,CPD003_PC3_6H:BRD-A07875874-001-02-4:10,CPD003_PC3_24H:BRD-A07875874-001-02-4:10
5720,0.360433399677,0.00739100575447,-4.73169994354,-0.305015444756,-0.314790785313,-0.871653914452,-1.07954776287,-0.820206880569,-0.189987182617,-0.0673710554838,-0.48841547966,-0.844076395035,-1.44403886795,0.151803731918,-0.262478500605,0.367799550295,-0.183083802462,1.12532675266,1.36849999428,-1.69404995441,-0.518882989883,-3.69937467575,-1.4334000349
466,-0.40574362874,0.621699929237,1.59560000896,0.174041703343,-0.939611673355,-3.21036815643,-0.706528306007,-0.532131671906,-0.902855157852,0.0474232956767,-0.384332120419,-0.801573932171,-2.04718589783,-1.31448853016,-0.372335731983,0.209963709116,0.62398403883,-0.848535776138,0.419900000095,-0.132450014353,0.750070691109,0.181797593832,-1.19744992256
6009,-0.777152657509,-0.463151991367,-0.454749971628,-0.0951967090368,0.216274857521,-0.476634413004,-0.571140527725,-0.140121802688,-0.226213544607,-1.12205564976,-0.61931848526,1.81474077702,-2.11929893494,0.446930289268,-0.668225824833,-0.138074189425,-0.0208489447832,0.281587481499,-1.20070004463,-0.737150013447,0.459707140923,-1.52800762653,-1.18015003204
2309,-0.318803429604,0.0695259794593,1.47385001183,-0.258080512285,0.11041328311,1.15208828449,-0.11268658936,0.582715690136,0.167798951268,0.599579751492,0.00547793507576,-0.0880274325609,0.419515162706,0.0447864830494,-0.330566346645,0.368590772152,0.204244315624,-0.492789506912,-0.516499996185,1.05250000954,0.232855677605,0.864706993103,0.783200025558
387,-0.0719478726387,-0.257508009672,2.88265013695,-0.244560390711,0.0410049110651,-0.553608417511,-0.355860769749,-0.803434193134,0.511194884777,0.676933586597,-0.563670516014,-0.686298370361,-2.68461441994,-0.173345461488,0.283592820168,-0.725758433342,0.617328703403,-1.47660708427,-1.96840000153,-0.127699971199,-0.622503519058,-1.43211054802,1.05929994583
3553,-0.743646323681,-0.158749639988,0.810700058937,0.217780336738,-1.69836330414,1.90688550472,1.00671005249,1.32865822315,0.453280776739,-0.649879693985,-0.459653258324,-0.214456051588,2.13992547989,0.0301724355668,0.18126603961,0.208668291569,-0.55446344614,-0.920928835869,-0.448700010777,0.396899998188,-0.116586171091,-1.03231847286,0.0669000148773
427,-0.0857612788677,-0.330603390932,1.26845002174,-0.469118416309,-0.677094399929,-0.682887792587,-0.222758561373,-0.497111737728,-0.256356924772,0.446595281363,-0.525975227356,0.933242559433,0.433871597052,-0.451631516218,2.30149579048,0.748766839504,-0.70630979538,-0.12748759985,-0.0679000020027,3.54860019684,0.331741333008,3.15118598938,-0.950800061226
5898,-0.0615730285645,0.661181211472,1.04815006256,-0.814896583557,0.394527733326,-0.777856349945,-0.530360162258,0.617488861084,-0.92156124115,0.697746753693,-0.209568738937,-0.676696360111,-1.35542070866,0.290312409401,0.833335220814,0.35563018918,0.271225214005,0.781126260757,-0.269699990749,0.782400012016,-0.425524324179,-1.65281677246,-1.49220001698
23365,-0.177447170019,0.105009272695,2.56515002251,-0.654731273651,-0.0204323083162,0.85016977787,-0.468134015799,-0.128494128585,-0.241002678871,1.08901691437,0.172174632549,-0.440026730299,-0.790757894516,0.0546609461308,0.241007059813,0.154800325632,1.20704364777,0.339347600937,-0.355100005865,1.56279993057,-0.23763474822,1.61040461063,2.20309996605
6657,-0.138468265533,-1.11944890022,3.10430002213,1.20315074921,-0.294792830944,-0.354893565178,0.248419702053,0.661773502827,-0.316105872393,-0.351945161819,-0.442976355553,0.255247116089,2.57499504089,-0.30290210247,0.356428384781,0.194771781564,0.0996611267328,-0.445537298918,-0.281399995089,1.48870003223,0.604106009007,2.75820493698,2.10275006294
