rid,DOS002_VCAP_6H:BRD-K69295800-001-01-9:4.85,DOS002_VCAP_24H:BRD-K69295800-001-01-9:4.85,DOS032_A549_24H:BRD-K69295800-001-01-9:4.85,DOS032_HT29_24H:BRD-K69295800-001-01-9:4.85,DOS032_MCF7_24H:BRD-K69295800-001-01-9:4.85,DOS032_PC3_24H:BRD-K69295800-001-01-9:4.85,DOSBIO002_A375_24H:BRD-K69295800:9.69533,DOSBIO002_A549_24H:BRD-K69295800:9.69533,DOSBIO002_HT29_24H:BRD-K69295800:9.69533,DOSBIO002_PC3_24H:BRD-K69295800:9.69533,DOSBIO002_MCF7_24H:BRD-K69295800:9.69533,DOSBIO002_NEU_24H:BRD-K69295800:9.69533,DOSBIO002_NPC_24H:BRD-K69295800:9.69533
5720,0.308099985123,-0.523052096367,1.24734997749,-0.0598499774933,-0.75099503994,0.192050009966,1.45520019531,-0.104951933026,0.531033396721,0.0896333307028,1.09637331963,-0.513849973679,1.15420973301
466,0.206299990416,-0.159066200256,0.491149991751,0.53125,-1.78180742264,0.0478999614716,-1.184933424,0.571887016296,0.77703332901,-0.320166677237,0.90697324276,-0.055999994278,-0.137783572078
6009,1.2718000412,1.32648706436,0.0154000073671,0.599500000477,0.574498772621,1.13179993629,1.10316669941,-0.574770092964,-0.724033355713,-0.932933330536,0.41290590167,-0.204100012779,0.891325950623
2309,-0.30214998126,-1.05062782764,-0.154600024223,2.58860015869,0.504132866859,-0.154899999499,0.196500003338,0.0597156733274,0.26823335886,0.738766670227,0.0281311273575,-0.595950007439,-0.671341538429
387,0.632500052452,1.49312102795,0.228700011969,-1.54554998875,1.19510018826,-0.0912500023842,0.296833336353,0.56295722723,0.708000004292,0.522566735744,-0.101247578859,-0.194200009108,0.272130399942
3553,-1.19395005703,-0.11257776618,-1.79439997673,-0.439900010824,0.397485941648,0.13014999032,-0.252766698599,-0.810596585274,-0.378366708755,-0.129833340645,-0.925435066223,-0.411549985409,-0.684349119663
427,1.08035004139,0.812879085541,-1.05139994621,0.495050013065,-0.901222288609,1.13594996929,-0.715000033379,0.293819725513,1.176633358,0.0351666808128,0.176036179066,-0.880249977112,0.274495482445
5898,-0.476899981499,0.212711885571,-0.122749991715,-1.08360004425,-1.4360306263,0.543949961662,0.0798333585262,0.835461080074,0.0733666718006,0.0634333491325,-0.364854723215,0.415849983692,-0.629576981068
23365,-0.313000023365,0.123293682933,4.7767496109,1.88289999962,1.05932271481,0.00495000183582,-0.244700014591,0.168654978275,-0.415433347225,1.83993339539,-0.323005288839,-0.501950025558,-0.618064165115
6657,-0.0693000033498,0.0640225335956,-1.08159995079,-0.73860001564,-0.0227273926139,0.415749996901,-0.386133402586,-0.332681238651,-0.126599997282,0.59523332119,-0.150413915515,-1.0081499815,0.0319019109011
5054,-1.44009995461,0.0257176756859,0.37239998579,0.196999996901,0.172457665205,-0.443350017071,0.783466696739,0.4387614429,-0.307633340359,0.507133364677,-0.787526369095,-0.717399954796,0.300846278667
3108,-0.509500026703,-0.235559880733,-0.0934500023723,2.39844989777,1.18215370178,0.0204000174999,0.209099978209,-0.124304443598,0.0527000129223,-0.0226666927338,-0.329516112804,-0.42334997654,-0.768318355083
1950,0.225449979305,-0.890565872192,-0.117550000548,4.6919002533,0.184246584773,0.423949986696,0.312900036573,-0.641017377377,-0.0342999845743,0.0340666472912,-0.54711163044,-0.222899988294,0.0697473436594
351,0.0,0.594082832336,0.590200006962,-0.35355001688,0.389815062284,-0.951750040054,-0.702566623688,-0.258568108082,-1.05483341217,0.439766705036,0.151743158698,-0.447100013494,-0.214574322104
4846,-0.784600019455,-0.890581786633,-5.59444999695,0.227150008082,-0.400443851948,-0.681400001049,-0.700366675854,-0.0229042991996,0.915400028229,-0.855433285236,-0.54586905241,-0.0658000037074,-0.227138191462
1452,0.111200004816,-2.17827153206,-0.340099960566,-4.13109970093,-0.73734074831,0.219199985266,-0.0543665885925,-1.14278161526,0.163033336401,0.334766685963,0.0478356182575,0.289399981499,0.457604318857
4776,0.675300002098,0.6533010602,-1.01460003853,-0.457450002432,0.0558604001999,0.168200016022,0.137366682291,-0.0731235668063,-0.683233380318,-0.427766680717,-0.440526366234,0.254500001669,-0.314431369305
6908,0.502900004387,0.337865114212,-0.201299995184,0.0681000351906,0.735621094704,1.14489996433,0.102999985218,-0.851063072681,1.57690000534,-0.157400012016,0.85213303566,-0.828299999237,1.215970397
672,-0.775849997997,-1.30676853657,-0.684300005436,-1.82764995098,-1.96356940269,-0.252650022507,0.825266718864,0.733387947083,-0.609066724777,-0.178900033236,-0.542384207249,0.264750003815,0.690211594105
5710,-0.689050018787,-0.205673098564,0.0638999938965,-0.814300000668,0.927992582321,0.752300024033,-0.053833335638,-0.603917777538,-0.405533373356,0.0351333320141,-0.0983802676201,0.143899992108,0.116600133479
2115,0.960000038147,-0.631201982498,-0.140649989247,-0.328800022602,-2.73414802551,0.123050004244,-0.896833300591,0.520545601845,-0.0610999837518,0.659399986267,0.0929878056049,-0.731449961662,-0.070362329483
7015,0.116899996996,0.404464125633,-1.28775000572,0.471150040627,0.419611036777,-0.0874499976635,0.52826666832,-0.759051918983,-0.390233337879,-0.60453337431,-0.355125248432,0.252799987793,-0.6054905653
