rid,CPC010_A375_6H:BRD-A13346522-001-04-0:10,CPC010_A549_6H:BRD-A13346522-001-04-0:10,CPC010_A549_24H:BRD-A13346522-001-04-0:10,CPC010_HA1E_6H:BRD-A13346522-001-04-0:10,CPC010_HCC515_6H:BRD-A13346522-001-04-0:10,CPC010_HEPG2_6H:BRD-A13346522-001-04-0:10,CPC010_HT29_6H:BRD-A13346522-001-04-0:10,CPC010_MCF7_6H:BRD-A13346522-001-04-0:10,CPC010_MCF7_24H:BRD-A13346522-001-04-0:10,CPC010_PC3_6H:BRD-A13346522-001-04-0:10,CPC010_PC3_24H:BRD-A13346522-001-04-0:10,CPC010_VCAP_6H:BRD-A13346522-001-04-0:10,CPC010_VCAP_24H:BRD-A13346522-001-04-0:10,CPC014_A375_6H:BRD-A13346522-001-01-6:10,CPC014_A549_6H:BRD-A13346522-001-01-6:10,CPC014_A549_24H:BRD-A13346522-001-01-6:10,CPC014_ASC_24H:BRD-A13346522-001-01-6:10,CPC014_HA1E_6H:BRD-A13346522-001-01-6:10,CPC014_HCC515_6H:BRD-A13346522-001-01-6:10,CPC014_HEPG2_6H:BRD-A13346522-001-01-6:10,CPC014_HT29_6H:BRD-A13346522-001-01-6:10,CPC014_MCF7_6H:BRD-A13346522-001-01-6:10,CPC014_MCF7_24H:BRD-A13346522-001-01-6:10,CPC014_NEU_24H:BRD-A13346522-001-01-6:10,CPC014_NPC_24H:BRD-A13346522-001-01-6:10,CPC014_PC3_6H:BRD-A13346522-001-01-6:10,CPC014_PC3_24H:BRD-A13346522-001-01-6:10,CPC014_PHH_24H:BRD-A13346522-001-01-6:10,CPC014_SKB_24H:BRD-A13346522-001-01-6:10,CPC014_VCAP_6H:BRD-A13346522-001-01-6:10,CPC014_VCAP_24H:BRD-A13346522-001-01-6:10
5720,0.201171085238,-0.485450029373,-4.41190004349,0.480113565922,-2.15391349792,1.33637535572,-0.0674021244049,0.444458901882,-0.458353698254,-1.10365498066,-0.23228597641,-0.0574800223112,0.270938456059,-1.28640782833,-0.990807294846,0.184250026941,0.514466643333,-0.0419553816319,0.458634614944,0.499651432037,-0.411743372679,-0.00166701572016,0.0153875350952,0.532349944115,-1.12899875641,0.794014751911,-0.0954312756658,2.09458303452,-0.276616841555,-1.50042283535,0.853211522102
466,0.572029650211,-0.0136999972165,-0.0388499498367,-0.00197327136993,-0.421451628208,0.442098200321,0.609104633331,0.305404096842,-1.44883418083,0.58133405447,-0.220666110516,-0.621460020542,0.278653889894,0.27020740509,0.160727158189,0.90315002203,0.25830000639,0.69882941246,0.218803375959,0.61993855238,-0.629849076271,1.00627708435,0.530199825764,0.0126499831676,-1.29848384857,0.682198822498,0.160702049732,0.35755687952,0.649687886238,-1.07224297523,0.568072199821
6009,0.375322669744,0.115999996662,-2.24335002899,0.454088866711,0.519273161888,0.172090142965,0.3917350173,0.410040199757,-0.313167273998,-0.665243506432,0.4444681108,-0.360140025616,1.35434865952,-0.208086341619,0.747280597687,1.31684994698,0.625366687775,-0.0774303749204,-0.818273961544,0.394025444984,1.74029636383,-0.00852317735553,1.02346789837,-0.342999994755,0.521597981453,0.188750803471,0.471882075071,0.387387514114,0.678723931313,-0.160077363253,0.490626484156
2309,-0.289123624563,0.223300009966,0.0639499947429,0.243156760931,-0.483573555946,-0.0158748850226,-0.444972604513,-0.427813917398,0.0978198349476,-0.088222026825,-1.016502738,-0.561100006104,-0.818316280842,-0.113809853792,0.0842665731907,-0.509299993515,0.247333347797,0.54206353426,-1.15355992317,0.0558531433344,0.712535917759,-0.0632518604398,0.0721301659942,-0.289350003004,0.151938021183,0.0887335240841,0.269364774227,-0.123428955674,0.78890901804,0.516822516918,0.445006787777
387,0.736237883568,1.29925000668,-3.81135010719,0.882846832275,1.4322514534,1.5728250742,0.00239776074886,-0.210840374231,-0.518961668015,0.243567928672,0.22909066081,0.0247000157833,0.587709486485,0.080772601068,2.53640031815,0.415350019932,0.531200051308,-0.555100023746,0.387283176184,0.0721374750137,0.812101066113,0.0837186276913,1.27483320236,-0.471000015736,0.557924389839,0.847366154194,-0.240050882101,1.61438417435,0.414738714695,1.15412545204,-0.14760401845
3553,0.0262691900134,-0.689750015736,-0.373750001192,-0.272579818964,0.270974069834,-0.816986858845,-0.0908056050539,-0.266950696707,-0.0735934227705,0.407450437546,-0.00738465599716,-0.218719989061,0.255822271109,0.215648248792,-0.652272939682,-1.52635002136,-0.607866644859,-0.465863972902,-1.09637188911,-0.579446673393,0.198470950127,-0.27913209796,-0.563081145287,0.132100000978,-0.243632256985,-0.587740778923,-0.355758547783,-0.954556703568,-1.24592387676,0.0804332047701,-0.525650858879
427,-1.00949501991,0.0116500034928,5.69890022278,-0.770363271236,-0.128471523523,-0.440749704838,-0.0506224445999,-0.748896002769,-0.182163178921,-0.180826365948,2.62068986893,-0.64732003212,0.559807062149,0.549773097038,-0.489112019539,-0.0289000123739,-0.0846333503723,-0.414356589317,0.933872938156,0.43798610568,-0.366101503372,0.431843191385,-1.16876876354,-0.375499993563,1.15363121033,0.650162100792,0.0239885151386,-0.994417369366,0.0204651150852,-1.00813364983,-0.792734563351
5898,-0.22794573009,-0.300899982452,1.45225000381,0.198779314756,-1.09075880051,-2.66566944122,0.261621624231,0.518305361271,-1.44096553326,0.0319573916495,0.185355395079,-0.243100017309,0.452341675758,-0.0708592236042,-0.0431254133582,-0.98734998703,-0.227733314037,0.425788760185,0.0141216833144,0.432096064091,0.322748929262,0.504376232624,0.369220197201,0.500450015068,-0.791137814522,-1.6509168148,0.0127736181021,-0.183152645826,-0.268531352282,-0.861809015274,-1.007553339
23365,-0.0177047997713,-0.373750001192,1.53145003319,-0.078745059669,0.525743544102,-1.55159652233,0.504105210304,-0.0807660222054,-0.0637884140015,0.280718237162,0.858042657375,0.468659996986,-0.388723731041,0.683191716671,1.26022398472,-0.189999997616,0.0883333310485,-0.243378147483,1.44076478481,-0.209723263979,-0.409629583359,-0.197148934007,0.456108212471,-0.424649983644,0.330365657806,1.35862064362,-0.49300122261,1.09307718277,-0.963405072689,-0.748359084129,-0.34560289979
6657,-0.456853359938,-0.639449954033,2.07940006256,-0.357265770435,-0.357373774052,-0.368698060513,-0.579544484615,0.0653371438384,-0.138788834214,-0.418897241354,0.731249988079,-0.209240034223,-0.201649457216,-0.0321483761072,-1.05777728558,-0.822950005531,-0.0307999998331,-0.38241070509,0.026893671602,-0.328004658222,-0.175645172596,-1.15787291527,-0.131421923637,0.0614999830723,0.621644377708,-0.370812356472,-0.248942911625,-0.0139604508877,-0.410341709852,0.0737497359514,-0.613124728203
5054,-0.37863278389,0.840100049973,-0.0902500152588,-0.067873492837,0.645105838776,-1.27669143677,-0.537590026855,-0.170171767473,0.246664494276,0.24983087182,0.509803771973,-0.360420018435,-0.594764709473,-0.53862375021,1.00099682808,0.343850016594,0.743300020695,0.440385997295,0.0670726373792,-1.60829019547,-0.0537685826421,-0.316264271736,0.743684530258,0.0213499963284,-0.357573330402,0.701617360115,-0.630741477013,0.0360238701105,0.883614659309,-0.539771735668,-0.364091962576
3108,0.197324216366,-0.0418000072241,4.84714984894,0.136991649866,1.60647273064,-0.509928703308,-0.0438055954874,0.308303356171,-0.55539393425,-0.624628126621,-0.627627789974,-0.131900012493,0.525829434395,0.660451591015,0.831600189209,-0.621850013733,2.93283343315,-0.381110459566,0.136684328318,0.534309864044,1.45152711868,0.0190309416503,0.52013617754,0.0956000089645,6.32736778259,-0.0047423094511,-0.227809607983,1.11824500561,0.401930779219,1.30455350876,-0.241963014007
1950,-0.107020497322,0.346949994564,0.233850032091,0.158392861485,-0.604537725449,-1.11361193657,-0.820079684258,-0.0405507981777,-0.352225780487,0.104979470372,-0.894401609898,0.0487999841571,-0.0990121737123,-0.998037755489,-1.10687184334,0.0605000257492,0.944633364677,0.0605994164944,-0.686995089054,-0.25787255168,-0.782597541809,-0.211020469666,-0.730681180954,0.294750005007,-0.391910225153,-0.357984602451,-0.121772609651,-1.34075069427,0.499515593052,0.307841569185,-0.770972967148
