rid,CPC004_A375_6H:BRD-K10995081-001-15-4:10,CPC004_HA1E_6H:BRD-K10995081-001-15-4:10,CPC004_HA1E_24H:BRD-K10995081-001-15-4:10,CPC004_HCC515_6H:BRD-K10995081-001-15-4:10,CPC004_HCC515_24H:BRD-K10995081-001-15-4:10,CPC004_HEPG2_6H:BRD-K10995081-001-15-4:10,CPC004_HT29_6H:BRD-K10995081-001-15-4:10,CPC004_MCF7_6H:BRD-K10995081-001-15-4:10,CPC004_PC3_6H:BRD-K10995081-001-15-4:10,CPC004_PC3_24H:BRD-K10995081-001-15-4:10,CPC004_VCAP_6H:BRD-K10995081-001-15-4:10,CPC004_VCAP_24H:BRD-K10995081-001-15-4:10,CPC015_A375_6H:BRD-K10995081-001-15-4:10,CPC015_A549_6H:BRD-K10995081-001-15-4:10,CPC015_A549_24H:BRD-K10995081-001-15-4:10,CPC015_ASC_24H:BRD-K10995081-001-15-4:10,CPC015_HEPG2_6H:BRD-K10995081-001-15-4:10,CPC015_HT29_6H:BRD-K10995081-001-15-4:10,CPC015_MCF7_6H:BRD-K10995081-001-15-4:10,CPC015_MCF7_24H:BRD-K10995081-001-15-4:10,CPC015_NPC_24H:BRD-K10995081-001-15-4:10,CPC015_PHH_24H:BRD-K10995081-001-15-4:10,CPC015_SKB_24H:BRD-K10995081-001-15-4:10,CPC020_A375_6H:BRD-K10995081-001-21-2:10,CPC020_A549_6H:BRD-K10995081-001-21-2:10,CPC020_HA1E_6H:BRD-K10995081-001-21-2:10,CPC020_HCC515_6H:BRD-K10995081-001-21-2:10,CPC020_HT29_6H:BRD-K10995081-001-21-2:10,CPD001_MCF7_6H:BRD-K10995081-001-19-6:10,CPC020_MCF7_6H:BRD-K10995081-001-21-2:10,CPD001_MCF7_24H:BRD-K10995081-001-19-6:10,CPC020_MCF7_24H:BRD-K10995081-001-21-2:10,CPC020_PC3_6H:BRD-K10995081-001-21-2:10,CPD001_PC3_24H:BRD-K10995081-001-19-6:10,CPC020_PC3_24H:BRD-K10995081-001-21-2:10,CPC020_VCAP_6H:BRD-K10995081-001-21-2:10,CPC020_VCAP_24H:BRD-K10995081-001-21-2:10
5720,1.14604997635,1.00157606602,1.06780731678,0.659420013428,0.850559353828,0.171643778682,0.322165727615,-2.65152287483,-7.69881820679,-0.54788351059,-0.371735364199,-1.15879440308,0.156154155731,0.0568500012159,-0.993584215641,0.581513106823,-0.016550000757,0.284356057644,-0.465627908707,0.2324257195,-0.96224963665,-0.0146000087261,0.830550014973,1.02696657181,1.61849999428,-0.299434691668,0.0364999994636,0.372784614563,-0.688623845577,-0.480196416378,0.406710326672,0.282561480999,0.41459697485,0.272267729044,0.8191177845,0.426985472441,0.108581490815
466,-0.732800006866,0.112361222506,-1.32536768913,0.190769523382,-0.775521695614,-0.188762232661,0.393745779991,-0.0964480340481,-1.54316616058,-1.59206008911,-0.657839894295,-0.309002369642,-0.893754124641,-0.436049997807,-0.652246415615,-1.19229900837,-1.48685002327,-0.524883925915,0.262997150421,-0.52045160532,-1.2369966507,0.979949951172,-0.437249988317,0.499088227749,1.02534997463,0.125258982182,1.79414999485,0.320573329926,0.6138651371,0.744473040104,-0.193012788892,0.311566114426,-0.925845146179,0.278459012508,0.291882306337,1.16220021248,0.855336070061
6009,-0.161650016904,-0.528758049011,-1.43635928631,0.0947987884283,-0.294775247574,-0.659185528755,0.0161889791489,-0.208830624819,-0.0579067841172,-0.352074325085,0.155057922006,-1.67083835602,0.418703049421,-0.865899980068,0.0510864555836,-1.1664223671,-0.643999993801,-0.0457881316543,-0.473415821791,-0.216546028852,-2.60357189178,0.267200022936,-0.583249986172,0.433627903461,1.40745007992,-0.155858397484,1.95799994469,-0.2518671453,0.056738819927,0.632053077221,0.0482534170151,0.666773080826,-0.0713239908218,0.234977632761,0.062292277813,1.71996331215,0.337743788958
2309,0.0240999981761,-0.965430736542,2.28664326668,-0.866612195969,0.722649335861,0.337048828602,1.19702744484,1.95148730278,3.23769903183,1.18931865692,0.263531267643,0.999311029911,0.631848573685,0.672950029373,1.16243159771,-0.617173194885,-1.42050004005,3.28080630302,2.26570940018,4.1947760582,0.0133989974856,-0.311749994755,2.04460000992,1.03891372681,-1.35214996338,0.00753438472748,-0.370050013065,1.37333059311,0.54925942421,1.55033910275,0.272862106562,-0.266434162855,-0.575752913952,0.701573133469,-0.0633099526167,0.976912200451,0.134976446629
387,0.0186500102282,-0.714120686054,-0.776996135712,0.374992668629,-1.23530364037,-0.321490675211,0.401115655899,0.78775280714,0.508087813854,-0.769999325275,-0.417453467846,-1.21874332428,1.12374854088,-0.561349987984,-2.0434525013,-0.416488289833,0.00424999929965,1.37436628342,-0.217822119594,-1.22427737713,-2.56422495842,-0.234799981117,-0.683049976826,0.480447232723,2.21654987335,-0.0643194317818,-1.02425003052,0.279793351889,-0.282233297825,-0.381677925587,-1.14061427116,-0.00723406672478,0.483783841133,-0.406794905663,-0.0804980099201,1.45188379288,1.26537251472
3553,-1.15440011024,0.505710363388,0.145436406136,-1.00131297112,0.831820487976,-0.78286254406,0.120032921433,0.137717723846,1.36735343933,-0.193574026227,0.0937970280647,0.537328600883,-1.22584247589,-0.679750025272,0.881847500801,0.878728866577,0.0842999964952,-0.857833385468,-0.307556152344,-0.00882209837437,1.86013364792,0.113150000572,-0.500200033188,-1.17581450939,-1.08555006981,-1.14874053001,0.93875002861,-0.57806378603,-0.02657263726,-0.557778835297,0.589656472206,0.00381375104189,0.664829194546,0.809389293194,0.177565678954,-0.516827344894,-0.288814455271
427,-0.430099993944,-0.798029959202,-0.0503334999084,0.0242119580507,2.53273439407,0.675091266632,0.561595320702,0.171302527189,0.740987956524,0.795391798019,-0.104712210596,0.395432174206,-0.0380650311708,-1.2064999342,1.16250157356,0.504993140697,-0.525200009346,1.28121674061,1.57370841503,0.198968440294,-0.179974034429,2.96054983139,-0.167850002646,-0.377756178379,0.481200009584,-0.352296471596,1.22259998322,-0.472024559975,0.469620883465,0.227181598544,0.698687434196,0.941708087921,-0.0111515969038,0.336284279823,-0.367986798286,0.621437251568,0.500680267811
5898,-0.34430000186,-0.0757039263844,-3.07927560806,-0.353654921055,-1.37938308716,-0.415580302477,0.864525556564,0.482089698315,-1.18349862099,-1.04742574692,1.03668069839,1.13081538677,-0.710991024971,-2.43590021133,0.607070684433,-0.804394066334,-0.129250004888,2.28518533707,-0.152215465903,0.132031068206,0.214872062206,-0.470550000668,-0.272899985313,0.662366330624,-2.86500000954,0.247868046165,0.349300026894,1.43007612228,-0.824863672256,-0.271135061979,0.983698785305,-0.486597001553,0.523303091526,-0.356146991253,-0.356930136681,-1.02704656124,-0.310359418392
23365,0.028450012207,-0.251817435026,0.914978146553,-0.340126723051,0.123979687691,-0.230515912175,0.462016701698,0.993403196335,3.17576360703,0.652928352356,0.734488546848,0.537816941738,-1.19673764706,0.519249975681,0.612941741943,-0.183765202761,2.60969996452,0.221972227097,-0.792512595654,-0.160501241684,0.244993165135,-0.831049978733,0.865549981594,-0.752026677132,1.49810004234,0.269810020924,0.587199985981,0.0820945724845,-1.89687800407,-0.803163230419,-0.919143080711,-0.0207009017467,0.276684254408,-0.397823095322,-0.122633486986,-1.0247631073,-0.0430580973625
6657,0.050450000912,0.225893333554,0.138427108526,-0.484576672316,-1.00420939922,-0.657092511654,0.0194834470749,-0.685709297657,1.40818846226,-0.411282479763,-0.104176059365,0.693863511086,-1.21437287331,-0.118200004101,-0.153927117586,0.339613080025,0.109999999404,-0.706223607063,0.25812330842,-0.736764788628,-2.11034560204,0.158600002527,-0.556450009346,-1.13277053833,-1.13770008087,-0.662024796009,0.367049992085,-0.767035245895,-0.239439576864,-0.365901976824,0.408183515072,0.077893063426,1.12347197533,0.285331845284,-0.834123849869,-0.58582675457,-0.320525109768
5054,0.37555000186,-0.498140066862,-1.99049139023,-0.164282888174,-0.510083556175,-1.37240934372,-0.258500427008,-0.650180160999,2.34469366074,-0.683193027973,-0.139910280704,0.314636856318,-0.459369421005,0.987500011921,-0.303816378117,-1.34610629082,-2.81574988365,-0.361497372389,1.18990063667,0.863166153431,-0.188178569078,1.04225003719,0.216900005937,0.243733584881,0.522750020027,-0.942373394966,-1.12510001659,-0.00727312266827,0.176348507404,2.11488842964,0.401106536388,-0.476738005877,-0.189350157976,-0.7117228508,0.0205142498016,-0.461396515369,-0.0899245887995
3108,0.471399992704,-0.00943576544523,1.39108359814,-0.664523839951,0.942495048046,0.368585318327,-0.41193985939,-0.0302776172757,2.2645213604,-0.148515284061,0.443309009075,0.58009147644,0.34318459034,-0.597949981689,0.0359639599919,0.862237870693,0.0211000144482,0.0990886241198,0.0802019834518,0.060877930373,2.57457685471,-0.670450031757,0.272150009871,1.10386443138,-0.246649980545,-0.389885246754,0.216250002384,0.697058439255,-2.07763051987,0.172448977828,-0.335118055344,0.238129407167,-0.41262704134,-0.550105333328,0.108548022807,-0.47281524539,0.134669661522
1950,-1.0381000042,0.641866326332,-4.97381401062,-0.411118924618,0.226711764932,-0.799101769924,-0.861099243164,-0.875362575054,5.10955524445,1.3630361557,-0.221164524555,0.106305211782,-1.67670023441,0.512100040913,-0.992189228535,0.593794226646,-0.250750005245,-0.637265086174,0.374122679234,2.33541870117,0.973188757896,0.217399954796,0.158250004053,-0.738955140114,-0.414600014687,-2.98088932037,0.692400038242,-0.514529287815,0.51285392046,0.574071764946,0.445811837912,0.190090566874,0.0571304261684,0.14752073586,-0.25728443265,0.11285533011,-0.205103307962
351,0.0163000002503,-0.00840502977371,2.116106987,-0.279096454382,1.61547541618,-0.722018241882,-0.801552474499,-0.286114752293,0.0574365146458,-1.13150000572,0.499760568142,0.492296040058,-0.550995588303,-0.195450007915,0.0577282011509,-0.277935862541,0.63330000639,-0.605881154537,0.174363404512,1.0810585022,0.724970638752,0.00135000003502,-0.450549989939,-1.08268046379,0.156699985266,-0.933503270149,1.74339997768,-0.691521644592,0.87650924921,0.181620895863,0.399235129356,0.7397813797,-0.65519618988,0.372313380241,-0.0421642437577,0.179116755724,0.0654034912586
4846,-0.966949999332,-0.00760072469711,-0.324211895466,-0.247412651777,-0.0950571000576,0.333026826382,-0.719818711281,0.201666116714,0.303126394749,0.0725535899401,-0.73122638464,0.553128123283,-1.09985041618,0.647149980068,-0.756259560585,0.847989916801,1.88210010529,-0.128089994192,0.299316078424,0.113885596395,-0.0678371191025,0.98575001955,1.79295003414,-0.81725692749,-0.619650006294,-0.598691344261,0.273050010204,0.563782930374,-0.749177634716,-0.545434951782,0.550367295742,-1.03436505795,-0.282549858093,-0.988083064556,-0.531651616096,-0.194209471345,1.12046599388
1452,-0.1215999946,0.372921586037,-0.325052917004,-0.130411699414,0.0186294913292,0.558367848396,-0.373273164034,-0.778888881207,-1.25857031345,-1.12007391453,-1.68323099613,-0.623062849045,0.5026922822,0.380650013685,-0.353660106659,-0.60124206543,-0.331499993801,0.686942517757,0.755340099335,0.177770718932,-0.629011034966,0.0349500179291,1.22934997082,0.0798531323671,-1.44735002518,-0.125150591135,-0.0610499978065,-1.13997900486,0.136889085174,0.20644775033,-0.119094587862,-0.575094103813,0.28631952405,0.323293745518,-0.69498193264,-0.136338934302,-0.565300762653
4776,-0.98425000906,-0.363448500633,-0.097237765789,-0.426898002625,0.555551528931,-0.461153745651,-0.469226360321,-0.123784303665,0.950304508209,-0.0699050426483,0.244616344571,0.0878817662597,-0.776219964027,-0.202250003815,0.17928892374,1.83639168739,0.275650024414,-0.285488903522,0.338798820972,-0.403526008129,2.02257752419,-0.524749994278,0.0607500076294,-1.43680894375,-0.910899996758,0.75132638216,0.104500003159,-0.764341294765,0.746199429035,0.200377389789,0.375589698553,0.140971750021,0.393169015646,0.641095638275,-0.233715623617,0.21464073658,-0.12020021677
6908,-0.793500006199,-0.497984439135,0.582429051399,4.34228181839,-0.905059933662,-0.458291888237,0.440549850464,0.0164048280567,4.92306137085,-0.246194392443,-0.00793537870049,-1.1021951437,-0.728053629398,-1.31679999828,-0.760085821152,-0.0690809190273,-0.780149996281,0.0606962963939,-1.12828564644,-1.35634565353,-2.29810428619,0.709200024605,0.169200003147,-0.013075850904,1.2159999609,-0.439223587513,0.308649986982,0.335565745831,-0.354384422302,-0.232411026955,-0.671970963478,-0.622549951077,-1.01272916794,-0.550451397896,0.087721504271,0.813233077526,0.565647721291
672,0.118549995124,0.105931431055,1.05774450302,-0.112327322364,-2.36348342896,0.579931437969,0.181892216206,1.72513020039,0.0709568783641,-0.422571510077,-0.200407326221,-1.19749212265,-0.398230552673,-2.17374992371,-0.313269644976,-0.227576166391,0.215700000525,-0.914736688137,-0.0643915459514,-2.30379962921,-0.783657371998,0.470850020647,-1.25720000267,-0.0820515304804,0.441150009632,0.224556624889,1.06180000305,2.18497848511,-0.564735174179,-0.0970409363508,-0.153388381004,-1.91564297676,-0.374647557735,-0.276357591152,-0.861647486687,-0.0101472735405,-1.43744897842
