rid,CPC004_A375_6H:BRD-K22031190-001-13-7:10,CPC004_HA1E_6H:BRD-K22031190-001-13-7:10,CPC004_HA1E_24H:BRD-K22031190-001-13-7:10,CPC004_HCC515_6H:BRD-K22031190-001-13-7:10,CPC004_HCC515_24H:BRD-K22031190-001-13-7:10,CPC004_HEPG2_6H:BRD-K22031190-001-13-7:10,CPC004_HT29_6H:BRD-K22031190-001-13-7:10,CPC004_MCF7_6H:BRD-K22031190-001-13-7:10,CPC004_PC3_6H:BRD-K22031190-001-13-7:10,CPC004_PC3_24H:BRD-K22031190-001-13-7:10,CPC004_VCAP_6H:BRD-K22031190-001-13-7:10,CPC004_VCAP_24H:BRD-K22031190-001-13-7:10,CPC017_A375_6H:BRD-K22031190-001-13-7:10,CPC020_A375_6H:BRD-K22031190-001-16-0:10,CPC017_A549_6H:BRD-K22031190-001-13-7:10,CPC020_A549_6H:BRD-K22031190-001-16-0:10,CPC017_A549_24H:BRD-K22031190-001-13-7:10,CPC017_ASC_24H:BRD-K22031190-001-13-7:10,CPC020_HA1E_6H:BRD-K22031190-001-16-0:10,CPC020_HCC515_6H:BRD-K22031190-001-16-0:10,CPC017_HEPG2_6H:BRD-K22031190-001-13-7:10,CPC017_HT29_6H:BRD-K22031190-001-13-7:10,CPC020_HT29_6H:BRD-K22031190-001-16-0:10,CPC017_MCF7_6H:BRD-K22031190-001-13-7:10,CPD001_MCF7_6H:BRD-K22031190-001-15-2:10,CPC020_MCF7_6H:BRD-K22031190-001-16-0:10,CPC017_MCF7_24H:BRD-K22031190-001-13-7:10,CPD001_MCF7_24H:BRD-K22031190-001-15-2:10,CPC020_MCF7_24H:BRD-K22031190-001-16-0:10,CPC017_NPC_24H:BRD-K22031190-001-13-7:10,CPC020_PC3_6H:BRD-K22031190-001-16-0:10,CPD001_PC3_24H:BRD-K22031190-001-15-2:10,CPC020_PC3_24H:BRD-K22031190-001-16-0:10,CPC017_PHH_24H:BRD-K22031190-001-13-7:10,CPC017_SKB_24H:BRD-K22031190-001-13-7:10,CPC020_VCAP_6H:BRD-K22031190-001-16-0:10,CPC020_VCAP_24H:BRD-K22031190-001-16-0:10
5720,-5.95688581467,1.46486663818,-0.688321232796,-0.253164112568,0.330205857754,-0.943917393684,-1.01121580601,-0.836119413376,-3.14200210571,-5.71283435822,0.157413810492,0.62512922287,1.18966305256,-0.112478330731,0.235962539911,0.606999993324,-0.246999979019,-0.375774741173,-1.88653206825,-1.10704994202,-5.29654979706,0.537457108498,-0.228150010109,1.02098226547,-0.731758594513,1.17704439163,-0.630024790764,-0.124363005161,-1.07060599327,0.68272203207,0.356182545424,0.397688448429,1.27246022224,-0.586723029613,0.462999999523,0.911641001701,0.304788410664
466,-0.106446221471,-0.236097723246,-0.438027322292,-0.689436435699,0.716523051262,-0.0244084540755,-0.236997768283,-0.615392327309,-2.35923266411,0.21773353219,-0.276698410511,0.605469822884,1.11625528336,-1.00180923939,-0.353123724461,1.05949997902,-1.06264996529,-0.598109126091,0.90805888176,1.81959998608,-1.43328428268,0.50273668766,-0.188999995589,0.937080383301,-2.01541233063,1.12827134132,0.0756688788533,-0.0865911915898,0.265470802784,-0.871023714542,0.427913635969,0.338291347027,-0.232330799103,0.495454221964,0.444799989462,1.56868815422,-1.27253937721
6009,-0.0621138885617,0.386685907841,-0.223819315434,-0.709244310856,1.1483604908,-0.294646292925,0.741696834564,-0.00670745968819,-0.000281742133666,0.829411625862,-1.06840896606,-1.02012419701,-0.860985457897,-2.27504777908,0.425527662039,0.922699987888,-1.88684999943,0.181956738234,-1.08716619015,-2.60370016098,-3.35811018944,-0.0777472034097,-1.13980007172,0.695208966732,-0.294350326061,0.788507699966,0.489804208279,-0.167271018028,-0.849426448345,0.187559038401,-0.270501852036,1.00644409657,1.41393661499,-0.314526796341,0.167600005865,0.839166402817,-0.563033342361
2309,0.010136788711,-1.52115797997,0.394081830978,0.0196271743625,1.17674529552,0.107256487012,-0.122136123478,0.476847141981,1.99314987659,1.2085723877,-0.832620501518,-0.637553215027,-0.352369338274,-0.476655006409,0.131493702531,-0.56994998455,0.529349923134,0.561869204044,-2.10794687271,0.660450041294,-2.56388401985,-0.0187283717096,-1.33759999275,0.0676744282246,-0.366119980812,-0.579810976982,0.197003215551,-0.372313648462,-0.154045343399,0.383634716272,-0.354033797979,1.14784669876,2.40718746185,-0.0272955000401,1.9157999754,-1.39084005356,0.561989247799
387,0.134995356202,0.341766148806,0.0314428061247,0.204954355955,0.717927873135,-1.04114747047,0.906174063683,0.694495558739,0.0459658205509,-2.09812355042,-0.51776278019,-0.382707804441,-0.362269848585,0.699795722961,0.905277252197,0.44889998436,-1.36384999752,-0.23125039041,-0.812235593796,-0.143300056458,-1.24984145164,-0.339665681124,-0.653200030327,-0.696871399879,-1.68013322353,-0.493871092796,0.659060418606,-0.676225066185,-0.448271989822,-0.0450995638967,-0.621062040329,-0.528586268425,1.78939926624,0.369725048542,2.15269994736,1.69916200638,-0.131146460772
3553,-0.254332631826,0.795821666718,1.57264447212,-0.276518315077,1.14948117733,1.09318184853,0.370727390051,0.435701400042,1.26407659054,1.04108059406,0.149960815907,-0.345572084188,0.0707629770041,-0.395778030157,0.275576353073,1.24734997749,0.674950003624,-0.230732992291,-0.0371132045984,-0.989799976349,4.18691921234,-1.04170465469,1.27830004692,0.919577002525,1.9210036993,-0.152893722057,-0.52249121666,1.37406110764,0.499898970127,-0.239460498095,1.1752756834,0.576148867607,1.04928183556,0.09425380826,-0.305000007153,-1.49193358421,-0.258680909872
427,1.25556993484,1.04886722565,-0.47315299511,-0.205221772194,0.382611662149,1.15443456173,-0.463925242424,-1.32203841209,0.361145883799,1.38139712811,-0.598333597183,0.28326356411,0.0273405909538,2.46112895012,0.288978457451,0.0775500014424,0.619449973106,0.861017167568,4.28155755997,1.72685003281,-1.47779035568,0.971200287342,0.980599999428,0.0758659541607,-1.29014325142,0.154667645693,-0.362068802118,-0.0344484709203,1.68276846409,-0.628768920898,0.443278610706,0.0170237198472,0.549721837044,0.421906232834,0.82539999485,0.789584815502,-0.250132024288
5898,-0.447890281677,-0.627642393112,-0.603879749775,0.0411683395505,1.29153084755,1.23752903938,-0.691045403481,-0.0050928145647,-0.341507107019,0.635870873928,-0.774524927139,-0.483025670052,-0.395571887493,-1.67824697495,-0.0490721017122,0.365500003099,0.167699992657,-0.152022957802,0.795670628548,-0.22570002079,-0.47981351614,-0.98376250267,-1.06505000591,0.636151611805,0.0402824580669,0.651353955269,0.160339474678,-0.343395292759,0.158690139651,-0.438575744629,-3.51085448265,0.15789835155,-4.82978248596,-0.0519544482231,-0.670899987221,-0.556796789169,-0.081503033638
23365,0.0561316423118,-0.500854074955,0.72317135334,0.356361567974,0.923957526684,1.09017801285,0.247900187969,-0.244737446308,1.34527754784,1.78838229179,1.14210140705,-1.07972228527,0.289775162935,-0.877471625805,0.770431697369,-0.0644999966025,1.98955011368,-0.33712041378,4.64406108856,3.03555011749,-1.39152276516,-0.149707823992,0.572250008583,-1.53381681442,0.0396018773317,-1.20338511467,-0.00459204055369,-0.538733780384,-0.374949753284,-0.38724270463,0.186581239104,-0.562622249126,0.992882072926,-0.580227255821,-0.36210000515,0.380804032087,-2.68308162689
6657,0.094682469964,0.250278145075,1.66191256046,-0.478699684143,0.488777011633,0.543641328812,-0.110725276172,-0.513384461403,0.655885338783,1.62780451775,0.291913568974,-0.271788537502,0.675889730453,0.919695496559,0.591489195824,0.225750014186,1.42444992065,0.491339862347,3.54933309555,0.362300008535,3.74518179893,-0.730127930641,0.181950002909,1.00648653507,0.682368278503,0.853567242622,-0.337940871716,0.438396155834,0.981927335262,-0.470235347748,0.47498306632,0.517541348934,0.0731778293848,-0.0579165294766,1.55320000648,-1.12640857697,-0.22487577796
