rid,DOS013_VCAP_6H:BRD-K91730835-001-01-6:5.02,DOS013_VCAP_24H:BRD-K91730835-001-01-6:5.02,DOS040_A375_24H:BRD-K91730835-001-01-6:5.02,DOS040_HT29_24H:BRD-K91730835-001-01-6:5.02,DOSBIO002_A375_24H:BRD-K91730835:10.0354,DOSBIO002_A549_24H:BRD-K91730835:10.0354,DOSBIO002_HT29_24H:BRD-K91730835:10.0354,DOSBIO002_PC3_24H:BRD-K91730835:10.0354,DOSBIO002_MCF7_24H:BRD-K91730835:10.0354,DOSBIO002_NEU_24H:BRD-K91730835:10.0354,DOSBIO002_NPC_24H:BRD-K91730835:10.0354
5720,0.435868442059,1.65505969524,-0.224750012159,-0.464600026608,-0.703213453293,-0.622331023216,0.0204138755798,0.411607503891,-0.777843117714,-0.549399971962,1.32723152637
466,-0.639931321144,0.898335874081,0.408250004053,0.205049991608,-0.0895290970802,0.0449831560254,0.482634365559,-0.0533540695906,-1.01647233963,-0.277449995279,1.06940901279
6009,0.74416577816,0.107923850417,0.289449989796,-1.94280004501,0.174526661634,-0.627584934235,-0.198769420385,-0.207884997129,-1.47411334515,-0.444650024176,0.460104823112
2309,-1.3705766201,-0.94949054718,-1.53175008297,0.335950016975,0.0407869666815,-0.156711906195,0.576699912548,-0.191152468324,0.0193172171712,0.844449996948,0.84138828516
387,0.281599253416,-1.66425311565,0.774950027466,-0.716400027275,-0.656772196293,-0.940878272057,1.00321996212,-0.335727751255,-0.733431339264,0.689800024033,-0.232964873314
3553,0.990460455418,0.788011193275,0.0134999975562,0.152250006795,0.387598335743,0.961924791336,-0.687774181366,0.0881319791079,0.803972363472,-0.403100013733,-1.12300240993
427,-0.783514618874,-1.329682827,0.833199977875,-1.14479994774,-0.285742759705,-0.16046397388,0.818508565426,-0.125828504562,-0.436655014753,0.879050016403,1.5509326458
5898,1.10737752914,-0.25013679266,0.28069999814,0.555949985981,0.704655885696,0.000333085656166,-0.502396941185,0.491453200579,0.608058154583,-0.00775000080466,-0.729277014732
23365,0.348941624165,-2.31274652481,1.43680000305,-0.918349981308,-0.291047811508,-0.55621612072,0.175684541464,-0.352515816689,-0.656801760197,1.2718000412,0.324744462967
6657,0.761148929596,2.00122332573,0.239100009203,-0.248649999499,-0.401976644993,0.771185934544,-0.395614266396,-0.268997907639,0.401327371597,-0.190849989653,-0.817367732525
5054,-0.711831569672,-0.788057267666,0.756150007248,-0.893949985504,0.475069999695,0.358310103416,0.58613550663,0.874556183815,-0.15753108263,0.247199952602,-0.12410235405
3108,0.0568360388279,1.44222545624,-0.204400002956,-0.2853500247,-0.10062918067,-0.562357187271,0.415492802858,-0.442336887121,-1.08012855053,0.940999984741,0.288139313459
1950,-0.35252648592,0.189060211182,-0.225850015879,0.853950023651,0.598441898823,-0.900947988033,-0.664722323418,1.05839622021,0.561387121677,0.373649984598,0.771734178066
351,-0.254122138023,-0.30225032568,0.115600004792,-1.39750003815,0.898870825768,-0.515236079693,0.167021021247,0.122452139854,0.576213717461,0.337249994278,-0.71893042326
4846,0.1666264534,0.336929738522,-0.416099995375,-0.990550041199,-0.209893301129,-0.156929939985,-0.25787037611,-0.0185052026063,-0.527101516724,-0.396299988031,-0.13376763463
