rid,CPC004_A375_6H:BRD-A44008656-036-15-9:10,CPC004_HA1E_6H:BRD-A44008656-036-15-9:10,CPC004_HA1E_24H:BRD-A44008656-036-15-9:10,CPC004_HCC515_6H:BRD-A44008656-036-15-9:10,CPC004_HCC515_24H:BRD-A44008656-036-15-9:10,CPC004_HEPG2_6H:BRD-A44008656-036-15-9:10,CPC004_HT29_6H:BRD-A44008656-036-15-9:10,CPC004_MCF7_6H:BRD-A44008656-036-15-9:10,CPC004_PC3_6H:BRD-A44008656-036-15-9:10,CPC004_PC3_24H:BRD-A44008656-036-15-9:10,CPC004_VCAP_6H:BRD-A44008656-036-15-9:10,CPC004_VCAP_24H:BRD-A44008656-036-15-9:10,CPC011_A375_6H:BRD-A44008656-036-21-7:10,CPC011_A549_6H:BRD-A44008656-036-21-7:10,CPC011_A549_24H:BRD-A44008656-036-21-7:10,CPC011_HA1E_6H:BRD-A44008656-036-21-7:10,CPC011_HT29_6H:BRD-A44008656-036-21-7:10,CPC011_MCF7_6H:BRD-A44008656-036-21-7:10,CPC011_MCF7_24H:BRD-A44008656-036-21-7:10,CPC011_PC3_6H:BRD-A44008656-036-21-7:10,CPC011_PC3_24H:BRD-A44008656-036-21-7:10,CPC011_VCAP_6H:BRD-A44008656-036-21-7:10,CPC011_VCAP_24H:BRD-A44008656-036-21-7:10,CPC017_A375_6H:BRD-A44008656-036-15-9:10,CPC017_A549_6H:BRD-A44008656-036-15-9:10,CPC017_A549_24H:BRD-A44008656-036-15-9:10,CPC017_ASC_24H:BRD-A44008656-036-15-9:10,CPC017_HEPG2_6H:BRD-A44008656-036-15-9:10,CPC017_HT29_6H:BRD-A44008656-036-15-9:10,CPC017_MCF7_6H:BRD-A44008656-036-15-9:10,CPD001_MCF7_6H:BRD-A44008656-036-19-1:10,CPC017_MCF7_24H:BRD-A44008656-036-15-9:10,CPD001_MCF7_24H:BRD-A44008656-036-19-1:10,CPC017_NPC_24H:BRD-A44008656-036-15-9:10,CPD001_PC3_24H:BRD-A44008656-036-19-1:10,CPC017_PHH_24H:BRD-A44008656-036-15-9:10,CPC017_SKB_24H:BRD-A44008656-036-15-9:10
5054,-0.210538074374,0.24686665833,-0.416599988937,0.371029675007,-0.859557807446,-0.302538275719,1.22834479809,-0.278329074383,-0.612609326839,-0.0730616524816,-0.628745019436,0.021832678467,-0.108238376677,-0.571249961853,-1.07366240025,0.674450039864,-0.29884159565,1.56995010376,-0.100999981165,1.09546375275,1.0246604681,0.413228422403,-0.150542333722,0.0934192538261,-0.511668205261,-0.157150775194,0.326637119055,-1.18976736069,1.81949603558,0.378300011158,1.07669985294,-0.70849186182,-0.354629188776,0.286981612444,-2.45546793938,0.201933324337,0.257149994373
3108,-0.501980900764,-0.186999991536,0.0662000179291,-1.08217906952,-1.4317830801,0.974619686604,0.889306664467,-0.603268742561,0.0886556357145,-0.267584204674,0.502802908421,-0.174551337957,-0.45677036047,0.34454998374,-0.407699257135,-0.835150003433,-0.0823876708746,-0.706300020218,0.863550066948,0.666159391403,-0.23193281889,-0.987228274345,0.42079615593,-0.532172203064,-0.587128937244,-0.196192324162,0.104953847826,1.05832397938,0.0729382634163,0.203649997711,-0.178027451038,0.140847861767,-0.308300673962,0.218509912491,0.215486228466,-0.567233324051,-0.0612999983132
1950,-0.507355570793,0.953400015831,0.73003333807,0.411902666092,1.12083983421,-0.603615283966,-0.243914991617,0.0866758823395,-0.686020076275,-0.347444057465,0.305468320847,-1.06735348701,-0.0529993548989,0.268000006676,0.645108282566,-0.707750022411,-0.803530693054,-0.281650006771,0.140450000763,-0.0230266973376,-0.085260912776,1.24225306511,-0.0446498990059,0.549900114536,0.386709839106,1.66514229774,-0.374650329351,2.52332258224,1.65953922272,-0.76164996624,0.802146792412,-0.650896430016,-1.15879034996,-0.554378867149,-0.39729782939,-0.0296666771173,0.166500002146
351,0.56344127655,-0.170199990273,-0.866266727448,-0.58018887043,0.243200600147,0.283947080374,-0.045313835144,-0.244738608599,-0.444796264172,0.0807468146086,-0.0051537156105,-0.0727989673615,-0.328511893749,0.167349994183,1.41244375706,-0.420599997044,-0.897194504738,-0.964349985123,-0.530099928379,-0.317811816931,1.03448760509,0.207433074713,0.189718216658,-6.09578895569,0.695131957531,0.546680808067,0.13965280354,0.561921358109,-0.0282785538584,-0.00540001690388,1.17975568771,-0.596825361252,-0.841891169548,0.657760381699,0.895062923431,-0.0726000070572,-0.338599979877
4846,0.609112262726,-0.543566703796,0.535899996758,0.0798248648643,2.14646053314,0.742057323456,0.393615424633,0.239723518491,1.21871709824,-0.31256622076,-0.429997503757,0.401968181133,-0.855596601963,0.0386999994516,-0.806137263775,-0.263750016689,-0.421203136444,0.424799978733,-0.383650064468,1.46354806423,0.241957083344,1.6753333807,0.0950114130974,0.249206617475,-0.516630828381,-0.919694423676,0.278908580542,-0.862913191319,0.0980862826109,-0.128075003624,-0.367450237274,-0.204954341054,-0.0249254107475,-1.68594586849,-0.246107280254,-0.242766678333,-0.507149994373
1452,-0.438377648592,0.60070002079,0.151733368635,-0.212435856462,-0.518015146255,-0.39123275876,0.390820533037,-0.916528940201,-0.326227873564,-0.00730293989182,-0.177703008056,0.142880022526,0.310179531574,-0.215849980712,-0.433635890484,0.15530000627,0.0204131752253,0.849750041962,0.373350024223,0.1283133775,-0.121875479817,-0.816506147385,-0.230034798384,0.507850825787,0.355070054531,-0.988601922989,0.186529323459,2.09119081497,-0.0924071073532,-0.313574969769,-0.813863635063,-0.139764741063,0.875988125801,0.0522608906031,-2.97792863846,0.140566676855,0.624599993229
4776,0.297422289848,-0.144900038838,-0.229933351278,0.294034779072,0.791753292084,-0.321125537157,-0.929267764091,-0.223900869489,-0.692110776901,-0.561293661594,-0.0935528501868,-1.45552134514,-0.167509809136,0.407400012016,1.38402211666,-0.0471500009298,-0.772870779037,0.00885000824928,-0.265799999237,-0.0261678192765,0.992786109447,1.51776123047,-0.173022180796,0.730820715427,0.572824478149,1.12685132027,0.0122217833996,2.32016348839,1.06604111195,-0.268449991941,1.99514651299,-0.30229139328,-0.680472373962,0.388801246881,0.676725685596,0.0924333333969,1.14190006256
6908,0.0683068186045,0.504066705704,0.0799333453178,-0.365348607302,-0.385065853596,1.13119804859,0.0096567645669,0.139465421438,0.286799013615,-0.343441277742,0.127408564091,1.68866455555,-0.114223390818,-0.331600010395,-0.393787711859,0.303900003433,-0.264894813299,-0.358300000429,0.238800004125,-0.166454836726,-0.513219296932,-0.85422295332,0.372017741203,0.44764238596,-0.262367874384,-0.176106154919,0.0371938310564,-0.931974470615,-0.598067879677,-0.0697000101209,-0.752130746841,0.459746211767,0.636683940887,-0.5398183465,0.0593900345266,-0.54153329134,0.247599989176
672,-0.439564883709,-0.643266677856,-0.707733392715,0.164288580418,-0.0870017930865,-0.432422935963,0.0106734484434,2.01467704773,0.783528447151,-0.743290424347,-0.231121271849,-0.909271478653,0.11584045738,-0.845299959183,1.03037798405,0.569900035858,-0.118715509772,-0.0578500032425,-0.0954999998212,0.200132638216,-0.0573576688766,0.205494120717,0.13037712872,0.250584423542,0.84506970644,-0.396535038948,0.771513581276,0.0196620635688,0.0159937739372,-0.476374983788,-0.923290550709,-0.844520568848,0.868604362011,-0.0715813785791,-1.37749886513,0.110633343458,-0.54675000906
5710,0.440220683813,-0.172533348203,-0.326633304358,-0.473005235195,0.192896261811,-0.0648982524872,0.397307306528,-2.04885697365,-0.661491274834,-0.629269838333,-0.905015349388,0.180194765329,-0.281076341867,-0.334649980068,-0.131984680891,0.45355001092,-0.511301279068,0.726999998093,0.985000014305,1.53365790844,0.102296046913,-0.0993815511465,-0.0708830058575,0.479337155819,-0.770021915436,-0.449325621128,0.790627241135,-0.692300140858,-0.979751706123,0.55667501688,-0.598587453365,-0.102317094803,0.806401491165,0.796751379967,-0.739368081093,0.0428000018001,1.13670003414
2115,-0.210873037577,1.00183343887,-0.966066718102,-0.978450894356,0.151012897491,0.855421662331,-0.166541293263,1.42457723618,0.233892261982,-0.203439086676,-0.530752301216,-1.2020804882,0.0755813270807,1.46185004711,0.903604269028,-1.0529500246,0.109051018953,-0.578750014305,3.74604988098,-0.616274476051,0.28813380003,0.66359692812,0.697048306465,0.900387525558,-0.478803128004,0.19425137341,0.70593470335,0.910391628742,0.381057918072,-0.446349978447,0.527258038521,0.0106348581612,0.283357471228,1.42345499992,0.486746490002,-0.834366679192,0.551750004292
7015,0.311647921801,-0.444666653872,-0.32106667757,-0.0115673989058,1.29124283791,-0.905853033066,-1.00963294506,-0.351543545723,-0.17803683877,-0.341755509377,-0.0722947269678,-2.25085759163,-0.476360321045,0.0595999956131,0.529253602028,-0.34810000658,-0.787719607353,-0.0107499957085,1.4620000124,-0.218764364719,0.327773779631,2.06462574005,-0.81552529335,-0.0277231261134,-0.355512529612,0.190922692418,0.224852517247,0.820076882839,1.07299113274,0.153049975634,0.705050528049,0.151300385594,-0.886873841286,0.544945001602,0.571873664856,-0.446399986744,-0.607749998569
8726,-0.168449193239,1.09056663513,-0.53696668148,0.690198898315,-0.277222037315,-0.207477867603,0.698163926601,-0.916815161705,0.832495748997,0.503197014332,0.145117297769,0.609630644321,-0.319035589695,-0.0965999960899,-0.430576592684,0.860450029373,0.264943182468,-0.0732000023127,-0.107950001955,0.0334714129567,0.0948368608952,-1.03664565086,-0.203698217869,-0.0897754430771,-0.351850420237,0.364568263292,0.38055318594,-0.0684551149607,0.775608360767,-1.28099989891,-0.46433916688,0.64637452364,0.886652469635,-0.0414359942079,-0.0252200514078,0.00699999928474,-0.572950005531
2185,0.0890164673328,-0.950066685677,-0.24443334341,-0.220948159695,0.774379491806,0.443058848381,-0.829221963882,0.978453874588,-0.934239685535,-0.197996258736,-0.0812620967627,-1.92360448837,-0.70157968998,0.446999996901,1.17782139778,-0.394000023603,-1.31985640526,-0.273750007153,-0.812150001526,-0.422756284475,0.217235743999,0.86818921566,-0.0555760599673,-0.103567630053,-0.257804840803,0.855330884457,-0.400059044361,1.85490643978,0.877022147179,-0.625349998474,1.02208256721,-0.383851230145,-0.69101858139,4.14671802521,1.15048646927,-0.0105666667223,0.756249964237
3315,-1.44014334679,-1.12406671047,0.0512000024319,-0.211272060871,-0.561841845512,1.00092029572,0.887069225311,-0.905001342297,0.129806876183,-2.04187107086,0.0543249845505,-0.448442041874,-0.231897622347,-0.124199986458,-0.389737993479,0.53275001049,0.410946667194,0.646149992943,-1.40830004215,0.0272139813751,0.144214093685,1.7322974205,0.284207582474,-0.305168330669,0.0581606924534,0.331269264221,0.450950890779,-0.792532742023,-0.231004714966,-0.270624995232,0.886525452137,-0.302512466908,0.069160848856,-1.29451692104,-0.487629145384,-0.149433344603,0.188299998641
5289,0.351900815964,-0.313933312893,-0.220499992371,-0.0847881436348,-1.15502870083,1.23236870766,-0.315874814987,0.765917658806,-0.539678514004,-0.142785161734,0.107801780105,-1.08069384098,0.302194327116,0.941699981689,0.745701849461,1.19644999504,-0.476561069489,0.946349978447,-0.0896500051022,0.0541927702725,0.898923516273,0.0863024741411,-0.473880469799,0.766496658325,-0.00565327703953,0.647514343262,-0.302021533251,-0.202373385429,0.674932479858,-1.31687510014,1.26487839222,-0.637091815472,-0.339806169271,1.40142595768,0.582820296288,-1.15596663952,-1.53490006924
868,-0.264181375504,-0.685133337975,2.19626665115,0.194113984704,1.01776707172,0.462933272123,-0.973414063454,-0.369271457195,-0.577256441116,-0.499637961388,-0.478712379932,-1.19178366661,-0.803085267544,-0.613999962807,-1.99025583267,-0.375450015068,-0.0347654372454,-0.242550000548,-0.27555000782,0.72240459919,-0.19642111659,1.99685192108,0.37145793438,-0.799273729324,-0.5561876297,-0.495561212301,0.0795753225684,-0.791078150272,0.834180474281,-0.982300043106,0.199922949076,5.93472099304,0.763038873672,-0.230261743069,2.08373570442,-0.933666706085,0.118450000882
1677,-0.0214293897152,-0.13520000875,0.551666676998,-0.086005076766,1.14019191265,-0.34547919035,-0.204906046391,1.0309612751,-0.395472884178,-0.556034326553,0.653592467308,-1.78755056858,-0.483008593321,1.28285002708,0.424727141857,-0.786850035191,-0.245875701308,0.477599978447,-1.55680000782,-0.0789870321751,0.0162187963724,0.889241218567,0.0420311689377,0.777312397957,0.321859627962,-0.361865341663,-0.471588373184,0.154989227653,0.575380384922,-0.504625022411,-0.290051311255,0.724169492722,-0.374141931534,1.04411232471,1.18951320648,-0.111299976707,0.129000008106
7043,-0.155728772283,-0.845466673374,0.284966737032,-0.0911092609167,-0.378757953644,0.780501961708,-0.790428757668,1.32317781448,-0.882678031921,-0.529343605042,-1.20057070255,-2.79736948013,-0.204247146845,0.274699985981,1.32892620564,-0.931949973106,-0.0627257674932,0.797150015831,-0.231150001287,0.383075982332,0.854889214039,0.639925003052,0.680866479874,0.318759888411,-0.20519298315,0.950551390648,-0.0282533764839,0.910620033741,-0.0379633009434,-0.787524998188,1.81027066708,-0.530370116234,0.178282171488,1.70062172413,1.39295041561,0.204099997878,1.38300001621
5613,0.114658683538,-1.13256669044,0.462633341551,0.00663681328297,1.65567338467,1.57635319233,-0.518194437027,0.881856739521,-1.19564306736,-0.561725437641,-0.331783026457,-3.33389306068,-0.336820423603,1.68919992447,2.78500723839,-0.598550021648,-0.641507565975,-0.449950009584,-1.27660000324,0.0541878379881,1.79236698151,0.616065680981,0.289086431265,0.21211785078,0.785131931305,0.854392409325,-0.466393023729,1.30021691322,0.424196839333,-0.194074988365,2.65246963501,-0.400165677071,-0.503686130047,1.11447429657,1.18048048019,-0.127066671848,-0.591350018978
595,-0.348917841911,0.597399950027,0.717800021172,0.152726992965,-0.736364841461,-0.221398711205,0.184232786298,-0.80908447504,0.209453716874,-0.855483233929,-0.0522092655301,1.83556771278,-0.0472679436207,-0.250750005245,-0.147318288684,1.36329996586,0.260221362114,-0.0104000046849,-0.701849997044,0.514406919479,0.456237345934,-0.818284511566,0.10702573508,-0.396804392338,-0.464605748653,-1.02200138569,0.120414577425,-1.29319477081,0.748040676117,-1.03445005417,0.594084501266,0.345302730799,1.04209589958,-0.151719108224,0.530200064182,0.501100063324,0.236900001764
4793,-1.23217999935,-0.194900020957,-0.0576000213623,-0.0707172453403,-0.396813511848,-0.175216108561,-0.176957324147,-1.18526399136,0.158452436328,1.20249664783,0.301994681358,-1.10499191284,0.0159691870213,-0.549549996853,-2.36941862106,0.323149979115,-0.1084176898,-0.631200015545,3.5759499073,0.198267757893,-1.0987765789,-0.0608290731907,0.286843895912,-0.185765191913,-0.545336067677,0.402515560389,-0.59124559164,-0.899587035179,-0.502154350281,0.372375011444,1.41499507427,0.217890098691,0.280676811934,-0.0901332497597,-0.00351152569056,-0.779066622257,2.72180008888
2736,0.679047644138,0.168033331633,0.179866671562,-0.597003936768,0.492062449455,0.156408637762,-0.663329362869,0.300998985767,-1.02218031883,0.932166934013,-0.0588285773993,-0.0894112586975,-0.555144667625,0.436149984598,3.22662782669,-0.697700023651,-0.34521612525,-0.366099983454,-0.103649973869,-0.496612995863,0.305895030499,0.632175445557,0.905211627483,0.541046500206,0.269504308701,0.894496440887,-0.413924604654,1.29272556305,0.780957221985,-0.122175008059,0.766085624695,-0.330655872822,-0.0156499445438,-0.945961236954,2.00203728676,-0.618066728115,0.178600013256
5290,-0.448321938515,-0.864900112152,-0.411866694689,-0.36173838377,1.20071840286,-0.565179467201,-0.598782420158,-0.287630707026,-1.0083142519,0.104222357273,0.0833226516843,-2.0150475502,-0.290337502956,0.0230500102043,0.48691534996,-0.717299997807,-1.3486508131,-0.072450004518,1.2296500206,-0.734962463379,0.269508510828,1.14402127266,-0.435015767813,0.0100322961807,0.0228777062148,0.375119954348,-0.774710655212,1.54460978508,1.03914654255,0.880524992943,0.554232120514,0.172116965055,-1.26322877407,-0.308714091778,0.0651025101542,0.296900033951,1.45480000973
6194,0.0,-0.130633354187,0.0919333323836,0.0,-0.000231116078794,-0.181778877974,-0.3704251647,-0.681802630424,0.223487496376,0.202694922686,-0.341861665249,-0.0155534446239,0.0,0.000699999975041,1.17757534981,0.0,0.981439232826,0.0,-3.04874992371,0.189426541328,-0.135297581553,-0.318153858185,0.31015303731,0.0702182129025,-0.155936449766,0.0130028873682,0.0,-1.07745242119,0.0541676543653,0.272900015116,0.470491796732,0.340786129236,0.491958796978,0.000313502503559,0.379321455956,0.0,-1.52065002918
1676,0.517828524113,-0.992200016975,0.723433375359,-0.248578727245,1.07076585293,0.147968903184,-0.472399294376,0.505100011826,-1.34599626064,-0.526033222675,-0.135847270489,-5.9587264061,-0.0425422228873,0.506150007248,0.941265583038,-0.0443499982357,-0.294693291187,-0.0867999941111,-1.58605003357,0.0879095122218,1.51227593422,1.00410270691,-0.36856546998,0.109771966934,0.113888405263,0.252135753632,-0.388235449791,2.15125226974,0.263910472393,-0.460974991322,-0.690674424171,-0.190150022507,-0.238898932934,1.4852052927,1.32861220837,0.695600032806,-0.0741999968886
23512,-0.12879139185,-0.0782999992371,0.186366677284,0.171615839005,-0.526093125343,0.0461770966649,0.868139386177,0.541046917439,-0.888782739639,-0.546126842499,0.736347913742,0.744571805,-0.323034524918,0.651600003242,-0.47972497344,0.750050008297,0.332482755184,-0.231299996376,-1.85874998569,0.225308895111,0.303769469261,-0.296022891998,0.0513412840664,0.504462122917,-0.270401239395,0.234187752008,0.986465811729,0.283684104681,-0.101930901408,-0.10284999758,0.156905159354,0.404172211885,-4.22038173676,1.14949667454,0.549685001373,0.217433333397,-1.36229991913
148022,-0.135050371289,0.00780000537634,0.268133342266,-0.510227799416,-0.70834505558,1.20788729191,0.125925660133,0.232419788837,-0.084516108036,-0.275338023901,-0.192530170083,0.288784444332,-0.671121656895,0.938450038433,0.505613088608,0.22460000217,0.371997505426,-0.726000010967,0.851099967957,0.630193531513,-0.204803317785,-0.745358109474,0.219653874636,4.7382183075,-1.07317233086,0.204373940825,0.325123637915,-0.387429028749,-0.0493506640196,-0.345825016499,1.30598926544,0.0980779752135,0.677211642265,0.294077038765,0.235626667738,0.617699980736,-0.0497500002384
1906,-0.0180901288986,-0.429166674614,-3.2118999958,0.586939156055,1.17820286751,-0.662577986717,-0.922296881676,-0.070027589798,-0.966397464275,0.120697066188,-0.372685074806,-1.47904062271,-0.384375244379,0.122299998999,-2.95369458199,-0.387600004673,-0.952720820904,0.41740000248,-0.791249990463,0.888989806175,0.35739377141,0.698702692986,0.22979323566,0.245883435011,-0.468344122171,0.495256721973,-0.85480761528,0.160748288035,0.328995674849,-0.217699974775,1.29612374306,-0.623237490654,-0.903349459171,0.788436472416,1.06440639496,0.233666673303,-0.302199989557
8878,-0.198911324143,-0.340433359146,-0.518900036812,-1.12864470482,-0.961902856827,-0.00682589784265,0.212742000818,-0.858547270298,-0.0664071887732,-1.5004336834,-0.198536068201,0.606442451477,0.0316348075867,0.00065000000177,-0.214325115085,0.375100016594,-0.0618811249733,-0.266200006008,0.687650024891,-0.288087517023,-0.0458018891513,-1.3472263813,-0.710125863552,-0.27470895648,-1.08026456833,-0.366166591644,0.319346368313,-1.66088700294,-1.35188174248,0.0459999963641,-0.846713244915,1.53125822544,0.705487370491,-0.220432952046,-0.181835979223,-0.0621000044048,0.405149996281
3091,-0.669264674187,-0.468566685915,0.623433351517,-0.218872725964,-0.451645106077,-1.66706502438,-0.308437079191,0.533298134804,0.265278846025,-0.642439424992,-0.531086266041,-0.418783664703,0.151926085353,-1.40319991112,1.30677998066,0.458200007677,-0.167072579265,0.0599499940872,-0.401350021362,0.560075461864,1.1211785078,-0.426313430071,0.385313749313,1.27311420441,-0.173834949732,0.0216117501259,-0.236205503345,-1.72443389893,-4.2382440567,-0.823150038719,0.440747916698,-0.78147226572,-0.0148333609104,1.30081212521,-0.0797294229269,0.18436665833,-0.621950030327
