rid,DOS030_VCAP_6H:BRD-K37669227-001-01-9:5,DOS030_VCAP_24H:BRD-K37669227-001-01-9:5,DOS029_VCAP_24H:BRD-K37669227-001-02-7:4.99,DOS034_A375_24H:BRD-K37669227-001-01-9:5,DOS033_A375_24H:BRD-K37669227-001-02-7:4.99,DOS034_A549_24H:BRD-K37669227-001-01-9:5,DOS033_A549_24H:BRD-K37669227-001-02-7:4.99,DOS034_HT29_24H:BRD-K37669227-001-01-9:5,DOS033_HT29_24H:BRD-K37669227-001-02-7:4.99,DOS034_MCF7_24H:BRD-K37669227-001-01-9:5,DOS033_MCF7_24H:BRD-K37669227-001-02-7:4.99,DOS034_PC3_24H:BRD-K37669227-001-01-9:5,DOS033_PC3_24H:BRD-K37669227-001-02-7:4.99,MUC.CP005_MCF7_6H:BRD-K37669227-001-01-9:10.0084,MUC.CP005_MCF7_6H:BRD-K37669227-001-01-9:3.3361,MUC.CP005_MCF7_6H:BRD-K37669227-001-01-9:1.112,MUC.CP005_MCF7_6H:BRD-K37669227-001-01-9:0.3707,MUC.CP005_MCF7_24H:BRD-K37669227-001-01-9:10.0084,MUC.CP005_MCF7_24H:BRD-K37669227-001-01-9:3.3361,MUC.CP005_MCF7_24H:BRD-K37669227-001-01-9:1.112,MUC.CP005_MCF7_24H:BRD-K37669227-001-01-9:0.3707,DOSBIO001_A375_24H:BRD-K37669227:10.0084,DOSBIO001_A549_24H:BRD-K37669227:10.0084,DOSBIO001_HT29_24H:BRD-K37669227:10.0084,DOSBIO001_MCF7_24H:BRD-K37669227:10.0084,DOSBIO001_PC3_24H:BRD-K37669227:10.0084,DOSBIO001_NEU_24H:BRD-K37669227:10.0084,DOSBIO001_NPC_24H:BRD-K37669227:10.0084
5720,-2.86350011826,-1.0145663023,1.27507567406,-2.03784990311,0.0724333524704,0.817550003529,0.346507996321,0.106600001454,-0.973726987839,-1.02340149879,0.211354315281,-1.08849823475,-0.48860001564,-0.770570456982,-0.352621972561,-0.256548941135,0.0789262354374,0.226886332035,-0.813746571541,-0.237250000238,-0.155436217785,0.454246342182,0.0972260162234,0.0244500041008,1.14221954346,0.521581947803,2.8436999321,0.525592684746
466,-1.00045001507,-0.791118204594,0.773131668568,-1.42990005016,0.476566702127,-0.726099967957,-0.998033165932,2.10069990158,0.402047365904,-1.28938138485,-0.0793260633945,-0.804191768169,-0.401400029659,0.363197803497,0.145634919405,0.728840470314,-0.0879523232579,0.856798708439,0.581698775291,1.14789998531,0.302431166172,0.942187964916,-1.1729362011,0.196750000119,0.855301320553,0.42405372858,-0.243799999356,1.21976292133
6009,0.850100040436,0.0654625892639,0.374923914671,0.922600030899,0.265799999237,-0.602850019932,-0.999668776989,-0.423299998045,1.77128911018,-0.878430604935,0.693715691566,0.873070776463,-0.0984333604574,0.897954702377,0.0833906233311,-0.392414569855,-0.704521894455,1.41785860062,-0.0728844404221,0.366999983788,0.409197449684,0.40972584486,0.612033069134,-0.260100007057,-0.348458588123,-0.430654227734,3.14739990234,0.742961287498
2309,-0.182999998331,1.22019505501,-1.3845705986,0.414649993181,-0.485100030899,1.66540002823,-0.765421271324,3.42050004005,-0.237381070852,1.73539853096,-1.32773756981,1.09165883064,0.263466656208,-0.318607181311,-0.472770988941,0.0278113782406,0.605351984501,-0.141570091248,-0.651662170887,-0.022000014782,0.0933355689049,0.314830124378,0.118611834943,-1.41654992104,-0.444317519665,-0.376935869455,0.876049995422,-0.102450206876
387,1.13230001926,1.28022015095,-0.684565424919,1.40834999084,-0.315033346415,-0.130550026894,-1.26700329781,3.28800010681,2.17727041245,0.012159332633,-0.645522236824,0.93368691206,-0.324400007725,-0.678113102913,0.19453176856,4.07666730881,0.0255914777517,0.263789951801,-0.0825821980834,0.503600001335,0.373510271311,0.305547147989,-0.473723322153,0.105949997902,-0.0397862270474,-0.338442325592,0.28639999032,-0.227060988545
3553,2.3422999382,-0.891205787659,4.40637207031,0.109549984336,-0.343033313751,1.40680003166,1.17934691906,-2.31809997559,-0.25521454215,0.366219222546,2.85612988472,0.107665717602,-0.134133338928,-0.0950289666653,-0.321093887091,-0.365637362003,0.336029559374,0.0349971316755,0.61351454258,-1.26045000553,-0.319074928761,-0.762301087379,-0.531901836395,-0.345350027084,0.192847296596,-0.120171748102,-0.668049991131,-0.475168287754
427,-0.571650028229,-0.462962269783,0.557060658932,-0.440249979496,-0.308933347464,-0.177749991417,-0.275916337967,0.791499972343,0.084107235074,0.53316283226,0.0749134421349,0.160101175308,0.0285666584969,-0.585703134537,0.375917136669,0.367346465588,0.411009669304,0.627339839935,0.113157853484,0.155000001192,0.601736783981,0.117427945137,1.35114109516,5.00404977798,-0.00178127735853,-0.117210939527,-1.485049963,0.816113471985
5898,-0.23995000124,-1.36670291424,-0.275623232126,-1.25999999046,-0.122600018978,-1.91619992256,-0.199177220464,1.21879994869,-0.229310080409,-0.402941465378,-0.0126452445984,-0.325434327126,-0.205200001597,0.195850342512,0.18903824687,0.475220322609,0.0364734083414,0.241696119308,-0.372617840767,0.288749992847,0.7485242486,0.0921901389956,-0.0826759040356,1.63954997063,-1.55206525326,0.938440084457,-0.988550007343,-1.02022182941
23365,-0.900049984455,0.373567163944,0.101080864668,0.946099996567,-0.642700016499,1.38715004921,-0.905020296574,6.40700006485,2.59888339043,-0.749655544758,-0.511902928352,0.860704183578,-0.166633352637,-0.936441004276,0.85826587677,0.132524698973,-0.679050564766,-0.350885987282,-0.854099988937,-0.827049970627,-0.371424883604,0.12674112618,2.92419147491,0.384849995375,-1.08539962769,-0.169048309326,0.686749994755,-0.354029357433
6657,2.13645005226,0.614492535591,2.48910856247,-0.441700011492,-0.0336000025272,1.02240002155,0.756707310677,-2.60419988632,-1.30589735508,0.52905356884,2.204018116,-0.124644704163,-0.127866670489,0.504005134106,-0.446864068508,-0.623423039913,0.0869192183018,-0.693592905998,0.742986142635,-1.19385004044,-0.758475661278,-0.437351346016,-0.0873730927706,-0.0882000029087,0.0306781977415,0.488071918488,0.545750021935,-0.186298593879
