rid,DOS024_VCAP_6H:BRD-K72271119-001-02-9:5,DOS024_VCAP_24H:BRD-K72271119-001-02-9:5,DOS053_A375_24H:BRD-K72271119-001-02-9:5,DOS053_A549_24H:BRD-K72271119-001-02-9:5,DOS053_MCF7_24H:BRD-K72271119-001-02-9:5,DOS053_PC3_24H:BRD-K72271119-001-02-9:5
5720,-0.289949953556,-1.62466609478,0.155650004745,0.677500009537,-0.238449990749,-0.263400018215
466,-1.74670004845,-0.182808041573,0.142199993134,-1.18529999256,0.0476000010967,-0.225750029087
6009,-0.041599996388,-1.136947155,0.50435000658,0.0226000007242,0.707049965858,-0.379949986935
2309,1.76754999161,-0.640287220478,0.038099989295,0.901199996471,-0.330099999905,-0.513350009918
387,1.05735003948,-0.570832550526,0.921200037003,-0.655250012875,0.00185000151396,-0.744950056076
3553,-0.443450003862,1.11819410324,-0.461350023746,-0.342000007629,0.299250006676,-1.47109997272
427,-0.194399997592,0.195078879595,0.27840000391,-0.281450003386,-0.98140001297,0.173050001264
5898,-1.82535004616,0.672147274017,0.0739499926567,-0.755299985409,0.363999992609,0.680000007153
23365,0.365999996662,0.308811187744,-0.73835003376,0.448700010777,0.160199999809,0.303749978542
6657,0.275900006294,-0.150339841843,0.220100015402,-1.09089994431,-0.935600042343,0.699849963188
5054,0.783900022507,0.641412436962,0.519050002098,0.226350009441,-0.883249938488,0.175650000572
3108,0.712099969387,0.240222111344,0.862699985504,0.643999993801,0.61880004406,0.122250005603
1950,-0.483350008726,0.272993087769,-1.10689997673,-0.354299962521,0.428099989891,0.394800007343
351,0.611050009727,-1.46206378937,-0.413500010967,0.149300009012,0.427850008011,0.696699976921
4846,0.251600027084,1.09191441536,-0.432449996471,-0.935299992561,-0.218849986792,-0.745149970055
1452,1.02189993858,-0.259715110064,-0.836699962616,-0.207849994302,-0.435099989176,0.0300000011921
4776,0.00214999914169,0.800107181072,-0.819599986076,-0.510800004005,-0.180900007486,0.728150010109
6908,0.51994997263,1.49420952797,1.07410001755,-0.550149977207,0.794250011444,-1.06844997406
672,-0.158849984407,0.26783233881,0.165800005198,0.75,-0.119999974966,0.0349499881268
5710,1.76625001431,-0.264920592308,1.08440005779,-0.785650074482,0.113450005651,-0.835749983788
2115,0.0584999918938,0.165158987045,0.234650015831,0.408749997616,-0.348450005054,1.19015002251
7015,0.641099989414,1.82009124756,-0.798949956894,-2.15569996834,-0.140149995685,1.5923999548
8726,-0.751649975777,-1.29901576042,0.0691999942064,0.17689999938,-0.66939997673,-0.14350001514
2185,-0.106349974871,0.456965744495,-0.583149969578,0.243950009346,-0.429700016975,-0.0485499948263
3315,0.200550019741,-0.668579936028,1.01985001564,0.993799984455,0.147349983454,0.31890001893
5289,1.37424993515,-1.09035170078,-0.787349939346,-0.30910000205,-3.74484992027,-0.281899988651
868,-1.06865000725,-0.766817927361,0.264499992132,1.79670000076,-0.488700032234,-0.797749996185
1677,-0.109600007534,1.50708067417,-0.819849967957,-0.570500016212,0.211899995804,1.4959499836
7043,0.984950006008,1.03303599358,-0.83495002985,-0.253349989653,0.462849974632,-0.276850044727
5613,0.35095000267,0.192308843136,-0.112649977207,0.0331499874592,0.188649997115,0.660300016403
595,0.454100012779,1.28225708008,0.901499986649,0.302049994469,0.209749981761,0.631600022316
4793,1.7650500536,0.57359701395,1.03690004349,1.09965002537,-0.285099983215,0.481700003147
2736,-0.18489998579,0.956395864487,0.338349997997,1.40299999714,-0.324649989605,-0.645200014114
5290,0.11285007,-1.53698682785,-1.05235004425,0.477150022984,-0.343600004911,0.415699988604
6194,1.18500006199,-0.988699674606,0.145549997687,0.16914999485,0.00034999998752,0.184349998832
1676,0.0934000015259,-0.565050899982,-0.23789998889,-2.00694990158,-0.0189000014216,-0.061750009656
23512,0.20735001564,-1.23730874062,-2.78984999657,0.0792999863625,0.291000008583,-0.0608000159264
148022,0.248649999499,2.27591085434,0.0383999943733,-1.3478000164,-0.38195002079,-0.47990000248
1906,0.428250014782,-0.921495258808,-0.936650037766,0.0983500182629,-0.682999968529,0.0674999952316
8878,0.94034999609,0.838666558266,0.96154999733,-0.418600022793,0.928650021553,1.2431499958
3091,0.272050023079,0.305489569902,0.638700008392,-1.13874995708,0.989949941635,0.507099986076
5743,-0.759199976921,1.10993993282,-0.284900009632,-0.330700010061,1.1889500618,0.398600012064
5321,-0.670449972153,-1.79162073135,0.148099988699,-2.23944997787,-0.57849997282,-3.78845024109
4144,0.15664999187,-1.16591107845,-0.0469499975443,-0.438499987125,-0.10339999944,0.433200001717
1981,-0.149750009179,1.44839739799,0.389750033617,-2.02695012093,1.76145005226,-0.238949999213
695,2.04984998703,0.358998537064,0.147300004959,0.534049987793,0.805149972439,-0.792600035667
