rid,CPC019_A375_6H:BRD-K38340366-001-06-6:10,CPC019_A549_6H:BRD-K38340366-001-06-6:10,CPC019_A549_24H:BRD-K38340366-001-06-6:10,CPC019_HA1E_6H:BRD-K38340366-001-06-6:10,CPC019_HCC515_6H:BRD-K38340366-001-06-6:10,CPC019_HEPG2_6H:BRD-K38340366-001-06-6:10,CPC019_HT29_6H:BRD-K38340366-001-06-6:10,CPC019_MCF7_6H:BRD-K38340366-001-06-6:10,CPC019_MCF7_24H:BRD-K38340366-001-06-6:10,CPC019_PC3_6H:BRD-K38340366-001-06-6:10,CPC019_PC3_24H:BRD-K38340366-001-06-6:10,CPC019_VCAP_6H:BRD-K38340366-001-06-6:10,CPC019_VCAP_24H:BRD-K38340366-001-06-6:10,KMS002_NOMO1_6H:BRD-K38340366-001-12-4:10,KMS002_NOMO1_6H:BRD-K38340366-001-12-4:3.33,KMS002_NOMO1_6H:BRD-K38340366-001-12-4:1.11,KMS002_NOMO1_6H:BRD-K38340366-001-12-4:0.37,KMS002_NOMO1_6H:BRD-K38340366-001-12-4:0.12,KMS002_NOMO1_6H:BRD-K38340366-001-12-4:0.04,KMS002_NOMO1_6H:BRD-K38340366-001-12-4:0.01,KMS002_NOMO1_6H:BRD-K38340366-001-12-4:0,KMS002_NOMO1_24H:BRD-K38340366-001-12-4:10,KMS002_NOMO1_24H:BRD-K38340366-001-12-4:3.33,KMS002_NOMO1_24H:BRD-K38340366-001-12-4:1.11,KMS002_NOMO1_24H:BRD-K38340366-001-12-4:0.37,KMS002_NOMO1_24H:BRD-K38340366-001-12-4:0.12,KMS002_NOMO1_24H:BRD-K38340366-001-12-4:0.04,KMS002_NOMO1_24H:BRD-K38340366-001-12-4:0.01,KMS002_NOMO1_24H:BRD-K38340366-001-12-4:0,KMS002_THP1_6H:BRD-K38340366-001-12-4:10,KMS002_THP1_6H:BRD-K38340366-001-12-4:3.33,KMS002_THP1_6H:BRD-K38340366-001-12-4:1.11,KMS002_THP1_6H:BRD-K38340366-001-12-4:0.37,KMS002_THP1_6H:BRD-K38340366-001-12-4:0.12,KMS002_THP1_6H:BRD-K38340366-001-12-4:0.04,KMS002_THP1_6H:BRD-K38340366-001-12-4:0.01,KMS002_THP1_6H:BRD-K38340366-001-12-4:0,KMS002_THP1_24H:BRD-K38340366-001-12-4:10,KMS002_THP1_24H:BRD-K38340366-001-12-4:3.33,KMS002_THP1_24H:BRD-K38340366-001-12-4:1.11,KMS002_THP1_24H:BRD-K38340366-001-12-4:0.37,KMS002_THP1_24H:BRD-K38340366-001-12-4:0.12,KMS002_THP1_24H:BRD-K38340366-001-12-4:0.04,KMS002_THP1_24H:BRD-K38340366-001-12-4:0.01,KMS002_THP1_24H:BRD-K38340366-001-12-4:0,MUC.CP005_MCF7_6H:BRD-K38340366-001-06-6:10,MUC.CP005_MCF7_6H:BRD-K38340366-001-06-6:3.3333,MUC.CP005_MCF7_6H:BRD-K38340366-001-06-6:1.1111,MUC.CP005_MCF7_6H:BRD-K38340366-001-06-6:0.3704,MUC.CP005_MCF7_24H:BRD-K38340366-001-06-6:10,MUC.CP005_MCF7_24H:BRD-K38340366-001-06-6:3.3333,MUC.CP005_MCF7_24H:BRD-K38340366-001-06-6:1.1111,MUC.CP005_MCF7_24H:BRD-K38340366-001-06-6:0.3704
5720,-0.269756793976,0.611500024796,-2.48459386826,0.592921197414,0.719484686852,-0.444532334805,-0.595884442329,0.215816885233,0.18124499917,0.394433498383,-1.68362593651,-0.269094765186,-0.93101811409,1.4493830204,0.629650950432,1.05108714104,-0.352665066719,-0.268576443195,1.37467193604,-0.0378318727016,0.335606306791,-1.5301400423,-0.542442083359,0.752237677574,0.351114481688,0.288590967655,0.50884103775,-0.746696233749,0.509304583073,0.0752120614052,0.358311593533,0.672343015671,-0.779674530029,-2.22086668015,-0.326833367348,-0.45972764492,-0.0698856413364,-1.10702013969,0.0153499990702,-0.234764933586,0.180272132158,0.31915345788,0.325707376003,-0.104624927044,0.496857345104,-0.452153682709,-0.791863203049,0.244973123074,-0.233021557331,-1.03495383263,-1.04700446129,-0.370200037956,0.356233358383
466,1.52153778076,0.206000000238,1.08733999729,-1.94221675396,0.582092821598,-0.524906277657,0.487862855196,0.568558573723,1.07348573208,-0.0870053768158,-0.421181112528,-0.920780777931,-0.118082627654,0.149464964867,0.558197319508,1.08101296425,-0.689041137695,-0.75345915556,0.59497988224,-0.539642095566,0.0818693190813,-2.64955568314,-1.78126859665,0.164225563407,0.00666883587837,-0.233024343848,0.896848022938,-0.62078422308,0.46244597435,0.019813105464,1.22257471085,0.965411305428,-0.07240280509,-1.00469994545,0.846366643906,-0.129736572504,1.14198768139,-1.10485565662,-1.06515002251,0.263263851404,0.634758234024,0.795237183571,1.21700692177,0.90180516243,0.955846309662,0.514232635498,0.780708312988,0.694681763649,1.15812778473,0.535012304783,0.09873893857,0.551200032234,0.861900091171
6009,0.383755236864,0.900349974632,-1.81603837013,-0.543383955956,0.227391988039,0.317623257637,0.442350804806,0.404233515263,1.16640543938,0.301284790039,-0.74239885807,0.93454426527,0.408050954342,0.521050572395,-0.147722050548,0.296910583973,-0.276488959789,0.181156307459,0.928598463535,0.695547580719,0.381537020206,-0.173019334674,0.751634836197,0.741757392883,0.105685561895,-0.253208190203,0.308937996626,-0.53204202652,0.816607713699,-0.320351570845,0.353985279799,-0.103145264089,0.00183598697186,-0.753133356571,-0.376066714525,0.796336054802,0.586980581284,0.19032818079,-0.0359999984503,-0.975426435471,-0.095131136477,-0.0568636059761,0.359141349792,0.360666722059,-0.197084844112,-0.700427174568,-0.428651481867,-0.430619776249,0.737530171871,0.168850690126,0.320103645325,0.64509999752,-0.316599994898
2309,0.831608057022,1.3490499258,-0.918481588364,-1.49700927734,0.825501203537,-1.74590373039,-0.548997402191,0.955687105656,-2.10247993469,-0.184799700975,-0.758264422417,-0.175928652287,-0.832611083984,0.889077305794,1.02437412739,0.539675354958,-0.694937825203,0.31133967638,0.0750427991152,-0.457590401173,0.183831825852,1.20365512371,0.437618553638,-0.862218022346,-0.241323143244,-0.711982369423,-0.373010337353,-1.08613967896,-0.660506486893,0.387894749641,0.139976978302,0.158578336239,-1.31478655338,-0.234000012279,-0.496366679668,-0.404739916325,0.294726490974,2.18300628662,1.48799991608,2.18571233749,1.22703003883,1.61330664158,1.25920903683,0.186740741134,0.930771112442,0.251363664865,-0.168659836054,0.0401030182838,-0.446869075298,-0.38984939456,-0.448174655437,-0.104833327234,0.155566707253
387,1.66728889942,0.66764998436,-2.04366970062,0.469557404518,-0.224578663707,0.92988973856,-0.0361523851752,1.50038051605,-1.12760233879,0.723049879074,-0.0717033147812,-0.772221744061,-0.0512596666813,1.11092400551,0.447733700275,1.16584563255,0.386022567749,1.21972382069,0.662417411804,1.41395890713,0.444443315268,-1.70633625984,0.326296687126,0.790457367897,-0.0976403802633,-0.959778785706,0.60713082552,-1.35148024559,0.446544826031,0.337071478367,0.192586570978,0.430216789246,-0.568171739578,-0.27630007267,-0.568466663361,0.195095524192,0.623250842094,-0.94306153059,0.0974999964237,0.647067248821,0.250046551228,-0.0327279418707,0.491963654757,1.05267608166,0.641174316406,-0.539845228195,0.409772932529,0.384166508913,0.103231713176,-0.81910264492,-0.00356739759445,0.364966660738,1.11276674271
3553,-1.08694887161,0.462700009346,1.31651449203,-0.20268201828,0.0341138988733,-0.614522397518,0.152336597443,1.2961742878,0.500700891018,-0.838806927204,-0.880346119404,1.9691952467,0.385012954473,0.325497239828,-0.283364355564,-1.38870763779,-0.00736071914434,-0.269753038883,-0.571623086929,0.128304332495,-0.593976259232,5.08238124847,0.430499404669,-0.924136281013,0.019661411643,-0.315477132797,-0.763520896435,1.45641934872,-0.638668775558,0.455022156239,-1.07903599739,-1.33411073685,0.0338009372354,0.125633329153,0.0759333074093,0.113143347204,-0.906740188599,0.754172384739,-0.475100010633,-0.654791355133,-0.291485965252,-0.467057228088,-0.967883467674,-0.146014019847,-0.432368934155,1.56555771828,0.115721084177,-0.581804871559,-0.541506052017,0.0214666835964,0.787689507008,0.659900069237,0.0814666748047
427,-0.232724398375,0.145150005817,0.479804158211,0.0417838692665,-0.365417838097,-0.839173316956,-0.0864848271012,-0.178059771657,-0.855227828026,0.28979358077,0.525050640106,-1.12256717682,-0.435938835144,0.741919994354,0.247297093272,0.954593062401,-0.365545988083,-0.641541302204,1.93204212189,-0.00582430278882,0.237174093723,-1.23593306541,-1.12422347069,-0.670188724995,-0.509365022182,0.21299508214,1.54324817657,-0.614583313465,0.161450117826,0.29170113802,0.48219615221,0.0568806231022,-0.101233810186,-0.480899989605,0.30586668849,0.142968162894,0.252128601074,-0.585959494114,-1.49899995327,-0.38300216198,-0.365624755621,-0.0330001227558,0.25013384223,-0.231675222516,-0.0459806136787,0.356039375067,1.95267009735,0.557203650475,0.541502952576,0.962079942226,1.05544161797,1.08179998398,1.3575668335
5898,-3.72921252251,0.205550014973,1.10344910622,-1.0683068037,-0.189620599151,-0.140429705381,-0.190623760223,-2.30671453476,-0.0319555699825,-1.07875275612,0.333160877228,0.11062117666,0.300704151392,-1.42091226578,-2.13348913193,-1.75510752201,-0.81858420372,-0.365875124931,0.34990644455,-0.0718671530485,-0.506170094013,-1.79468369484,-0.898558139801,-0.691307067871,0.261118263006,-0.144541054964,-0.223628968,-0.3320094347,-0.45649215579,-1.94755411148,-2.11247062683,-1.44137811661,0.567243814468,0.912533342838,0.269033282995,-0.600892603397,-0.118381470442,-0.0749325975776,-2.24484992027,-0.512459516525,0.249548867345,0.272865563631,1.02456724644,-0.0692649483681,-0.244229003787,-0.63937997818,-0.755386650562,0.143645405769,0.384916305542,0.247218489647,1.03772461414,-0.142633333802,-0.192699998617
23365,0.731579422951,0.744650006294,0.208871841431,-0.192126780748,0.126490652561,0.276771903038,-0.333937823772,0.949330031872,0.665954709053,0.912510216236,0.822531044483,-0.241756007075,0.146018832922,-0.376309514046,-0.691385388374,-1.4834523201,-0.0284770280123,-0.969505906105,-0.860094606876,-1.19251227379,-1.02430474758,-0.00345664937049,-0.704232335091,-1.68839526176,-0.0866683125496,-0.335414648056,-1.41068768501,-0.813697934151,-1.00923907757,-0.143483698368,-0.53631901741,-0.930606484413,0.541284799576,-0.407900005579,0.528500020504,0.52292406559,-0.28928565979,0.0352974385023,0.368450015783,-0.181402027607,0.195095717907,-0.341805756092,-0.964913249016,0.209463983774,-0.386667042971,-1.03417277336,-0.126917243004,0.364704579115,0.69927585125,-0.793191194534,-0.0501111373305,-0.47230002284,-0.432966709137
6657,0.23226095736,0.246350005269,0.166302978992,1.04393446445,-0.950515389442,0.179063603282,-0.0840350091457,0.119111835957,0.276696324348,0.338804930449,0.706430375576,1.5783752203,0.227577731013,-0.0255423486233,-0.652223885059,-2.28902339935,0.157921597362,-0.92806494236,-0.878555893898,-1.09363090992,-1.12552928925,0.605991184711,-1.01476097107,-1.92120277882,-0.340061128139,-0.594626486301,-0.891254603863,0.0298339836299,-1.21392059326,-0.24468255043,-1.41637146473,-1.81869268417,0.350480645895,0.354499995708,-0.0747666954994,-0.280792027712,-1.54879748821,0.00319379195571,-0.519150018692,-1.32419490814,-0.788455307484,-0.34863498807,-0.304573714733,-0.922259092331,-1.40053915977,0.932517528534,-0.450404942036,-0.516647160053,-0.17504017055,-0.0264223664999,0.610638976097,-0.0273666679859,0.16753333807
