rid,CPC010_A375_6H:BRD-K85853281-001-03-9:10,CPC010_A549_6H:BRD-K85853281-001-03-9:10,CPC010_A549_24H:BRD-K85853281-001-03-9:10,CPC010_HA1E_6H:BRD-K85853281-001-03-9:10,CPC010_HCC515_6H:BRD-K85853281-001-03-9:10,CPC010_HEPG2_6H:BRD-K85853281-001-03-9:10,CPC010_HT29_6H:BRD-K85853281-001-03-9:10,CPC010_MCF7_6H:BRD-K85853281-001-03-9:10,CPC010_MCF7_24H:BRD-K85853281-001-03-9:10,CPC010_PC3_6H:BRD-K85853281-001-03-9:10,CPC010_PC3_24H:BRD-K85853281-001-03-9:10,CPC010_VCAP_6H:BRD-K85853281-001-03-9:10
5720,-2.48199486732,4.92360019684,1.35300004482,0.813069164753,2.93538498878,2.23494148254,1.92790138721,1.60659074783,-1.43379640579,1.46180808544,1.10225009918,-2.78900003433
466,-1.33293366432,1.07149994373,-0.46614998579,-1.22818613052,-1.21504628658,-2.43829393387,-0.287165164948,-0.277495980263,-2.75105524063,0.407257765532,-1.42059147358,-2.32139992714
6009,-1.45728111267,-0.44470000267,-1.24129998684,-0.954024791718,-0.365194320679,-0.453276544809,-0.253073900938,0.264680683613,-0.94722867012,-0.577886939049,-0.862535119057,-1.59979999065
2309,-2.1815199852,-2.18029999733,-1.55139994621,-4.30555343628,-2.70473098755,-7.38521528244,-7.00560808182,-3.16910028458,-6.22298669815,-4.23041772842,-5.81476831436,-7.96780014038
387,0.0224678367376,2.6115000248,0.996950030327,0.411817997694,1.11844301224,1.15210068226,2.48424625397,1.83246219158,0.242329344153,1.75319981575,0.978949606419,-1.57190001011
3553,3.37327194214,1.80540001392,2.01760005951,1.90483462811,3.03834819794,2.98593401909,1.18674266338,1.82087874413,2.61426568031,-2.61945605278,-0.332307130098,3.15350008011
427,1.94218981266,3.19939994812,4.38170003891,1.38736712933,1.2692438364,0.964155912399,2.09731793404,1.06201732159,3.30196475983,2.913397789,2.02460312843,2.76859998703
5898,-0.768456101418,0.443800002337,0.570099949837,-0.127880364656,-0.606991708279,-0.847869813442,0.710920870304,-0.297052055597,-0.24283964932,0.282770901918,0.342550516129,3.61669993401
23365,0.203282445669,1.69609999657,-4.19225025177,0.895386695862,2.01582431793,-0.442585170269,0.351208776236,3.78517389297,2.11524510384,2.89392232895,2.63348197937,0.877499997616
6657,0.879942059517,-1.39530003071,1.98064994812,2.9035525322,0.371324658394,2.06719779968,1.8288718462,1.62818408012,2.54379439354,2.21579551697,4.13584899902,2.89520001411
5054,0.121556639671,1.59720003605,1.05624997616,1.73822259903,0.73332285881,0.178617179394,0.929919838905,0.730146288872,5.43927621841,2.74251580238,2.82988929749,1.28949999809
3108,-0.0758931338787,1.19089996815,1.92820000648,0.765686750412,0.286612987518,2.19344139099,-0.609625101089,1.64408671856,0.97304046154,0.678502202034,1.38568735123,0.0944000035524
1950,2.27571058273,5.17409992218,1.63805007935,1.25008487701,2.68474316597,3.42237281799,2.04229426384,2.10102367401,5.02259874344,2.05040788651,3.03170776367,3.00189995766
351,1.62965214252,3.57080006599,2.18435001373,-0.13230457902,0.0352617502213,1.1169219017,1.4487953186,1.50986075401,3.62102007866,0.423364639282,2.41802620888,0.579200029373
4846,2.43290901184,2.61500000954,-0.296949982643,1.77536559105,-0.00884215533733,-0.0419415235519,1.78509426117,0.178959071636,2.66844034195,1.22253227234,2.76365947723,4.95079994202
1452,-0.206264078617,-0.592299997807,-4.81734991074,0.432301998138,-0.402080178261,-0.997575640678,1.27277505398,0.28132712841,-3.13068580627,-0.145184129477,-1.93865132332,1.04999995232
4776,1.73879158497,1.86459994316,2.69950008392,1.83455479145,3.36126828194,3.00763678551,1.23612010479,1.64712488651,2.11838293076,1.44540405273,5.59178829193,2.76959991455
6908,-4.21367883682,-9.31120014191,-4.14664983749,-7.18207454681,-6.19716453552,-7.34192276001,-6.41636037827,-4.8049325943,-9.55626010895,-5.9788942337,-7.67555141449,-3.95679998398
672,-0.772755622864,-1.42999994755,-0.438650012016,-1.16758680344,-1.07210195065,-4.95876455307,0.390182673931,0.739821493626,-0.336209475994,1.01460754871,0.817337453365,-1.95340001583
5710,-0.793038964272,1.26150000095,-0.503300011158,0.474368453026,1.14582943916,1.60337662697,-0.277846217155,1.14185345173,1.43762326241,0.417410552502,-3.29748749733,1.12860000134
2115,0.445025742054,1.48450005054,3.32434988022,2.19086408615,-0.211475610733,1.21227121353,0.00370095670223,1.59749603271,1.60147297382,1.80091309547,-0.56340020895,3.37750005722
7015,2.66552686691,2.57559990883,2.55189990997,2.1768951416,2.98129272461,1.46527731419,1.9621771574,1.25066900253,3.33210492134,2.33049845695,4.80064678192,3.81069993973
8726,-3.92302322388,-6.24170017242,-1.18509995937,-4.08250665665,-4.6297082901,-4.88685321808,-4.00508451462,-3.17030858994,-3.22951436043,-1.34964394569,-3.26978397369,-0.376800000668
2185,2.21095061302,1.69819998741,1.46775007248,2.19121789932,2.51205253601,2.58442020416,2.23968052864,1.31688559055,2.59423017502,1.68444275856,4.1135597229,2.92210006714
3315,1.98154556751,1.82509994507,-0.860199928284,0.722829222679,0.666418194771,2.87727117538,1.99358212948,-0.155859723687,-1.62959718704,0.876128911972,-2.19102954865,-0.178700000048
5289,2.04554772377,1.60350000858,0.189399957657,1.90251481533,1.65126848221,2.32619047165,0.961576342583,1.19882571697,-0.454866915941,1.45394337177,0.940317094326,3.55200004578
868,2.44490289688,2.80649995804,0.0766000002623,1.41530656815,1.57808470726,1.01514875889,0.20622241497,0.0303817391396,-0.075956210494,0.219617024064,2.77673196793,3.25880002975
