rid,CPC003_HA1E_6H:BRD-K35189033-001-03-0:10,CPC003_HA1E_24H:BRD-K35189033-001-03-0:10,CPC003_HCC515_6H:BRD-K35189033-001-03-0:10,CPC003_HCC515_24H:BRD-K35189033-001-03-0:10,CPC003_PC3_6H:BRD-K35189033-001-03-0:10,CPC003_PC3_24H:BRD-K35189033-001-03-0:10,CPC003_VCAP_6H:BRD-K35189033-001-03-0:10,CPC003_VCAP_24H:BRD-K35189033-001-03-0:10,CPC011_A375_6H:BRD-K35189033-001-21-2:10,CPC011_A549_6H:BRD-K35189033-001-21-2:10,CPC011_A549_24H:BRD-K35189033-001-21-2:10,CPC011_HA1E_6H:BRD-K35189033-001-21-2:10,CPC011_HT29_6H:BRD-K35189033-001-21-2:10,CPC011_MCF7_6H:BRD-K35189033-001-21-2:10,CPC011_MCF7_24H:BRD-K35189033-001-21-2:10,CPC011_PC3_6H:BRD-K35189033-001-21-2:10,CPC011_PC3_24H:BRD-K35189033-001-21-2:10,CPC011_VCAP_6H:BRD-K35189033-001-21-2:10,CPC011_VCAP_24H:BRD-K35189033-001-21-2:10,CPC016_A375_6H:BRD-K35189033-001-03-0:10,CPC016_A549_6H:BRD-K35189033-001-03-0:10,CPC016_A549_24H:BRD-K35189033-001-03-0:10,CPC016_ASC_24H:BRD-K35189033-001-03-0:10,CPC016_HEPG2_6H:BRD-K35189033-001-03-0:10,CPC016_HT29_6H:BRD-K35189033-001-03-0:10,CPC016_MCF7_6H:BRD-K35189033-001-03-0:10,CPC016_MCF7_24H:BRD-K35189033-001-03-0:10,CPC016_NEU_24H:BRD-K35189033-001-03-0:10,CPC016_NPC_24H:BRD-K35189033-001-03-0:10,CPC016_SKB_24H:BRD-K35189033-001-03-0:10,CPC020_A375_6H:BRD-K90543092-001-02-0:10,CPC020_A549_6H:BRD-K90543092-001-02-0:10,CPC020_HA1E_6H:BRD-K90543092-001-02-0:10,CPC020_HCC515_6H:BRD-K90543092-001-02-0:10,CPC020_HT29_6H:BRD-K90543092-001-02-0:10,CPC020_MCF7_6H:BRD-K90543092-001-02-0:10,CPC020_MCF7_24H:BRD-K90543092-001-02-0:10,CPC020_PC3_6H:BRD-K90543092-001-02-0:10,CPC020_PC3_24H:BRD-K90543092-001-02-0:10,CPC020_VCAP_6H:BRD-K90543092-001-02-0:10,CPC020_VCAP_24H:BRD-K90543092-001-02-0:10
5720,-1.00499999523,0.475575476885,-1.66292786598,-0.4582015872,0.705707609653,-0.137320503592,-0.983680486679,-4.56809997559,-1.12963330746,0.613005399704,-0.446804434061,-0.745700001717,-9.07949829102,0.284999996424,-0.703850030899,-0.603160381317,-0.748140335083,-0.298473954201,-0.744249939919,-1.75558876991,0.248400002718,-0.350333362818,2.56180810928,0.359173417091,-1.94299972057,-3.01897025108,-1.15849781036,-0.487786054611,0.475053310394,0.784128785133,-0.83925485611,-0.964450001717,0.154200270772,0.925700068474,-0.300899982452,-0.85426402092,-0.642697930336,-1.78781855106,-1.14812147617,-0.720684707165,-1.20186007023
466,-1.68959999084,0.566304445267,0.73438590765,0.80391895771,1.0294469595,-0.831213772297,-0.920264720917,3.57434988022,0.570666670799,0.0562560558319,-0.260505437851,0.112350001931,1.83860421181,-1.12545001507,-0.833299994469,-0.328756690025,0.176309481263,-0.095224454999,-0.292914807796,-0.499863415956,0.344500005245,-1.22380006313,-0.841780424118,0.691604495049,-3.0322303772,-5.00770044327,-0.567567825317,-0.583252251148,-0.812210440636,0.183698117733,-0.787779390812,-0.618099987507,0.171497106552,-0.361200004816,-0.523625016212,-1.2776324749,-1.1826980114,-0.92159986496,-0.912177622318,-0.593818247318,-0.448734283447
6009,0.22159999609,-0.36172914505,-2.22913527489,-0.129849284887,0.965773046017,-0.926284372807,-1.03814733028,0.240649938583,0.0151333510876,0.227127075195,0.0111598968506,-0.486050009727,-1.85415458679,-0.791500031948,-0.0471999943256,-1.46655893326,-0.540457129478,-0.0488730967045,-1.36961174011,0.341614574194,0.0431999862194,-0.0877666771412,0.506239593029,-0.0771386921406,1.2295498848,2.22258639336,0.307774066925,0.220706358552,0.192770838737,-0.106709733605,-1.150431633,-0.44730001688,0.119538716972,-2.06434988976,0.287124991417,0.209852963686,0.768097758293,0.0976338535547,-0.862485587597,-0.849934875965,-1.03303945065
2309,-1.89424991608,0.382250666618,-0.230938822031,-1.40976071358,1.67234134674,0.636985898018,0.134688213468,3.2063498497,0.556200027466,-0.435277581215,0.560874819756,0.508599996567,2.80125546455,-0.162150010467,-0.602649986744,-0.0786898285151,-0.252538412809,3.31755638123,1.41777205467,0.481860995293,0.11005000025,1.96166670322,-1.07426440716,0.807242155075,1.35285568237,0.922332286835,-0.575063407421,-0.614485919476,0.652561247349,-0.968784809113,-1.3698797226,-0.534399986267,0.454690396786,-0.342750012875,0.276525020599,-0.851432025433,-0.222525700927,0.0946730151772,-0.522148966789,5.56718540192,0.458516806364
387,0.0233999788761,-0.0265443325043,0.484869390726,0.00843169540167,0.0976913869381,0.901975691319,-0.805567979813,-1.21254992485,-1.87193334103,-1.07875561714,0.313989460468,-0.499850004911,2.00712513924,-0.101499997079,-1.08580005169,-0.764792978764,-0.0678224340081,0.357400476933,0.645607709885,1.20820009708,1.06764996052,0.3519333601,-0.954707026482,0.708387136459,1.49542593956,4.05691480637,-0.947147190571,0.419425904751,-0.0706087052822,-0.0291886404157,-0.756080687046,-0.212850004435,-0.442372620106,-0.933350026608,-0.0744000077248,-0.667384207249,-0.00222338736057,-1.6119004488,-0.881979763508,-0.0751057490706,-0.0245063602924
3553,0.176100000739,-0.313977658749,0.0808399990201,0.290936231613,-0.017774745822,0.297920256853,-0.590029776096,2.15405011177,0.549633383751,0.796954929829,-0.259279072285,0.160199999809,6.17479085922,-1.51915001869,0.797000050545,-0.147466316819,0.0442264154553,0.316365659237,1.50414800644,0.277491122484,-0.528999984264,0.460000008345,-0.359221100807,-0.868454515934,0.701142728329,-0.191941335797,0.970648288727,-0.318445682526,-0.650254130363,0.0148676633835,1.83114659786,0.0805000066757,0.392186075449,-0.120399996638,0.214475005865,2.11058950424,0.00784683227539,-0.399929225445,0.933744907379,0.327348232269,0.678679347038
427,0.187799990177,0.487472742796,0.78829061985,0.396034657955,0.466172218323,-0.797075867653,0.534894108772,5.57060003281,0.293699979782,-0.596482276917,0.0802248418331,-0.644249975681,2.41299366951,-1.22500002384,0.308400005102,-1.29446697235,0.324453622103,0.182159826159,0.642677247524,2.05748772621,0.933250010014,-0.748566627502,0.234915822744,-0.238843917847,-0.127261698246,-1.73615479469,-0.414971470833,-0.306426644325,-0.041520960629,-0.14969933033,1.11380457878,0.778999984264,-1.16220152378,-0.282000005245,-0.405975043774,-1.1012699604,-1.08762073517,0.271921217442,-0.224723190069,-0.53231960535,0.446242570877
5898,-1.84870004654,1.28507089615,1.59974217415,0.224089384079,-0.285207569599,-0.855778932571,0.161843657494,0.221549987793,0.257166683674,1.30380058289,0.461085379124,-0.888000011444,-2.253282547,-0.528999984264,0.161850005388,-2.40253734589,-0.622917532921,0.266679167747,0.95644903183,-1.49741053581,0.541700005531,-0.375699996948,0.798648655415,-0.238185733557,0.0670890659094,-1.02668523788,0.157856225967,0.231733158231,-1.37270724773,-0.713752090931,-0.0104076517746,-0.581250011921,-0.363490045071,-0.0759500041604,0.307949990034,-1.46490418911,0.2437813133,-0.0688816383481,-0.296965956688,-0.201465696096,0.981728136539
23365,-0.0842999815941,-0.606590509415,0.547862052917,0.169284969568,-0.954904079437,-0.855244398117,-0.0672006979585,0.251800000668,1.21363341808,-0.237906992435,0.0542225241661,-0.973400056362,1.39573645592,0.545249998569,0.832200050354,0.315279215574,1.05023145676,-0.742748260498,-0.42955866456,1.41784012318,0.224050015211,0.337366700172,-0.00355789065361,0.786126613617,-1.16226887703,-0.128568559885,-0.587543487549,-0.190594479442,0.507354259491,-0.748816907406,-0.419664442539,0.261449992657,0.519614338875,-0.253600001335,0.49359998107,-0.379787176847,0.403509676456,-0.791627943516,0.759176135063,-0.397253096104,-0.270580053329
6657,0.00885000824928,0.0197648070753,-0.45868986845,-0.540104091167,0.0537903606892,-0.298370033503,0.106347642839,2.85435009003,0.911399960518,0.437328696251,-1.35339951515,0.385699987411,5.63091421127,-0.983950018883,0.303300023079,0.353266596794,-0.174304172397,-0.0484986901283,1.61926400661,-0.159087449312,-0.576099991798,0.263133347034,-0.273907542229,-0.96621966362,0.4739356637,-0.324708908796,1.00949001312,-0.635236978531,0.21235267818,-0.866629838943,1.61160814762,0.292100012302,0.227725863457,-0.703500032425,0.0202750023454,0.646241188049,0.170096665621,2.5917673111,0.189240217209,0.436460196972,0.811275422573
