rid,CPC005_A375_6H:BRD-A16700644-003-03-6:10,CPC005_A375_24H:BRD-A16700644-003-03-6:10,CPC005_A549_6H:BRD-A16700644-003-03-6:10,CPC005_A549_24H:BRD-A16700644-003-03-6:10,CPC005_HA1E_6H:BRD-A16700644-003-03-6:10,CPC001_HA1E_6H:BRD-A74269027-003-03-8:10,CPC005_HA1E_24H:BRD-A16700644-003-03-6:10,CPC001_HA1E_24H:BRD-A74269027-003-03-8:10,CPC005_HCC515_6H:BRD-A16700644-003-03-6:10,CPC001_HCC515_6H:BRD-A74269027-003-03-8:10,CPC001_HCC515_24H:BRD-A74269027-003-03-8:10,CPC005_HT29_6H:BRD-A16700644-003-03-6:10,CPC005_HT29_24H:BRD-A16700644-003-03-6:10,CPC005_MCF7_24H:BRD-A16700644-003-03-6:10,CPC001_PC3_6H:BRD-A74269027-003-03-8:10,CPC001_PC3_24H:BRD-A74269027-003-03-8:10,CPC001_VCAP_6H:BRD-A74269027-003-03-8:10,CPC001_VCAP_24H:BRD-A74269027-003-03-8:10,CPC005_MCF7_6H:BRD-A16700644-003-03-6:10,CPC005_PC3_6H:BRD-A16700644-003-03-6:10,CPC005_PC3_24H:BRD-A16700644-003-03-6:10,CPC005_VCAP_6H:BRD-A16700644-003-03-6:10,CPC005_VCAP_24H:BRD-A16700644-003-03-6:10,CPC017_A375_6H:BRD-A74269027-003-03-8:10,CPC017_A549_6H:BRD-A74269027-003-03-8:10,CPC017_A549_24H:BRD-A74269027-003-03-8:10,CPC017_ASC_24H:BRD-A74269027-003-03-8:10,CPC017_HEPG2_6H:BRD-A74269027-003-03-8:10,CPC017_HT29_6H:BRD-A74269027-003-03-8:10,CPC017_MCF7_6H:BRD-A74269027-003-03-8:10,CPD001_MCF7_6H:BRD-A74269027-003-16-0:10,CPC017_MCF7_24H:BRD-A74269027-003-03-8:10,CPD001_MCF7_24H:BRD-A74269027-003-16-0:10,CPC017_NPC_24H:BRD-A74269027-003-03-8:10,CPD001_PC3_24H:BRD-A74269027-003-16-0:10,CPC017_PHH_24H:BRD-A74269027-003-03-8:10,CPC017_SKB_24H:BRD-A74269027-003-03-8:10
5720,0.60028553009,0.123700000346,0.410216152668,-0.882469117641,0.838649988174,0.161963373423,0.422482848167,-0.156799018383,0.256399989128,0.286799997091,-1.15324640274,0.286183357239,-0.0930270627141,0.456737756729,-0.520920038223,0.43601500988,0.0425245389342,0.693187057972,-0.137579977512,-0.777442157269,-0.949118494987,0.83056730032,0.206350699067,1.10149812698,-1.01657223701,-0.824006915092,0.200172126293,-0.0788830816746,-0.934571802616,-0.318603038788,0.704053103924,-1.2236931324,0.0908417999744,0.977183461189,0.262247115374,-0.267939150333,-0.403849959373
466,0.441961914301,-0.0724999979138,0.303551971912,-0.760623395443,1.61870002747,0.834312200546,1.23235702515,-0.128407254815,-0.582849979401,-0.930250048637,0.653548181057,0.138452023268,0.720124661922,0.734125971794,0.242359876633,1.03628838062,0.573202133179,0.222320467234,-1.4901175499,-1.19718813896,0.437165737152,0.632878661156,0.0996297001839,0.614687800407,-1.47705817223,0.310765981674,0.656463027,0.197059065104,-0.384832054377,0.0158274769783,-1.28067874908,-0.303138762712,0.277949541807,0.69240552187,-0.371737957001,-0.184795036912,-1.44690001011
6009,0.847024619579,-0.78409999609,-0.246680364013,-0.785562932491,0.469700008631,-0.101946622133,1.07191753387,0.429557919502,0.836650013924,-0.896749973297,-0.557365775108,0.0158793628216,1.24572205544,0.11989428103,-0.672883570194,0.116229258478,-0.0318449139595,0.503732323647,-0.210975065827,0.306744366884,-0.210746854544,-0.54489004612,-0.00913312286139,-0.518274307251,0.0172577649355,0.991446077824,-0.11303268373,0.343920260668,-1.23885893822,1.03504037857,0.460368126631,-0.304694265127,-0.25606584549,-0.342212378979,0.52029556036,-0.194123566151,-0.16555005312
2309,-0.713086426258,0.906899988651,0.201511397958,0.187145575881,-0.775049984455,1.10090887547,0.784831881523,0.175474971533,0.0270999968052,-0.291550010443,0.630232810974,-0.0507932677865,-0.10914260149,0.014157872647,0.628472089767,-0.502927541733,1.2519851923,0.859753608704,-0.501861274242,-0.0182275474072,-0.203969478607,1.3061580658,0.522119164467,-0.249097883701,-0.206941246986,-1.56927764416,0.329230606556,0.374236762524,1.23818385601,-0.67608577013,0.662234246731,-0.148383066058,0.385158538818,-0.848225355148,1.56444096565,0.732017993927,0.932349979877
387,-0.780541539192,-1.82550001144,0.446368932724,-0.490624904633,0.494249969721,0.286846339703,-0.815524697304,0.0103532914072,0.158450007439,-0.461450010538,0.178634867072,-0.336884856224,-0.0570580251515,-0.404964864254,0.140253439546,0.292056798935,-0.180100917816,-0.31407803297,1.03065001965,-0.0902009531856,-0.394502282143,-0.34364721179,0.312886446714,0.667511463165,-0.408146440983,1.76897633076,0.226324498653,0.181412547827,0.576296806335,0.91330075264,0.702354252338,0.539188146591,-0.232264325023,0.52002543211,-0.202072888613,0.138182997704,1.91554999352
3553,1.04880464077,0.22840000689,0.225665062666,0.95615619421,0.810350000858,-1.34106373787,-0.363732337952,-0.865627884865,-0.899199962616,-0.399749994278,-0.129275009036,0.35515755415,-1.09888780117,-1.27797162533,0.14913482964,0.241043031216,-0.664894461632,-0.938417494297,-0.333606988192,-2.03496575356,-1.23724508286,-0.168262347579,-0.275658994913,0.149264603853,1.08198285103,0.102575093508,0.37675255537,0.604745268822,-0.108223706484,0.482545375824,-0.777611494064,0.730065226555,-0.523751974106,-0.704360842705,-1.23008692265,2.33572912216,0.51390004158
427,0.97330892086,0.533200025558,-0.238258272409,-1.09072959423,0.446299999952,1.31204366684,1.01161682606,-0.345792591572,-0.62650001049,-0.8519500494,0.431408047676,0.0154470205307,-0.0858501493931,0.137841790915,-0.7427328825,0.101735971868,-0.915389597416,0.308051049709,-0.364037960768,0.103217482567,-0.0606950446963,0.130397677422,0.592673122883,-0.25689920783,-0.20745959878,1.64550185204,0.730179786682,-0.0152206905186,0.554024159908,-0.692480623722,-1.06318557262,0.115421660244,0.890580058098,0.157353386283,-0.171738967299,0.00677062571049,-0.917699992657
5898,0.294398665428,-0.75,0.527998387814,-2.00499868393,0.34375,0.311714321375,0.127054572105,-0.870854079723,-0.279100000858,-0.737600028515,-0.413660109043,0.202701687813,-1.73634254932,0.497057914734,0.406149625778,0.842402160168,0.198849648237,-0.094528645277,-0.664158821106,-0.863488376141,0.194665044546,-0.522071957588,-0.593193292618,-0.353491216898,-2.98132872581,-0.6188403368,-0.0497626960278,-1.43788933754,0.573197960854,0.471159517765,-0.209446460009,0.408978819847,-0.0485002398491,0.177374094725,-0.291866540909,0.0366731286049,-0.718850016594
23365,-0.558397114277,-0.836499989033,-0.664264023304,0.702836990356,0.420850008726,0.3721152246,-0.67899274826,-1.49127244949,0.811500012875,-0.614400029182,-0.376906216145,-0.722075581551,0.499542236328,-0.373786240816,-0.459868907928,-0.119389355183,-0.447133868933,-1.20300006866,0.233546048403,-0.157267674804,0.986370325089,-0.699962973595,-0.121655330062,0.223217815161,0.42092064023,1.42059373856,0.316146850586,-0.123789399862,-0.0289487689734,0.927018165588,0.594405293465,1.01484549046,-0.681126832962,1.12569570541,-0.63970965147,1.32035243511,-1.38104999065
6657,-0.0177929848433,-0.242300003767,-0.121246516705,-0.388858318329,-1.23249995708,-0.990057826042,-0.213646292686,-0.220566943288,0.117050006986,0.482349991798,0.296064436436,-0.33851391077,-1.05596101284,-0.665952682495,-0.42647087574,-0.712329864502,-0.715114533901,-0.423967212439,-0.868751764297,0.497599929571,-0.0349298939109,-0.635150790215,0.366374373436,-0.216941788793,1.1065582037,-1.06028437614,0.505124509335,0.0246883630753,0.522634625435,-0.206712797284,-0.101916536689,0.0956200659275,-0.445285886526,-0.754555046558,-0.464863419533,1.01386857033,1.32895004749
5054,0.207000672817,0.0662000030279,-0.156337156892,-0.477981865406,-1.09430003166,0.482320398092,-0.743466377258,1.04365730286,-0.330900013447,-0.393800020218,-0.330769896507,-0.30410015583,-1.71335113049,0.667159378529,-1.63920068741,-1.50539505482,-0.213642880321,0.344644933939,0.950408220291,-3.62554430962,-1.52091646194,-1.01710426807,-0.942755103111,-1.99559986591,-0.450766444206,-0.736261606216,0.52170664072,-0.19012580812,0.652507424355,-0.325028479099,-0.640649735928,-0.229437932372,-0.0803890675306,0.550371110439,-3.85171222687,0.751107692719,-0.0170499999076
3108,-0.243439942598,-0.0746000036597,-1.38480806351,-0.0565787553787,-0.231549993157,0.108215555549,1.1070278883,0.725061118603,-0.45300000906,-0.726549983025,-0.439243793488,0.287709385157,-0.057718038559,-0.0269941091537,-1.77400720119,-0.971264004707,0.0942423343658,-0.0089105265215,0.835944652557,-1.40970301628,0.535229027271,-0.941865921021,0.0512687265873,1.09887480736,0.609587013721,0.0513750016689,0.0313581228256,0.618178009987,0.607587993145,1.53161787987,3.14427375793,0.383986085653,-0.525952875614,0.85678166151,0.575989961624,-0.545778572559,0.580900013447
1950,1.94705879688,0.71020001173,-0.183392703533,0.445114254951,-0.709100008011,1.50720918179,0.396763712168,0.71480935812,-1.01795005798,-0.422499984503,-0.190720304847,0.380219787359,-1.01260662079,-0.0567034184933,-0.404668539762,-0.500337481499,-0.998522758484,-0.342082619667,-1.13545179367,0.904275238514,-0.0611654482782,-1.13261413574,-0.83208990097,-0.438646703959,1.5454158783,-0.00546780228615,-0.0165863484144,7.27275800705,0.695229768753,-0.761578500271,-0.472256302834,0.487032651901,1.05722737312,-1.59233391285,0.0773903876543,-0.266486734152,-0.472150027752
351,0.64500105381,1.2513999939,-1.08141493797,0.908916831017,-0.625899970531,0.244358941913,0.663753271103,-0.0653091520071,-0.803849935532,-0.3274500072,0.248064249754,0.547075986862,-0.92248660326,-0.654218614101,-0.75628387928,-0.350636184216,0.101511657238,-0.00543818389997,-0.564181506634,0.00683353841305,-0.142452687025,0.215671911836,0.0707267150283,-1.47113823891,0.644513905048,0.847725212574,-0.448502838612,0.305335998535,0.0161373242736,-0.11629986763,-0.435669839382,-0.447658896446,0.916710793972,0.312601447105,-0.690711379051,-0.345253795385,-0.00135000003502
4846,0.15484264493,0.567900002003,0.561743617058,0.476682722569,-0.345200002193,0.958229243755,0.817782461643,-0.590155780315,-0.978150010109,0.853699982166,0.374584138393,0.114112615585,-0.749895632267,0.482112824917,-1.48379659653,-0.781796574593,0.373583912849,0.877218306065,-0.286500573158,0.798560500145,-0.21029523015,0.0438948981464,-0.326613992453,-0.299414038658,1.39099347591,0.467583328485,-0.882435679436,0.340301901102,-0.757967114449,0.0416184812784,0.35077509284,-0.740743160248,1.01689338684,0.137174248695,-1.40930056572,-0.118320077658,0.359299987555
