rid,CPC001_HA1E_6H:BRD-K71534238-001-03-5:10,CPC001_HA1E_24H:BRD-K71534238-001-03-5:10,CPC001_HCC515_6H:BRD-K71534238-001-03-5:10,CPC001_HCC515_24H:BRD-K71534238-001-03-5:10,CPC001_PC3_6H:BRD-K71534238-001-03-5:10,CPC001_PC3_24H:BRD-K71534238-001-03-5:10,CPC001_VCAP_6H:BRD-K71534238-001-03-5:10,CPC001_VCAP_24H:BRD-K71534238-001-03-5:10,CPC007_A375_6H:BRD-K71534238-001-06-8:10,CPC007_A375_24H:BRD-K71534238-001-06-8:10,CPC007_A549_6H:BRD-K71534238-001-06-8:10,CPC007_A549_24H:BRD-K71534238-001-06-8:10,CPC007_HA1E_6H:BRD-K71534238-001-06-8:10,CPC007_HA1E_24H:BRD-K71534238-001-06-8:10,CPC007_HCC515_6H:BRD-K71534238-001-06-8:10,CPC007_HT29_6H:BRD-K71534238-001-06-8:10,CPC007_HT29_24H:BRD-K71534238-001-06-8:10,CPC007_MCF7_6H:BRD-K71534238-001-06-8:10,CPC007_MCF7_24H:BRD-K71534238-001-06-8:10,CPC007_PC3_6H:BRD-K71534238-001-06-8:10,CPC007_PC3_24H:BRD-K71534238-001-06-8:10,CPC007_VCAP_6H:BRD-K71534238-001-06-8:10,CPC007_VCAP_24H:BRD-K71534238-001-06-8:10,CPC017_A375_6H:BRD-K71534238-001-03-5:10,CPC017_A549_6H:BRD-K71534238-001-03-5:10,CPC017_A549_24H:BRD-K71534238-001-03-5:10,CPC017_ASC_24H:BRD-K71534238-001-03-5:10,CPC017_HEPG2_6H:BRD-K71534238-001-03-5:10,CPC017_HT29_6H:BRD-K71534238-001-03-5:10,CPC017_MCF7_6H:BRD-K71534238-001-03-5:10,CPC017_MCF7_24H:BRD-K71534238-001-03-5:10,CPC017_NPC_24H:BRD-K71534238-001-03-5:10,CPC017_PHH_24H:BRD-K71534238-001-03-5:10,CPC017_SKB_24H:BRD-K71534238-001-03-5:10
5720,-1.31111133099,0.214160084724,-0.0785999968648,-1.10654914379,-0.231722384691,-0.21695895493,-0.4726113379,0.21525195241,0.216531127691,-0.31324622035,0.271740406752,0.211815714836,0.918856620789,-0.446121394634,-0.110000014305,0.818736433983,-0.890219271183,0.285291135311,-0.840618729591,-0.900258779526,-0.250285625458,-0.468526154757,-0.634505152702,1.07777404785,-0.96248036623,-0.120922878385,-0.526016652584,0.128418758512,-0.244123995304,-0.0212866328657,-1.41930770874,2.49602556229,-0.526689767838,0.0202000141144
466,0.472325205803,0.288209557533,-0.756349980831,-0.833299160004,-0.12821058929,0.0402917824686,-0.59653377533,-0.148740544915,-0.0117237865925,0.287054598331,0.193693876266,0.0227827727795,0.348201990128,-0.87196791172,-0.167099997401,0.396296590567,0.550220549107,-0.138612478971,-0.348377525806,0.215414732695,0.408706188202,-0.683211266994,-0.655738592148,0.245064899325,-1.8105943203,-0.416849911213,-0.57683300972,0.555543661118,0.445317864418,-0.764607071877,-0.965203225613,-0.291621387005,0.318566381931,0.307550013065
6009,0.654848396778,-0.355944782495,-0.396950006485,-0.408770889044,0.178083121777,-0.151507616043,0.53925973177,-0.224681675434,-0.238471776247,-0.403983831406,-0.254552125931,1.22350013256,-0.286400437355,-0.00695590674877,-0.000949993729591,0.210579901934,0.171049028635,-0.470924764872,-1.22583031654,0.0177627522498,0.0565725713968,-0.608418762684,-0.123108401895,1.92921209335,-0.706660628319,0.145083665848,-0.182922884822,0.0985142886639,-0.0782975852489,-0.994319617748,-0.361248672009,0.0066588036716,0.279732018709,-0.767549991608
2309,-0.508155584335,0.45232796669,-0.508449971676,-0.500106871128,0.2047354877,0.42620831728,0.579910337925,0.412045180798,-0.666008710861,0.279330313206,0.237185895443,0.64603215456,-0.567237257957,-0.053576875478,-0.911849975586,-0.885997533798,-0.397178947926,0.299969673157,0.0608092844486,0.931216657162,-0.0170551091433,-0.596821188927,0.274146109819,-0.109930232167,-0.648357868195,0.204490631819,-0.25770252943,-1.34153318405,-0.53495490551,0.233491331339,-0.398925274611,-0.662848472595,-0.831291258335,-0.67015004158
387,0.191275462508,0.444567859173,-1.01014995575,-1.02110886574,-0.579858064651,0.0301829669625,0.1386102736,0.304892718792,-0.693057537079,-0.38232806325,-0.514540016651,-0.186468616128,-0.128137424588,-1.10277152061,-0.180500015616,-0.857646942139,0.0934489071369,-0.48690778017,-0.294781684875,0.615194201469,-0.836294054985,-1.04927885532,-0.182947456837,-0.281171500683,-0.16095533967,-0.439590662718,-0.1312700212,-0.32381644845,-0.0163911432028,0.441360414028,-0.177845194936,-0.309533625841,0.159071087837,-0.576300024986
3553,0.116266131401,-0.478643536568,-0.0890999883413,0.112124301493,0.954942464828,1.23070192337,0.557112038136,0.00891712680459,0.949067234993,1.26083958149,-0.586403727531,-0.300695687532,-0.759484350681,1.12103915215,0.217099994421,0.776907026768,-0.0542163550854,1.02026700974,1.32105731964,1.62882614136,1.45359158516,0.769603252411,0.16864079237,-0.28047645092,0.125226125121,-0.298123806715,-0.601446151733,0.0224250908941,0.990647614002,-1.06110191345,1.76861977577,-0.274464249611,-0.242899358273,-0.129850000143
427,1.24102640152,-0.096139088273,-0.1412999928,0.18028229475,0.103918686509,0.52612310648,0.341557621956,-1.42781496048,0.491907000542,-0.257866799831,-0.62244695425,-0.750493884087,0.0758506506681,0.445431083441,-0.103900000453,0.817805051804,0.429053723812,0.482335984707,-0.198280826211,0.868961751461,0.86300688982,-0.812083780766,-0.940768301487,-0.858208537102,-1.52266848087,-0.186330020428,-0.439621627331,-0.248431324959,1.26758277416,0.644784331322,-0.654816269875,0.675450861454,0.995528697968,0.828850030899
5898,0.764710783958,0.824582695961,-0.521899998188,-0.29408633709,-0.851553976536,0.170488014817,-2.02725505829,-0.506592810154,1.03607809544,0.294959187508,0.526766836643,0.959857583046,-0.128567039967,-1.1159954071,-1.86655008793,0.411903440952,0.912019252777,-0.00862277112901,0.0995903611183,-1.94641661644,-0.112395450473,0.274846255779,-0.0740093961358,-1.37675619125,0.966936230659,0.0824910104275,-1.04755830765,0.472718000412,0.250330477953,-0.922980606556,-1.44425952435,-0.810820221901,-0.089532405138,-0.232550010085
23365,1.1288741827,-0.878135383129,-0.323150008917,-0.249187409878,-0.267987459898,-0.641382932663,-0.613593101501,0.0797374024987,-0.0924740582705,0.74785977602,2.14952635765,-0.444271445274,-0.442214220762,-1.10269510746,-1.120849967,-0.571494877338,0.337311118841,-0.659800708294,0.709853351116,2.40494775772,0.218252599239,-0.541294753551,-0.885187327862,-1.08452606201,-1.07608127594,-0.329669028521,0.167823314667,0.63911229372,0.333655238152,-0.126052320004,0.27996379137,-0.281987160444,-0.223749771714,-0.768949985504
6657,0.0464303381741,-0.811781167984,-0.770949959755,0.13627037406,0.517569959164,0.157735854387,0.760451197624,0.0640096664429,1.50595569611,0.785269141197,-0.449165165424,-1.33583664894,0.113414943218,1.90280425549,-0.249650001526,0.62836432457,-0.351476490498,0.101809218526,1.10420107841,0.212398886681,0.351457744837,0.875573456287,-0.128235846758,-0.399375289679,1.62624931335,-0.607539772987,1.38813328743,-0.1131939888,0.096822053194,-0.620139122009,1.93760728836,0.0301328804344,-0.391377776861,-0.726500034332
