rid,CPC006_A375_6H:BRD-K52904470-001-02-2:10,CPC006_A375_24H:BRD-K52904470-001-02-2:10,CPC006_A549_6H:BRD-K52904470-001-02-2:10,CPC006_A549_24H:BRD-K52904470-001-02-2:10,CPC006_A673_6H:BRD-K52904470-001-02-2:10,CPC006_AGS_6H:BRD-K52904470-001-02-2:10,CPC006_CL34_6H:BRD-K52904470-001-02-2:10,CPC006_CORL23_6H:BRD-K52904470-001-02-2:10,CPC006_COV644_6H:BRD-K52904470-001-02-2:10,CPC006_DV90_6H:BRD-K52904470-001-02-2:10,CPC006_EFO27_6H:BRD-K52904470-001-02-2:10,CPC006_HA1E_6H:BRD-K52904470-001-02-2:10,CPC006_HA1E_24H:BRD-K52904470-001-02-2:10,CPC006_HCC15_6H:BRD-K52904470-001-02-2:10,CPC006_HCC515_6H:BRD-K52904470-001-02-2:10,CPC006_HCC515_24H:BRD-K52904470-001-02-2:10,CPC006_HCT116_6H:BRD-K52904470-001-02-2:10,CPC006_HEC108_6H:BRD-K52904470-001-02-2:10,CPC006_HEPG2_6H:BRD-K52904470-001-02-2:10,CPC006_HT115_6H:BRD-K52904470-001-02-2:10,CPC006_HT29_6H:BRD-K52904470-001-02-2:10,CPC006_HT29_24H:BRD-K52904470-001-02-2:10,CPC006_JHUEM2_6H:BRD-K52904470-001-02-2:10,CPC006_LOVO_6H:BRD-K52904470-001-02-2:10,CPC006_MCF7_6H:BRD-K52904470-001-02-2:10,CPC006_MCF7_24H:BRD-K52904470-001-02-2:10,CPC006_MDST8_6H:BRD-K52904470-001-02-2:10,CPC006_NCIH1694_6H:BRD-K52904470-001-02-2:10,CPC006_NCIH1836_6H:BRD-K52904470-001-02-2:10,CPC006_NCIH2073_6H:BRD-K52904470-001-02-2:10,CPC006_NCIH508_6H:BRD-K52904470-001-02-2:10,CPC006_NCIH596_6H:BRD-K52904470-001-02-2:10,CPC006_NOMO1_6H:BRD-K52904470-001-02-2:10,CPC006_OV7_6H:BRD-K52904470-001-02-2:10,CPC006_PC3_6H:BRD-K52904470-001-02-2:10,CPC006_PC3_24H:BRD-K52904470-001-02-2:10,CPC006_PL21_6H:BRD-K52904470-001-02-2:10,CPC006_RMGI_6H:BRD-K52904470-001-02-2:10,CPC006_RMUGS_6H:BRD-K52904470-001-02-2:10,CPC006_SKLU1_6H:BRD-K52904470-001-02-2:10,CPC006_SKM1_6H:BRD-K52904470-001-02-2:10,CPC006_SKMEL1_6H:BRD-K52904470-001-02-2:10,CPC006_SKMEL28_6H:BRD-K52904470-001-02-2:10,CPC006_SNGM_6H:BRD-K52904470-001-02-2:10,CPC006_SNU1040_6H:BRD-K52904470-001-02-2:10,CPC006_SNUC4_6H:BRD-K52904470-001-02-2:10,CPC006_SNUC5_6H:BRD-K52904470-001-02-2:10,CPC006_SW480_6H:BRD-K52904470-001-02-2:10,CPC006_SW620_6H:BRD-K52904470-001-02-2:10,CPC006_SW948_6H:BRD-K52904470-001-02-2:10,CPC006_T3M10_6H:BRD-K52904470-001-02-2:10,CPC006_THP1_6H:BRD-K52904470-001-02-2:10,CPC006_TYKNU_6H:BRD-K52904470-001-02-2:10,CPC006_U937_6H:BRD-K52904470-001-02-2:10,CPC006_VCAP_6H:BRD-K52904470-001-02-2:10,CPC006_VCAP_24H:BRD-K52904470-001-02-2:10,CPC006_WSUDLCL2_6H:BRD-K52904470-001-02-2:10,ERG003_VCAP_6H:BRD-K52904470-001-02-2:10,ERG003_VCAP_6H:BRD-K52904470-001-02-2:30,ERG004_VCAP_6H:BRD-K52904470-001-02-2:10,ERG004_VCAP_6H:BRD-K52904470-001-02-2:30,ERG003_VCAP_24H:BRD-K52904470-001-02-2:10,ERG003_VCAP_24H:BRD-K52904470-001-02-2:30,ERG004_VCAP_24H:BRD-K52904470-001-02-2:10,ERG004_VCAP_24H:BRD-K52904470-001-02-2:30,ERG006_VCAP_24H:BRD-K52904470-001-02-2:0.15625,ERG006_VCAP_24H:BRD-K52904470-001-02-2:2.5,ERG006_VCAP_24H:BRD-K52904470-001-02-2:5,ERG006_VCAP_24H:BRD-K52904470-001-02-2:0.3125,ERG006_VCAP_24H:BRD-K52904470-001-02-2:0.625,ERG006_VCAP_24H:BRD-K52904470-001-02-2:10,ERG006_VCAP_24H:BRD-K52904470-001-02-2:1.25,ERG006_VCAP_24H:BRD-K52904470-001-02-2:20,CPC006_H1299_6H:BRD-K52904470-001-02-2:10,CPC006_RKO_6H:BRD-K52904470-001-02-2:10
5720,-0.36196821928,0.321190625429,0.467587143183,0.0659948214889,-0.154949992895,-0.969449996948,-0.454400002956,-0.421400010586,-1.31270003319,-0.467149972916,1.11849999428,0.212345555425,0.616640210152,-0.0237911380827,0.323523700237,-0.252730727196,-0.633000016212,0.891448915005,0.387924641371,0.0974500030279,0.444644629955,-0.0500713288784,1.11940002441,-0.169449999928,0.0575996339321,-0.178109481931,-0.433250010014,-0.849799990654,-0.756850004196,-0.491750001907,-0.260300010443,0.235599994659,-3.38569998741,-0.855199992657,-2.20766568184,0.50563120842,0.418699979782,0.600650012493,-1.7880500555,0.147100001574,-0.00304999947548,0.230600014329,0.33109998703,0.700049996376,-0.0948000028729,0.716449975967,-0.625949978828,0.855350017548,0.737211346626,0.0931169316173,-1.08134996891,0.174961328506,0.605350017548,-0.271749973297,-0.0955765098333,-0.927306234837,-1.48530006409,0.57080000639,-0.278250038624,-0.547293245792,-0.244017884135,0.02144998312,0.15569999814,0.528449594975,0.728195607662,0.77708697319,-0.160253673792,-0.79201489687,0.160313948989,0.274287968874,0.27571284771,0.620210170746,-0.300841510296,0.0168499946594,0.893700003624
466,-0.219821542501,0.577897667885,-0.138495340943,0.126572728157,-0.0815500020981,-0.964249968529,-0.510999977589,-0.744249939919,-1.95729994774,-0.58544999361,-0.237149983644,0.0918376818299,0.506549179554,0.101153053343,0.299637764692,-0.410954624414,0.163149997592,0.123790413141,0.542947232723,0.030450001359,0.337650299072,0.463119566441,-0.14580000937,-0.313450008631,0.442713499069,-0.315626233816,-0.479699999094,-0.32539999485,-0.107499994338,-0.88094997406,0.0224500000477,-0.886450052261,-0.844399988651,-1.00499999523,0.83695101738,-0.272484660149,-0.124799966812,0.375100016594,-1.05379998684,0.571750044823,0.0643499940634,0.516399979591,0.0486000180244,-0.389899998903,-1.06019997597,-0.379649996758,0.527000010014,-1.39610004425,-0.996804952621,0.391753196716,-0.570399999619,0.208894401789,1.24514997005,0.390599995852,0.151857271791,-0.161747425795,-2.34330010414,-0.884600043297,0.230250000954,-0.17136067152,-0.300320357084,-0.327600002289,0.554450035095,-0.73590451479,0.49180907011,0.509962379932,0.148578286171,-0.628998398781,0.109656535089,-0.505869984627,-0.00829111784697,-0.0709535777569,0.501588761806,-0.102249979973,0.734600007534
6009,-0.42915558815,0.399155050516,-0.637925565243,-0.230623960495,-0.210800021887,0.162999987602,-1.12300002575,-0.491050004959,-1.65649998188,-0.220899999142,0.876550018787,-0.165148153901,0.560719311237,0.252496778965,0.0124393999577,0.303301990032,-0.655550003052,0.651976525784,-0.85526907444,-0.589949965477,0.0996976792812,0.114870242774,-0.422999978065,-0.692000031471,-0.213924452662,-0.106674291193,0.104349993169,-0.507049977779,-0.264300018549,0.0935499668121,-0.268800020218,0.0913499966264,-2.55280017853,-1.44234991074,0.0351507663727,-0.272296696901,-0.590450048447,0.347100019455,0.699550032616,-0.324649989605,0.181850001216,0.467099994421,1.06869995594,0.218549996614,-0.513700008392,0.678849995136,-1.34490001202,-0.267749994993,0.732202708721,-0.566263377666,-0.782899975777,0.13708782196,-5.43540000916,-0.759700000286,-0.624128460884,-0.866486549377,-1.12884998322,0.340449988842,0.754800021648,-0.53928232193,-0.599005401134,0.822600007057,0.0850500017405,0.466601252556,0.930065512657,0.606254339218,-0.21165600419,-0.781942307949,-0.339988082647,0.74239128828,0.759074151516,-0.0891479849815,0.207081660628,-0.0923000052571,0.0527999997139
2309,-0.0837280154228,-0.081150598824,-0.201424404979,-0.388278216124,-0.578050017357,-0.565850019455,0.764199972153,0.156750008464,-1.22169995308,-0.760550022125,1.03345000744,-0.117436543107,-0.225346446037,-1.00575733185,-0.123904123902,-0.163181483746,-0.253149986267,-0.229763269424,-0.532929718494,-0.431649982929,-0.58841830492,-0.55057913065,-0.33805000782,-1.04879999161,-0.472334325314,-0.28077429533,-0.00914999842644,-2.29520010948,-1.17715001106,-0.664099991322,-0.0808500051498,-0.284299999475,0.914100050926,-0.336849987507,-0.311968237162,-0.757831811905,0.45174998045,-0.258149981499,0.0127499997616,-0.160399988294,-0.237399995327,0.699550032616,-0.800949990749,1.1427500248,-0.391999989748,0.245949983597,1.95975005627,0.123350009322,0.399027258158,-0.223927482963,0.029549986124,-0.899801850319,1.82159996033,-1.13715004921,-0.475536584854,-0.285701692104,-0.31479999423,-0.457100003958,0.0947999954224,-1.0745664835,-0.0843112468719,0.552950024605,0.442900002003,-0.306535124779,-0.246991589665,0.192158773541,-1.48378133774,-1.87470018864,0.0492415428162,0.298289865255,0.457395762205,-0.42649936676,0.283643335104,0.136050015688,-0.270350009203
387,-0.213816285133,0.223587870598,-0.760638713837,0.559087634087,0.6507999897,-0.0908999964595,1.21519994736,0.0300000011921,-0.988099992275,-0.275950014591,0.299349993467,-0.656926751137,0.355025589466,-0.59092271328,-0.612855911255,-0.658016681671,-0.0252999663353,0.0719330608845,0.864938318729,-0.488499999046,0.11018152535,0.226843953133,-0.566599965096,-0.531949996948,0.511735200882,-0.819809794426,-1.19860005379,-1.00590002537,-0.321850001812,0.356549978256,0.172100007534,-0.196700006723,-1.31280004978,-0.679549992085,0.453925073147,0.180287584662,1.38524997234,-1.13860011101,0.0383499860764,-0.846249997616,0.661050021648,-0.133949995041,-1.74884998798,-0.297849982977,-0.306300014257,0.845849990845,1.08229994774,0.351200014353,0.868209004402,0.0860583037138,-0.199250012636,-0.389855831861,0.886949956417,-0.507250010967,-0.515626490116,-1.48442804813,-0.546550035477,1.45459997654,-0.274350017309,-0.74197602272,-0.685863137245,0.723999977112,0.155550003052,0.773265600204,0.637689352036,0.54539513588,0.414405405521,0.016215166077,-0.619803488255,0.290071755648,0.523335337639,0.0483004786074,-0.304283380508,0.754750013351,-0.127149999142
3553,0.19600199163,-0.313680261374,0.0926966518164,-0.118773512542,-0.277549982071,0.590200006962,0.646399974823,-0.236099988222,1.03170001507,0.664549946785,-0.308299988508,0.476079165936,0.08701505512,0.0146797038615,-0.670108675957,1.0130623579,-0.195000007749,0.0453308783472,0.332499742508,-0.893200039864,0.0569315552711,-0.222259134054,0.0628999769688,0.420800000429,0.101034291089,0.660045862198,0.614650011063,0.188500002027,-0.147649973631,-0.25229999423,-0.000650003552437,0.368299990892,0.514600038528,0.304549992085,0.131523236632,0.175801336765,1.62770009041,1.3273999691,-0.394899994135,1.48974990845,-0.662349998951,-0.0679499953985,0.474099993706,-0.104149997234,-0.148399993777,-1.19775009155,1.33685004711,-0.297149986029,-0.0591658689082,0.0456588715315,-0.056599996984,-0.199244514108,1.59710001945,-0.33109998703,0.371926605701,1.23631179333,1.44655001163,0.454399973154,-0.218299984932,-0.2430151999,-0.0941144824028,-1.30340003967,-0.720300018787,-0.749604821205,-0.428729891777,-1.00142931938,-0.161386623979,1.55696392059,0.00422900635749,-0.155824035406,-0.358888238668,-0.453891992569,-0.236064344645,-0.439850002527,-0.653750002384
427,0.107092514634,0.156991377473,-0.796414494514,0.344995319843,0.105250000954,-0.506049990654,-0.72619998455,-0.350099980831,-1.17569994926,-0.523050010204,-0.567149996758,-0.0812360346317,1.00774157047,0.103939257562,0.0696997493505,-0.121748775244,0.821050047874,0.233053848147,-0.362723380327,-0.714650034904,0.0287159755826,-0.387135893106,-2.01169991493,0.0496000014246,0.674441277981,-0.195486813784,-2.12419986725,-0.314850002527,0.679399967194,-1.27664995193,-0.198299989104,-1.32614994049,0.101550005376,-0.413350015879,-0.0433759912848,0.103693477809,-0.18955001235,-1.12325000763,-0.111400000751,0.406849980354,-0.704649984837,-0.209900006652,-0.918250024319,-0.994599997997,-0.439099997282,-0.368349999189,4.25064992905,-1.69374990463,-0.0479343682528,-0.432872325182,-0.10205000639,0.393722504377,1.6943500042,-0.369249999523,0.521446883678,-0.412324398756,-0.663500010967,1.02215003967,-0.257600009441,0.017924439162,-0.876036167145,0.179050028324,0.0544500052929,1.13112735748,-0.147186845541,0.202264040709,0.673083126545,0.274417698383,-0.214685738087,-0.472356498241,0.0100953876972,-0.014852640219,0.23209412396,0.1929500103,0.325749993324
5898,-0.365565598011,-0.383601874113,0.0768978223205,0.538791358471,0.287999987602,0.116599977016,-1.48210000992,-0.327250003815,-0.273400008678,-0.309549987316,-0.808449983597,-0.426094979048,-0.377909332514,0.0182863790542,0.149284511805,-0.411176890135,0.0168500002474,-1.23227679729,-0.115993618965,0.566699981689,-0.302332192659,-0.413414239883,0.201699987054,0.28480002284,0.588502168655,-0.27580717206,-0.0576499924064,-0.1617000103,0.824599981308,-0.0899000018835,-0.0798000022769,-0.582750022411,-1.48890006542,-0.667549967766,0.562424302101,0.367423951626,-1.25489997864,-1.3110499382,0.198550000787,0.459100008011,0.156049996614,0.00599999725819,-1.02655005455,-1.27279996872,-0.519400000572,-0.738749980927,0.602999985218,-0.828150033951,-1.41965842247,-0.43346658349,-0.629199981689,-1.64377892017,-1.88805007935,-0.719699978828,0.0128284022212,0.552304208279,-1.05095005035,-0.312600016594,0.0528500080109,0.379031777382,0.160850539804,-0.244099989533,-0.131850004196,1.42989587784,-0.656854271889,0.0674869865179,-0.480316728354,-0.166292950511,0.119941174984,-0.965718269348,-0.833911657333,-0.339755833149,0.0890973359346,0.167549997568,-0.663100004196
23365,1.37391018867,0.0580624453723,-0.732860684395,0.824417591095,-0.133199989796,-0.0363000035286,0.276399999857,0.511849999428,2.71000003815,-0.323249995708,-0.268000006676,0.0895931497216,-0.346708536148,-0.578637063503,-0.557981073856,-0.790963828564,0.121899992228,-0.63024520874,1.09407901764,-0.344599992037,-0.48143517971,0.428970634937,0.422299981117,-0.10949999094,0.887806117535,-0.667382478714,2.45990014076,0.183499991894,0.0852999985218,0.153699994087,0.373450011015,-0.316100001335,1.6848500967,-1.80034995079,0.211251452565,-0.00746069103479,-0.29240000248,1.23144996166,0.376199990511,0.267699986696,-0.393800020218,0.879700005054,-0.89359998703,-0.0180500000715,-0.694299995899,0.284350007772,2.01534986496,-0.0100499987602,-0.272679775953,1.23796582222,0.146000027657,0.288094967604,1.02629995346,0.0492000058293,-0.825318396091,-0.639015436172,-0.169049993157,-0.74304997921,-0.38615000248,-0.755919456482,0.112144038081,-0.465499997139,-0.453649997711,0.0905616730452,-0.29316753149,-0.00601140409708,-1.0183314085,-0.83408176899,-0.655991911888,0.148558065295,0.125850826502,-0.49221855402,-0.122183635831,2.95574998856,-0.104399994016
6657,0.311713278294,0.303118169308,0.943769037724,-0.00769575126469,0.851800024509,0.242950007319,0.620800018311,0.17460000515,3.34710001945,0.217200040817,-0.849799990654,0.968056201935,0.109237402678,0.692712545395,0.0976621359587,0.42578843236,-0.0267499983311,0.90268522501,-0.290150016546,-0.480899989605,-0.183826074004,0.345430254936,-0.54240000248,1.23160004616,-0.362635463476,0.934202194214,0.530699968338,0.692900002003,0.514750003815,0.742600023746,-0.136899992824,0.369000017643,-0.243900001049,0.563650012016,-0.468944728374,-0.173376426101,0.645150005817,1.27314996719,0.661599993706,1.51024997234,-0.122299984097,-0.887600004673,0.773499965668,-0.171450003982,1.26419997215,-1.39479994774,1.88084995747,-0.13575001061,0.432417660952,-0.294492423534,0.960550010204,0.324128478765,1.51370000839,0.355849981308,0.222750514746,2.09719634056,1.09694993496,-0.326149970293,0.548699975014,0.104591600597,0.421468913555,0.494849979877,-1.23339998722,-0.411494910717,0.514606118202,-0.888666749001,-0.150715023279,1.62394690514,1.25489151478,-0.139746889472,-0.204235613346,-0.383672595024,0.0487128160894,-0.795899987221,-0.931199967861
