rid,CPC009_A375_6H:BRD-K71142328-001-03-8:10,CPC009_A549_6H:BRD-K71142328-001-03-8:10,CPC009_A549_24H:BRD-K71142328-001-03-8:10,CPC009_HA1E_6H:BRD-K71142328-001-03-8:10,CPC009_HCC515_6H:BRD-K71142328-001-03-8:10,CPC009_HEPG2_6H:BRD-K71142328-001-03-8:10,CPC009_HT29_6H:BRD-K71142328-001-03-8:10,CPC009_MCF7_6H:BRD-K71142328-001-03-8:10,CPC009_MCF7_24H:BRD-K71142328-001-03-8:10,CPC009_PC3_6H:BRD-K71142328-001-03-8:10,CPC009_PC3_24H:BRD-K71142328-001-03-8:10,CPC009_VCAP_6H:BRD-K71142328-001-03-8:10,CPC009_VCAP_24H:BRD-K71142328-001-03-8:10,CPC020_A375_6H:BRD-K71142328-001-01-2:10,CPC020_A549_6H:BRD-K71142328-001-01-2:10,CPC020_HA1E_6H:BRD-K71142328-001-01-2:10,CPC020_HCC515_6H:BRD-K71142328-001-01-2:10,CPC020_HT29_6H:BRD-K71142328-001-01-2:10,CPC020_MCF7_6H:BRD-K71142328-001-01-2:10,CPC020_MCF7_24H:BRD-K71142328-001-01-2:10,CPC020_PC3_6H:BRD-K71142328-001-01-2:10,CPC020_PC3_24H:BRD-K71142328-001-01-2:10,CPC020_VCAP_6H:BRD-K71142328-001-01-2:10,CPC020_VCAP_24H:BRD-K71142328-001-01-2:10
5720,-0.228156864643,-0.174370676279,0.923099994659,0.51497811079,0.75891917944,0.748314678669,0.68250721693,-0.0602371767163,0.306950002909,-0.103791177273,-0.744885861874,-0.514510095119,0.180586963892,0.679360747337,-0.361999988556,-0.369658499956,1.09179997444,1.18463253975,-0.353417515755,-0.141234889627,0.242801427841,0.199449598789,0.873537421227,0.700763583183
466,0.586881160736,0.696099221706,0.044199988246,0.101197943091,-0.566011190414,-2.57916402817,0.845775723457,-0.67778557539,0.341150045395,-1.02429628372,-0.179235577583,-1.73109996319,-1.87317609787,0.907630681992,-0.106300011277,-0.475407361984,-0.341300010681,0.0298852808774,-1.38246119022,0.72461950779,0.061490688473,0.729276418686,0.0429936721921,0.645420134068
6009,0.648150920868,-0.612260401249,0.73884999752,1.08767819405,0.408411979675,0.0646846294403,-0.32316967845,0.138837516308,1.19904994965,0.0198387205601,-0.609219610691,-0.743516087532,0.0505305826664,0.102772071958,-0.858250021935,-1.48030853271,0.219650000334,0.418160796165,-0.78478205204,-0.370314896107,-0.502223074436,-0.237260013819,0.316933572292,-0.297444999218
2309,-0.33804038167,1.8624522686,0.206650018692,-0.0231198370457,1.37511372566,0.278318703175,1.06859254837,0.287395089865,-1.14929997921,-0.0312361307442,0.708229541779,0.171280682087,0.796353936195,0.482044428587,-0.17745000124,0.059708610177,0.195849999785,0.057379335165,-1.7266856432,-0.352246642113,0.663265526295,-0.359057366848,0.384254604578,0.119728788733
387,0.590353131294,0.162498235703,0.427600026131,-0.177652657032,0.956305921078,0.06153601408,0.414323985577,0.760431647301,0.294449985027,-1.35814428329,-0.723188281059,0.281875610352,0.877315223217,0.260872006416,-0.445349991322,-0.172493800521,1.14010000229,0.227443993092,-0.764541983604,-0.96095430851,-0.0661839172244,-0.192660316825,-0.427251219749,-0.0982055291533
3553,-0.662338316441,-0.750828742981,0.704100012779,0.021016381681,-0.692791640759,0.1093236655,-0.379861176014,-0.523590564728,0.258200019598,1.87394380569,0.80566817522,0.37874224782,-0.323295116425,-0.383167922497,0.640150010586,-0.0255608037114,-0.238549977541,-0.416582524776,2.14065408707,0.255102008581,-0.00676205009222,0.132461845875,-0.0897539705038,-0.222811043262
427,1.21758508682,0.404076039791,0.962700009346,-0.622046470642,0.365520745516,0.519057393074,-0.134250402451,0.196896538138,0.364100009203,0.559708356857,-1.45434474945,-0.545161664486,-0.386604189873,-0.691761732101,-0.844049990177,0.145245343447,0.182600021362,-1.07898020744,-0.716857433319,1.08051729202,0.200336515903,0.263709455729,-0.550647318363,0.439354240894
5898,0.452270716429,0.169896155596,-0.953649997711,-0.165313825011,-0.823514163494,-0.0282800272107,0.860491931438,-0.361111283302,0.796399950981,0.588163018227,-0.598132967949,0.0418424643576,-0.739059090614,0.167965769768,0.152400001884,-0.511234283447,-0.429899990559,-0.135689437389,-0.715097904205,-0.433782100677,-0.321667313576,0.245472759008,-0.0860420614481,-0.327713251114
23365,0.431021213531,-0.175148844719,-1.06714999676,0.122026622295,-1.39829719067,-0.432562023401,-0.593456983566,-1.19115304947,0.628199994564,-0.0457664877176,0.468774795532,0.202169179916,0.815036714077,0.218931525946,-0.674499988556,-0.613571405411,-0.438400000334,-0.737679958344,-0.454942852259,0.234880998731,-0.251209139824,-0.555982470512,-0.390244662762,0.856428027153
6657,-0.606821537018,-0.485952079296,0.891449987888,-0.207579821348,-0.75317209959,-0.287688374519,-0.726307928562,0.294925153255,0.0877499878407,0.289130210876,0.570876300335,1.20696628094,0.322396397591,-0.791048467159,1.01184999943,0.276918530464,1.18725001812,-0.783492565155,2.14878129959,0.56593477726,0.0391099452972,-0.416060358286,-0.21228197217,-0.523970901966
5054,-1.19110763073,0.195372626185,-0.881749987602,0.480925172567,-0.100777991116,-0.300381302834,-0.706003427505,0.672534644604,-0.339749991894,-0.37550136447,0.564827382565,-0.482770204544,-0.11122328043,0.0780036896467,-1.23880004883,-0.133485883474,0.114400014281,-0.312390744686,1.20861244202,-0.330460369587,0.536597490311,0.673195540905,2.04564094543,-0.44348526001
3108,1.02558326721,0.748582661152,0.164299994707,0.974255502224,0.0222009308636,-0.457594454288,0.181050539017,-1.44209313393,0.405149996281,-0.297597587109,0.106485888362,0.243987619877,-0.115406796336,0.817745745182,0.0221000015736,-0.0751405879855,0.397249996662,-0.66183590889,-1.11033129692,-0.673430383205,0.498528778553,-0.261576831341,-0.479695856571,0.767118096352
1950,-0.962622404099,-0.623414635658,0.472800016403,0.0213763564825,-0.747804820538,-0.467889666557,-1.09043288231,-0.351514399052,0.479299992323,0.569355607033,1.05153739452,-0.699135661125,-0.78905236721,-1.17812025547,0.685599982738,-0.295117884874,-0.937699973583,-0.599832773209,1.52319180965,-0.102621793747,0.48287820816,-0.671869933605,-0.418890863657,-0.921676278114
351,-0.564284861088,-1.36860799789,0.176550000906,0.00480845570564,0.0,0.400698244572,0.0409181416035,0.671235501766,0.85379999876,-0.360973507166,0.607078313828,-0.235124111176,-0.321511566639,-0.680683195591,0.371500015259,0.713894844055,-0.103349983692,0.218756258488,0.167502343655,-0.457395195961,0.402324974537,0.448866546154,0.201111018658,0.768843889236
4846,-0.154904574156,-0.557854533195,-0.346650004387,0.570821583271,0.250243395567,-0.122754946351,-0.0744769275188,-0.348333775997,0.161249995232,1.73560738564,0.972707211971,-0.197513818741,-0.225105196238,0.412960231304,0.148450016975,-0.785376667976,0.504599988461,-0.321854889393,0.308556944132,0.791818380356,-0.417693078518,-0.249024569988,-0.455650448799,-0.136981979012
1452,0.0721533894539,0.758213996887,0.524349987507,-0.960512042046,-0.470970153809,-0.0816517174244,-0.600008547306,-1.32397317886,0.723150014877,-1.76289927959,0.179358839989,-0.485077381134,1.59388613701,-1.65648627281,0.213049992919,-0.421939104795,0.821599960327,0.989620387554,-0.313511967659,0.545886397362,-0.679508447647,-0.0323567688465,-0.456823259592,-1.08548474312
4776,-0.750613510609,-0.943705976009,0.616100013256,0.120253130794,-0.969665765762,-0.418457210064,-0.495255023241,-0.490250378847,0.503949999809,0.146211907268,0.692903697491,0.684541285038,-0.619412839413,-0.771937131882,0.891999959946,0.711752533913,-0.397300034761,-0.439430385828,2.18278241158,-0.342236220837,-0.380091369152,-0.472641736269,-0.433414071798,-0.354848444462
6908,0.562014460564,0.97826308012,1.26025009155,-0.193729132414,1.06475710869,0.196208611131,0.175829276443,-1.4712959528,0.175450026989,0.322594046593,-0.525644361973,-0.637945890427,0.996855139732,0.817047715187,0.148399993777,-0.332247972488,1.38265001774,-0.0812908262014,-1.441629529,0.0426108539104,0.226914912462,0.0645050406456,0.339252471924,0.156757071614
672,0.152111813426,0.0279219895601,-0.287550002337,-0.0116930156946,0.0882740914822,-0.391329824924,1.24159944057,0.417891681194,-0.328899979591,0.265216648579,0.97473526001,-1.93986606598,-0.390002250671,-0.0316180028021,-2.85815000534,-0.0892453193665,-0.329499989748,1.20350766182,-0.54364746809,1.04615807533,-0.397462010384,-0.256149083376,0.309278488159,0.487731128931
5710,-0.53255957365,0.721526861191,0.409299999475,0.208087742329,-0.404115766287,0.666982769966,0.312579095364,-0.135137379169,0.588850021362,-1.09599602222,-0.667756795883,0.114183440804,1.32263076305,1.09808146954,-0.681899964809,0.243048340082,0.701449990273,0.371696472168,-1.45587837696,0.025433152914,-0.339059114456,-0.236989229918,0.355351567268,0.296216994524
2115,0.402269601822,0.760808348656,0.352649986744,-0.326998889446,1.43929541111,-0.0154975354671,-0.429946988821,0.214203909039,-0.0556499958038,0.848088502884,0.339373648167,0.254276901484,0.500283002853,0.232183247805,0.156849980354,-0.748476564884,-0.391650021076,0.0157704651356,0.192732229829,0.210216552019,-0.998125374317,-0.0482619404793,-0.715620875359,0.381118774414
