rid,CPC019_A375_6H:BRD-K76999748-001-01-2:10,CPC019_A549_6H:BRD-K76999748-001-01-2:10,CPC019_A549_24H:BRD-K76999748-001-01-2:10,CPC019_HA1E_6H:BRD-K76999748-001-01-2:10,CPC019_HCC515_6H:BRD-K76999748-001-01-2:10,CPC019_HEPG2_6H:BRD-K76999748-001-01-2:10,CPC019_HT29_6H:BRD-K76999748-001-01-2:10,CPC019_MCF7_6H:BRD-K76999748-001-01-2:10,CPC019_MCF7_24H:BRD-K76999748-001-01-2:10,CPC019_PC3_6H:BRD-K76999748-001-01-2:10,CPC019_PC3_24H:BRD-K76999748-001-01-2:10,CPC019_VCAP_6H:BRD-K76999748-001-01-2:10,CPC019_VCAP_24H:BRD-K76999748-001-01-2:10,ERG014_PC3_24H:BRD-K76999748-001-01-2:9.9946,ERG014_PC3_6H:BRD-K76999748-001-01-2:9.9946,ERG014_VCAP_24H:BRD-K76999748-001-01-2:9.9946,ERG014_VCAP_6H:BRD-K76999748-001-01-2:9.9946
5720,-0.199958831072,-0.200649991632,0.47576969862,-1.06676948071,0.498698145151,0.198723748326,-0.354338854551,-2.12852334976,0.34663939476,0.643428623676,0.803481519222,0.231083869934,0.789888978004,-0.273291021585,-0.983399987221,-0.0262776613235,-0.100305974483
466,-0.293869197369,0.545050024986,0.164046004415,-0.298536092043,0.522680044174,-0.433029323816,-0.751507163048,-1.21147704124,0.899855792522,0.949863910675,-0.142843782902,-0.138662099838,0.397226333618,0.316242545843,-0.671499967575,-0.745847225189,0.108538597822
6009,-0.344404190779,0.0147999823093,0.233327105641,1.04511356354,0.747720718384,0.385598987341,-0.342171907425,-0.38485917449,0.347747325897,0.536881387234,0.686970949173,0.214943215251,-0.186857759953,-0.678225040436,1.87590003014,0.230686321855,0.398672103882
2309,0.265910476446,-0.101400002837,0.462159156799,0.173519700766,-0.506764531136,-0.0123215317726,0.42899364233,-0.876337766647,-0.775238633156,0.300634920597,-0.266612946987,0.458591371775,0.0733074843884,-0.733555555344,4.9374499321,0.375502228737,-0.04941624403
387,-0.269716322422,-0.0988499820232,-0.91041892767,0.71039378643,-1.02052855492,0.289457380772,0.350590795279,-0.323116481304,0.190304115415,0.742583334446,0.0453748703003,0.355104863644,-0.874021053314,0.510356247425,1.92079997063,1.4010437727,1.07701539993
3553,0.0351823046803,0.570850014687,-0.553245007992,0.464040577412,-0.598354995251,-0.171805173159,0.192225217819,4.04759788513,0.10345967114,-1.08643507957,-0.519299507141,0.323504209518,-0.311584591866,-0.443168997765,0.132349997759,-0.564973413944,-0.859020233154
427,-0.262147337198,-0.617399990559,-0.730694651604,-0.445333391428,0.34185358882,0.19762159884,-0.441231936216,-0.0598463267088,0.146971836686,-0.412290245295,-0.771131694317,-0.35237121582,-0.0161448568106,0.308844715357,0.462949991226,-0.357768535614,-0.140128776431
5898,0.632895827293,0.866999983788,-0.0334723703563,-0.978476464748,0.367603182793,-0.760877251625,-0.257853746414,-0.0588598251343,0.334873735905,0.114154145122,-0.775820195675,-0.711987257004,-0.321816831827,0.514358341694,0.0524500012398,-0.295825600624,0.441104650497
23365,0.0905703231692,1.01425004005,-0.834800601006,-0.474437892437,0.030010394752,-0.932284712791,-1.31201791763,0.0800630450249,-0.504304885864,-0.326469242573,-0.0262228995562,-0.20422975719,-0.516011893749,0.486928522587,6.05079984665,1.24884819984,0.92195224762
6657,-0.170338869095,0.172300040722,-0.627819538116,0.283393681049,0.428183764219,0.0788899064064,-0.910888671875,3.10295319557,0.0472593791783,-0.746599256992,-0.961008548737,-0.194563373923,-1.20370268822,-0.408121824265,0.280349969864,-0.143464401364,-0.758320748806
