rid,LJP002_BT20_6H:BRD-K04801023-001-01-3:10,LJP002_BT20_6H:BRD-K04801023-001-01-3:2,LJP002_BT20_6H:BRD-K04801023-001-01-3:0.4,LJP002_BT20_6H:BRD-K04801023-001-01-3:0.08,LJP002_BT20_24H:BRD-K04801023-001-01-3:10,LJP002_BT20_24H:BRD-K04801023-001-01-3:2,LJP002_BT20_24H:BRD-K04801023-001-01-3:0.4,LJP002_BT20_24H:BRD-K04801023-001-01-3:0.08,LJP002_HS578T_6H:BRD-K04801023-001-01-3:10,LJP002_HS578T_6H:BRD-K04801023-001-01-3:2,LJP002_HS578T_6H:BRD-K04801023-001-01-3:0.4,LJP002_HS578T_6H:BRD-K04801023-001-01-3:0.08,LJP002_HS578T_24H:BRD-K04801023-001-01-3:10,LJP002_HS578T_24H:BRD-K04801023-001-01-3:2,LJP002_HS578T_24H:BRD-K04801023-001-01-3:0.4,LJP002_HS578T_24H:BRD-K04801023-001-01-3:0.08,LJP002_MCF10A_6H:BRD-K04801023-001-01-3:10,LJP002_MCF10A_6H:BRD-K04801023-001-01-3:0.4,LJP002_MCF10A_6H:BRD-K04801023-001-01-3:0.08,LJP002_MCF10A_6H:BRD-K04801023-001-01-3:2,LJP002_MCF10A_24H:BRD-K04801023-001-01-3:10,LJP002_MCF10A_24H:BRD-K04801023-001-01-3:0.4,LJP002_MCF10A_24H:BRD-K04801023-001-01-3:0.08,LJP002_MCF10A_24H:BRD-K04801023-001-01-3:2,LJP002_MCF7_6H:BRD-K04801023-001-01-3:10,LJP002_MCF7_6H:BRD-K04801023-001-01-3:2,LJP002_MCF7_6H:BRD-K04801023-001-01-3:0.4,LJP002_MCF7_6H:BRD-K04801023-001-01-3:0.08,LJP002_MCF7_24H:BRD-K04801023-001-01-3:10,LJP002_MCF7_24H:BRD-K04801023-001-01-3:2,LJP002_MCF7_24H:BRD-K04801023-001-01-3:0.4,LJP002_MCF7_24H:BRD-K04801023-001-01-3:0.08,LJP002_MDAMB231_6H:BRD-K04801023-001-01-3:10,LJP002_MDAMB231_6H:BRD-K04801023-001-01-3:2,LJP002_MDAMB231_6H:BRD-K04801023-001-01-3:0.4,LJP002_MDAMB231_6H:BRD-K04801023-001-01-3:0.08,LJP002_MDAMB231_24H:BRD-K04801023-001-01-3:10,LJP002_MDAMB231_24H:BRD-K04801023-001-01-3:2,LJP002_MDAMB231_24H:BRD-K04801023-001-01-3:0.4,LJP002_MDAMB231_24H:BRD-K04801023-001-01-3:0.08,LJP002_SKBR3_6H:BRD-K04801023-001-01-3:10,LJP002_SKBR3_6H:BRD-K04801023-001-01-3:2,LJP002_SKBR3_6H:BRD-K04801023-001-01-3:0.4,LJP002_SKBR3_6H:BRD-K04801023-001-01-3:0.08,LJP002_SKBR3_24H:BRD-K04801023-001-01-3:10,LJP002_SKBR3_24H:BRD-K04801023-001-01-3:2,LJP002_SKBR3_24H:BRD-K04801023-001-01-3:0.4,LJP002_SKBR3_24H:BRD-K04801023-001-01-3:0.08
5720,0.563959062099,-0.669169843197,-0.516243517399,0.842660367489,-0.543561697006,-0.654408454895,-1.2099750042,-1.50277590752,0.027199998498,-0.4063346982,-0.212471842766,0.263716518879,0.641753077507,-0.934411227703,-0.448794335127,-0.617600023746,-1.35546576977,0.642063677311,-0.842871189117,-0.768299996853,-0.318699985743,-0.413749992847,-0.66069996357,0.768299996853,-0.300831347704,-0.110100030899,-1.82081007957,0.0535802207887,0.488150000572,-0.025549992919,-0.0955999940634,0.346300005913,1.7634203434,0.433868825436,0.338516652584,0.743893861771,1.42337453365,-1.01573336124,-0.0497333407402,-0.714774131775,1.24491596222,0.805047750473,0.417645305395,1.00249385834,0.804916143417,-0.451373159885,-0.0795959234238,-0.783250033855
466,0.158288300037,0.0759987235069,-0.743682861328,0.91988992691,-0.911985754967,-0.00477160699666,-1.41458117962,-0.425550997257,-0.0491333305836,-0.100933417678,0.162024602294,0.885499835014,0.470398396254,-1.88743376732,-0.892515480518,0.0630666911602,-1.81414604187,1.07593715191,-1.06853687763,0.957399964333,-0.553150057793,0.0861500054598,0.149849995971,-0.993200004101,-0.0116259157658,0.288100004196,-1.75554144382,1.19084215164,0.694750010967,0.505299985409,0.152999997139,0.642449975014,0.344149202108,0.304557472467,0.655085980892,-0.694452941418,1.06832635403,-0.757533371449,-0.534466683865,0.0273050181568,0.835578083992,0.065321020782,0.0723999962211,0.71664506197,0.690652251244,-1.56881165504,-0.33917850256,-2.5297999382
6009,0.0174514502287,0.447338700294,-0.26642036438,1.10729575157,0.803366661072,0.230759575963,-0.982409119606,-0.447156459093,0.0947666466236,-0.817222118378,-0.153758168221,0.492840588093,1.35373330116,0.431126266718,-0.00724114850163,-0.152633339167,-0.622405290604,0.960397839546,-0.949359536171,-0.26210001111,0.334650009871,-1.01754999161,0.325349986553,1.00940001011,0.511466920376,-0.419866681099,-0.744390308857,0.401271998882,1.25150001049,0.224500000477,0.234149992466,0.695649981499,0.142736852169,0.421509772539,-0.78295648098,-0.141266107559,0.894131779671,0.0766666829586,-0.0677333325148,-0.303908854723,1.0585218668,0.553600549698,0.180743843317,0.183489650488,-0.13566210866,-0.644130170345,-0.223264783621,-0.432200014591
2309,0.0709373652935,-1.18007361889,0.0934150218964,0.462233424187,-0.0902004763484,0.0314137041569,0.0956473350525,-0.306843757629,0.809966683388,0.28218537569,0.716820061207,0.387693971395,-1.08885252476,0.170597046614,-0.00679901242256,0.108333334327,-0.611111402512,-0.466371387243,-2.39308166504,-0.425850003958,-0.292750000954,-0.34114998579,1.00240004063,0.172199994326,-0.267619103193,-0.39173334837,-2.14634990692,-0.916801691055,0.785000026226,0.429350018501,0.285800009966,0.30245000124,0.0150149166584,-0.579675197601,-0.907546460629,-0.604899048805,-0.342926830053,-1.12343335152,-0.640533328056,-1.42341709137,0.444503039122,0.180939793587,-1.40148711205,0.0239563733339,-0.178068578243,-0.866972446442,-0.118069775403,0.396499991417
387,-0.145645231009,-0.0471506267786,-0.40585616231,-0.138788342476,-0.567796826363,-0.416605830193,-1.55706334114,-0.557969272137,-0.155100002885,-0.0765613615513,-0.0924101471901,0.698309898376,0.466619700193,-0.512734234333,-0.404088258743,-0.771899938583,-1.33898341656,0.507026135921,-1.45947778225,-1.08695006371,0.356499969959,0.59350001812,0.200049996376,0.00620000017807,-0.0921665802598,0.217366665602,-1.62346863747,0.0771123766899,0.589350044727,0.215849995613,-1.03229999542,-0.148950010538,-0.609856367111,-0.202269613743,-1.13250720501,-0.96228659153,0.213439643383,-0.705099999905,-0.921866714954,-1.24365973473,0.151436582208,0.949079930782,0.900443732738,0.0558957196772,0.171258091927,-0.709100902081,-0.488886117935,-0.429900020361
3553,0.182021915913,0.897334694862,0.37417536974,-0.889540791512,0.623777508736,0.047723531723,1.83151888847,0.959015607834,0.331000000238,0.648972868919,0.538290202618,0.639294028282,-0.340626299381,1.13641726971,0.433322310448,-0.531100034714,0.140391513705,0.286014169455,-0.0520533621311,0.215200006962,0.800949990749,0.0679499953985,0.132400006056,1.07729995251,0.298734486103,0.100099995732,3.20107126236,0.0594532713294,-0.357800006866,-0.345399975777,-0.195600003004,-0.665349960327,0.144912973046,1.32432067394,2.44414663315,1.00346672535,-0.362009525299,0.95723336935,0.694733321667,1.56422185898,-0.450322687626,-0.860949158669,-0.610690057278,-0.341553807259,0.450179308653,0.516888260841,0.864711940289,0.524749994278
427,-0.265711188316,-0.597607254982,-1.09892976284,-1.38827157021,0.182711675763,0.142501950264,-1.05115044117,-0.590861141682,0.212100028992,0.495928347111,0.185276627541,2.13919758797,0.293270170689,0.357193261385,0.250902116299,-1.52266669273,-0.150250554085,-0.196274399757,1.22893810272,-1.5856000185,-1.42044997215,-0.157699987292,-1.27820003033,-0.618700027466,0.848331332207,-0.652233362198,0.279020875692,0.0850948393345,-0.409599989653,0.141499996185,-1.81684994698,-0.173000007868,0.64795255661,-1.77702188492,-0.355376422405,0.152618706226,-0.570195198059,0.161366641521,-0.161533325911,-0.324265897274,-0.31540080905,-0.431651175022,-0.71457695961,0.616465270519,-1.09219384193,0.568592488766,-0.0412258505821,-0.317149996758
5898,0.516108036041,-1.13906335831,-0.0691631212831,0.71208024025,0.171019673347,-0.271585166454,-1.38083088398,-0.0855052173138,1.17833328247,-0.100957751274,-0.197004824877,-0.37422555685,-0.0523418784142,-0.925010800362,-0.182474121451,-0.237733364105,-0.0241261422634,-1.40080070496,-1.20979356766,0.333849996328,-3.66275024414,0.604300022125,-0.272199988365,0.140599995852,-1.13138413429,0.222133338451,-0.143640995026,0.229555219412,0.691399991512,-0.539600014687,0.434500008821,0.616299986839,-0.661199212074,-2.02153968811,-0.746312618256,0.615532636642,0.102223798633,-0.368700027466,0.574366688728,-0.553291916847,0.194091826677,0.123344682157,0.823004484177,1.1817098856,0.262980788946,0.288681507111,0.119242832065,-0.0582500398159
23365,0.376758694649,-0.622393369675,-0.459759056568,-0.779167950153,-0.447295725346,-1.23951733112,-0.00246554613113,-0.873469412327,0.255533337593,-1.39910268784,-0.30869114399,-0.272824287415,-0.576134622097,-0.788021206856,0.618017911911,-0.310266673565,0.388224691153,0.566122233868,6.94260501862,-0.407649993896,2.14969992638,0.497049987316,1.3029999733,-1.15869998932,-0.25842577219,-0.458633363247,0.0416619479656,-0.746653556824,0.404549986124,-0.155049994588,-0.0443499982357,0.522650003433,-0.664992809296,0.461049377918,-1.41543507576,0.428936302662,-1.18698310852,0.00316666066647,-0.213400006294,-0.69703322649,-0.175626337528,-0.208728477359,-0.0736435800791,1.82853400707,-0.441285640001,0.0166499763727,-0.42901751399,-0.331250011921
6657,0.0954849272966,0.567019045353,0.584974229336,-1.35583925247,0.744007647038,0.438357800245,0.848614275455,1.2252882719,-0.240900009871,0.362063407898,-0.453540056944,0.105018928647,0.372494250536,1.42418622971,1.04334580898,-0.0179333388805,1.41530716419,-0.122153267264,1.80615615845,0.783599972725,-0.0922999978065,-0.171949997544,0.532649993896,0.163200005889,-0.859478652477,0.4253000319,3.90665602684,-0.84864294529,-0.272899985313,0.475399971008,-0.223399996758,0.440800011158,0.135453432798,0.9789057374,0.926352381706,0.878210306168,-0.300078809261,0.0776333212852,0.152400016785,1.3684078455,-0.27577829361,-0.0239532887936,-0.130301296711,-0.318937987089,-0.879846155643,0.592676997185,0.212591186166,0.359899997711
